blue_win_percentage,red_win_percentage,team_win,team_pred
94.468907660067,5.5310923399329965,0,1
14.172550905431534,85.82744909456846,0,0
23.341988774167614,76.65801122583238,0,0
21.532294923305372,78.46770507669463,0,0
99.22315465585875,0.7768453441412504,1,1
24.124333267840097,75.8756667321599,0,0
97.91021341894998,2.0897865810500207,1,1
82.16898650953405,17.83101349046595,1,1
28.810651098006723,71.18934890199327,0,0
46.14319968747529,53.85680031252471,0,0
57.273548534289674,42.726451465710326,1,1
4.806711435246902,95.1932885647531,0,0
13.413303751878278,86.58669624812173,0,0
58.38049477629422,41.61950522370578,1,1
50.8690328083067,49.1309671916933,1,1
50.33644919899783,49.66355080100217,1,1
81.59695502324224,18.403044976757755,1,1
89.20380795289323,10.796192047106771,1,1
10.72982465628319,89.27017534371682,0,0
66.50264155901027,33.49735844098973,0,1
7.085698117832938,92.91430188216707,0,0
52.85079155346065,47.14920844653935,0,1
61.805259894699674,38.194740105300326,1,1
1.5366289361660987,98.4633710638339,0,0
59.715918724925075,40.284081275074925,0,1
22.985744763541653,77.01425523645835,0,0
82.88606357870682,17.113936421293175,1,1
74.41097024043417,25.589029759565832,0,1
87.3121743702209,12.687825629779098,1,1
42.64703762718141,57.35296237281859,1,0
33.02576514353813,66.97423485646186,1,0
30.265838715618848,69.73416128438114,0,0
93.60539883477922,6.394601165220777,1,1
31.624755850947977,68.37524414905202,0,0
33.39928943120271,66.6007105687973,0,0
33.338009315172776,66.66199068482723,1,0
9.923945779048516,90.07605422095148,0,0
60.997844916658735,39.002155083341265,1,1
82.18422713487385,17.81577286512615,1,1
87.82236185522964,12.177638144770356,1,1
36.46754286505669,63.53245713494331,0,0
18.5099865754644,81.4900134245356,0,0
58.04569573464807,41.95430426535193,0,1
24.951015113577167,75.04898488642283,0,0
97.28963462397435,2.710365376025649,1,1
24.608608400559664,75.39139159944034,0,0
24.812524300422712,75.18747569957729,0,0
9.265274862615573,90.73472513738443,0,0
88.17426141902321,11.82573858097679,1,1
24.116727993042833,75.88327200695717,0,0
23.85040644386523,76.14959355613477,0,0
94.5519976201941,5.448002379805899,1,1
26.737708128148892,73.2622918718511,1,0
2.9834875422580223,97.01651245774198,0,0
43.47426401230522,56.52573598769478,0,0
32.42831130265079,67.5716886973492,1,0
37.41180933843932,62.58819066156068,1,0
60.89501436768826,39.10498563231174,0,1
13.118419267289541,86.88158073271046,0,0
85.5120906285557,14.487909371444303,1,1
35.952651756976636,64.04734824302336,0,0
27.988756348517846,72.01124365148215,1,0
16.48499919056604,83.51500080943396,0,0
95.74760792258671,4.25239207741329,1,1
10.729737377104268,89.27026262289573,0,0
98.28019456923138,1.7198054307686164,1,1
98.01509016497938,1.9849098350206162,1,1
55.94652660294296,44.05347339705704,1,1
77.21612483281712,22.783875167182885,0,1
16.535283600474074,83.46471639952593,0,0
72.27082334594621,27.729176654053788,1,1
5.908816451921559,94.09118354807845,0,0
32.73004584232727,67.26995415767273,0,0
94.85860573247233,5.141394267527673,1,1
13.343575646253274,86.65642435374673,0,0
26.577221667281766,73.42277833271824,0,0
46.82192527581445,53.17807472418555,0,0
30.152722080359435,69.84727791964056,0,0
58.67887950497174,41.32112049502826,1,1
85.73624485548758,14.263755144512416,1,1
18.806712597352696,81.1932874026473,0,0
14.96030838069248,85.03969161930752,0,0
28.51938694790946,71.48061305209055,0,0
81.54743108196762,18.452568918032384,1,1
97.69410651418116,2.3058934858188422,1,1
6.273822139200759,93.72617786079924,1,0
6.108089582904581,93.89191041709542,0,0
32.99580185610139,67.0041981438986,1,0
17.469246719292023,82.53075328070798,0,0
8.638245118589298,91.3617548814107,0,0
1.4608340878432233,98.53916591215678,0,0
82.00300061687203,17.99699938312797,1,1
81.125819515997,18.874180484003006,1,1
66.54503282586437,33.45496717413563,1,1
62.62799253424672,37.37200746575328,1,1
14.729225354400043,85.27077464559996,0,0
95.51663199067455,4.483368009325446,1,1
0.8448290268413197,99.15517097315868,0,0
77.94505779091455,22.054942209085453,0,1
31.941106555948046,68.05889344405196,1,0
3.5406300848215277,96.45936991517847,0,0
57.15482428979332,42.84517571020668,1,1
72.59550392327134,27.404496076728663,0,1
35.77960658682484,64.22039341317516,0,0
49.3388790445995,50.6611209554005,0,0
30.873066993272502,69.1269330067275,0,0
75.83548294152709,24.16451705847291,1,1
43.58982626683793,56.41017373316207,0,0
65.834184194374,34.165815805625996,1,1
19.43886303122318,80.56113696877682,0,0
66.55879010315803,33.44120989684197,0,1
98.1003434459001,1.8996565540999057,1,1
68.63815177989045,31.36184822010955,1,1
17.137952614737372,82.86204738526263,1,0
60.87472207511189,39.12527792488811,1,1
73.83586895726712,26.164131042732876,0,1
2.0475835231033095,97.95241647689669,0,0
19.822390116367977,80.17760988363202,1,0
15.19394667852879,84.80605332147121,0,0
94.21718804133258,5.782811958667423,1,1
30.435428526604053,69.56457147339594,1,0
74.90636911298617,25.09363088701383,1,1
76.98795812940202,23.012041870597983,1,1
3.2162390807462913,96.78376091925371,0,0
43.17162432234719,56.82837567765281,0,0
51.064391175043546,48.935608824956454,0,1
79.68094204059703,20.31905795940297,1,1
36.29637124954595,63.70362875045405,0,0
30.312338217247497,69.6876617827525,1,0
60.68788903520838,39.31211096479162,1,1
51.51468311231392,48.48531688768608,0,1
51.045737746502276,48.954262253497724,0,1
13.983466978818498,86.0165330211815,1,0
46.358539590403694,53.641460409596306,0,0
14.948522322744648,85.05147767725535,0,0
48.81766777068623,51.18233222931377,0,0
83.63662563021961,16.363374369780388,0,1
87.43487289454083,12.565127105459169,1,1
85.34185039777591,14.658149602224086,1,1
3.0569118616141995,96.9430881383858,0,0
27.13122811801481,72.8687718819852,1,0
6.7904044822232095,93.20959551777679,0,0
37.72298105084504,62.27701894915496,1,0
78.62543347563104,21.37456652436896,0,1
3.2184588660652396,96.78154113393477,0,0
95.87555457863716,4.124445421362836,1,1
84.63424519762276,15.36575480237724,1,1
66.52611908585472,33.47388091414528,0,1
79.75624763583974,20.243752364160258,1,1
37.85038730074568,62.14961269925432,0,0
83.87464266176988,16.125357338230117,0,1
18.03053958589988,81.96946041410013,1,0
0.7483355652005899,99.25166443479941,0,0
20.031574722629514,79.96842527737049,0,0
92.926655965464,7.073344034536007,1,1
45.56923101065251,54.43076898934749,0,0
73.55783465857277,26.442165341427227,1,1
52.75670894953125,47.24329105046875,0,1
63.85435051362889,36.14564948637111,1,1
45.843142701790796,54.156857298209204,0,0
42.24273804067719,57.75726195932281,1,0
90.3687411202455,9.631258879754498,1,1
93.74790855433322,6.252091445666778,1,1
57.93302609643165,42.06697390356835,1,1
63.23841456201755,36.76158543798245,1,1
26.2147088769829,73.7852911230171,0,0
54.26392753582774,45.73607246417226,0,1
22.98380576342558,77.01619423657442,0,0
10.300065346931433,89.69993465306857,0,0
91.69466184672369,8.30533815327631,1,1
76.70585692031746,23.29414307968254,1,1
55.29889060390124,44.70110939609876,1,1
35.77308789510572,64.22691210489428,1,0
16.750069688926732,83.24993031107327,1,0
77.57476829573568,22.42523170426432,1,1
28.144651993736208,71.8553480062638,1,0
86.3103461258112,13.689653874188807,1,1
34.89750105862619,65.10249894137381,0,0
39.04154537284616,60.95845462715384,0,0
76.0260508036494,23.973949196350603,1,1
92.70863443774299,7.291365562257013,1,1
43.53137591603174,56.46862408396826,1,0
92.65203022130359,7.3479697786964095,1,1
70.50327806756603,29.49672193243397,0,1
81.00268884709143,18.997311152908566,1,1
86.84703303879704,13.152966961202964,1,1
52.34281175634917,47.65718824365083,1,1
14.409453815643161,85.59054618435684,1,0
52.28928263371054,47.71071736628946,1,1
10.019487432461124,89.98051256753888,0,0
47.10876387181814,52.89123612818186,0,0
55.31054394554662,44.68945605445338,0,1
82.51253547828883,17.487464521711175,1,1
15.955455821165451,84.04454417883454,0,0
32.739955567500104,67.2600444324999,1,0
81.28554424195939,18.714455758040614,1,1
42.140180094333424,57.859819905666576,1,0
25.570763171740364,74.42923682825963,0,0
26.878724630763013,73.12127536923698,0,0
28.35089216982704,71.64910783017297,0,0
