top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role
K'Sante,Aatrox,Kayn,Diana,Fizz,Gangplank,Lucian,Ezreal,Thresh,Xerath,-985.0,blue,2,2.0,0.0,-0.9199999999999999,-5.33,-1.0,9.2,2.25,top,Tank,top,Fighter,top,Fighter,jungle,Fighter,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Mage
Jax,Twisted Fate,Viego,Sejuani,Viktor,Aatrox,Jhin,Jinx,Janna,Senna,1572.0,blue,0,-2.0,0.0,-2.33,5.0,2.0,4.0,6.0,top,Fighter,mid,Mage,jungle,Assassin,jungle,Tank,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Sion,Darius,Shaco,Kayn,Viktor,Akshan,Vayne,Ezreal,Thresh,Lux,-788.0,blue,1,1.0,0.0,-0.6699999999999999,1.6600000000000001,0.0,-0.41999999999999993,4.0,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,top,Marksman,top,Marksman,adc,Marksman,support,Support,mid,Mage
Gwen,Riven,Sylas,Kayn,LeBlanc,Galio,Ezreal,Kai'Sa,Janna,Rammus,2681.0,red,2,-1.0,0.0,1.67,4.0,1.75,1.0,0.0,top,Fighter,top,Fighter,top,Mage,top,Fighter,mid,Assassin,mid,Tank,adc,Marksman,adc,Marksman,support,Support,jungle,Tank
Sejuani,Yone,Evelynn,Graves,Xerath,LeBlanc,Varus,Twitch,Blitzcrank,Pyke,-4814.0,red,-2,0.0,1.0,-2.67,-7.67,0.0,3.0,-2.5,jungle,Tank,top,Assassin,jungle,Assassin,jungle,Marksman,mid,Mage,mid,Assassin,mid,Marksman,adc,Marksman,support,Tank,support,Support
Sylas,Malphite,Kha'Zix,Evelynn,Syndra,Veigar,Ezreal,Jinx,Yuumi,Lulu,-855.0,blue,1,-1.0,0.0,-6.0,3.33,0.8300000000000001,2.5,3.5,top,Mage,top,Tank,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
K'Sante,Aatrox,Shaco,Vi,Lux,Ahri,Xayah,Aphelios,Thresh,Morgana,1601.0,blue,-2,-2.0,0.0,2.33,2.0,1.5,5.5,0.6699999999999999,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Malphite,Irelia,Jarvan IV,Evelynn,Akshan,LeBlanc,Zeri,Jinx,Yuumi,Rell,531.0,red,2,-1.0,0.0,2.0,0.5,0.0,3.0,4.33,top,Tank,top,Fighter,jungle,Tank,jungle,Assassin,top,Marksman,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank
Gragas,Kennen,Lee Sin,Sona,Karma,Zed,Sivir,Miss Fortune,Lulu,Viego,-8344.0,red,-1,0.0,1.0,-6.0,-4.25,-2.33,-5.75,-1.5,top,Fighter,top,Mage,jungle,Fighter,support,Support,support,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,jungle,Assassin
Malphite,K'Sante,Kha'Zix,Kayn,Katarina,Cassiopeia,Zeri,Kai'Sa,Sona,Galio,-3623.0,red,-2,1.0,1.0,-3.0,-4.0,-3.0,1.0,-2.5,top,Tank,top,Tank,jungle,Assassin,top,Fighter,mid,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Malphite,Veigar,Fiddlesticks,Jarvan IV,Sylas,Ornn,Kai'Sa,Kog'Maw,Seraphine,Blitzcrank,-351.0,red,-1,2.0,0.0,0.0,3.0,-0.5,-2.4,-1.0,top,Tank,mid,Mage,jungle,Mage,jungle,Tank,top,Mage,top,Tank,adc,Marksman,adc,Marksman,adc,Mage,support,Tank
Pantheon,Irelia,Lee Sin,Ekko,Taliyah,Ahri,Ashe,Tristana,Bard,Lulu,-4480.0,blue,0,1.0,1.0,-0.19999999999999996,-1.5,-0.5,-3.3,-3.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,jungle,Mage,mid,Mage,adc,Marksman,mid,Marksman,support,Support,support,Support
Jayce,Gangplank,Zac,Maokai,Annie,Sylas,Ashe,Ezreal,Soraka,Heimerdinger,-2381.0,blue,-2,1.0,1.0,2.0,-8.0,1.0,-6.2,-2.33,top,Fighter,top,Fighter,top,Tank,top,Tank,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Aatrox,Ornn,Gragas,Kindred,Viego,Twisted Fate,Xayah,Kai'Sa,Lulu,Nautilus,-3961.0,blue,0,1.0,0.0,-2.5,-7.25,0.6699999999999999,0.6699999999999999,0.41999999999999993,top,Fighter,top,Tank,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Sett,Camille,Fiddlesticks,Rengar,Annie,Cassiopeia,Jinx,Zeri,Thresh,Pyke,-5081.0,red,-2,2.0,3.0,-2.33,-0.20000000000000018,-0.6699999999999999,-0.33000000000000007,4.25,top,Fighter,top,Fighter,jungle,Mage,top,Assassin,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Poppy,Sion,Warwick,Rengar,Kog'Maw,Jayce,Malzahar,Karthus,Amumu,Morgana,-4315.0,red,-2,-1.0,0.0,1.0,-0.5,-0.33000000000000007,-3.0,-5.0,top,Tank,top,Tank,top,Fighter,top,Assassin,adc,Marksman,top,Fighter,mid,Mage,jungle,Mage,jungle,Tank,support,Mage
Ornn,Singed,Lillia,Diana,Kai'Sa,Sejuani,Lux,Draven,Senna,Thresh,-7425.0,red,-2,0.0,1.0,-4.0,-5.0,-1.75,-3.0,-8.0,top,Tank,top,Tank,jungle,Fighter,jungle,Fighter,adc,Marksman,jungle,Tank,mid,Mage,adc,Marksman,support,Marksman,support,Support
K'Sante,Zac,Graves,Gragas,Yone,Qiyana,Ezreal,Lucian,Xerath,Thresh,-2276.0,red,0,-1.0,0.0,-3.0,-3.0,-1.0,5.0,7.33,top,Tank,top,Tank,jungle,Marksman,top,Fighter,top,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Illaoi,Malphite,Karthus,Kayn,Yone,Akali,Ezreal,Draven,Lux,Soraka,-6353.0,red,-1,-1.0,1.0,-4.0,-8.0,-7.86,-1.67,-2.75,top,Fighter,top,Tank,jungle,Mage,top,Fighter,top,Assassin,top,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Shaco,Kled,Lee Sin,Nidalee,Talon,Zed,Jhin,Zeri,Xerath,Janna,8050.0,blue,1,-1.0,0.0,4.5,14.86,6.67,4.45,19.5,jungle,Assassin,top,Fighter,jungle,Fighter,jungle,Assassin,jungle,Assassin,top,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Riven,Shen,Ekko,Fiddlesticks,Yasuo,Gragas,Jinx,Samira,Sona,Zilean,14796.0,blue,1,-2.0,-6.0,1.5,6.33,-0.9999999999999999,4.67,7.67,top,Fighter,top,Tank,jungle,Assassin,jungle,Mage,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Support
Karma,Jayce,Jarvan IV,Graves,Ahri,Zoe,Zeri,Draven,Renata Glasc,Nautilus,-4296.0,blue,0,2.0,2.0,-1.33,-2.5,-6.75,2.0,-0.8300000000000001,support,Mage,top,Fighter,jungle,Tank,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Xin Zhao,Galio,Jinx,Karthus,Karma,Blitzcrank,Braum,Xayah,Sion,Fiora,-1587.0,red,-2,1.0,1.0,-0.8300000000000001,-1.92,6.67,-3.5,0.0,jungle,Fighter,mid,Tank,adc,Marksman,jungle,Mage,support,Mage,support,Tank,support,Support,adc,Marksman,top,Tank,top,Fighter
Ornn,Shen,Fiddlesticks,Bel'Veth,Kayle,Swain,Jinx,Draven,Blitzcrank,Morgana,3961.0,blue,-2,-1.0,-1.0,-0.5,8.67,-0.33000000000000007,9.71,3.0,top,Tank,top,Tank,jungle,Mage,jungle,Fighter,top,Fighter,top,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Mage
Illaoi,Kayle,Kayn,Neeko,Corki,Yone,Draven,Zeri,Pyke,Bard,-2635.0,red,2,-1.0,1.0,-2.6,-6.0,2.0,-0.75,-2.0,top,Fighter,top,Fighter,top,Fighter,jungle,Mage,mid,Marksman,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Riven,Malphite,Rengar,Kindred,Zed,Yasuo,Samira,Aphelios,Soraka,Janna,-910.0,red,-2,1.0,0.0,-1.5,-2.0,1.17,-1.5,0.0,top,Fighter,top,Tank,top,Assassin,jungle,Marksman,top,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Tristana,Gangplank,Hecarim,Kha'Zix,Zoe,Viktor,Aphelios,Jinx,Milio,Nautilus,3986.0,blue,0,-1.0,-1.0,1.6,8.67,-1.0,2.0,6.67,mid,Marksman,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Singed,Kayle,Lee Sin,Graves,Akali,Ahri,Aphelios,Ezreal,Karma,Amumu,5221.0,blue,2,0.0,-1.0,5.0,2.67,1.0,9.75,1.83,top,Tank,top,Fighter,jungle,Fighter,jungle,Marksman,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,jungle,Tank
Maokai,Poppy,Kha'Zix,Gragas,Zoe,Yasuo,Ezreal,Xayah,Yuumi,Rakan,1149.0,blue,0,0.0,0.0,-5.5,1.0,9.62,-1.0,0.0,top,Tank,top,Tank,jungle,Assassin,top,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Gangplank,Senna,Diana,Gragas,Talon,Aurelion Sol,Syndra,Caitlyn,Pyke,Blitzcrank,1579.0,blue,-2,-1.0,0.0,-1.42,1.5,4.0,3.5,-1.0,top,Fighter,support,Marksman,jungle,Fighter,top,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,support,Support,support,Tank
Yasuo,Sett,Gragas,Karthus,Qiyana,Zoe,Aphelios,Jinx,Soraka,Pyke,115.0,red,2,-1.0,0.0,-0.75,-8.5,0.5,-1.67,-7.33,top,Fighter,top,Fighter,top,Fighter,jungle,Mage,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Garen,Jax,Hecarim,Ekko,Irelia,Heimerdinger,Caitlyn,Yasuo,Xerath,Rell,2112.0,blue,2,2.0,-1.0,-1.9,10.0,2.5,1.0,-0.19999999999999996,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Fighter,support,Mage,adc,Marksman,top,Fighter,mid,Mage,support,Tank
Gwen,Fizz,Vi,Kindred,Swain,Sion,Kai'Sa,Aphelios,Blitzcrank,Thresh,-2630.0,red,-2,-1.0,1.0,-1.0,-3.0,-4.0,1.58,3.67,top,Fighter,mid,Assassin,jungle,Fighter,jungle,Marksman,top,Mage,top,Tank,adc,Marksman,adc,Marksman,support,Tank,support,Support
Rumble,Ornn,Rek'Sai,Evelynn,Qiyana,Zed,Kai'Sa,Jinx,Pyke,Senna,441.0,blue,0,1.0,0.0,-1.5,1.42,2.4,-0.6699999999999999,-5.25,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Assassin,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Akshan,Udyr,Lillia,Trundle,Zac,Annie,Lucian,Jhin,Lux,Blitzcrank,3369.0,blue,1,-1.0,0.0,-0.32999999999999996,3.0,3.67,-1.25,-2.5,top,Marksman,top,Fighter,jungle,Fighter,top,Fighter,top,Tank,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Tank
Fiora,Kayle,Lissandra,Taliyah,Pantheon,Fizz,Draven,Jinx,Amumu,Blitzcrank,9989.0,blue,1,-2.0,-1.0,1.5,5.33,9.0,7.5,1.33,top,Fighter,top,Fighter,mid,Mage,jungle,Mage,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,jungle,Tank,support,Tank
Mordekaiser,Aatrox,Talon,Ekko,Ahri,Riven,Caitlyn,Ezreal,Pyke,Zilean,4814.0,blue,-1,2.0,-2.0,2.33,-0.32999999999999996,2.33,3.67,2.5,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Support
Gwen,K'Sante,Vi,Viego,Aurelion Sol,Zoe,Lucian,Jinx,Nami,Tahm Kench,3077.0,blue,0,0.0,1.0,-1.5,1.0,-2.0,2.4,7.33,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,top,Support
Maokai,Darius,Rek'Sai,Gragas,Ekko,Yasuo,Aphelios,Ezreal,Pyke,Sona,1938.0,red,0,-1.0,0.0,1.5,-1.5,4.25,-0.5,1.0,top,Tank,top,Fighter,jungle,Fighter,top,Fighter,jungle,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Rumble,Fiora,Hecarim,Master Yi,Gragas,Galio,Xayah,Jinx,Ivern,Janna,3734.0,blue,0,1.0,-1.0,1.0,2.0,0.0,2.0,3.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Fighter,mid,Tank,adc,Marksman,adc,Marksman,jungle,Support,support,Support
Pantheon,K'Sante,Diana,Sylas,Yasuo,Kassadin,Samira,Kai'Sa,Pyke,Nautilus,1831.0,blue,2,0.0,0.0,4.0,-4.5,-5.5,0.5,0.25,top,Fighter,top,Tank,jungle,Fighter,top,Mage,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Jayce,Sivir,Jarvan IV,Karthus,Kassadin,Yone,Jinx,Vladimir,Sona,Lulu,-153.0,blue,1,2.0,0.0,0.5,-7.25,-1.33,-1.5,-3.0,top,Fighter,adc,Marksman,jungle,Tank,jungle,Mage,mid,Assassin,top,Assassin,adc,Marksman,top,Mage,support,Support,support,Support
Ornn,Sett,Viego,Warwick,Viktor,Talon,Draven,Ezreal,Janna,Sona,-918.0,red,-2,2.0,1.0,-0.83,2.0,-4.5,-1.33,1.53,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
K'Sante,Fiora,Ornn,Nidalee,Kindred,Jayce,Swain,Lucian,Nautilus,Karma,-5604.0,blue,2,1.0,0.0,-2.75,-1.92,-1.67,-1.0,-5.0,top,Tank,top,Fighter,top,Tank,jungle,Assassin,jungle,Marksman,top,Fighter,top,Mage,adc,Marksman,mid,Tank,support,Mage
Gangplank,Ezreal,Swain,Elise,Lux,Akali,Samira,Xayah,Vi,Rakan,-5290.0,red,-1,1.0,0.0,-1.0,-4.5,-6.5,-10.5,-1.0,top,Fighter,adc,Marksman,top,Mage,jungle,Mage,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,jungle,Fighter,support,Support
Irelia,K'Sante,Viego,Lee Sin,Katarina,Gangplank,Varus,Tristana,Leona,Rakan,6080.0,blue,2,-1.0,-1.0,-4.6,-1.5,3.0,7.25,3.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,mid,Assassin,top,Fighter,mid,Marksman,mid,Marksman,support,Tank,support,Support
Cho'Gath,Malphite,Annie,Lillia,K'Sante,Syndra,Seraphine,Ezreal,Senna,Xerath,934.0,blue,1,1.0,-1.0,-2.67,-1.76,-1.33,1.5,4.25,top,Tank,top,Tank,mid,Mage,jungle,Fighter,top,Tank,mid,Mage,adc,Mage,adc,Marksman,support,Marksman,mid,Mage
Sett,Kayle,Viego,Skarner,Syndra,Aurelion Sol,Varus,Caitlyn,Zyra,Milio,9384.0,blue,2,0.0,0.0,2.0,5.0,4.0,3.0,3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,mid,Marksman,adc,Marksman,support,Mage,support,Support
Ornn,Kalista,Viego,Vi,Cassiopeia,Sylas,Jhin,Caitlyn,Nami,Morgana,-357.0,blue,2,1.0,-1.0,4.6,0.0,-1.5,-3.5,-2.5,top,Tank,adc,Marksman,jungle,Assassin,jungle,Fighter,top,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Mage
Sion,Riven,Amumu,Gwen,Zoe,Diana,Vayne,Xayah,Rakan,Blitzcrank,616.0,blue,0,-1.0,-2.0,-3.25,-1.0,0.8300000000000001,1.0,-1.0,top,Tank,top,Fighter,jungle,Tank,top,Fighter,mid,Mage,jungle,Fighter,top,Marksman,adc,Marksman,support,Support,support,Tank
Fiddlesticks,Garen,Shaco,Ekko,Lee Sin,Zed,Kai'Sa,Sivir,Nautilus,Rakan,1829.0,blue,2,-2.0,-2.0,-4.0,5.17,9.33,-2.0,-2.17,jungle,Mage,top,Fighter,jungle,Assassin,jungle,Assassin,jungle,Fighter,top,Assassin,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Tahm Kench,Viktor,Draven,Vi,Shaco,Darius,Yasuo,Xayah,Rakan,Janna,7742.0,blue,0,-2.0,0.0,4.5,-0.5,11.5,1.08,10.5,top,Support,mid,Mage,adc,Marksman,jungle,Fighter,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,support,Support,support,Support
Renekton,Yone,Gragas,Viego,Jayce,Annie,Ezreal,Zeri,Karma,Yuumi,3135.0,blue,0,1.0,0.0,2.0,7.0,5.0,-3.0,-3.0,top,Fighter,top,Assassin,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Nasus,Kled,Jhin,Fiddlesticks,Ryze,Anivia,Kayn,Jinx,Lux,Yuumi,-2635.0,blue,1,-1.0,0.0,1.5,-5.0,1.0,-2.0,-6.0,top,Fighter,top,Fighter,adc,Marksman,jungle,Mage,mid,Mage,mid,Mage,top,Fighter,adc,Marksman,mid,Mage,support,Support
K'Sante,Gwen,Kha'Zix,Rumble,Ahri,Qiyana,Xayah,Zeri,Rakan,Nautilus,273.0,blue,-2,-2.0,0.0,0.5,0.33000000000000007,3.0,-2.0,1.0,top,Tank,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Riven,Olaf,Warwick,Kayn,Akali,Vex,Jhin,Miss Fortune,Blitzcrank,Nautilus,-6356.0,red,-1,1.0,1.0,-0.9199999999999999,-1.13,-2.73,0.6499999999999999,3.0,top,Fighter,top,Fighter,top,Fighter,top,Fighter,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,mid,Tank
K'Sante,Malphite,Graves,Kha'Zix,Gragas,Jayce,Caitlyn,Zeri,Ashe,Milio,2408.0,blue,0,-2.0,0.0,-1.5,1.5,5.75,1.0,-0.16999999999999993,top,Tank,top,Tank,jungle,Marksman,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,adc,Marksman,support,Support
Mordekaiser,Akali,Dr. Mundo,Viego,Fizz,Katarina,Jhin,Tristana,Janna,Yuumi,553.0,blue,0,0.0,0.0,-0.9999999999999999,4.0,-0.5,2.25,9.0,top,Fighter,top,Assassin,top,Fighter,jungle,Assassin,mid,Assassin,mid,Assassin,adc,Marksman,mid,Marksman,support,Support,support,Support
Jax,K'Sante,Cassiopeia,Shaco,Lee Sin,Rumble,Kai'Sa,Ezreal,LeBlanc,Janna,-2064.0,blue,0,0.0,0.0,1.5,-2.0,1.0,0.0,-1.67,top,Fighter,top,Tank,top,Mage,jungle,Assassin,jungle,Fighter,top,Fighter,adc,Marksman,adc,Marksman,mid,Assassin,support,Support
Yone,Jax,Karthus,Graves,Tristana,Cassiopeia,Ezreal,Zeri,Braum,Yuumi,-3048.0,red,2,-1.0,0.0,4.33,2.5,-2.33,-1.0,-3.0,top,Assassin,top,Fighter,jungle,Mage,jungle,Marksman,mid,Marksman,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Tryndamere,Garen,Xin Zhao,Kayn,Singed,Katarina,Cho'Gath,Ezreal,Senna,Lux,1853.0,blue,2,1.0,-2.0,0.7,-0.8300000000000001,6.0,0.0,-0.75,top,Fighter,top,Fighter,jungle,Fighter,top,Fighter,top,Tank,mid,Assassin,top,Tank,adc,Marksman,support,Marksman,mid,Mage
Gragas,Jax,Kha'Zix,Lillia,Akshan,Zed,Seraphine,Ashe,Nami,Thresh,-5901.0,red,-2,-1.0,2.0,-3.0,-1.0,0.0,-2.0,-1.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Marksman,top,Assassin,adc,Mage,adc,Marksman,support,Support,support,Support
Tryndamere,Sion,Kha'Zix,Warwick,Sylas,Nidalee,Vayne,Ezreal,Vel'Koz,Karma,6002.0,blue,0,0.0,-2.0,1.75,-0.3999999999999999,0.25,0.33000000000000007,1.17,top,Fighter,top,Tank,jungle,Assassin,top,Fighter,top,Mage,jungle,Assassin,top,Marksman,adc,Marksman,mid,Mage,support,Mage
Jayce,Gnar,Swain,Pantheon,Hecarim,Rumble,Jinx,Twitch,Thresh,Blitzcrank,1615.0,blue,0,0.0,0.0,0.32999999999999996,1.67,-2.5,3.0,1.3399999999999999,top,Fighter,top,Fighter,top,Mage,top,Fighter,jungle,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Tank
Jayce,Ornn,Kindred,Sylas,Annie,Vladimir,Twitch,Ezreal,Janna,Pantheon,1758.0,red,2,-1.0,-1.0,-6.0,-0.6600000000000001,3.33,2.0,0.0,top,Fighter,top,Tank,jungle,Marksman,top,Mage,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,top,Fighter
Katarina,Vayne,Kha'Zix,Jarvan IV,Olaf,Ahri,Xayah,Samira,Blitzcrank,Singed,8390.0,blue,2,0.0,0.0,8.75,11.0,4.5,6.5,9.0,mid,Assassin,top,Marksman,jungle,Assassin,jungle,Tank,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,top,Tank
Malphite,Aatrox,Wukong,Gragas,Sylas,Talon,Jinx,Varus,Thresh,Heimerdinger,-3441.0,red,2,1.0,1.0,5.75,0.0,-6.0,-6.0,-3.0,top,Tank,top,Fighter,top,Fighter,top,Fighter,top,Mage,jungle,Assassin,adc,Marksman,mid,Marksman,support,Support,support,Mage
Darius,Shen,Hecarim,Wukong,Azir,Veigar,Kog'Maw,Jhin,Sona,Senna,1898.0,blue,2,1.0,-1.0,-3.5,-0.8300000000000001,0.0,-3.0,1.75,top,Fighter,top,Tank,jungle,Fighter,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Heimerdinger,Garen,Kayn,Jarvan IV,Talon,LeBlanc,Xayah,Samira,Blitzcrank,Nautilus,675.0,blue,0,-1.0,-1.0,-1.0,2.75,-4.67,-0.33000000000000007,-0.6699999999999999,support,Mage,top,Fighter,top,Fighter,jungle,Tank,jungle,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,support,Tank,mid,Tank
Yorick,Olaf,Nocturne,Zac,Swain,Vex,Draven,Kai'Sa,Sona,Seraphine,-3490.0,red,2,1.0,0.0,-1.0,-2.0,-3.0,-2.0,-2.0,top,Fighter,top,Fighter,jungle,Assassin,top,Tank,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,adc,Mage
Shen,Darius,Gragas,Neeko,Syndra,Ahri,Aphelios,Xayah,Morgana,Nautilus,2693.0,blue,2,-1.0,0.0,-1.25,7.5,1.0,2.39,0.3999999999999999,top,Tank,top,Fighter,top,Fighter,jungle,Mage,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,mid,Tank
Warwick,Gnar,Zed,Xin Zhao,Sylas,Lissandra,Varus,Aphelios,Heimerdinger,Thresh,-588.0,blue,-2,1.0,0.0,0.83,-5.0,1.0,-2.67,-1.53,top,Fighter,top,Fighter,top,Assassin,jungle,Fighter,top,Mage,mid,Mage,mid,Marksman,adc,Marksman,support,Mage,support,Support
Sion,Jayce,Vi,Evelynn,Katarina,Akshan,Kai'Sa,Aphelios,Morgana,Heimerdinger,-3553.0,blue,0,2.0,0.0,0.0,-1.33,-1.67,-1.5,-7.5,top,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Assassin,top,Marksman,adc,Marksman,adc,Marksman,support,Mage,support,Mage
Jayce,Riven,Gragas,Hecarim,Fizz,Malzahar,Xayah,Ezreal,Pantheon,Yuumi,-120.0,red,1,1.0,0.0,-1.9,-3.0,2.0,-2.33,-1.0,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,top,Fighter,support,Support
Gragas,Riven,Kayn,Rengar,Lux,Malzahar,Jinx,Tristana,Seraphine,Milio,4011.0,blue,0,-1.0,-1.0,1.0,2.67,4.33,0.5,2.17,top,Fighter,top,Fighter,top,Fighter,top,Assassin,mid,Mage,mid,Mage,adc,Marksman,mid,Marksman,adc,Mage,support,Support
Sejuani,Darius,Garen,Katarina,Neeko,Kog'Maw,Jhin,Lulu,Leona,Kindred,-2229.0,red,0,0.0,0.0,-2.0,-1.0,-1.25,7.2,0.0,jungle,Tank,top,Fighter,top,Fighter,mid,Assassin,jungle,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank,jungle,Marksman
Jarvan IV,Jinx,Yuumi,Nocturne,Twitch,Shen,Fizz,Galio,Malphite,Thresh,-457.0,blue,1,-1.0,0.0,-1.75,8.0,7.5,0.16999999999999993,-3.0,jungle,Tank,adc,Marksman,support,Support,jungle,Assassin,adc,Marksman,top,Tank,mid,Assassin,mid,Tank,top,Tank,support,Support
Sion,Illaoi,Graves,Vi,Swain,Zed,Caitlyn,Kog'Maw,Thresh,Milio,5093.0,blue,2,0.0,-1.0,-0.65,6.0,2.0,4.0,4.0,top,Tank,top,Fighter,jungle,Marksman,jungle,Fighter,top,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Akali,Renekton,Lee Sin,Sylas,LeBlanc,Lissandra,Caitlyn,Jinx,Senna,Nautilus,6436.0,red,0,-1.0,-1.0,-1.33,1.75,10.0,0.0,-1.25,top,Assassin,top,Fighter,jungle,Fighter,top,Mage,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Marksman,mid,Tank
Malphite,Nilah,Kayn,Rek'Sai,Viktor,Sylas,Xayah,Nautilus,Maokai,Fiora,-790.0,blue,-1,0.0,1.0,0.0,5.75,0.5,2.5,-2.5,top,Tank,adc,Fighter,top,Fighter,jungle,Fighter,mid,Mage,top,Mage,adc,Marksman,mid,Tank,top,Tank,top,Fighter
Nasus,Rengar,Hecarim,Lee Sin,K'Sante,Rumble,Aphelios,Ashe,Karma,Heimerdinger,-14598.0,red,-1,1.0,2.0,-6.5,-13.25,-8.5,-16.75,-2.0,top,Fighter,top,Assassin,jungle,Fighter,jungle,Fighter,top,Tank,top,Fighter,adc,Marksman,adc,Marksman,support,Mage,support,Mage
