Unnamed: 0,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
3480,11727.0,1,2,-1.0,-1.0,4.67,10.67,8.5,-0.33,11.25,0.0,-1.0
4334,-6889.0,0,0,2.0,2.0,-4.6,-4.0,6.67,-3.66,-3.0,1.0,1.0
509,2161.0,1,2,1.0,0.0,0.5,3.5,3.33,1.0,2.75,0.0,-1.0
6811,-3598.0,0,2,1.0,0.0,-2.0,-4.0,-2.7,-3.0,-1.0,0.0,1.0
8478,3740.0,0,0,-2.0,-1.0,0.0,-1.0,5.0,0.0,1.0,-4.0,-1.0
8512,-2297.0,0,-2,-1.0,2.0,-3.0,-1.0,0.0,4.0,4.0,-2.0,0.0
2106,8500.0,1,0,1.0,0.0,13.0,7.0,3.0,5.0,2.7,0.0,1.0
8873,1144.0,1,0,-2.0,0.0,-3.0,-4.33,-1.0,5.5,4.0,-1.0,0.0
8132,-956.0,1,2,0.0,0.0,1.33,3.0,0.0,3.67,-2.25,0.0,0.0
3326,-5319.0,0,-2,2.0,2.0,0.0,-6.0,-7.0,2.0,-7.0,1.0,1.0
5556,6560.0,1,2,-2.0,-2.0,3.2,1.92,4.4,2.83,4.67,1.0,0.0
8894,992.0,0,1,-1.0,1.0,4.75,4.5,3.0,-1.5,-4.0,1.0,1.0
9941,2701.0,0,2,1.0,0.0,2.0,7.0,3.67,0.5,7.2,-2.0,0.0
795,-8344.0,0,-1,0.0,1.0,-6.0,-4.25,-2.33,-5.75,-1.5,2.0,0.0
4345,3374.0,1,2,-2.0,0.0,0.5,9.5,7.4,-0.1300000000000001,8.0,1.0,-1.0
7675,8878.0,1,2,0.0,-1.0,3.5,6.8,2.0,4.0,1.5,-1.0,0.0
2114,-2598.0,0,-1,-1.0,0.0,-3.0,-5.0,-1.0,1.5,-1.0,-1.0,0.0
9516,-4564.0,0,-2,2.0,2.0,3.0,0.33,-0.1499999999999999,-2.67,-7.0,0.0,-1.0
7054,4176.0,1,0,-1.0,-1.0,-3.0,-6.8,7.25,5.4,4.5,0.0,1.0
1045,1179.0,1,2,0.0,-1.0,0.0,3.0,-0.75,0.0,-1.0,2.0,-1.0
4113,-4412.0,0,0,1.0,-1.0,-1.5,-10.0,0.33,-7.83,-1.0,-1.0,-2.0
4841,436.0,0,2,-1.0,0.0,2.33,-2.13,-2.0,0.6699999999999999,0.1,2.0,0.0
9046,-2481.0,0,-2,2.0,1.0,-1.0,0.5,-0.1300000000000001,0.4199999999999999,-1.05,1.0,0.0
38,-1194.0,0,1,1.0,0.0,-4.75,-1.0,1.5,0.0,0.0,2.0,0.0
8182,2538.0,1,2,0.0,0.0,5.6,-2.0,1.0,0.5,1.33,0.0,1.0
3870,1557.0,1,0,-2.0,0.0,2.0,3.67,2.5,-4.0,-4.0,-1.0,0.0
8960,-966.0,0,2,1.0,-1.0,0.3299999999999999,-4.0,-5.0,-1.0,-4.5,1.0,0.0
9122,3067.0,1,0,-1.0,0.0,4.5,3.5,-1.0,-1.0,3.5,0.0,-1.0
1817,-10.0,1,-2,-1.0,0.0,-1.33,0.25,0.0,-1.75,-3.29,0.0,1.0
4944,-4004.0,0,2,1.0,1.0,-5.6,-2.33,-2.33,0.73,-3.75,-2.0,1.0
1879,-1192.0,1,1,0.0,0.0,0.67,-3.5,0.5,-0.66,-3.5,0.0,-1.0
9827,-2742.0,0,2,1.0,-1.0,3.0,-2.5,-1.0,-2.17,-7.0,-2.0,-1.0
2807,1051.0,1,0,-1.0,1.0,0.5,1.83,4.0,-0.25,3.5,1.0,1.0
1602,-114.0,0,0,1.0,0.0,-2.0,-1.33,3.5,3.0,-3.5,-2.0,0.0
2514,-1990.0,0,-1,2.0,0.0,-3.5,0.0,1.0,-5.67,-3.5,0.0,1.0
5117,1441.0,0,0,2.0,-1.0,3.5,1.5,-7.5,0.33,-4.0,0.0,2.0
2994,4233.0,1,2,0.0,-1.0,6.5,3.07,0.0,7.0,1.42,0.0,-1.0
4641,5886.0,1,0,1.0,-1.0,0.5800000000000001,3.67,4.5,9.33,9.75,1.0,2.0
9963,-5850.0,1,-2,0.0,1.0,-2.5,-6.0,-2.25,0.1699999999999999,-0.75,1.0,2.0
7884,-2410.0,0,-2,1.0,1.0,1.0,3.0,0.75,-8.67,-4.33,-1.0,1.0
4513,-2749.0,1,1,2.0,0.0,2.5,-1.17,-4.0,-3.0,-3.0,-2.0,-1.0
3903,6453.0,1,2,-1.0,-1.0,5.0,7.6,7.67,1.67,-2.0,2.0,0.0
9955,-8701.0,0,-2,1.0,2.0,-7.5,-7.6,-9.5,2.0,-0.33,0.0,0.0
6649,-1868.0,0,-2,0.0,0.0,-2.17,3.67,-6.67,0.1499999999999999,0.0,0.0,-1.0
6850,952.0,1,-2,-1.0,0.0,-0.83,-2.0,1.0,3.0,3.0,3.0,1.0
744,-3038.0,0,2,-1.0,1.0,0.33,-2.8,-3.0,3.0,-5.71,-1.0,-1.0
8580,2161.0,1,2,-2.0,-1.0,-1.0,1.0,-2.0,0.5,-3.0,1.0,0.0
235,-6425.0,0,-2,1.0,2.0,-6.0,-3.0,-5.5,-6.0,-3.0,-2.0,0.0
5140,4285.0,1,0,-2.0,0.0,5.0,7.0,2.0,4.0,1.0,-2.0,-2.0
5704,-4891.0,0,0,1.0,0.0,-5.0,-2.5,-1.0,-5.25,-1.0,0.0,1.0
7578,-6134.0,0,-2,0.0,1.0,1.0,-7.5,-5.0,0.5,-3.5,1.0,1.0
5848,11216.0,1,1,-1.0,-2.0,-2.0,1.67,2.0,8.75,10.0,0.0,-1.0
378,-3248.0,0,-2,-1.0,1.0,-1.0,0.6699999999999999,-0.5,-1.67,-2.5,1.0,0.0
989,-3574.0,0,-2,2.0,1.0,-3.0,-2.0,3.0,-3.0,-3.0,-1.0,-1.0
6218,8874.0,1,2,0.0,-3.0,-1.0,2.47,-1.0,10.33,0.25,0.0,0.0
5988,-6239.0,1,-1,1.0,1.0,3.0,-7.5,-4.0,-3.7,-6.0,1.0,0.0
2393,-1009.0,0,1,-1.0,-1.0,0.0,3.33,-2.0,-5.0,-1.0,-1.0,0.0
6925,372.0,0,2,-1.0,1.0,1.5,7.0,8.0,0.5,-1.25,0.0,-1.0
6990,-4536.0,0,-2,1.0,1.0,-1.0,-6.0,3.33,-2.5,-2.08,-1.0,1.0
4151,2988.0,1,1,1.0,0.0,5.75,1.92,4.1,0.83,2.0,1.0,-1.0
2973,-4713.0,0,-2,1.0,1.0,-3.0,-1.0,-2.0,-5.0,-4.5,1.0,-1.0
2017,-6494.0,0,-2,1.0,2.0,-5.75,2.0,-3.2,-3.5,-0.75,-2.0,-1.0
1813,-4829.0,0,-1,2.0,0.0,0.5,-5.5,-5.5,-2.0,-6.6,-1.0,0.0
699,1905.0,0,0,1.0,0.0,1.0,-3.67,-0.8300000000000001,5.33,8.2,0.0,0.0
8753,-312.0,0,0,-1.0,0.0,5.0,-1.5,6.75,1.0,3.0,-2.0,1.0
8950,1053.0,1,2,-1.0,0.0,-0.3299999999999999,2.0,3.5,0.0,0.8300000000000001,0.0,1.0
1945,5586.0,1,2,2.0,-1.0,4.75,3.67,5.0,-3.0,0.5,-1.0,1.0
4890,-6149.0,0,0,1.0,0.0,-3.75,-0.5,-1.5,0.0,-2.0,1.0,-1.0
4314,-212.0,0,2,1.0,0.0,0.0,-1.0,-4.0,0.0,-1.5,0.0,-1.0
6442,14311.0,1,-1,-2.0,-2.0,4.0,14.33,9.75,7.8,3.9,-1.0,0.0
7112,5597.0,1,2,-1.0,-1.0,0.0,2.25,0.0,2.33,5.33,2.0,0.0
4075,-3975.0,0,-2,0.0,1.0,-1.67,-3.5,-5.33,0.1699999999999999,4.0,0.0,-1.0
9205,1698.0,1,0,0.0,0.0,-1.5,0.0,3.0,0.5,3.5,2.0,-1.0
9430,2251.0,1,2,0.0,-1.0,-0.3299999999999999,-2.5,-5.0,0.5,-1.83,-2.0,0.0
6977,-2734.0,0,-2,1.0,1.0,2.67,-0.5,0.33,-6.0,0.5,0.0,0.0
624,-8391.0,0,-2,-1.0,2.0,2.67,-5.5,-0.6600000000000001,-5.0,-2.5,-1.0,0.0
3267,-7773.0,0,0,0.0,2.0,-6.6,-4.17,0.0,-10.67,-11.0,0.0,-1.0
895,-6507.0,0,-2,2.0,0.0,-3.75,-8.25,1.75,-0.6699999999999999,-2.33,-1.0,-2.0
5441,6916.0,1,2,-1.0,-2.0,1.25,5.5,5.0,4.0,4.0,2.0,-1.0
2066,-7570.0,0,-1,-1.0,0.0,-5.5,0.1699999999999999,-0.5,-4.0,-4.67,0.0,0.0
6570,-4507.0,0,0,-1.0,0.0,-1.5,-4.5,-3.5,-2.5,-0.6699999999999999,-2.0,-2.0
7454,7202.0,1,2,-1.0,-2.0,3.8,8.0,0.8300000000000001,3.8,3.96,-1.0,1.0
6008,7633.0,1,2,-2.0,-1.0,-1.33,9.67,7.5,2.33,7.0,-2.0,-1.0
7031,895.0,0,-2,2.0,0.0,4.0,0.0,4.5,1.0,1.5,-2.0,0.0
5564,-5878.0,0,-2,2.0,1.0,-2.8,-2.79,4.33,-4.33,-8.0,-2.0,-2.0
6121,594.0,0,1,0.0,-1.0,-2.0,2.33,-5.0,1.0,-4.0,-2.0,0.0
4361,2468.0,1,2,-1.0,0.0,1.5,3.5,3.5,1.0,-0.1699999999999999,0.0,0.0
3977,-1155.0,1,2,1.0,0.0,-1.0,-6.0,-0.83,0.0,-5.67,0.0,1.0
2427,-1470.0,1,0,1.0,1.0,0.0,1.0,3.0,1.0,-1.33,-1.0,-1.0
6875,3376.0,1,2,-1.0,0.0,-2.5,1.0,1.0,3.33,3.0,-3.0,1.0
4144,4994.0,1,0,-1.0,0.0,1.0,2.67,-0.3399999999999998,5.0,7.0,-1.0,1.0
4369,-1014.0,1,-2,1.0,-1.0,-2.5,0.5,-1.0,-1.0,-1.0,-1.0,0.0
6518,6770.0,1,2,0.0,-1.0,0.75,9.33,9.33,0.0,6.67,0.0,0.0
3986,-3653.0,1,-2,0.0,1.0,-5.0,-5.5,-1.5,-0.1699999999999999,0.0,1.0,1.0
6735,-410.0,0,2,2.0,0.0,2.0,0.0,-1.5,-0.6699999999999999,2.33,0.0,1.0
3339,967.0,0,0,2.0,0.0,-5.67,3.0,-1.0,2.0,4.0,1.0,0.0
3183,2246.0,0,2,2.0,0.0,1.0,1.5,0.5,0.0,-1.0,0.0,1.0
2212,-1902.0,1,-1,-1.0,0.0,-6.0,-1.33,3.5,2.9,-6.6,0.0,1.0
3967,1659.0,1,2,2.0,-1.0,-1.0,0.0,3.5,-7.25,-7.0,2.0,0.0
9701,3036.0,1,0,-2.0,-1.0,0.5,-1.0,6.0,-1.5,5.75,-1.0,1.0
6181,-3475.0,0,0,0.0,1.0,1.0,-7.25,1.0,-1.0,-2.0,0.0,0.0
7636,-6063.0,1,-2,-2.0,1.0,-1.33,0.33,0.0,-3.0,-0.6699999999999999,0.0,2.0
6104,-2702.0,0,2,2.0,1.0,3.0,1.5,2.0,-4.75,-4.0,1.0,0.0
3914,1631.0,0,2,1.0,-1.0,1.0,2.0,4.5,-2.33,-5.75,-1.0,0.0
5785,1831.0,1,2,0.0,0.0,4.0,-4.5,-5.5,0.5,0.25,1.0,-1.0
4523,-3368.0,0,-2,0.0,0.0,-4.0,-11.0,-1.0,-4.67,-8.33,1.0,0.0
8901,-2947.0,0,0,0.0,1.0,5.5,-1.17,-0.5,-2.25,0.5,1.0,0.0
7591,-8139.0,0,-2,1.0,2.0,-0.25,-4.0,1.0,-3.12,1.0,2.0,0.0
5731,-2078.0,1,0,2.0,1.0,-1.0,1.34,-2.0,1.0,6.0,0.0,0.0
7869,-3615.0,0,-1,0.0,0.0,-4.1,-10.4,-3.0,-3.0,-1.67,0.0,-1.0
3333,2959.0,0,2,-2.0,1.0,-0.5,1.5,-1.0,3.0,1.67,-2.0,-1.0
9445,5449.0,1,2,-1.0,-1.0,-3.5,9.4,3.5,4.33,2.0,1.0,-2.0
5709,-3871.0,0,-2,-2.0,0.0,0.1699999999999999,-1.0,-2.0,0.0,0.0,0.0,-1.0
593,10055.0,1,-1,-1.0,-2.0,1.9,7.5,1.67,2.67,13.4,1.0,-1.0
9651,2889.0,0,-2,2.0,0.0,3.0,0.0,-3.0,7.0,2.5,0.0,-1.0
7950,-625.0,0,0,-1.0,2.0,6.0,8.25,-1.25,2.58,0.25,0.0,1.0
982,-305.0,1,-2,0.0,1.0,-0.6699999999999999,0.5,1.0699999999999998,7.67,-1.5,-3.0,1.0
2785,822.0,0,-2,1.0,0.0,-1.0,6.0,1.0,2.5,3.0,-2.0,0.0
2013,2930.0,1,1,0.0,0.0,3.0,6.33,1.0,1.42,-1.5,-1.0,0.0
5069,-4735.0,0,-2,-1.0,1.0,2.5,-5.0,-3.71,-6.67,2.0,-1.0,-2.0
3957,3441.0,0,0,2.0,-1.0,1.0,0.0,2.0,-0.25,-0.8300000000000001,2.0,1.0
1078,-1602.0,1,2,-1.0,0.0,-6.83,-1.83,-1.67,1.0,-3.0,0.0,0.0
3897,1178.0,0,2,1.0,-1.0,-0.6699999999999999,1.0,-1.0,-3.0,-4.5,-1.0,0.0
3975,-4245.0,1,0,1.0,0.0,0.3299999999999999,-3.67,-2.0,0.33,-2.5,2.0,0.0
597,-4805.0,0,-1,2.0,1.0,-4.75,1.0,0.6699999999999999,-2.5,-1.0,-1.0,1.0
5272,-1882.0,1,0,2.0,0.0,-3.0,-5.0,-1.33,0.0,2.5,-1.0,1.0
4713,237.0,0,-2,0.0,2.0,-2.5,0.8300000000000001,2.5,3.5,7.8,2.0,0.0
9814,6113.0,0,2,2.0,-1.0,4.0,3.0,-5.33,9.0,4.5,0.0,-1.0
8965,5445.0,1,0,-1.0,0.0,1.0,2.25,7.67,4.0,2.25,1.0,1.0
6293,2174.0,1,0,0.0,-1.0,1.33,-3.33,2.67,6.67,2.0,2.0,1.0
3149,2538.0,1,2,-2.0,0.0,4.33,6.67,1.33,4.0,-1.17,1.0,0.0
6873,12474.0,1,1,-1.0,-3.0,9.0,8.67,4.67,9.0,10.0,0.0,-1.0
5298,-4907.0,0,2,1.0,0.0,3.5,0.0,-1.5,-3.5,-6.67,-3.0,0.0
5534,-3913.0,0,2,0.0,0.0,2.0,-2.0,-4.67,-1.0,-3.5,-1.0,0.0
7229,-3884.0,0,-2,1.0,2.0,-2.33,-2.0,-1.33,-4.0,-1.5,0.0,-1.0
6586,8778.0,1,0,1.0,-1.0,3.0,1.0,6.75,3.5,7.5,2.0,1.0
9397,469.0,0,2,0.0,-1.0,0.6699999999999999,2.75,7.0,-2.17,-4.5,0.0,-1.0
6256,3454.0,0,0,-1.0,-3.0,6.0,5.0,-1.5,-3.67,2.5,0.0,0.0
6746,4795.0,1,0,0.0,-1.0,1.0,5.33,0.5,4.33,5.21,2.0,0.0
8987,-3455.0,0,0,0.0,2.0,-0.3299999999999999,0.0,-4.67,0.5,-1.0,-2.0,1.0
2931,366.0,0,0,2.0,0.0,2.0,-1.5,-8.4,1.0,-2.0,-1.0,1.0
6754,700.0,0,1,-1.0,0.0,1.0,5.0,-1.0,0.0,0.92,1.0,0.0
4146,-4920.0,1,-2,-2.0,0.0,1.0,-6.0,0.0,-3.33,-3.0,-1.0,0.0
7579,-2392.0,0,0,2.0,0.0,0.0,1.5,1.5,-2.0,-3.67,-2.0,0.0
407,-3047.0,0,-2,1.0,1.0,-0.3299999999999999,-7.67,-1.96,0.0,-6.33,2.0,0.0
8637,-4782.0,1,1,1.0,2.0,-4.75,-1.0,3.33,-1.25,4.75,-1.0,-1.0
4740,3277.0,1,0,0.0,-1.0,0.5,-2.0,1.0,-1.0,2.5,2.0,2.0
8079,2681.0,0,2,-1.0,0.0,1.67,4.0,1.75,1.0,0.0,1.0,2.0
3244,-6287.0,0,-1,0.0,2.0,-5.0,-3.0,0.0,-3.25,1.33,0.0,0.0
7969,-8725.0,0,-2,2.0,1.0,-0.83,-10.4,-5.0,-5.83,-14.75,1.0,1.0
8832,2643.0,1,0,1.0,-1.0,-3.33,-0.5,-2.67,7.5,7.5,-2.0,0.0
950,5550.0,1,2,-2.0,-1.0,0.0,2.0,0.0,-1.0,1.5,1.0,-1.0
4255,-374.0,0,0,1.0,0.0,0.83,5.5,-0.5,1.0,-2.0,-1.0,0.0
4584,-979.0,1,2,-2.0,1.0,4.0,1.58,-1.33,0.33,1.6300000000000003,0.0,2.0
3476,-10987.0,0,-2,0.0,2.0,-2.62,-7.67,-2.25,-10.83,-12.0,0.0,0.0
2301,-4429.0,0,-1,1.0,1.0,4.8,-2.5,2.0,-9.5,-7.5,0.0,-1.0
9310,-2003.0,0,-2,2.0,0.0,-0.5,-12.25,-0.5,-1.25,-6.61,-4.0,-1.0
675,1542.0,1,-2,2.0,0.0,4.25,-2.33,-1.67,-1.08,3.0,-2.0,0.0
7842,2795.0,1,0,1.0,0.0,-1.5,0.6600000000000001,6.4,-1.0,-2.0,0.0,-2.0
5682,-5524.0,0,-2,1.0,2.0,-3.67,-5.6,-0.8300000000000001,1.75,-2.0,1.0,-1.0
4561,1880.0,1,2,1.0,0.0,-1.6,-2.0,0.5,-3.0,-3.0,0.0,2.0
3956,-3612.0,1,2,1.0,0.0,1.0,-1.0,0.0,-0.6600000000000001,-1.67,1.0,0.0
4229,-2152.0,0,-2,-1.0,0.0,2.0,1.5,-5.5,1.66,1.42,0.0,-1.0
7146,1999.0,1,0,-1.0,-1.0,-1.0,-5.2,-8.33,1.6,1.0,1.0,0.0
4299,-493.0,0,0,0.0,0.0,-6.75,-1.67,-1.0,0.1699999999999999,-3.0,-2.0,-1.0
7296,-2770.0,1,0,1.0,0.0,-1.2,-1.34,-0.5800000000000001,-1.25,1.25,0.0,0.0
6944,-91.0,0,2,0.0,0.0,-0.8300000000000001,-2.5,0.0,-0.6699999999999999,-11.33,1.0,-1.0
5351,2406.0,1,2,-2.0,1.0,0.5800000000000001,4.0,1.0,4.5,3.5,-1.0,0.0
9944,-2479.0,0,0,1.0,0.0,-1.0,3.5,3.0,-4.0,-4.0,-2.0,1.0
6118,-359.0,0,0,1.0,0.0,-2.5,-1.0,-3.0,-1.5,-4.33,0.0,0.0
8333,-4289.0,0,-2,-1.0,2.0,1.66,-3.25,-0.5,0.4500000000000002,0.6699999999999999,1.0,-1.0
4247,3295.0,0,2,-2.0,-1.0,0.25,3.0,2.0,2.67,1.0,0.0,-1.0
3618,562.0,0,-1,0.0,0.0,3.67,-3.0,-1.5,1.0,0.0,-1.0,-1.0
9588,1286.0,1,2,-1.0,0.0,3.33,3.5,-0.5,-1.5,-0.5,0.0,0.0
5707,-7059.0,0,-2,-1.0,1.0,-5.0,-3.5,-3.0,0.0,-0.5,0.0,0.0
5159,5128.0,1,2,-2.0,-1.0,-3.17,12.8,-1.83,1.5,2.47,2.0,-2.0
1970,4874.0,0,0,1.0,-1.0,0.83,6.5,2.5,-1.5,0.5,1.0,-2.0
60,4729.0,1,1,1.0,-3.0,0.5,5.0,1.0,-3.0,-1.0,-2.0,0.0
478,6282.0,1,2,-1.0,-2.0,-0.5,8.0,5.5,3.5,4.0,0.0,0.0
4712,3825.0,1,1,-1.0,0.0,-2.0,0.0,6.5,5.0,4.0,1.0,0.0
396,-6954.0,0,-1,1.0,0.0,-4.83,-11.33,-0.33,-1.13,0.0699999999999998,-2.0,-1.0
3804,8939.0,1,2,-1.0,-2.0,0.75,11.2,7.0,1.5,6.67,1.0,-1.0
362,-3526.0,0,0,-1.0,0.0,-1.5,-8.0,0.0,-6.0,-6.75,1.0,1.0
2131,2314.0,1,0,0.0,0.0,0.5,4.5,1.0,1.0,1.5,-2.0,0.0
9631,-5542.0,0,0,1.0,0.0,-5.0,0.6699999999999999,-5.0,-3.5,-9.2,0.0,0.0
3451,-2615.0,0,-2,1.0,0.0,-2.4,3.17,3.0,-1.73,-1.5,-1.0,-1.0
7027,-653.0,1,2,0.0,-1.0,0.0,2.5,-1.5,0.0,1.5,0.0,-1.0
7483,4137.0,1,0,-1.0,0.0,2.33,0.8699999999999999,-3.5,1.0,4.0,2.0,0.0
5997,-3372.0,0,2,1.0,0.0,-1.25,-1.0,2.67,-3.0,-4.0,2.0,1.0
3205,8028.0,1,2,-1.0,-1.0,5.0,6.0,6.83,3.0,4.33,0.0,1.0
2103,-6489.0,0,0,-1.0,1.0,-7.67,-2.67,-7.0,-1.33,-3.0,1.0,0.0
6753,3550.0,0,0,0.0,0.0,1.0,4.0,3.0,4.0,4.0,0.0,1.0
3065,-2915.0,1,0,-1.0,0.0,-3.0,-6.5,-4.5,0.0,1.5,1.0,2.0
2744,6419.0,1,0,-1.0,-1.0,3.0,4.5,6.0,0.1699999999999999,-1.5,-5.0,0.0
8854,-3062.0,0,0,1.0,0.0,-4.0,2.5,1.75,-0.8500000000000001,-2.33,0.0,1.0
8189,4612.0,1,0,-1.0,0.0,1.25,1.17,-0.67,5.67,-3.0,2.0,1.0
9867,-2250.0,0,-2,2.0,0.0,3.0,-7.5,1.0,-3.0,-7.33,-2.0,-2.0
9499,-154.0,0,2,-1.0,-1.0,4.0,-12.4,-0.08,-0.92,1.13,-1.0,1.0
1723,-11108.0,0,-2,1.0,3.0,-7.0,-1.5,-2.3,-9.33,-1.67,-1.0,-1.0
