,Unnamed: 0,link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,gold_difference,turret_blue,turret_red,dragon_blue,dragon_red,blue_heralds,red_heralds,team_win
2279,3783,/match/euw/6382697019,Sion,Fiora,Wukong,Ekko,Vex,Zed,Nilah,Jinx,Sona,Thresh,1.0,0.0,7.0,1.0,4.0,0.25,1.67,2.0,6.0,1.67,2717.0,0.0,0.0,1.0,1.0,2,0,blue
3277,119,/match/oce/566892498,Bel'Veth,Gangplank,Garen,Nidalee,Akali,Lux,Draven,Ezreal,Nautilus,Yuumi,2.33,3.33,1.33,2.67,2.0,1.2,2.5,1.5,1.33,8.0,1025.0,0.0,1.0,0.0,1.0,1,1,blue
9989,1352,/match/ru/439114395,Malphite,Shen,Maokai,Talon,Ziggs,Ahri,Sivir,Jinx,Yuumi,Lulu,0.5,2.0,3.0,1.0,1.0,3.0,0.33,3.0,3.0,4.0,-4443.0,1.0,0.0,1.0,0.0,1,0,red
3918,7612,/match/vn/81700973,Darius,Sion,Zed,Rengar,Shyvana,Xerath,Samira,Caitlyn,Vel'Koz,Blitzcrank,3.0,0.0,4.0,4.0,1.33,0.67,10.0,1.0,3.0,0.6,5057.0,0.0,0.0,0.0,1.0,0,1,blue
8272,8995,/match/vn/83036689,Jayce,Illaoi,Lee Sin,Kha'Zix,Fizz,Kassadin,Varus,Samira,Janna,Leona,2.0,0.0,8.0,2.5,1.67,1.0,1.25,2.67,2.0,2.0,-1907.0,0.0,0.0,1.0,0.0,0,2,red
8567,5488,/match/lan/1382265426,Cho'Gath,Mordekaiser,Fiddlesticks,Lillia,Vladimir,Talon,Jinx,Kog'Maw,Nautilus,Thresh,0.0,2.0,2.5,2.0,5.0,1.5,1.5,1.33,2.0,2.0,-2302.0,1.0,0.0,1.0,0.0,0,2,red
978,7833,/match/vn/82279069,Jayce,Tryndamere,Graves,Gragas,Zoe,Irelia,Jinx,Kai'Sa,Milio,Blitzcrank,0.67,1.33,1.33,2.5,2.0,1.5,0.5,7.0,0.25,5.0,-4011.0,1.0,0.0,0.0,0.0,1,1,blue
8342,2408,/match/tr/1403712693,Nasus,Darius,Lee Sin,Master Yi,Jayce,Singed,Kai'Sa,Ezreal,Lulu,Janna,1.0,1.33,1.5,0.83,4.0,2.5,3.5,1.0,6.5,2.0,2813.0,0.0,1.0,2.0,0.0,0,2,blue
5499,4023,/match/euw/6381398293,Gragas,K'Sante,Bel'Veth,Hecarim,Ryze,Twisted Fate,Jinx,Ziggs,Thresh,Yuumi,2.0,0.0,6.0,0.0,3.0,0.0,7.0,0.75,6.0,1.5,8744.0,0.0,2.0,1.0,1.0,2,0,blue
5588,9420,/match/tw/66277776,Ivern,Sion,Rengar,Sylas,Gangplank,Vel'Koz,Galio,Ezreal,Karthus,Braum,5.0,0.88,7.0,1.29,5.0,5.0,2.5,3.0,4.33,1.75,9280.0,0.0,1.0,0.0,0.0,1,1,blue
1307,3387,/match/euw/6385120246,Riven,Sion,Viego,Jarvan IV,Malzahar,Yasuo,Kalista,Cho'Gath,Lulu,Senna,1.5,0.67,2.75,3.67,0.6,2.25,2.0,5.0,1.0,2.0,755.0,0.0,0.0,0.0,1.0,1,1,blue
6329,5250,/match/lan/1382136723,Gwen,Malphite,Trundle,Amumu,Ahri,Aurelion Sol,Jinx,Samira,Senna,Maokai,3.0,0.67,5.0,3.0,1.25,0.75,1.0,3.0,0.5,3.0,3194.0,0.0,0.0,1.0,1.0,2,0,blue
2139,3875,/match/euw/6382114998,Ornn,Varus,Master Yi,Hecarim,Kog'Maw,Vladimir,Jinx,Kai'Sa,Janna,Blitzcrank,0.4,2.25,0.57,7.0,0.5,5.0,0.33,9.0,3.0,5.0,-9979.0,0.0,0.0,1.0,0.0,1,0,red
8008,1746,/match/sg/6349944,Jayce,Teemo,Rengar,Lillia,Twisted Fate,Galio,Kai'Sa,Sivir,Blitzcrank,Twitch,0.6,2.0,2.5,7.0,3.0,6.0,3.5,0.75,3.0,1.0,1075.0,0.0,0.0,1.0,0.0,1,1,blue
6001,220,/match/oce/567573901,Rengar,Shen,Lee Sin,Master Yi,Galio,Yone,Ashe,Xin Zhao,Soraka,Annie,2.0,6.0,6.0,0.33,5.5,1.2,2.8,1.0,6.0,0.62,8575.0,0.0,2.0,0.0,2.0,1,0,blue
6443,8672,/match/eune/3359007835,Illaoi,Tryndamere,Shaco,Kha'Zix,Kassadin,Fizz,Jinx,Sivir,Alistar,Morgana,1.0,1.5,2.5,2.0,1.67,1.25,6.0,0.25,6.0,3.0,5641.0,0.0,2.0,0.0,1.0,0,1,blue
1332,1294,/match/ru/439612875,Malphite,Mordekaiser,Viego,Udyr,Katarina,Vex,Draven,Twitch,Renata Glasc,Milio,3.0,1.0,0.67,5.0,2.0,6.0,1.0,1.67,1.5,5.0,-614.0,0.0,0.0,1.0,0.0,0,1,red
3771,1589,/match/sg/6763657,Ornn,Udyr,Hecarim,Sylas,Fizz,Renekton,Samira,Vayne,Alistar,Blitzcrank,1.5,3.0,2.0,1.43,3.0,2.0,2.5,3.33,1.17,5.0,-608.0,0.0,0.0,1.0,1.0,1,0,blue
4567,6454,/match/na/4645034026,Riven,Sett,Viego,Ekko,Veigar,Yasuo,Aphelios,Kai'Sa,Yuumi,Seraphine,0.5,3.0,0.6,3.5,0.0,5.0,0.33,6.0,1.0,8.0,-5499.0,1.0,0.0,1.0,0.0,2,0,blue
3162,7535,/match/vn/82357666,Warwick,Urgot,Zac,Shaco,LeBlanc,Lissandra,Caitlyn,Zeri,Lux,Yuumi,4.0,0.0,3.0,1.5,1.0,3.0,1.0,1.5,1.5,2.0,2253.0,1.0,0.0,0.0,1.0,1,1,red
23,4212,/match/jp/395055522,Gragas,Poppy,Lee Sin,Nidalee,Xerath,Azir,Kindred,Aphelios,Thresh,Rakan,0.0,5.0,1.0,9.0,0.5,3.0,0.67,4.0,4.0,2.5,-8627.0,1.0,0.0,0.0,1.0,0,1,red
511,1957,/match/tr/1404266725,Gangplank,Irelia,Lillia,Gragas,Zed,Jax,Samira,Zeri,Rell,Senna,0.67,2.0,1.0,2.0,0.33,2.0,0.33,5.0,1.0,4.0,-7185.0,3.0,0.0,1.0,0.0,0,2,red
9026,6816,/match/na/4640704935,Poppy,Mordekaiser,Master Yi,Gragas,Annie,K'Sante,Samira,Aphelios,Nautilus,Braum,1.0,0.67,12.0,0.0,5.0,0.25,6.0,0.75,3.5,1.0,5799.0,1.0,1.0,0.0,2.0,1,0,blue
782,2378,/match/tr/1403759649,Rammus,Lillia,Warwick,Nocturne,Ryze,Kalista,Jinx,Kog'Maw,Thresh,Senna,6.0,1.25,6.0,0.33,2.67,0.67,2.67,2.0,4.0,1.5,2966.0,0.0,1.0,0.0,1.0,2,0,blue
2442,3116,/match/tw/61996755,Riven,Shen,Ekko,Fiddlesticks,Yasuo,Gragas,Jinx,Samira,Sona,Zilean,3.0,1.5,8.0,1.67,0.67,1.67,5.0,0.33,9.0,1.33,14796.0,0.0,6.0,0.0,2.0,1,0,blue
5522,61,/match/oce/568071783,Gangplank,Tryndamere,Lillia,Vi,Yone,Zoe,Aphelios,Jinx,Morgana,Lulu,5.0,0.0,9.0,2.0,1.5,2.0,2.5,1.33,3.5,1.33,4831.0,1.0,1.0,0.0,2.0,0,1,blue
878,1804,/match/th/4996573,Riven,Jax,Ekko,Lee Sin,Jayce,Lissandra,Xayah,Aphelios,Pantheon,Thresh,2.0,0.57,8.0,1.0,11.0,0.17,3.0,2.0,3.0,1.0,9326.0,0.0,1.0,0.0,1.0,0,1,blue
1900,6929,/match/na/4644238441,Maokai,Yorick,Shaco,Kayn,Talon,Akali,Xayah,Kai'Sa,Rakan,Leona,1.0,1.0,2.0,2.0,0.5,3.0,0.75,2.5,1.5,6.0,-2908.0,0.0,0.0,1.0,0.0,0,2,blue
5789,5817,/match/las/1292775288,Dr. Mundo,Aatrox,Rengar,Shaco,Ahri,Twisted Fate,Jinx,Aphelios,Nautilus,Thresh,2.0,1.0,1.33,3.0,1.33,3.0,5.0,1.0,6.0,0.5,2746.0,0.0,1.0,1.0,0.0,2,0,blue
4893,3134,/match/tw/61777813,Jax,Rammus,Zac,Wukong,Ahri,Syndra,Zeri,Xayah,Rakan,Yuumi,3.0,0.75,7.0,0.5,4.0,0.5,1.0,1.0,5.0,3.0,5953.0,0.0,1.0,0.0,1.0,1,0,blue
1325,4821,/match/kr/6476173169,Aurelion Sol,Sion,Viego,Wukong,K'Sante,LeBlanc,Jinx,Ezreal,Tahm Kench,Rakan,0.25,4.5,1.0,2.33,1.0,4.0,3.33,3.0,1.6,3.33,-1723.0,1.0,1.0,1.0,0.0,0,1,red
1252,7742,/match/vn/82461160,Gangplank,Malphite,Sejuani,Nidalee,Katarina,Jayce,Jinx,Xayah,Pantheon,Thresh,0.2,6.0,6.0,3.0,3.0,0.75,2.0,0.75,11.0,0.67,4128.0,0.0,0.0,0.0,2.0,2,0,red
213,7815,/match/vn/82312523,Zac,Sylas,Viego,Shyvana,Annie,Jayce,Jinx,Zeri,Fiddlesticks,Taliyah,4.0,0.0,6.0,8.0,1.2,6.0,0.71,2.2,5.5,4.0,-4769.0,1.0,1.0,1.0,1.0,1,1,red
6242,3637,/match/euw/6383703813,Cho'Gath,Sett,Jarvan IV,Kha'Zix,Seraphine,Akali,Xayah,Ezreal,Senna,Soraka,1.0,2.0,0.25,9.0,2.0,5.0,1.0,8.0,0.2,4.5,-10682.0,2.0,0.0,1.0,0.0,0,1,red
244,6257,/match/las/1292336515,Jax,Illaoi,Kha'Zix,Nidalee,Ahri,Vladimir,Kog'Maw,Twitch,Milio,Yuumi,5.0,0.75,2.67,2.0,4.0,1.0,2.0,1.25,9.0,1.67,2584.0,0.0,0.0,1.0,1.0,0,2,red
6488,9349,/match/sg/6939263,Garen,Sejuani,Hecarim,Graves,Fizz,Akali,Sivir,Zeri,Blitzcrank,Yuumi,1.33,5.0,1.5,2.5,3.5,0.4,1.0,1.0,3.0,2.0,-295.0,0.0,0.0,1.0,0.0,0,2,red
6794,1868,/match/tr/1404345038,Gnar,Olaf,Nunu & Willump,Lee Sin,Yasuo,Syndra,Jinx,Zeri,Janna,Lulu,2.0,1.0,6.0,1.5,1.5,1.0,1.0,0.5,3.0,2.0,4492.0,0.0,0.0,1.0,0.0,0,1,blue
3024,5788,/match/las/1292824700,Ornn,Aatrox,Vi,Graves,Viktor,Corki,Caitlyn,Xayah,Morgana,Rakan,2.0,0.5,6.0,1.0,3.0,2.0,1.5,2.0,4.0,1.5,5444.0,0.0,1.0,0.0,1.0,2,0,blue
149,8114,/match/vn/81952164,Camille,Illaoi,Lee Sin,Gragas,Ahri,Morgana,Jhin,Ezreal,Zilean,Xerath,1.5,1.5,1.0,3.5,3.0,2.0,2.5,3.0,0.8,2.33,-4085.0,0.0,0.0,1.0,0.0,1,1,blue
1218,9527,/match/vn/83650866,Fiora,Camille,Diana,Nidalee,Malphite,Yone,Jinx,Sivir,Milio,Yuumi,1.0,2.67,1.0,14.0,1.5,2.0,0.0,15.0,0.17,12.0,-7264.0,1.0,1.0,1.0,0.0,1,0,red
4855,1680,/match/sg/6467612,Sylas,Camille,Vi,Rengar,Malzahar,Malphite,Jinx,Zeri,Thresh,Lulu,1.67,0.67,6.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,5065.0,0.0,0.0,1.0,1.0,1,0,blue
8777,8501,/match/eune/3359440208,Poppy,Teemo,Kha'Zix,Jarvan IV,Akali,Talon,Kai'Sa,Jinx,Lulu,Nami,0.33,3.0,6.0,4.0,1.0,0.67,4.0,2.0,0.8,2.5,-3435.0,0.0,0.0,1.0,0.0,0,2,red
191,8768,/match/eune/3359081601,Gnar,Malphite,Kha'Zix,Volibear,Vex,Aurelion Sol,Jinx,Xayah,Fiddlesticks,Pyke,2.0,3.0,2.0,0.67,5.0,2.0,6.0,1.0,7.0,0.25,1620.0,0.0,0.0,1.0,1.0,1,1,blue
3849,9563,/match/br/2723784359,Zoe,Jax,Sylas,Jarvan IV,Vladimir,Kassadin,Ashe,Seraphine,Milio,Lux,2.0,4.0,0.75,6.0,3.0,0.25,1.5,1.5,3.0,4.0,-1133.0,1.0,0.0,1.0,1.0,0,2,red
3885,65,/match/oce/568096664,Malphite,Anivia,Lillia,Jax,Qiyana,Sion,Tristana,Twitch,Bard,Seraphine,0.33,2.0,2.33,1.0,4.0,2.0,7.0,1.0,11.0,0.33,310.0,1.0,0.0,0.0,1.0,0,2,blue
8233,2178,/match/tr/1403899415,Kled,Pantheon,Diana,Udyr,Caitlyn,Ekko,Soraka,Sivir,Evelynn,Milio,1.0,1.75,0.25,8.0,0.33,5.0,1.0,6.0,0.5,5.0,-5552.0,0.0,0.0,2.0,0.0,0,2,red
6104,2371,/match/tr/1403593827,K'Sante,Riven,Graves,Jarvan IV,Zed,Veigar,Aphelios,Ezreal,Karma,Senna,1.0,2.33,2.5,5.0,2.25,1.0,0.67,1.0,2.33,2.33,615.0,0.0,1.0,1.0,1.0,2,0,red
7851,4739,/match/kr/6476157653,Singed,Rengar,Lee Sin,Nidalee,Ahri,K'Sante,Jinx,Aphelios,Milio,Nautilus,0.33,4.0,1.67,11.0,0.67,6.0,0.5,6.0,1.5,2.5,-7962.0,3.0,0.0,0.0,2.0,0,2,red
8588,1747,/match/sg/6335005,Gangplank,Graves,Jarvan IV,Hecarim,Galio,Sylas,Jinx,Samira,Alistar,Rell,1.0,2.5,3.0,10.0,1.67,6.0,3.0,1.25,0.8,3.0,-867.0,0.0,1.0,2.0,0.0,1,0,red
9489,6507,/match/na/4644911065,Renekton,Gragas,Rengar,Elise,Aurelion Sol,Qiyana,Tristana,Ashe,Nautilus,Milio,0.0,1.0,0.67,7.0,2.0,6.0,1.5,4.0,1.0,6.0,966.0,0.0,1.0,2.0,0.0,2,0,blue
2472,2904,/match/tw/63392686,Irelia,Gragas,Udyr,Yone,Syndra,Jayce,Ezreal,Zeri,Taric,Nautilus,0.67,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,0.5,-1732.0,1.0,0.0,0.0,1.0,1,1,red
3648,6433,/match/na/4645065207,Yasuo,Poppy,Lee Sin,Wukong,Ahri,Cassiopeia,Jinx,Aphelios,Thresh,Nautilus,0.0,1.0,2.0,1.75,0.8,4.0,3.0,0.67,2.33,8.0,-1694.0,0.0,1.0,1.0,0.0,1,1,red
4112,8962,/match/tw/65966454,Mordekaiser,Riven,Taliyah,Graves,Jayce,Ahri,Ashe,Xayah,Thresh,Blitzcrank,0.25,8.0,6.0,2.67,1.5,3.0,5.0,1.4,4.0,1.25,1364.0,1.0,0.0,0.0,2.0,2,0,blue
1439,1213,/match/ru/439927329,Aatrox,Sett,Jarvan IV,Graves,Yasuo,Syndra,Kog'Maw,Jinx,Nami,Lulu,6.0,2.5,4.5,1.67,2.67,2.5,3.0,1.0,3.0,1.0,5540.0,0.0,1.0,0.0,1.0,2,0,blue
8373,2855,/match/tw/63626656,Shen,Gangplank,Vi,Zac,Cassiopeia,Sylas,Varus,Jinx,Sona,Lulu,3.5,0.29,9.0,2.5,2.0,1.0,0.5,3.0,2.0,4.0,2507.0,0.0,1.0,0.0,2.0,2,0,blue
3141,2809,/match/tw/64061556,Mordekaiser,Malphite,Karthus,Gragas,Zed,Ahri,Twitch,Jinx,Rakan,Lulu,3.0,3.0,9.0,1.0,2.33,0.8,5.0,1.0,7.0,0.33,7730.0,0.0,1.0,0.0,1.0,2,0,blue
6721,4485,/match/kr/6476339510,Quinn,Sejuani,Lee Sin,Kha'Zix,Kog'Maw,Ahri,Ezreal,Jinx,Senna,Lulu,2.0,1.0,5.0,1.5,2.0,2.0,3.67,0.71,6.0,0.86,5713.0,0.0,2.0,1.0,0.0,2,0,blue
3879,4055,/match/euw/6381245346,Jax,Poppy,Maokai,Ekko,Syndra,Tryndamere,Xayah,Jinx,Blitzcrank,Milio,0.33,3.0,1.0,5.0,0.0,2.0,1.0,8.0,1.0,6.0,-8776.0,2.0,0.0,1.0,1.0,0,1,red
6401,6722,/match/na/4644553888,Sion,Camille,Nunu & Willump,Karthus,Kassadin,Jayce,Lux,Jinx,Caitlyn,Nami,0.0,2.0,1.0,6.0,1.5,1.67,5.0,2.0,4.0,0.0,4334.0,0.0,2.0,1.0,1.0,1,1,blue
9752,6304,/match/las/1289416062,Anivia,Sett,Kayn,Kha'Zix,Yasuo,Sylas,Jinx,Aphelios,Bard,Xerath,4.0,0.25,6.0,4.0,0.75,1.33,3.0,0.5,5.0,1.0,3222.0,0.0,0.0,1.0,0.0,0,2,red
5639,2363,/match/tr/1403777426,Aatrox,Mordekaiser,Kha'Zix,Wukong,Syndra,Sion,Aphelios,Jinx,Thresh,Lulu,3.5,0.67,1.75,2.0,0.67,1.67,2.5,1.33,6.0,0.75,3679.0,0.0,2.0,0.0,1.0,2,0,blue
656,1644,/match/sg/6703252,Gragas,Nasus,Kha'Zix,Fiddlesticks,Jarvan IV,Pantheon,Ezreal,Tristana,Taric,Nautilus,0.0,4.0,6.0,0.8,7.0,1.67,0.0,2.0,1.0,3.0,575.0,0.0,0.0,0.0,2.0,0,1,red
5406,9282,/match/oce/568257520,Jax,Bel'Veth,Nidalee,Karthus,Lucian,Akali,Samira,Aphelios,Zyra,Annie,2.0,0.5,14.0,0.2,1.5,1.5,3.5,0.75,12.0,0.5,6819.0,0.0,1.0,0.0,2.0,2,0,blue
8740,542,/match/oce/566927987,Ryze,Rumble,Rengar,Lee Sin,Akshan,Anivia,Aphelios,Renata Glasc,Thresh,Zeri,2.0,5.0,1.5,11.0,1.0,3.0,1.0,7.0,1.0,0.5,-2844.0,1.0,1.0,2.0,0.0,1,1,red
3396,6692,/match/na/4644579542,Vladimir,Aatrox,Rengar,Kha'Zix,Seraphine,Annie,Xayah,Aphelios,Rell,Thresh,0.4,2.5,6.0,2.0,0.0,0.0,6.0,0.5,6.0,0.67,-97.0,1.0,0.0,1.0,1.0,0,2,blue
8887,1754,/match/sg/6301517,K'Sante,Jax,Kayn,Nidalee,Ezreal,Viktor,Kai'Sa,Aphelios,Blitzcrank,Pyke,0.0,5.0,1.75,6.0,1.25,1.0,0.6,1.75,0.8,9.0,-6846.0,0.0,0.0,1.0,0.0,1,1,red
3672,6935,/match/na/4639420386,Pantheon,Cho'Gath,Nidalee,Kindred,Akali,Fizz,Ezreal,Jhin,Milio,Lux,1.5,3.0,2.5,1.5,0.33,8.0,1.0,6.0,1.5,1.67,-6971.0,2.0,0.0,1.0,0.0,0,1,red
643,5361,/match/lan/1382850886,Volibear,Urgot,Warwick,Udyr,Akali,Veigar,Ezreal,Jhin,Ashe,Zilean,6.0,0.6,2.0,1.5,5.0,1.67,0.67,2.0,2.0,5.0,3394.0,0.0,0.0,1.0,0.0,2,0,red
368,8710,/match/eune/3359136972,Malphite,Nasus,Kayn,Kha'Zix,Syndra,Fizz,Kai'Sa,Aphelios,Leona,Lulu,3.0,0.0,4.0,1.0,2.0,1.33,3.5,0.75,3.0,2.0,1956.0,0.0,0.0,1.0,0.0,1,1,red
3264,575,/match/ph/11797658,Viego,Shen,K'Sante,Jarvan IV,Yasuo,Yone,Jhin,Ezreal,Lux,Yuumi,4.0,7.0,0.33,2.0,0.14,9.0,3.0,3.0,2.0,1.33,-5439.0,1.0,0.0,1.0,1.0,0,2,red
1534,7214,/match/vn/82817905,Jax,Camille,Lillia,Nocturne,Ezreal,Viktor,Miss Fortune,Jinx,Lulu,Nautilus,4.0,0.67,1.5,3.0,0.2,3.0,7.0,1.25,2.33,3.0,795.0,0.0,1.0,2.0,0.0,1,1,red
8606,226,/match/oce/567574637,Renekton,Tryndamere,Wukong,Ivern,Annie,Lux,Ezreal,Zeri,Maokai,Yuumi,4.0,0.0,6.0,0.25,4.0,0.4,3.5,3.0,4.5,1.33,9334.0,0.0,4.0,0.0,2.0,2,0,blue
2043,5972,/match/las/1292652501,Nasus,Kled,Evelynn,Master Yi,Corki,Kassadin,Jinx,Xayah,Alistar,Nautilus,2.0,3.5,3.5,1.0,2.67,3.5,2.5,2.0,5.0,1.5,-2234.0,0.0,0.0,2.0,0.0,1,0,red
5145,2144,/match/tr/1402839281,Jax,Riven,Lee Sin,Olaf,Vex,Syndra,Aphelios,Jinx,Thresh,Karma,0.4,3.0,3.67,2.33,5.0,0.83,3.0,1.0,4.0,0.5,-233.0,1.0,0.0,0.0,1.0,0,2,blue
6281,9224,/match/kr/6477233780,Garen,Darius,Poppy,Bel'Veth,Sylas,Ahri,Ezreal,Jinx,Thresh,Rakan,2.0,0.0,4.0,1.0,3.0,0.33,1.0,3.0,2.0,3.0,1966.0,0.0,0.0,1.0,0.0,2,0,red
6418,9632,/match/br/2722323884,Tryndamere,Mordekaiser,Master Yi,Hecarim,Veigar,Yasuo,Samira,Kog'Maw,Soraka,Senna,1.33,0.4,3.5,2.0,0.5,2.5,1.0,0.0,3.0,0.0,1402.0,0.0,1.0,1.0,1.0,2,0,blue
7022,3438,/match/euw/6385110070,Poppy,Janna,Jayce,Vayne,Twisted Fate,Annie,Aphelios,Trundle,Gragas,Sylas,3.0,0.0,0.25,5.0,0.5,6.0,2.0,0.0,0.5,6.0,-1932.0,0.0,0.0,0.0,2.0,1,1,red
9980,3262,/match/eune/3358614755,Malphite,Sylas,Udyr,Master Yi,Diana,Syndra,Seraphine,Jinx,Nami,Lulu,0.5,2.0,10.0,2.0,1.75,0.5,8.0,1.0,9.0,1.33,2500.0,0.0,0.0,1.0,1.0,2,0,blue
3409,1108,/match/ru/440191181,Kayle,Mordekaiser,Vi,Hecarim,Azir,Malzahar,Nilah,Sivir,Rakan,Yuumi,0.67,4.0,1.33,2.5,6.0,5.0,6.0,1.0,6.0,3.0,-5602.0,2.0,0.0,0.0,1.0,1,1,red
400,4398,/match/kr/6476062948,Warwick,Fiora,Nunu & Willump,Shyvana,Ahri,Sylas,Rakan,Aphelios,Jinx,Thresh,2.0,0.0,8.0,5.0,1.0,1.25,3.0,1.67,2.33,3.0,3019.0,1.0,1.0,0.0,1.0,2,0,blue
6259,3546,/match/euw/6384044306,Kennen,Sejuani,Lee Sin,Talon,Annie,Akali,Draven,Aphelios,Nautilus,Rakan,1.0,1.0,2.5,3.5,4.0,1.33,5.5,0.12,7.0,0.83,7016.0,0.0,1.0,0.0,1.0,0,1,blue
4184,2544,/match/tr/1403575118,Sett,Gangplank,Wukong,Kha'Zix,Viktor,Ahri,Jinx,Draven,Milio,Janna,4.0,0.0,4.0,1.0,1.0,3.0,0.67,1.5,3.0,4.0,2382.0,0.0,0.0,0.0,1.0,0,2,blue
9256,1839,/match/th/4880562,Jayce,Sion,Sylas,Udyr,Vex,Yone,Ezreal,Caitlyn,Braum,Lux,0.33,2.0,0.86,4.5,3.0,0.75,1.0,1.0,1.0,1.0,-6162.0,2.0,0.0,2.0,0.0,0,2,red
9928,4905,/match/kr/6469147760,Malphite,Lulu,Kha'Zix,Wukong,LeBlanc,Sylas,Aphelios,Jinx,Milio,Thresh,0.0,4.0,1.5,5.0,2.0,1.0,0.0,6.0,3.0,5.0,-4219.0,0.0,0.0,2.0,0.0,2,0,red
1196,7607,/match/vn/82563916,Renekton,Sion,Nidalee,Annie,Zoe,Viego,Jinx,Aphelios,Lulu,Rammus,1.5,0.33,7.0,0.75,11.0,0.4,1.2,3.0,1.67,2.67,2585.0,0.0,0.0,1.0,1.0,1,1,red
1243,89,/match/oce/567046610,Darius,Jayce,Diana,Udyr,Syndra,Galio,Tristana,Caitlyn,Thresh,Heimerdinger,1.0,1.0,2.0,2.5,7.0,0.33,5.0,0.5,0.75,5.0,-1003.0,1.0,0.0,2.0,0.0,0,2,red
7480,9127,/match/euw/6385610134,Renekton,Jax,Kayn,Rengar,Viktor,Yasuo,Tristana,Draven,Zilean,Vel'Koz,8.0,0.2,2.5,2.0,1.5,1.0,0.0,2.0,4.0,3.0,-958.0,2.0,1.0,2.0,0.0,1,1,blue
7563,2454,/match/tr/1403678984,Anivia,Poppy,Rammus,Thresh,Amumu,Varus,Xayah,Kassadin,Gnar,Master Yi,0.0,0.0,3.0,5.0,2.5,0.5,2.5,3.0,0.5,2.0,-1791.0,1.0,0.0,1.0,1.0,0,1,red
7115,9587,/match/br/2723772204,Volibear,Tahm Kench,Nidalee,Neeko,Yasuo,Gragas,Xayah,Aphelios,Rakan,Nautilus,1.0,0.0,1.0,6.0,1.0,2.0,1.0,1.5,1.33,6.0,2286.0,0.0,1.0,0.0,1.0,2,0,blue
2364,6626,/match/na/4644630167,Jayce,Neeko,Graves,Ekko,Zoe,Qiyana,Lucian,Aphelios,Nami,Thresh,0.75,4.0,0.67,3.33,3.33,1.67,1.5,3.0,4.0,4.0,-1864.0,2.0,1.0,0.0,1.0,0,2,red
3168,3717,/match/euw/6384802886,Cho'Gath,Malphite,Annie,Lillia,K'Sante,Syndra,Seraphine,Ezreal,Senna,Xerath,0.33,3.0,1.57,3.33,1.0,2.33,3.0,1.5,5.5,1.25,934.0,0.0,1.0,1.0,0.0,1,0,blue
7091,4626,/match/kr/6476286836,Jayce,Camille,Gragas,Nidalee,Yasuo,Twisted Fate,Ezreal,Zeri,Thresh,Lulu,0.2,6.0,7.0,3.0,2.33,0.17,6.0,0.67,7.0,1.0,1944.0,0.0,0.0,0.0,2.0,2,0,red
1602,2052,/match/tr/1403366025,Warwick,Riven,Bel'Veth,Evelynn,LeBlanc,Kassadin,Vayne,Jinx,Milio,Lulu,5.0,0.0,5.5,1.5,8.0,0.6,0.6,5.0,1.33,3.33,3563.0,1.0,2.0,1.0,0.0,2,0,blue
456,6872,/match/na/4644365588,Sion,Graves,Udyr,Skarner,Galio,Viktor,Jinx,Lucian,Tahm Kench,Nami,2.5,1.0,5.0,2.0,6.0,0.33,2.0,0.0,1.0,0.0,588.0,0.0,0.0,1.0,1.0,0,1,red
6210,7474,/match/tw/61548579,Poppy,Malphite,Rek'Sai,Lee Sin,Fizz,Qiyana,Jinx,Xayah,Milio,Yuumi,4.0,0.0,7.0,0.0,2.0,0.33,5.0,0.0,4.0,0.0,8069.0,0.0,1.0,1.0,0.0,2,0,blue
3582,6070,/match/las/1292303522,Sion,Lillia,Nocturne,Lee Sin,Veigar,Aurelion Sol,Kai'Sa,Tristana,Thresh,Nautilus,0.2,2.5,2.33,2.0,1.5,4.0,2.0,2.0,3.0,3.5,1626.0,1.0,1.0,2.0,0.0,2,0,blue
179,7486,/match/vn/82734186,Mordekaiser,Gwen,Graves,Jarvan IV,Jayce,Ezreal,Tristana,Varus,Leona,Alistar,3.0,0.0,0.25,8.0,0.33,4.5,1.33,4.5,1.25,3.0,-3839.0,1.0,0.0,1.0,0.0,1,1,red
1291,9072,/match/br/2723378160,Camille,Swain,Fiddlesticks,Xin Zhao,Talon,Zac,Jinx,Karthus,Seraphine,Senna,0.67,1.33,1.5,6.0,0.8,2.5,5.0,4.0,1.67,12.0,-3758.0,1.0,0.0,1.0,0.0,0,1,red
2183,9878,/match/kr/6478464075,Pantheon,Jax,Kha'Zix,Nidalee,Orianna,Syndra,Aphelios,Lux,Ashe,Caitlyn,1.33,1.0,3.5,1.33,0.0,2.0,0.5,13.0,0.25,4.0,737.0,0.0,1.0,1.0,1.0,1,1,blue
8758,8032,/match/vn/78979749,Renekton,Sion,Graves,Gragas,Ryze,Jayce,Jinx,Lucian,Thresh,Nami,3.0,0.0,2.5,1.0,4.0,2.0,10.0,1.75,2.25,1.4,5942.0,0.0,1.0,0.0,2.0,2,0,blue
