,Unnamed: 0,link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,gold_difference,turret_blue,turret_red,dragon_blue,dragon_red,blue_heralds,red_heralds,team_win
8379,7122,/match/na/4643712586,Jax,Fiora,Kindred,Rengar,Syndra,Ahri,Jinx,Caitlyn,Senna,Milio,2.0,0.5,1.0,4.0,0.0,4.0,1.0,0.67,3.0,4.0,1502.0,0.0,1.0,1.0,1.0,1,0,blue
3745,63,/match/oce/568064800,Malphite,Sylas,Pantheon,Yone,Akali,Yasuo,Ezreal,Sejuani,Sona,Rell,15.0,0.67,3.67,1.0,16.0,0.29,3.0,0.83,6.0,0.71,12477.0,0.0,1.0,0.0,2.0,0,1,blue
3493,6093,/match/las/1292513972,Ornn,Riven,Jarvan IV,Diana,Aurelion Sol,Twisted Fate,Ezreal,Kai'Sa,Blitzcrank,Thresh,1.0,5.0,0.67,8.0,1.5,2.0,0.0,6.0,2.0,9.0,-7244.0,1.0,0.0,1.0,0.0,0,2,blue
9977,6535,/match/na/4644814406,Pantheon,Fiora,Master Yi,Lee Sin,Katarina,Talon,Xayah,Jhin,Yuumi,Milio,0.0,1.0,5.0,0.0,8.0,1.0,8.0,1.0,8.0,0.75,6126.0,0.0,1.0,0.0,1.0,1,0,blue
1691,5456,/match/lan/1382407304,Cho'Gath,Jayce,Master Yi,Kha'Zix,Zed,Lux,Ziggs,Jinx,Leona,Braum,0.5,2.0,0.0,7.0,0.67,6.0,0.0,9.0,0.0,8.0,-13473.0,3.0,0.0,2.0,0.0,0,1,red
3600,3,/match/oce/568155165,Jax,Malphite,Jarvan IV,Lee Sin,Ahri,LeBlanc,Xayah,Aphelios,Blitzcrank,Senna,1.0,0.0,2.5,1.5,5.0,0.33,5.0,1.0,2.5,0.4,7030.0,0.0,2.0,1.0,0.0,2,0,blue
8040,1851,/match/th/4770620,Riven,Ornn,Kayn,Viego,Vladimir,Viktor,Varus,Ezreal,Nami,Yuumi,0.2,5.0,0.5,13.0,0.0,0.0,2.33,0.6,3.0,5.0,-1614.0,1.0,0.0,0.0,1.0,0,2,red
7320,9415,/match/tw/66282188,Malphite,Kayle,Graves,Nocturne,Orianna,Tristana,Sivir,Gwen,Renata Glasc,Milio,6.0,1.0,1.67,6.0,1.0,1.0,3.0,3.0,0.5,3.0,-3472.0,1.0,1.0,1.0,0.0,2,0,red
7821,1632,/match/sg/6748021,Shen,Veigar,Maokai,Pyke,Sylas,Kled,Kai'Sa,Udyr,Nautilus,Samira,2.0,1.0,6.0,4.5,1.75,1.0,9.0,1.67,1.67,1.5,3133.0,0.0,0.0,2.0,0.0,1,1,blue
6486,9718,/match/eune/3363638435,Gangplank,K'Sante,Rek'Sai,Nunu & Willump,Sylas,Jayce,Draven,Xayah,Thresh,Soraka,1.0,2.0,1.5,3.75,2.0,8.0,4.33,0.88,2.5,1.5,1380.0,1.0,1.0,1.0,1.0,1,1,red
9426,1234,/match/ru/439830773,Sett,Fizz,Nunu & Willump,Elise,Akali,Pantheon,Kai'Sa,Varus,Lux,Vel'Koz,0.75,2.5,3.5,2.25,1.25,1.67,1.5,2.0,2.5,2.5,95.0,0.0,0.0,0.0,2.0,2,0,blue
5886,1386,/match/ru/439633748,Akshan,Pantheon,Udyr,Sylas,Kassadin,Karma,Zeri,Twitch,Pyke,Milio,0.25,3.5,2.0,10.0,2.5,2.0,3.5,4.5,2.0,9.0,-2672.0,1.0,0.0,1.0,1.0,1,1,red
7211,546,/match/ph/11856900,Malphite,Illaoi,Vi,Warwick,Ekko,Vex,Jinx,Tristana,Milio,Swain,0.67,0.67,1.0,5.5,1.0,9.0,2.5,6.0,5.0,1.67,-5825.0,0.0,0.0,2.0,0.0,0,2,red
9704,8297,/match/br/2723018751,Jax,Akali,Bel'Veth,Wukong,Kassadin,Katarina,Kai'Sa,Xayah,Nautilus,Lulu,0.5,2.0,4.0,1.0,5.0,0.5,4.0,1.0,3.0,0.0,4822.0,0.0,0.0,0.0,1.0,1,1,blue
6115,7473,/match/tw/61532812,Malphite,Sejuani,Sylas,Shaco,Ahri,Fizz,Jinx,Ashe,Tahm Kench,Nautilus,5.0,0.25,4.5,1.0,1.6,3.0,6.0,2.0,2.67,0.8,588.0,1.0,0.0,0.0,1.0,1,1,blue
3633,4347,/match/kr/6476493772,Vayne,Darius,Elise,Poppy,Akali,Zoe,Kai'Sa,Ezreal,Lux,Xerath,4.0,0.67,5.0,1.33,4.0,2.0,1.67,1.5,2.0,2.0,-264.0,1.0,0.0,0.0,1.0,1,1,blue
544,1784,/match/th/5013234,Aatrox,Fiora,Ekko,Vex,Akshan,Master Yi,Caitlyn,Xayah,Nautilus,Blitzcrank,3.0,0.2,3.33,1.33,2.67,2.33,4.5,2.25,1.0,4.0,4092.0,0.0,2.0,0.0,1.0,1,0,red
6499,7302,/match/eune/3359506914,Malphite,Mordekaiser,Maokai,Sejuani,Orianna,Irelia,Kai'Sa,Xayah,Taric,Lulu,1.0,1.0,1.0,9.0,0.33,9.0,0.5,3.0,0.5,8.0,-9139.0,1.0,0.0,2.0,0.0,0,1,red
8729,3593,/match/euw/6383848468,Pantheon,Singed,Sylas,Hecarim,Yone,LeBlanc,Xayah,Zeri,Janna,Zilean,3.5,1.0,9.0,1.67,0.6,1.5,3.0,0.5,6.0,3.0,6359.0,0.0,1.0,1.0,0.0,2,0,blue
1817,305,/match/oce/567488784,Fizz,Sylas,Malphite,Jarvan IV,Kha'Zix,Yasuo,Sivir,Draven,Yuumi,Thresh,4.0,1.5,0.67,0.8,3.5,2.67,0.5,4.0,1.0,4.0,-3247.0,1.0,0.0,1.0,1.0,0,2,blue
3724,1757,/match/sg/6281539,Gwen,Gragas,Kha'Zix,Lissandra,Ahri,Lee Sin,Vayne,Ezreal,Lulu,Nautilus,1.0,0.0,1.0,10.0,0.25,2.33,1.0,5.0,5.0,3.0,-90.0,0.0,0.0,1.0,0.0,1,1,blue
6723,2424,/match/tr/1403704117,Jax,Gangplank,Taliyah,Poppy,Aurelion Sol,Sylas,Zeri,Samira,Lulu,K'Sante,1.0,0.75,5.0,7.0,1.0,2.0,2.5,2.0,3.0,0.67,2086.0,0.0,0.0,1.0,0.0,2,0,blue
9647,3761,/match/euw/6384730912,Garen,Pantheon,Kha'Zix,Vi,Zed,Syndra,Veigar,Jinx,Senna,Xerath,0.33,3.0,7.0,4.5,1.0,2.0,2.0,2.0,1.5,4.0,-353.0,0.0,0.0,1.0,0.0,2,0,red
2752,2461,/match/tr/1403453264,Irelia,Camille,Hecarim,Kayn,Jinx,Lulu,Lissandra,Ashe,Nami,Annie,1.8,0.5,1.0,5.0,0.5,6.5,0.0,7.0,0.83,4.33,-5250.0,0.0,1.0,1.0,1.0,2,0,blue
695,1482,/match/ru/438916178,Rumble,Rammus,Sejuani,Master Yi,Zoe,Xerath,Lucian,Jinx,Yuumi,Lulu,2.0,1.0,12.0,0.33,2.0,3.5,2.5,2.25,3.67,2.25,5052.0,0.0,1.0,1.0,0.0,1,1,red
2634,477,/match/oce/566943859,Gangplank,Renekton,Evelynn,Ekko,Katarina,Akshan,Kalista,Xayah,Taric,Nautilus,0.33,2.0,8.0,1.0,6.0,0.5,1.67,5.0,8.0,2.5,490.0,0.0,0.0,0.0,2.0,2,0,blue
1481,3111,/match/tw/62280061,Ornn,Kled,Master Yi,Qiyana,Katarina,Orianna,Jinx,Kog'Maw,Xerath,Lulu,2.0,0.67,0.67,2.5,0.33,6.0,1.2,1.8,2.67,4.5,-7202.0,2.0,0.0,0.0,1.0,0,2,red
6296,5683,/match/lan/1382045991,Sett,Kled,Nocturne,Zac,Akali,Yasuo,Tristana,Samira,Jarvan IV,Nautilus,1.33,0.75,6.0,3.0,4.0,1.0,5.0,0.5,3.0,2.0,7237.0,0.0,2.0,1.0,1.0,2,0,blue
9761,9253,/match/kr/6477188527,Rengar,Garen,Lee Sin,Kha'Zix,Malphite,Zoe,Zeri,Kai'Sa,Nautilus,Neeko,1.0,2.0,1.5,4.0,3.0,2.0,0.5,6.0,0.0,6.0,-7308.0,1.0,0.0,1.0,1.0,0,2,red
2176,9021,/match/vn/82993466,Twitch,Cassiopeia,Lulu,Jinx,Taliyah,Kha'Zix,Gragas,Soraka,Graves,Sejuani,1.67,0.67,6.0,2.5,2.33,1.0,0.75,1.33,3.0,7.0,-3482.0,1.0,0.0,1.0,0.0,0,2,red
4880,2627,/match/tw/65491479,Gnar,Tahm Kench,Elise,Nunu & Willump,Zac,Annie,Varus,Twitch,Xerath,Milio,2.0,1.33,5.5,3.67,3.5,1.5,2.0,2.25,3.33,2.0,6290.0,0.0,2.0,0.0,1.0,1,0,blue
2729,2731,/match/tw/61521610,Aatrox,Malphite,Hecarim,Zac,Thresh,Varus,Ezreal,Jinx,Galio,Blitzcrank,1.0,2.0,8.0,0.33,3.33,1.67,4.5,1.0,11.0,0.33,10099.0,0.0,2.0,0.0,0.0,2,0,blue
1846,4687,/match/kr/6476228352,Zilean,Kha'Zix,Graves,Gragas,Aurelion Sol,Lee Sin,Jinx,Ezreal,Leona,Alistar,0.0,2.0,1.5,3.0,1.75,4.0,0.8,2.5,1.75,4.5,-4637.0,0.0,0.0,1.0,1.0,1,1,red
8712,5975,/match/las/1291617632,Yasuo,Elise,Jarvan IV,Kha'Zix,Ahri,Zed,Karthus,Draven,Nautilus,Leona,3.0,0.6,9.0,1.67,2.0,3.0,4.5,0.67,4.0,2.5,3422.0,0.0,1.0,1.0,1.0,2,0,red
6380,93,/match/oce/568024422,Gwen,Gragas,Hecarim,Graves,Jax,Azir,Kai'Sa,Xayah,Lulu,Pyke,0.5,1.0,11.0,0.6,4.0,0.33,3.33,0.83,8.0,2.0,5759.0,0.0,1.0,1.0,1.0,1,1,blue
9667,2323,/match/tr/1401837637,Fiora,Irelia,Shaco,Fiddlesticks,Fizz,Pantheon,Jhin,Zeri,Karma,Yuumi,1.0,1.67,2.33,1.0,1.6,2.0,1.5,0.67,2.0,2.0,2009.0,0.0,1.0,0.0,0.0,0,1,red
950,6155,/match/las/1290297921,Zac,Olaf,Udyr,Kha'Zix,Akali,Zoe,Nilah,Ezreal,Lulu,Leona,1.25,1.25,2.0,1.25,1.0,4.0,0.5,0.5,4.0,3.0,-3246.0,1.0,0.0,0.0,1.0,0,2,blue
112,4121,/match/jp/395361262,Wukong,Malphite,Ziggs,Kha'Zix,Lee Sin,Ahri,Jhin,Jinx,Heimerdinger,Thresh,1.0,2.0,1.0,3.0,0.0,2.0,1.0,4.0,0.33,4.0,1077.0,0.0,1.0,2.0,0.0,1,1,red
1991,2946,/match/tw/63149713,Malphite,Singed,Taliyah,Gragas,Viktor,Yasuo,Jinx,Ezreal,Blitzcrank,Braum,5.0,0.6,2.67,1.5,7.0,0.33,0.0,2.0,1.5,4.0,-1585.0,0.0,0.0,1.0,0.0,2,0,blue
8187,3733,/match/euw/6384772834,Zoe,Malphite,Kha'Zix,Graves,Lissandra,Karma,Yasuo,Varus,Rell,Taliyah,6.0,0.75,1.67,11.0,1.33,5.0,1.33,2.0,1.5,2.0,698.0,0.0,1.0,1.0,1.0,1,1,red
4371,9245,/match/kr/6477211954,Jax,K'Sante,Nidalee,Vi,Lissandra,Ahri,Ezreal,Aphelios,Thresh,Heimerdinger,2.0,0.67,13.0,0.4,8.0,0.25,8.0,0.75,5.0,3.0,7295.0,0.0,1.0,1.0,0.0,2,0,red
2033,9865,/match/kr/6478489049,Jayce,Lee Sin,Hecarim,Wukong,Qiyana,Ahri,Kalista,Aphelios,Pyke,Blitzcrank,0.67,5.0,6.0,2.0,5.5,0.25,2.5,1.33,3.0,1.0,525.0,1.0,0.0,0.0,2.0,0,1,red
4193,7149,/match/na/4643708770,Gwen,Sion,Lee Sin,Fiddlesticks,Irelia,Orianna,Miss Fortune,Kai'Sa,Brand,Pyke,2.0,1.0,3.0,2.33,1.5,3.0,2.0,2.75,1.67,2.2,701.0,0.0,0.0,1.0,0.0,1,1,blue
6442,279,/match/oce/567468804,Fiora,Sylas,Viego,Xin Zhao,Shaco,Taric,Ezreal,Fizz,Taliyah,Riven,0.5,2.5,1.0,2.0,1.0,3.0,2.0,3.0,0.25,5.0,-4307.0,0.0,0.0,0.0,0.0,0,2,red
9384,5678,/match/lan/1381191616,Gragas,K'Sante,Kindred,Qiyana,Tristana,Ekko,Jhin,Draven,Xerath,Milio,0.67,1.33,2.0,3.0,5.0,1.33,6.0,1.0,2.5,4.0,774.0,0.0,0.0,0.0,1.0,1,1,red
4906,9075,/match/br/2723350576,Sion,Ornn,Kha'Zix,Jarvan IV,Yone,Akali,Aphelios,Jinx,Heimerdinger,Karma,1.0,0.5,3.0,12.0,1.25,3.5,1.0,4.0,0.67,3.0,-2787.0,0.0,0.0,2.0,0.0,1,1,red
3927,6040,/match/las/1292332532,Yone,Cho'Gath,Rek'Sai,Elise,Fizz,Annie,Caitlyn,Draven,Morgana,Taric,1.0,1.0,1.0,4.0,0.5,5.0,3.0,2.33,1.0,6.0,-2363.0,0.0,0.0,2.0,0.0,0,2,red
641,5807,/match/las/1292837120,Sion,Kennen,Diana,Zac,Viktor,Akshan,Xayah,Zeri,Alistar,Yuumi,0.0,2.0,0.4,9.0,0.5,2.67,0.0,3.0,1.0,3.0,-3347.0,0.0,0.0,1.0,0.0,1,1,red
7718,1356,/match/ru/439711925,Sett,Poppy,Fiddlesticks,Wukong,Syndra,Corki,Aphelios,Kai'Sa,Leona,Lulu,1.5,1.0,3.0,3.0,7.0,0.67,1.0,1.0,8.0,2.0,2005.0,0.0,0.0,1.0,0.0,2,0,blue
61,4643,/match/kr/6476261593,Jax,Gangplank,Vi,Kha'Zix,K'Sante,Anivia,Heimerdinger,Samira,Senna,Rakan,0.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,-2483.0,1.0,1.0,0.0,1.0,0,2,red
6185,145,/match/oce/566729829,Olaf,Tryndamere,Karthus,Rek'Sai,Fizz,Zoe,Varus,Miss Fortune,Twitch,Ashe,2.0,0.5,3.0,5.5,1.0,1.67,1.5,1.5,2.5,3.5,-2259.0,2.0,1.0,1.0,1.0,1,1,red
9582,5806,/match/las/1292837329,Dr. Mundo,Karthus,Zed,Wukong,Udyr,Aurelion Sol,Sivir,Jinx,Fiddlesticks,Milio,1.33,0.5,2.0,0.0,5.0,2.0,2.0,2.0,1.0,2.0,2095.0,0.0,0.0,0.0,2.0,2,0,blue
5423,112,/match/oce/568024191,Mordekaiser,Volibear,Wukong,Lee Sin,Viktor,Ahri,Xayah,Aphelios,Milio,Thresh,1.5,0.67,3.5,2.67,1.5,5.0,5.0,4.0,2.0,0.5,1834.0,0.0,1.0,0.0,1.0,2,0,blue
1173,6138,/match/las/1292457656,Gwen,Jayce,Jarvan IV,Xin Zhao,Taliyah,Ahri,Varus,Zeri,Janna,Zilean,2.5,0.33,4.0,3.0,3.0,3.0,4.0,0.0,3.0,1.0,1501.0,0.0,0.0,0.0,1.0,2,0,blue
4083,9553,/match/br/2723810040,Tristana,Nilah,Wukong,Jarvan IV,LeBlanc,Zoe,Zeri,Malphite,Senna,Nautilus,1.0,1.33,6.0,4.0,3.0,1.33,2.0,1.67,1.5,6.0,1929.0,0.0,1.0,0.0,1.0,0,2,red
8300,1232,/match/ru/440029761,Mordekaiser,Yasuo,Fiddlesticks,Jarvan IV,Zed,Zyra,Kog'Maw,Jhin,Karma,Yuumi,0.4,2.0,4.0,3.5,3.0,1.33,0.2,1.5,2.0,3.0,-4640.0,1.0,0.0,1.0,1.0,0,2,red
726,6205,/match/las/1292026910,Akali,Ornn,Gragas,Master Yi,Akshan,Vladimir,Vayne,Ashe,Milio,Blitzcrank,3.0,0.5,7.0,0.33,2.0,0.75,2.5,1.5,5.0,1.0,9936.0,0.0,2.0,0.0,2.0,2,0,blue
9510,7718,/match/vn/80966867,Sylas,Yone,Kayn,Twisted Fate,Pantheon,Nidalee,Ezreal,Jinx,Lux,Thresh,3.5,0.2,4.5,3.0,4.0,0.25,6.5,0.33,6.5,0.17,11883.0,0.0,2.0,1.0,1.0,1,1,blue
5647,3480,/match/euw/6385097765,Ornn,Lillia,Zac,Gangplank,Anivia,Ahri,Kog'Maw,Jinx,Twitch,Thresh,5.0,0.33,11.0,0.33,9.0,0.5,1.0,1.33,12.0,0.75,11727.0,0.0,1.0,0.0,1.0,2,0,blue
2166,4334,/match/kr/6476510012,Tryndamere,Fiora,Fiddlesticks,Rek'Sai,Galio,Cassiopeia,Zeri,Samira,Milio,Pyke,0.4,5.0,2.0,6.0,7.0,0.33,0.67,4.33,0.33,3.33,-6889.0,2.0,0.0,2.0,0.0,1,1,red
3214,509,/match/oce/566906357,Gwen,Skarner,Lee Sin,Hecarim,Yasuo,Ahri,Jinx,Ashe,Nami,Milio,1.5,1.0,5.5,2.0,4.0,0.67,2.0,1.0,4.0,1.25,2161.0,1.0,1.0,1.0,0.0,2,0,blue
1557,6811,/match/na/4644465188,Camille,Urgot,Talon,Rengar,Cassiopeia,Rumble,Xayah,Draven,Nautilus,Thresh,0.0,2.0,1.0,5.0,0.8,3.5,1.0,4.0,3.0,4.0,-3598.0,0.0,0.0,1.0,0.0,2,0,red
9216,8478,/match/br/2718716247,Viktor,Olaf,Zeri,Sejuani,Renekton,Aurelion Sol,Kayn,Xayah,Rakan,Lulu,2.0,2.0,1.0,2.0,5.0,0.0,3.0,3.0,3.0,2.0,3740.0,0.0,1.0,0.0,2.0,1,1,red
7673,8512,/match/eune/3359214223,Malphite,Urgot,Jarvan IV,Hecarim,Yasuo,Ziggs,Kai'Sa,Ezreal,Tahm Kench,Thresh,1.0,4.0,2.0,3.0,1.5,1.5,4.0,0.0,4.0,0.0,-2297.0,2.0,0.0,0.0,1.0,0,2,red
3881,2106,/match/tr/1404127621,Gragas,Brand,Zed,Graves,Malphite,Irelia,Alistar,Swain,Kai'Sa,Samira,13.0,0.0,8.0,1.0,3.0,0.0,6.0,1.0,3.5,0.8,8500.0,0.0,0.0,1.0,0.0,0,0,blue
959,8873,/match/eune/3358959358,Garen,Teemo,Kayn,Jarvan IV,Viktor,Talon,Draven,Ezreal,Nautilus,Sona,0.0,3.0,0.67,5.0,1.0,2.0,6.0,0.5,5.0,1.0,1144.0,1.0,1.0,0.0,2.0,1,1,blue
9055,8132,/match/vn/78355051,Pantheon,Dr. Mundo,Lee Sin,Viego,Katarina,Akali,Jinx,Xayah,Nautilus,Karma,2.0,0.67,4.5,1.5,2.33,2.33,6.0,2.33,1.25,3.5,-956.0,0.0,0.0,1.0,1.0,2,0,blue
8280,3326,/match/euw/6385209780,Irelia,Akali,Fiddlesticks,Nocturne,Galio,Olaf,Jinx,Xayah,Rakan,Blitzcrank,1.0,1.0,2.0,8.0,0.0,7.0,3.0,1.0,1.0,8.0,-5319.0,2.0,0.0,2.0,0.0,0,2,red
6075,5556,/match/lan/1381877663,Akshan,Olaf,Xin Zhao,Amumu,LeBlanc,Annie,Kai'Sa,Ezreal,Janna,Lux,4.0,0.8,3.67,1.75,5.0,0.6,3.5,0.67,5.0,0.33,6560.0,0.0,2.0,0.0,2.0,2,0,blue
4224,8894,/match/eune/3356010559,Darius,Camille,Rengar,Wukong,Zoe,Fizz,Draven,Veigar,Milio,Sona,5.0,0.25,6.0,1.5,3.5,0.5,1.5,3.0,1.0,5.0,992.0,1.0,0.0,0.0,1.0,1,0,red
9524,9941,/match/lan/1384514409,Darius,Malphite,Graves,Kindred,Viktor,Katarina,Thresh,Zeri,Xayah,Milio,3.0,1.0,8.0,1.0,4.0,0.33,3.5,3.0,8.0,0.8,2701.0,0.0,0.0,1.0,0.0,2,0,red
4723,795,/match/ph/11602975,Gragas,Kennen,Lee Sin,Sona,Karma,Zed,Sivir,Miss Fortune,Lulu,Viego,0.0,6.0,1.25,5.5,0.67,3.0,0.25,6.0,1.0,2.5,-8344.0,1.0,0.0,1.0,1.0,0,1,red
32,4345,/match/kr/6476494850,Rumble,Fiora,Hecarim,Zac,LeBlanc,Vex,Ezreal,Aphelios,Rakan,Thresh,1.5,1.0,13.0,3.5,8.0,0.6,1.2,1.33,9.0,1.0,3374.0,0.0,0.0,0.0,2.0,2,0,blue
3767,7675,/match/vn/82476296,Rengar,Jax,Hecarim,Jarvan IV,Yasuo,Lux,Ezreal,Samira,Nami,Alistar,4.0,0.5,7.0,0.2,3.0,1.0,5.0,1.0,2.5,1.0,8878.0,0.0,1.0,1.0,1.0,2,0,blue
8907,2114,/match/tr/1403087583,Ezreal,Ashe,Evelynn,Kha'Zix,Sylas,Viktor,Gragas,Kai'Sa,Karma,Pantheon,0.0,3.0,1.0,6.0,2.0,3.0,2.0,0.5,0.0,1.0,-2598.0,0.0,0.0,0.0,1.0,0,1,red
7612,9516,/match/vn/83671579,Olaf,Gnar,Zed,Nunu & Willump,LeBlanc,Swain,Ashe,Jinx,Lulu,Milio,4.0,1.0,2.33,2.0,1.25,1.4,1.33,4.0,1.0,8.0,-4564.0,3.0,1.0,2.0,0.0,0,2,red
1315,7054,/match/na/4637999113,K'Sante,Gragas,Viego,Wukong,Kai'Sa,Irelia,Lux,Lucian,Blitzcrank,Nami,1.0,4.0,1.2,8.0,8.0,0.75,6.0,0.6,5.5,1.0,4176.0,0.0,1.0,0.0,1.0,1,1,blue
3893,1045,/match/ph/11031541,Urgot,Shen,Rammus,Pyke,Annie,Viktor,Varus,Master Yi,Blitzcrank,Sivir,1.0,1.0,4.0,1.0,1.25,2.0,0.0,0.0,1.0,2.0,1179.0,0.0,1.0,1.0,1.0,2,0,blue
8254,4113,/match/jp/395265533,Ashe,Sylas,Lee Sin,Gwen,Camille,Thresh,Vex,Aphelios,Swain,Kha'Zix,0.5,2.0,0.0,10.0,1.33,1.0,0.17,8.0,1.0,2.0,-4412.0,0.0,1.0,1.0,0.0,1,1,red
1387,4841,/match/kr/6476108932,Poppy,Jax,Xin Zhao,Nidalee,Ahri,Aatrox,Jinx,Aphelios,Morgana,Fiddlesticks,3.0,0.67,2.2,4.33,2.0,4.0,4.0,3.33,1.6,1.5,436.0,1.0,1.0,0.0,1.0,2,0,red
1326,9046,/match/vn/82986114,Nasus,Jax,Ekko,Kha'Zix,Irelia,Akshan,Jinx,Xayah,Morgana,Xerath,1.0,2.0,2.5,2.0,1.2,1.33,2.67,2.25,1.2,2.25,-2481.0,1.0,0.0,2.0,0.0,0,2,red
8207,38,/match/oce/568131325,Gnar,Illaoi,Jax,Zac,Azir,Xayah,Kai'Sa,Vladimir,Rakan,Senna,0.25,5.0,2.0,3.0,2.0,0.5,0.0,0.0,4.0,4.0,-1194.0,1.0,1.0,1.0,0.0,1,0,red
2432,8182,/match/vn/81724436,Fiora,Poppy,Jarvan IV,Talon,Katarina,Fizz,Jinx,Lucian,Lulu,Nami,6.0,0.4,1.5,3.5,2.0,1.0,3.0,2.5,3.0,1.67,2538.0,0.0,0.0,1.0,1.0,2,0,blue
9049,3870,/match/euw/6384724192,Vladimir,Sion,Talon,Kha'Zix,K'Sante,Syndra,Kog'Maw,Jinx,Milio,Lulu,3.0,1.0,5.0,1.33,4.0,1.5,0.0,4.0,0.0,4.0,1557.0,0.0,0.0,0.0,2.0,1,1,blue
10008,8960,/match/tw/65983371,Volibear,Malphite,Shaco,Wukong,Anivia,Vel'Koz,Xayah,Ezreal,Karma,Blitzcrank,1.0,0.67,2.0,6.0,0.0,5.0,1.0,2.0,0.5,5.0,-966.0,0.0,1.0,1.0,0.0,2,0,red
6851,9122,/match/euw/6385607866,Fiora,Akshan,Gragas,Graves,Yasuo,Sylas,Nilah,Jhin,Rakan,Nautilus,5.0,0.5,4.0,0.5,0.5,1.5,2.0,3.0,5.0,1.5,3067.0,0.0,0.0,0.0,1.0,1,1,blue
2419,1817,/match/th/4976057,Aatrox,Mordekaiser,Master Yi,Lee Sin,Annie,Xerath,Draven,Jinx,Pantheon,Ashe,0.67,2.0,3.0,2.75,4.0,4.0,1.0,2.75,0.71,4.0,-10.0,0.0,0.0,0.0,1.0,0,2,blue
9593,4944,/match/kr/6476111524,Jayce,Sion,Elise,Kindred,Zed,Twisted Fate,Ezreal,Zeri,Lux,Karma,0.4,6.0,1.0,3.33,1.67,4.0,2.33,1.6,1.75,5.5,-4004.0,1.0,0.0,1.0,0.0,2,0,red
4832,1879,/match/tr/1404329223,Gnar,Malphite,Ekko,Jarvan IV,LeBlanc,Zed,Tristana,Jinx,Shaco,Seraphine,0.67,0.0,2.5,6.0,1.0,0.5,0.67,1.33,2.5,6.0,-1192.0,1.0,1.0,1.0,1.0,1,0,blue
3581,9827,/match/jp/395641623,Garen,Gangplank,Nidalee,Lee Sin,Lucian,Ahri,Xayah,Aphelios,Shaco,Milio,4.0,1.0,0.5,3.0,2.0,3.0,0.33,2.5,1.0,8.0,-2742.0,0.0,1.0,1.0,0.0,2,0,red
8257,2807,/match/tw/64104721,Gangplank,Udyr,Karthus,Ekko,Zed,Cassiopeia,Jinx,Zeri,Rakan,Swain,1.0,0.5,2.5,0.67,6.0,2.0,1.25,1.5,4.5,1.0,1051.0,1.0,0.0,0.0,1.0,1,1,blue
1654,1602,/match/sg/6769798,K'Sante,Garen,Taliyah,Kha'Zix,Yone,Orianna,Caitlyn,Ezreal,Lux,Karma,0.0,2.0,0.67,2.0,5.0,1.5,5.0,2.0,0.5,4.0,-114.0,0.0,0.0,1.0,0.0,1,1,red
8219,2514,/match/tr/1403599858,Irelia,Gangplank,Gragas,Wukong,Vex,Syndra,Jinx,Jhin,Lulu,Senna,0.5,4.0,1.5,1.5,3.0,2.0,0.33,6.0,0.5,4.0,-1990.0,0.0,0.0,2.0,0.0,0,1,red
1912,5117,/match/lan/1383799895,Volibear,Illaoi,Maokai,Wukong,Yone,Zac,Jhin,Nilah,Senna,Blitzcrank,4.0,0.5,5.0,3.5,0.5,8.0,1.33,1.0,3.0,7.0,1441.0,0.0,1.0,2.0,0.0,1,1,red
4148,2994,/match/tw/62853527,Poppy,K'Sante,Hecarim,Lee Sin,Sylas,LeBlanc,Jinx,Kai'Sa,Morgana,Swain,7.0,0.5,3.67,0.6,4.0,4.0,8.0,1.0,2.67,1.25,4233.0,0.0,1.0,1.0,1.0,2,0,blue
1417,4641,/match/kr/6476274577,Jayce,Jax,Nidalee,Lee Sin,Ahri,Yasuo,Jinx,Xayah,Thresh,Milio,1.33,0.75,6.0,2.33,5.0,0.5,10.0,0.67,10.0,0.25,5886.0,0.0,1.0,1.0,0.0,1,1,blue
1644,9963,/match/las/1293275353,Gangplank,Sion,Maokai,Hecarim,Katarina,Malphite,Kai'Sa,Nilah,Nami,Lux,0.5,3.0,2.0,8.0,1.25,3.5,2.5,2.33,1.25,2.0,-5850.0,1.0,0.0,1.0,1.0,0,2,blue
8197,7884,/match/vn/82168791,Darius,Yone,Nidalee,Ivern,Irelia,Akali,Varus,Lucian,Thresh,Pyke,1.0,0.0,5.0,2.0,2.0,1.25,0.33,9.0,0.67,5.0,-2410.0,1.0,0.0,1.0,0.0,0,2,red
6494,4513,/match/kr/6476325859,K'Sante,Dr. Mundo,Gragas,Master Yi,Malzahar,Galio,Ezreal,Kai'Sa,Annie,Soraka,4.0,1.5,1.33,2.5,1.0,5.0,0.0,3.0,2.0,5.0,-2749.0,0.0,0.0,2.0,0.0,1,0,blue
2900,3903,/match/euw/6382010738,Poppy,Zac,Kha'Zix,Rengar,Lissandra,Taliyah,Ezreal,Zeri,Yuumi,Thresh,5.0,0.0,8.0,0.4,8.0,0.33,3.0,1.33,3.0,5.0,6453.0,0.0,1.0,0.0,1.0,2,0,blue
