link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,gold_difference,turret_blue,turret_red,dragon_blue,dragon_red,blue_heralds,red_heralds,team_win
/match/th/4653153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404349403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404346714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404333969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404334963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404335373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404349972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404352360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404348194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404345038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404341441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404353567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404332094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404323856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404321735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404319073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404335217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404330807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404327696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404326592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404329223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404340402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404338542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404337362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404335652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404331905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404314423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404306869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404288176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404235497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404229231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404326101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404323829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404321497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404317917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404314477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404331898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404331741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404330641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404331266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404329505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404216966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404210606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404209322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404195723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404198472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404310980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404309824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404312703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404308421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404293693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404327274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404322739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404325332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404320586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404321324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404197189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404180780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404175659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404154721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404137985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404285739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404275300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404267939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404241942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404236696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404316866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404316766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404318582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404315338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404307934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404138071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404110854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404112729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404107333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404077006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404233085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404229564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404215859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404212334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404213091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404301814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404299943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404299173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404294919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404290731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404059234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404047258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404026965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404029030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403998485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404205823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404204806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404193463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404191677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404188166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404281880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404282549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404266725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404271097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404261628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403970165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403962819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403932653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403929698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403811292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404176800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404172584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404173429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404171288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404169405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404262203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404255964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404258333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404253859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404251737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403794637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403796422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403763782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403736451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403718069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404164793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404162669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404161415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404154856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404154852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404241985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404243253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404240577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404236663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404238035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403708737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403694921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403697089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403691464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403677550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404156678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404155581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404150970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404146494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404144591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404235239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404227783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404229283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404229090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404223865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403670740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403656229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403657179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403654353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403559453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404142384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404131677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404129370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404122900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404123462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404221940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404221894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404217339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404214460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404214317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403551569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403508310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403483542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403468703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403439952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404121517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404114567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404115069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404108327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404102827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404211658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404210885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404210775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404200530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404198876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403424689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403419175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403398733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403389994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403386872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404096640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404082656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404085184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404083272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404075267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404198307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404191375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404190334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404186660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404179889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403377751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403366025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403356403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403351816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404065863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404050038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404044374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404045062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404040706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404168879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404169122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404161757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404158078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404157290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403344999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403316281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403312352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403300012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403289248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404033669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404036519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404032760,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404033173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404029612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404156244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404145904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404146213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404140972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404143240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403267354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403266398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403252797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403234857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403226012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404030338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404026224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404024785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404021575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404023399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404134938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404133808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404132461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404129250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404132129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403209768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403198078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403186822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403172966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403172848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404022129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404016581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404014428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404014217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404007914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404126935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404127621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404122630,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404117701,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404116417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403166399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403146327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403116137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403112965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403087583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404005257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404007030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404001770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403994988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403991607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404114811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404114717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404115150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404110116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404108620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403062748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403040392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403036451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403034632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402989054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403994273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403980245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403975598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403977369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403967006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404099760,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404101587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404099100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404090789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404090654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402976884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402952909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402906538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402839679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402839281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403962333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403959796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403960156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403955356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403943589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404088527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404070940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404065479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404059606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404056105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402832207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402807909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402795242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402787718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402779737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403942421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403939096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403929592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403921897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403907687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404052848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404053283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404039916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404041724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404035870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402757788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402758362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402747866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402744178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402740954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403909355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403901569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403899816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403899415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403890808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404035195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404030667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404021958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404022901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404020155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402720697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402691331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402671922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402645725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402644100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403892303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403890188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403884241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403880993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403874614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404013670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404008704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404002453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1404000833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403994720,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402601704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402596503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402581610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402574178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1402557986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403874342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403869205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403869014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403840933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403835666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403990741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403990306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/match/tr/1403985510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
