blue_win_percentage,red_win_percentage,team_win,team_pred
66.57112799250058,33.42887200749942,1,1
16.700361552100226,83.29963844789978,0,0
92.15767130191281,7.8423286980871865,1,1
65.1203277235011,34.879672276498894,0,1
61.361072429459675,38.638927570540325,0,1
10.07780935418409,89.9221906458159,0,0
19.621178506909796,80.3788214930902,0,0
28.081212681199386,71.91878731880061,0,0
70.91477517144878,29.08522482855122,0,1
22.442924111909054,77.55707588809095,0,0
98.89323413928405,1.106765860715953,1,1
81.03155671564089,18.96844328435911,1,1
51.35353761487259,48.64646238512741,0,1
41.57414972485707,58.42585027514293,0,0
52.891086531942285,47.108913468057715,1,1
29.058908149916835,70.94109185008317,0,0
88.63209129170954,11.367908708290457,1,1
48.69516689318557,51.30483310681443,0,0
8.80994527241515,91.19005472758485,0,0
18.30520369424533,81.69479630575466,0,0
33.56316156811944,66.43683843188056,1,0
24.92285003181473,75.07714996818527,0,0
22.973930932924276,77.02606906707572,0,0
22.60507443044962,77.39492556955038,0,0
41.325553996381885,58.674446003618115,0,0
53.77080812855365,46.22919187144635,1,1
76.54859429258288,23.451405707417123,1,1
77.2258250312053,22.774174968794696,1,1
42.867512973481574,57.132487026518426,0,0
31.423237945291294,68.57676205470871,0,0
2.833173045190993,97.16682695480901,0,0
31.662622022427016,68.33737797757298,0,0
14.033940744406001,85.966059255594,1,0
88.9907400445229,11.009259955477106,1,1
70.36610927267154,29.633890727328463,0,1
93.53731243558123,6.462687564418772,1,1
68.87804101815786,31.12195898184214,1,1
38.09111232269761,61.90888767730239,1,0
73.84823216053766,26.151767839462337,0,1
37.37745083846443,62.62254916153557,0,0
45.77293772411124,54.22706227588876,0,0
35.16889570792961,64.83110429207039,0,0
36.75822915318414,63.24177084681586,0,0
37.617640655274364,62.382359344725636,0,0
78.20218922541326,21.797810774586736,0,1
27.558233326603432,72.44176667339657,0,0
23.546654677211524,76.45334532278848,1,0
67.04091705714383,32.95908294285617,1,1
73.81786389271532,26.182136107284677,1,1
7.06437550929802,92.93562449070198,0,0
69.05745221879066,30.942547781209342,0,1
20.89180509254876,79.10819490745124,0,0
73.41480929675227,26.585190703247733,1,1
75.5183335825311,24.4816664174689,1,1
60.72203299935606,39.27796700064394,1,1
67.87197364427577,32.12802635572423,0,1
12.281777682655,87.718222317345,0,0
87.17970803970226,12.820291960297737,1,1
31.957361671439287,68.04263832856071,0,0
22.835368830351975,77.16463116964803,0,0
69.21254929834149,30.787450701658514,1,1
2.2757683735943575,97.72423162640564,0,0
85.82422974578593,14.175770254214072,0,1
91.08578408532432,8.91421591467568,1,1
57.91678746868496,42.08321253131504,0,1
43.14944769502288,56.85055230497712,0,0
23.34249167307791,76.65750832692208,1,0
68.75152503719707,31.24847496280293,0,1
94.0216336559415,5.9783663440585,1,1
63.1715457316532,36.8284542683468,1,1
3.2824001120542907,96.71759988794571,0,0
24.57886070834377,75.42113929165623,0,0
3.5785629740141935,96.42143702598581,0,0
87.81664194925294,12.18335805074706,1,1
67.16979904092493,32.83020095907507,1,1
4.662624687502608,95.33737531249739,0,0
78.26718544429215,21.732814555707847,1,1
50.120388444782925,49.879611555217075,1,1
76.79083019805256,23.20916980194744,1,1
15.979408643937813,84.02059135606218,0,0
90.31856032331604,9.681439676683965,1,1
63.530669369413495,36.469330630586505,1,1
56.7073435367987,43.2926564632013,0,1
21.860474997366428,78.13952500263358,0,0
3.893243595318264,96.10675640468173,0,0
