gold_difference,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,blue_win_percentage,red_win_percentage
0.34179438670088724,0.509630734797293,0.23517494368523736,0.08544859667522181,0.5065698895432553,0.4152546727977943,0.03826056567547245,0.28312818599849615,0.16452043240453154,74.77874243201627,25.221257567983727
0.21755704103017584,0.5150224739079281,0.5150224739079281,0.2492626287632465,0.3830447428564471,0.08093946787141613,0.03170558773307065,0.3157670323009069,0.3005586609492714,26.30215413235345,73.69784586764655
0.06940775542725217,0.26979466222528664,0.5591802231598784,0.5314730949852898,0.24320701397694408,0.2647570025571796,0.11586617236646127,0.24684532373724358,0.16820185891846193,3.4149165690280556,96.58508343097195
0.35998551043928595,0.0,0.11543294344789162,0.24971735193313468,0.2814807793248364,0.4821326743114399,0.3803864109591597,0.2915521099612296,0.30291463683305786,77.15748781709641,22.84251218290359
0.37045894150569264,0.4191262543195775,0.19341061385518044,0.2028503943578736,0.37738144720766764,0.25550339227289565,0.41178420281748285,0.32305026609216686,0.2708168139772646,81.91665983524605,18.08334016475395
0.4132635303497424,0.47399571391434286,0.0,0.07947375583648891,0.38764214040842654,0.22442439707856274,0.18053590504945694,0.44173174139564886,0.3183694935300541,92.21554642842851,7.78445357157149
0.32581664610331623,0.38673262281903065,0.2576354611554525,0.09360941376038674,0.08969737855846013,0.2310895079995219,0.08718249878579304,0.41132255837399795,0.37359936178399133,60.75273781208988,39.24726218791012
0.015513829931033311,0.0,0.17336704947929726,0.7365190759758065,0.08299899013102821,0.1194564904689565,0.29515061443790874,0.10782111802068152,0.09269513383792403,4.724888387094631,95.27511161290536
0.26533249397469383,0.3356699792540746,0.32104535360192615,0.3367145953720852,0.17340627558976052,0.08948878077624187,0.5881188744399709,0.22911913521699281,0.1281395771426343,47.127163800889505,52.872836199110495
0.19766704050112008,0.24746886628971398,0.36837948457026926,0.24823899761634174,0.0164294683013918,0.4310168324693255,0.265181886802152,0.2377138694857626,0.24079439479227355,21.426906996795626,78.57309300320438
0.4042549917939379,0.0,0.12160294840638644,0.26306499129524763,0.2965262052862667,0.3879324483836847,0.45947959699862795,0.2984305020174629,0.10011159958288637,78.7588673868438,21.241132613156196
0.40364598461526535,0.0,0.38686236779134586,0.1405627909003263,0.457353558451808,0.08559644580198975,0.48840324957605913,0.4032263941946674,0.15440927478005995,78.30599270466514,21.694007295334856
0.36271476003682274,0.23372796034458362,0.10837800650832873,0.23445532951578046,0.4252685087597507,0.3796867073647489,0.18450931309359767,0.07443411185247632,0.4039323464046435,82.61464524464105,17.385354755358946
0.05564198152163872,0.0,0.2565095348147545,0.2690289806571232,0.06537932828792549,0.07734235431507783,0.17471582197794558,0.3778090545319269,0.45376035930896375,13.319120970348319,86.68087902965168
0.08846446633871997,0.0,0.4338523295973395,0.4550273348379905,0.6780707233728483,0.025880561960795738,0.19998616060614888,0.08658224365066211,0.10164002515512509,15.716110773010985,84.28388922698902
0.20199541053187522,0.16706387337222764,0.4358848332529939,0.29372866463808023,0.06773680684001229,0.3699705413952241,0.4474274281405297,0.19986914305259235,0.009112574911212416,16.88031038927091,83.1196896107291
0.33438209335611196,0.4738265407982353,0.3403108538766104,0.07944539097467908,0.35240552533842723,0.22932445693287962,0.2065580165341656,0.25351379985651323,0.12236961714308779,72.63897245461304,27.36102754538696
0.010650039090185536,0.22528928844623253,0.37766677081350253,0.810631821518353,0.13148702107498297,0.004096168880840591,0.026625097725463846,0.22528928844623253,0.14500437838175692,1.7877296349734118,98.21227036502658
0.1438140834480343,0.2750729691347323,0.4094706542617643,0.2759290053457325,0.2628031167770627,0.22142803324538615,0.017120724220004085,0.18376243996137717,0.1050071085493584,16.727251081218203,83.2727489187818
0.39771470027797245,0.26999786694927164,0.0,0.2708381092738026,0.21398171198054308,0.3411383837595569,0.254033262783184,0.4820190135059092,0.45681174376998135,83.44805748169811,16.551942518301885
0.2657834498845621,0.29517885448008974,0.13687235264792544,0.2960974608737,0.3337603230117197,0.23761285381384817,0.2777253330014952,0.38887670662833396,0.3352913336677368,66.48652727287596,33.51347272712404
0.2350452278523088,0.23263203249448222,0.48215643249375045,0.08084204448719039,0.4688838580257043,0.19957125609225806,0.30768240812288883,0.022684036363569842,0.06177780116036042,48.94347989133587,51.05652010866413
0.33829026931437933,0.4234987206078508,0.09474671076662128,0.07100704274455957,0.19521637721713242,0.36796485434195647,0.2865717068377449,0.36881269962845864,0.27300618225370965,80.61789676835787,19.382103231642134
0.25331255464005165,0.0,0.18623472355938006,0.4028836189752137,0.09290904553409789,0.03374723178592793,0.49829245945641737,0.36746985722454856,0.36663659224218,44.789871371019004,55.210128628980996
0.35133993480576575,0.11208640611552852,0.4071793443978654,0.018748998841142953,0.33483266408693335,0.19401137931269663,0.3126191763294922,0.33422128368993953,0.2946853513510077,72.90353279606187,27.096467203938133
0.3973540114924042,0.4720055380272435,0.33900297651105826,0.07914006768725053,0.2936450869709027,0.2560830846954614,0.375620022754413,0.37774617382660775,0.20670913201893795,78.41344596731018,21.58655403268982
0.2682937558520113,0.24171512209470927,0.11208159707088698,0.24246734757840652,0.23920770381571851,0.194575658449683,0.33323588927787196,0.48343024418941855,0.4302729766748144,61.5839990458812,38.4160009541188
0.3091497522289236,0.2950696645036459,0.4392375192559459,0.2959879310944249,0.4903543594759759,0.04713768499332103,0.13682172202606818,0.16834887497614653,0.2470137129195459,56.22522455126725,43.77477544873275
0.37955539734461397,0.4042386374704364,0.09043777324789043,0.01861359091455463,0.3006499575981324,0.28851065917559676,0.35891859002630333,0.31157532617841444,0.36296502283381527,89.71668334254328,10.283316657456723
0.23924783778076014,0.0,0.4723489919821727,0.22860934697035085,0.4569822830338037,0.20993288532541007,0.196221052725327,0.13002599879389137,0.1420829550456886,38.191570007201,61.808429992799
0.27049734677266124,0.21514805469376685,0.09976263531962011,0.36088631165956536,0.277416008282523,0.3075456632448244,0.38588276614680794,0.2102380368480585,0.35374446752035316,64.79312849755354,35.20687150244646
0.3092623572532918,0.1667591142052064,0.27954891508581875,0.29319284261169926,0.058214090777090235,0.19253097730964738,0.23073397438211288,0.4011314692608874,0.3092623572532919,50.93858276358252,49.06141723641748
0.311407883304332,0.3075790978538689,0.2941783487772481,0.3085362942164847,0.3477813450837315,0.4109563050163726,0.24280881065020152,0.23993722156235414,0.3254467632893634,58.59947184827674,41.40052815172326
0.42068217074834957,0.47061756839597,0.0,0.07890735005638136,0.2567433180938976,0.3497833278618696,0.4209177150768761,0.38911923072579707,0.1269583930757897,92.08850369305658,7.91149630694342
0.18630206965947935,0.27294102606647125,0.26104940459884496,0.27379042759987315,0.14100065454471233,0.234151689374452,0.19026594348202144,0.5385205721767928,0.28879652135663975,30.112227505300282,69.88777249469972
