gold_difference,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,blue_win_percentage,red_win_percentage
0.6706706706706707,1.0,0.4614614614614615,0.16766766766766766,0.993993993993994,0.8148148148148148,0.07507507507507508,0.5555555555555556,0.3228228228228228,68.83386408862036,31.16613591137964
0.4224224224224224,1.0,1.0,0.483983983983984,0.7437437437437437,0.15715715715715717,0.06156156156156156,0.6131131131131131,0.5835835835835836,25.87398275429585,74.12601724570415
0.12412412412412413,0.4824824824824825,1.0,0.9504504504504505,0.43493493493493496,0.47347347347347346,0.2072072072072072,0.44144144144144143,0.30080080080080085,6.159126299831931,93.84087370016807
0.6976976976976973,0.0,0.22372372372372373,0.483983983983984,0.5455455455455456,0.9344344344344344,0.7372372372372373,0.565065065065065,0.587087087087087,70.44332521992904,29.556674780070963
0.8838838838838838,1.0,0.4614614614614615,0.483983983983984,0.9004004004004004,0.6096096096096096,0.9824824824824825,0.7707707707707707,0.6461461461461462,87.02238714609648,12.977612853903523
0.8718718718718719,1.0,0.0,0.16766766766766766,0.8178178178178178,0.47347347347347346,0.3808808808808809,0.9319319319319319,0.6716716716716716,90.69902972082765,9.300970279172347
0.5835835835835835,0.6926926926926927,0.4614614614614615,0.16766766766766766,0.16066066066066065,0.4139139139139139,0.15615615615615616,0.7367367367367368,0.6691691691691692,48.27732774909194,51.72267225090806
0.02002002002002002,0.0,0.22372372372372373,0.9504504504504505,0.10710710710710711,0.15415415415415415,0.3808808808808809,0.13913913913913914,0.11961961961961962,8.826515009583137,91.17348499041687
0.3813813813813814,0.4824824824824825,0.4614614614614615,0.483983983983984,0.24924924924924924,0.12862862862862862,0.8453453453453453,0.32932932932932935,0.1841841841841842,32.589333309923404,67.4106666900766
0.38538538538538536,0.4824824824824825,0.7182182182182182,0.483983983983984,0.03203203203203203,0.8403403403403403,0.517017017017017,0.46346346346346345,0.46946946946946944,22.38174088260592,77.61825911739408
0.7437437437437437,0.0,0.22372372372372373,0.483983983983984,0.5455455455455456,0.7137137137137137,0.8453453453453453,0.549049049049049,0.1841841841841842,69.52719822012052,30.472801779879475
0.48148148148148145,0.0,0.4614614614614615,0.16766766766766766,0.5455455455455456,0.1021021021021021,0.5825825825825826,0.48098098098098097,0.1841841841841842,42.603794653642204,57.396205346357796
0.7487487487487487,0.4824824824824825,0.22372372372372373,0.483983983983984,0.8778778778778779,0.7837837837837838,0.3808808808808809,0.15365365365365366,0.8338338338338338,79.35621060405649,20.643789395943514
0.10010010010010009,0.0,0.4614614614614615,0.483983983983984,0.11761761761761762,0.13913913913913914,0.31431431431431434,0.6796796796796797,0.8163163163163163,16.170093552345143,83.82990644765485
0.0940940940940941,0.0,0.4614614614614615,0.483983983983984,0.7212212212212212,0.027527527527527528,0.2127127127127127,0.0920920920920921,0.10810810810810811,15.371240535174651,84.62875946482535
0.3328328328328328,0.2752752752752753,0.7182182182182182,0.483983983983984,0.11161161161161161,0.6096096096096096,0.7372372372372373,0.32932932932932935,0.015015015015015015,17.333957867954428,82.66604213204558
0.7057057057057057,1.0,0.7182182182182182,0.16766766766766766,0.7437437437437437,0.48398398398398396,0.43593593593593594,0.535035035035035,0.25825825825825827,69.52314444663801,30.476855553361986
0.013013013013013013,0.2752752752752753,0.4614614614614615,0.9904904904904905,0.16066066066066065,0.005005005005005005,0.032532532532532535,0.2752752752752753,0.17717717717717718,5.271249128380464,94.72875087161954
0.2522522522522523,0.4824824824824825,0.7182182182182182,0.483983983983984,0.46096096096096095,0.3883883883883884,0.03003003003003003,0.32232232232232233,0.1841841841841842,18.31733261914737,81.68266738085264
0.7107107107107102,0.4824824824824825,0.0,0.483983983983984,0.3823823823823824,0.6096096096096096,0.45395395395395394,0.8613613613613613,0.8163163163163163,72.02694799412339,27.97305200587661
0.4344344344344344,0.4824824824824825,0.22372372372372373,0.483983983983984,0.5455455455455456,0.3883883883883884,0.45395395395395394,0.6356356356356356,0.5480480480480481,52.92979518619843,47.07020481380157
0.4874874874874875,0.4824824824824825,1.0,0.16766766766766766,0.9724724724724725,0.4139139139139139,0.6381381381381381,0.04704704704704705,0.12812812812812813,47.55145756432946,52.44854243567054
0.7987987987987988,1.0,0.22372372372372373,0.16766766766766766,0.46096096096096095,0.8688688688688688,0.6766766766766767,0.8708708708708708,0.6446446446446447,85.01097379794935,14.989026202050653
0.30430430430430433,0.0,0.22372372372372373,0.483983983983984,0.11161161161161161,0.04054054054054054,0.5985985985985987,0.44144144144144143,0.44044044044044045,27.060906976468356,72.93909302353164
0.8628628628628628,0.2752752752752753,1.0,0.04604604604604605,0.8223223223223223,0.47647647647647645,0.7677677677677677,0.8208208208208208,0.7237237237237237,78.48065096743845,21.51934903256155
0.8418418418418419,1.0,0.7182182182182182,0.16766766766766766,0.622122122122122,0.5425425425425425,0.7957957957957957,0.8003003003003002,0.4379379379379379,74.86988352801617,25.130116471983825
0.5355355355355356,0.4824824824824825,0.22372372372372373,0.483983983983984,0.4774774774774775,0.3883883883883884,0.6651651651651651,0.964964964964965,0.8588588588588588,61.36061388006572,38.63938611993428
0.5055055055055054,0.4824824824824825,0.7182182182182182,0.483983983983984,0.8018018018018018,0.07707707707707707,0.22372372372372373,0.2752752752752753,0.4039039039039039,41.941115253622655,58.058884746377345
0.938938938938939,1.0,0.22372372372372373,0.04604604604604605,0.7437437437437437,0.7137137137137137,0.8878878878878878,0.7707707707707707,0.8978978978978979,93.45411317902433,6.545886820975667
0.5065065065065065,0.0,1.0,0.483983983983984,0.9674674674674675,0.4444444444444444,0.41541541541541543,0.2752752752752753,0.30080080080080085,40.064588179747,59.935411820253
0.6066066066066066,0.4824824824824825,0.22372372372372373,0.8093093093093093,0.622122122122122,0.6896896896896897,0.8653653653653653,0.4714714714714715,0.7932932932932932,70.85727668213183,29.142723317868175
0.5105105105105104,0.2752752752752753,0.4614614614614615,0.483983983983984,0.0960960960960961,0.3178178178178178,0.3808808808808809,0.6621621621621622,0.5105105105105106,37.303152958017705,62.696847041982295
0.48848848848848847,0.4824824824824825,0.4614614614614615,0.483983983983984,0.5455455455455456,0.6446446446446447,0.3808808808808809,0.37637637637637633,0.5105105105105106,43.01624662167621,56.98375337832379
0.8938938938938938,1.0,0.0,0.16766766766766766,0.5455455455455456,0.7432432432432432,0.8943943943943944,0.8268268268268268,0.26976976976976974,90.46674730310164,9.533252696898359
0.32932932932932935,0.4824824824824825,0.4614614614614615,0.483983983983984,0.24924924924924924,0.4139139139139139,0.3363363363363363,0.9519519519519519,0.5105105105105106,30.114235686956896,69.8857643130431
0.5855855855855856,1.0,0.4614614614614615,0.8093093093093093,0.4444444444444444,0.4139139139139139,0.8113113113113113,0.7137137137137137,0.6536536536536537,56.01892051327215,43.98107948672785
0.3033033033033033,0.0,0.4614614614614615,0.483983983983984,0.5455455455455456,0.3178178178178178,0.22372372372372373,0.44144144144144143,0.2152152152152152,26.703495343379284,73.29650465662071
0.2602602602602603,0.0,0.22372372372372373,0.483983983983984,0.16066066066066065,0.9109109109109109,0.7897897897897898,0.5085085085085085,0.7592592592592593,28.125561037901452,71.87443896209855
0.4189189189189189,0.4824824824824825,1.0,0.483983983983984,0.1266266266266266,0.4139139139139139,0.47947947947947944,0.5085085085085085,0.30080080080080085,16.786295879446687,83.21370412055332
0.35535535535535534,0.0,0.4614614614614615,0.483983983983984,0.1266266266266266,0.1101101101101101,0.4214214214214214,0.5085085085085085,0.04204204204204204,23.639466954444586,76.36053304555541
0.3883883883883884,0.0,1.0,0.483983983983984,0.46096096096096095,0.45845845845845845,0.7592592592592593,0.15715715715715717,0.6306306306306306,24.06512927744891,75.9348707225511
0.06406406406406406,0.0,0.22372372372372373,0.9504504504504505,0.13463463463463463,0.007007007007007007,0.517017017017017,0.04704704704704705,0.05755755755755756,9.46345015805217,90.53654984194783
0.3153153153153153,0.0,0.22372372372372373,0.8093093093093093,0.05205205205205205,0.2887887887887888,0.1856856856856857,0.8098098098098099,0.6096096096096095,22.811575727290016,77.18842427270998
0.5805805805805806,0.4824824824824825,0.7182182182182182,0.483983983983984,0.8018018018018018,0.4139139139139139,0.3808808808808809,0.37637637637637633,0.5105105105105106,54.75621225392076,45.24378774607924
0.7317317317317317,0.4824824824824825,0.7182182182182182,0.483983983983984,0.3023023023023023,0.5725725725725725,0.955955955955956,0.37637637637637633,0.30080080080080085,52.592108995504304,47.407891004495696
0.04804804804804805,0.2752752752752753,0.4614614614614615,0.8093093093093093,0.027527527527527525,0.15715715715715717,0.23523523523523523,0.07707707707707707,0.35035035035035034,8.56210595014507,91.43789404985493
0.9379379379379379,1.0,0.7182182182182182,0.04604604604604605,0.6811811811811812,0.6096096096096096,0.8943943943943944,0.8428428428428428,0.7047047047047047,86.03885268669353,13.96114731330647
0.6836836836836837,0.6926926926926927,0.4614614614614615,0.483983983983984,0.4814814814814815,0.7137137137137137,0.7792792792792793,0.565065065065065,0.8058058058058059,63.28883329250278,36.71116670749722
0.8968968968968969,0.4824824824824825,0.22372372372372373,0.483983983983984,0.8018018018018018,0.7647647647647648,0.953953953953954,0.7527527527527528,0.9539539539539539,90.46027492488253,9.539725075117474
0.6251251251251251,1.0,0.4614614614614615,0.8093093093093093,0.97997997997998,0.9269269269269269,0.938938938938939,0.21171171171171171,0.10810810810810811,67.98535490129977,32.01464509870023
0.16316316316316315,0.0,0.22372372372372373,0.8093093093093093,0.7437437437437437,0.12862862862862862,0.15615615615615616,0.19369369369369369,0.30080080080080085,26.98608861290176,73.01391138709823
0.8133133133133132,1.0,0.4614614614614615,0.16766766766766766,0.6531531531531531,0.4139139139139139,0.9094094094094094,0.8823823823823824,0.8163163163163163,84.76474851482799,15.235251485172014
0.7847847847847848,0.6926926926926927,0.22372372372372373,0.16766766766766766,0.2027027027027027,0.9344344344344344,0.9789789789789789,0.7892892892892893,0.35035035035035034,75.08431347339537,24.91568652660463
0.34734734734734735,0.0,0.7182182182182182,0.483983983983984,0.3823823823823824,0.6496496496496497,0.6381381381381381,0.47647647647647645,0.5345345345345345,20.317211845908314,79.68278815409168
0.3733733733733734,0.4824824824824825,0.4614614614614615,0.483983983983984,0.46096096096096095,0.23123123123123124,0.5520520520520521,0.7137137137137137,0.5105105105105106,33.80972856826301,66.19027143173699
0.8978978978978979,0.0,0.4614614614614615,0.04604604604604605,0.9524524524524525,0.8428428428428428,0.3808808808808809,0.5085085085085085,0.7592592592592593,84.67125052662008,15.328749473379915
0.9289289289289289,0.4824824824824825,0.4614614614614615,0.16766766766766766,0.2027027027027027,0.9589589589589589,0.6381381381381381,0.8208208208208208,0.9669669669669669,76.5653646550436,23.434635344956405
0.7637637637637638,0.2752752752752753,1.0,0.483983983983984,0.8778778778778779,0.7137137137137137,0.45395395395395394,0.978978978978979,0.993993993993994,56.702636393956716,43.297363606043284
0.23023023023023023,0.4824824824824825,0.7182182182182182,0.8093093093093093,0.3823823823823824,0.06306306306306306,0.03853853853853854,0.31731731731731727,0.36186186186186187,13.059731848259629,86.94026815174037
0.4804804804804805,0.0,0.22372372372372373,0.483983983983984,0.7827827827827827,0.5610610610610611,0.2627627627627628,0.21171171171171171,0.2152152152152152,47.888557347928675,52.111442652071325
0.45845845845845845,0.0,0.0,0.483983983983984,0.7437437437437437,0.06306306306306306,0.06156156156156156,0.549049049049049,0.6886886886886887,56.936552871012665,43.063447128987335
0.8508508508508509,1.0,0.7182182182182182,0.16766766766766766,0.7437437437437437,0.9344344344344344,0.5825825825825826,0.5865865865865866,0.5105105105105106,75.73802040136026,24.26197959863974
0.07607607607607608,0.0,0.4614614614614615,0.8093093093093093,0.0960960960960961,0.12862862862862862,0.2887887887887888,0.19369369369369369,0.049049049049049054,6.99376521401997,93.00623478598003
0.5405405405405406,1.0,0.7182182182182182,0.16766766766766766,0.622122122122122,0.5765765765765766,0.6381381381381381,0.32932932932932935,0.8708708708708709,61.26823604119821,38.73176395880179
0.983983983983984,1.0,0.0,0.16766766766766766,0.8018018018018018,0.9224224224224224,0.990990990990991,0.9364364364364364,0.8708708708708709,95.66722090576295,4.332779094237054
