gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
12875.0,1,1,0.0,-2.0,5.0,11.0,8.67,2.6,11.6,0.0,0.0
-1175.0,1,0,1.0,-1.0,-3.0,-6.0,-4.33,-1.0,-3.0,-1.0,0.0
-5585.0,0,0,1.0,1.0,4.8,-4.67,-4.5,-9.0,-7.8,1.0,-1.0
-11554.0,0,-1,0.0,2.0,-0.66,-2.67,-6.0,-9.67,-11.5,-1.0,-2.0
-6078.0,0,0,1.0,2.0,3.0,-1.79,-9.5,-9.25,-7.5,2.0,-1.0
583.0,1,2,0.0,0.0,-1.0,-3.0,-5.0,-1.67,-4.5,-2.0,-1.0
-5634.0,0,-1,2.0,1.0,-6.8,-7.8,-4.5,2.0,0.0,0.0,-1.0
3299.0,1,2,-2.0,-2.0,0.4,5.25,0.0,3.0,4.25,1.0,0.0
1422.0,0,2,0.0,0.0,-1.0,2.08,5.75,-0.83,-3.33,0.0,0.0
3958.0,1,2,-1.0,-1.0,1.0,3.7,4.5,1.0,-0.33,-3.0,1.0
87.0,1,2,1.0,0.0,6.0,-1.0,-0.66,-5.67,-5.5,0.0,0.0
528.0,1,2,1.0,-1.0,5.8,1.67,3.5,-3.0,-6.33,0.0,0.0
-5448.0,0,-2,1.0,0.0,-5.5,-6.0,-4.5,-1.5,-6.0,1.0,2.0
-2297.0,0,-2,-1.0,2.0,-3.0,-1.0,0.0,4.0,4.0,-2.0,0.0
-4027.0,0,0,1.0,1.0,-8.6,-3.67,-6.0,1.0,3.25,0.0,0.0
-5565.0,0,-2,0.0,2.0,1.33,-0.5,3.7,-2.0,-2.0,1.0,0.0
6333.0,1,1,-2.0,-1.0,2.67,-2.0,-1.0,1.67,7.67,0.0,0.0
-5885.0,0,-2,1.0,1.0,-1.0,-1.75,-4.0,-4.25,-0.5,1.0,-1.0
12513.0,1,1,-1.0,-1.0,2.1,7.3,2.0,7.0,6.5,0.0,1.0
551.0,1,0,-2.0,0.0,-1.5,2.83,-4.5,2.53,1.25,1.0,0.0
6032.0,1,1,-1.0,0.0,1.0,2.0,6.75,-0.5,-2.0,1.0,0.0
-1218.0,0,2,-1.0,-2.0,1.5,0.0,-1.0,-1.34,-2.25,-1.0,-1.0
-3697.0,0,-2,0.0,1.0,5.67,-2.83,-1.0,-0.75,-6.67,-2.0,-1.0
282.0,1,-2,0.0,0.0,1.0,-6.5,0.0,-3.5,-3.5,1.0,1.0
6676.0,1,2,-1.0,-2.0,0.5800000000000001,15.25,3.17,2.29,2.42,1.0,-1.0
-6058.0,0,0,0.0,1.0,0.0,-1.93,-5.0,-0.1999999999999999,-8.0,-1.0,-1.0
-3250.0,0,0,2.0,1.0,-0.5,4.33,4.33,-0.6699999999999999,-3.5,0.0,0.0
-2330.0,0,0,2.0,-1.0,3.0,2.0,-0.5,-0.4199999999999999,-7.5,1.0,-1.0
5556.0,1,-1,-2.0,0.0,0.0,10.0,1.0,4.5,10.5,-1.0,1.0
-17109.0,0,-1,1.0,3.0,-9.8,-3.53,-1.67,-6.0,-8.0,3.0,0.0
4619.0,1,0,1.0,0.0,0.0,1.5,6.0,4.67,4.0,2.0,1.0
2784.0,0,2,1.0,0.0,-0.7,2.17,4.0,0.66,3.0,-2.0,-1.0
-7252.0,0,-1,-1.0,1.0,-3.25,-10.0,-4.0,-3.5,-7.4,-2.0,0.0
-6491.0,0,-2,1.0,0.0,-1.0,-2.67,-3.5,-2.0,-5.5,0.0,-1.0
4032.0,0,2,-2.0,0.0,5.0,9.33,2.67,-0.6699999999999999,9.75,0.0,0.0
15254.0,1,1,-1.0,-4.0,1.0,10.0,1.75,10.8,9.75,3.0,2.0
420.0,0,0,1.0,-1.0,-1.0,1.5,3.33,-1.25,-7.0,0.0,0.0
4497.0,1,2,-1.0,-2.0,1.17,4.25,7.0,2.5,4.0,1.0,1.0
1657.0,1,2,-1.0,0.0,0.6699999999999999,3.0,0.0,4.33,3.0,-1.0,-2.0
-9155.0,0,-1,-1.0,0.0,-3.75,-11.5,-4.5,-5.0,-4.0,1.0,0.0
1913.0,1,2,1.0,-1.0,1.33,-6.0,-4.0,-4.5,-4.75,0.0,-1.0
-5106.0,1,0,2.0,0.0,1.5,-6.5,0.75,0.0,-2.5,1.0,1.0
