gold_difference,herald_difference,dragon_difference,win_score_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,blue_win_percentage,red_win_percentage
0.5152001463829421,0.26126126126126126,0.4614614614614615,0.7280613947280625,0.503003003003003,0.4974974974974975,0.5975975975975976,0.21771771771771772,0.8642392392392393,0.7232941704591189,59.37812063504607,40.62187936495393
0.41116384315065274,0.4624624624624625,0.7097097097097097,0.4609422506618759,0.503003003003003,0.576076076076076,0.2732732732732733,0.3283283283283283,0.33233233233233234,0.1991991991991992,23.96130126528956,76.03869873471044
0.7247247247247247,1.0,0.0,0.45594324116264,0.1856856856856857,0.3783783783783784,0.8133133133133132,0.43243243243243246,0.47097097097097096,0.7997997997997998,84.70126820590241,15.298731794097591
0.9184895699924132,1.0,0.7097097097097097,0.45445445445445437,0.1856856856856857,0.3483483483483484,0.3338338338338338,0.8268268268268268,0.9484484484484484,0.6776776776776776,84.70543172983942,15.294568270160582
0.6481551870152906,0.4624624624624625,0.7097097097097097,0.5215215215215216,0.503003003003003,0.4209209209209209,0.13863863863863862,0.3733733733733734,0.8523523523523524,0.6561561561561562,64.04679473222555,35.95320526777445
0.42061958790035425,1.0,0.7097097097097097,0.9243116355792411,0.503003003003003,0.23073073073073072,0.4039039039039039,0.4974974974974975,0.2067067067067067,0.3993993993993994,46.57368791348427,53.42631208651573
0.6747368974285087,1.0,0.4614614614614615,0.8110007818037024,0.503003003003003,0.2802802802802803,0.8133133133133132,0.4974974974974975,0.7627627627627627,0.6971971971971972,85.17055226055216,14.829447739447843
0.937031687192666,1.0,0.7097097097097097,0.6663329996663332,0.05055055055055055,0.4974974974974975,0.9808091673763314,0.981170460622515,0.9674674674674675,0.954954954954955,92.90450181715995,7.095498182840046
0.8786869184879135,1.0,0.23523523523523523,0.11624124124124142,0.1856856856856857,0.6801801801801801,0.4514514514514515,0.8628628628628628,0.7192192192192193,0.6346346346346347,85.29298903871391,14.707010961286088
0.5451747631947854,0.6671671671671671,0.7097097097097097,0.04224939805768401,0.503003003003003,0.7662662662662663,0.2097097097097097,0.04954954954954955,0.0895895895895896,0.5425425425425425,27.65638619711523,72.34361380288478
0.9227532804678816,1.0,0.0,0.980951423232369,0.503003003003003,0.7662662662662663,0.31181181181181183,0.6796796796796797,0.6511511511511512,0.9284284284284284,98.16344817143603,1.8365518285639695
0.3996861875649754,0.0,0.7097097097097097,0.6431431431431427,0.8158158158158157,0.4084084084084084,0.2892892892892893,0.542042042042042,0.7547547547547547,0.5065065065065065,25.822832212906576,74.17716778709342
0.5377440637663686,1.0,0.7097097097097097,0.30663997330663956,0.1856856856856857,0.7122122122122122,0.03103103103103103,0.5870641415054023,0.5785785785785785,0.35435435435435436,40.16186858481298,59.83813141518702
0.25313341022683583,1.0,1.0,0.02702702702702705,0.9484484484484483,0.09059059059059059,0.7712712712712713,0.43243243243243246,0.02918507861473641,0.48348348348348347,6.237753740362832,93.76224625963717
0.4047083469919104,0.0,1.0,0.33700367033700424,0.8158158158158157,0.23073073073073072,0.5510510510510511,0.3733733733733734,0.7192192192192193,0.5425425425425425,18.177191052844655,81.82280894715535
0.1157143660514447,0.0,0.4614614614614615,0.41798431084145293,0.8158158158158157,0.932932932932933,0.4514514514514515,0.4974974974974975,0.08008008008008008,0.06406406406406406,8.848040310663622,91.15195968933638
0.27349800689370374,1.0,0.4614614614614615,0.32267732849128217,0.1856856856856857,0.4974974974974975,0.6851851851851851,0.21771771771771772,0.31931931931931934,0.24924924924924927,17.27346610769195,82.72653389230805
0.45545545545545546,0.4624624624624625,0.23523523523523523,0.8486264041819597,0.503003003003003,0.4564564564564565,0.8133133133133132,0.09509509509509509,0.26426426426426425,0.3367367367367367,57.49875660926927,42.50124339073073
0.5375375375375375,0.4624624624624625,1.0,0.024382768418642873,0.503003003003003,0.4209209209209209,0.47347347347347346,0.3338338338338338,0.4209209209209209,0.7692692692692693,22.34092167294771,77.65907832705228
0.9052103456046602,0.4624624624624625,0.4614614614614615,0.6771771771771764,0.1856856856856857,0.6486486486486487,0.6851851851851851,0.7277277277277278,0.8258258258258258,0.965965965965966,90.93750343324739,9.062496566752614
0.35483122607586126,0.6671671671671671,1.0,0.766766766766767,0.8158158158158157,0.3868868868868869,0.5005005005005005,0.944944944944945,0.14964964964964966,0.0756648540432324,25.75530237818015,74.24469762181985
0.5615583804143126,0.6671671671671671,0.7097097097097097,0.9610267164587529,0.503003003003003,0.3483483483483484,0.2097097097097097,0.24124124124124124,0.6201201201201201,0.7692692692692693,64.3916039081256,35.6083960918744
0.8054978054978055,0.4624624624624625,0.4614614614614615,0.6044762039526439,0.1856856856856857,0.8233233233233233,0.9684684684684685,0.8028028028028028,0.8853853853853855,0.7297297297297297,87.14512417107272,12.854875828927277
0.2958583583583584,0.6671671671671671,0.7097097097097097,0.8353353353353354,0.503003003003003,0.7122122122122122,0.24024024024024024,0.7277277277277278,0.2302302302302302,0.17517517517517517,32.69653152487946,67.30346847512054
0.9237351172310522,0.4624624624624625,0.0,0.7427427427427425,0.1856856856856857,0.40290290290290287,0.912912912912913,0.9944969733353344,0.8948948948948949,0.954954954954955,96.94106403896741,3.0589359610325886
0.13323421757612375,0.0,0.4614614614614615,0.8872883723832231,0.8158158158158157,0.14864864864864863,0.3388388388388388,0.013547338862344587,0.5015015015015015,0.5740740740740741,19.156671784917283,80.84332821508272
0.2862376792574061,0.4624624624624625,0.7097097097097097,0.14048243969503832,0.8158158158158157,0.4209209209209209,0.31181181181181183,0.5635635635635636,0.4144144144144144,0.24924924924924927,9.740332606809497,90.2596673931905
0.6216216216216216,0.4624624624624625,0.4614614614614615,0.9937473708839555,0.1856856856856857,0.7922922922922924,0.06306306306306306,0.4974974974974975,0.6466466466466467,0.858004924355635,81.77058079337046,18.229419206629544
0.35880387203562825,0.0,0.7097097097097097,0.67065868263473,0.503003003003003,0.4209209209209209,0.1021021021021021,0.43243243243243246,0.3823823823823824,0.1991991991991992,24.797850900747097,75.2021490992529
0.20032814375402114,1.0,1.0,0.8118118118118115,0.503003003003003,0.5510510510510511,0.07357357357357358,0.43243243243243246,0.016016016016016016,0.2882882882882883,11.992612464082349,88.00738753591764
0.43689406045254475,0.4624624624624625,0.7097097097097097,0.5965965965965959,0.503003003003003,0.7662662662662663,0.1836836836836837,0.34534534534534533,0.6876876876876876,0.6306306306306306,34.155414244917154,65.84458575508285
0.7001510650799749,1.0,0.23523523523523523,0.6176176176176164,0.8158158158158157,0.992992992992993,0.9504504504504505,0.8873873873873874,0.474974974974975,0.17517517517517517,86.3618189822587,13.638181017741303
