blue_win_percentage,red_win_percentage,team_win,team_pred
54.61643761449583,45.38356238550417,1,1
24.563130102121182,75.43686989787882,1,0
45.876193357570415,54.123806642429585,1,0
76.27440011928823,23.72559988071177,1,1
77.49707005832057,22.502929941679426,0,1
18.00382033848418,81.99617966151582,0,0
8.257988309214653,91.74201169078535,0,0
98.08869266010647,1.9113073398935256,1,1
6.316365326390719,93.68363467360928,0,0
31.571697898037083,68.42830210196291,0,0
97.75206383070632,2.2479361692936806,1,1
17.30481183174785,82.69518816825214,0,0
26.031241594000416,73.96875840599958,0,0
96.86846418006392,3.131535819936076,1,1
83.824146123601,16.175853876399003,1,1
81.66524577123221,18.334754228767792,0,1
45.653212759480624,54.346787240519376,0,0
99.71390919407115,0.2860908059288505,1,1
84.94239052879722,15.057609471202781,1,1
58.40654563348924,41.59345436651076,1,1
41.79651483345787,58.20348516654213,0,0
47.712439616161305,52.287560383838695,0,0
89.67111152583803,10.328888474161971,1,1
76.8394457564019,23.1605542435981,1,1
15.037709093276241,84.96229090672375,0,0
17.533827794431257,82.46617220556874,0,0
40.47703637262636,59.52296362737364,0,0
96.92067422134268,3.0793257786573207,1,1
22.421978595853748,77.57802140414626,1,0
91.04814987966417,8.951850120335834,0,1
82.34671268584003,17.653287314159968,1,1
65.50702143370654,34.49297856629346,0,1
13.742438316670933,86.25756168332907,0,0
98.49119123975693,1.5088087602430704,1,1
87.5091295047266,12.490870495273398,1,1
84.07418965956902,15.925810340430985,0,1
2.642767541723159,97.35723245827684,0,0
35.16092233783134,64.83907766216866,1,0
75.4911757864175,24.5088242135825,1,1
61.24372218648214,38.75627781351786,0,1
47.60978223486632,52.39021776513368,0,0
14.493855741663058,85.50614425833695,0,0
89.04075710713632,10.959242892863685,1,1
90.12918052797012,9.87081947202988,1,1
10.705689927630226,89.29431007236977,1,0
96.94648170632686,3.053518293673136,1,1
92.15944391997944,7.840556080020562,0,1
82.30791833745015,17.692081662549853,1,1
89.73879680746681,10.261203192533188,1,1
49.0341132990601,50.9658867009399,0,0
18.521582849774124,81.47841715022588,0,0
68.59155020627395,31.40844979372605,1,1
4.577404352396589,95.42259564760342,1,0
17.39895693785325,82.60104306214674,0,0
71.48744608783832,28.51255391216168,0,1
14.472687986743288,85.5273120132567,0,0
3.97342905490811,96.02657094509189,0,0
90.30108706331214,9.698912936687861,1,1
19.368002727801947,80.63199727219805,1,0
11.151569222721887,88.84843077727811,1,0
46.564904486546894,53.435095513453106,1,0
0.77534170681847,99.22465829318153,0,0
22.573250206641017,77.42674979335898,0,0
59.38203598121139,40.61796401878861,1,1
89.4240434713825,10.575956528617496,1,1
36.06324774661444,63.93675225338556,0,0
9.162821969696477,90.83717803030352,0,0
46.453534760600846,53.546465239399154,0,0
90.35631267854873,9.643687321451267,1,1
75.46949805176676,24.530501948233237,1,1
99.16535238717654,0.8346476128234599,1,1
6.7275942331488965,93.27240576685111,1,0
49.00825654283539,50.99174345716461,0,0
99.81042920987245,0.18957079012754718,1,1
11.172949462614836,88.82705053738516,0,0
22.144976134889024,77.85502386511098,0,0
63.01201825386356,36.98798174613644,1,1
34.88837581570313,65.11162418429687,1,0
98.26198695153084,1.7380130484691563,1,1
12.149432214397066,87.85056778560293,1,0
89.55586967944642,10.444130320553583,1,1
57.424002264812955,42.575997735187045,0,1
76.41428029203587,23.58571970796413,1,1
22.938918363497745,77.06108163650225,0,0
82.543565326709,17.456434673291,0,1
62.24348826403319,37.75651173596681,1,1
20.38730181766027,79.61269818233973,0,0
7.934622342739092,92.06537765726091,0,0
30.988137798852378,69.01186220114762,0,0
3.6972666852550495,96.30273331474496,0,0
11.8165836696263,88.1834163303737,0,0
42.59711123375872,57.40288876624128,1,0
93.27302393956239,6.726976060437607,1,1
64.64505926410456,35.35494073589544,1,1
46.89517478643126,53.10482521356874,0,0
77.64901968606743,22.350980313932567,1,1
4.845581456424647,95.15441854357536,0,0
87.896149201006,12.103850798994003,1,1
5.907614284058814,94.09238571594119,0,0
25.30089197612885,74.69910802387115,1,0
68.67770130086122,31.322298699138784,1,1
25.10430826589889,74.8956917341011,0,0
19.985180251444554,80.01481974855545,1,0
69.10364297721881,30.89635702278119,0,1
2.244779363666732,97.75522063633326,0,0
13.481969750484993,86.51803024951501,0,0
77.03545005375108,22.964549946248923,1,1
50.46930451799221,49.53069548200779,1,1
83.88920661227716,16.110793387722836,1,1
2.008839643842487,97.99116035615751,0,0
48.21364623887456,51.78635376112544,1,0
43.14897967802243,56.85102032197757,0,0
73.10743339986797,26.892566600132028,1,1
10.376807072771028,89.62319292722897,1,0
7.992587917183118,92.00741208281688,0,0
22.64024773683537,77.35975226316464,0,0
44.98514703673958,55.01485296326042,0,0
93.24163682012905,6.758363179870955,1,1
19.301075238075132,80.69892476192487,1,0
32.36223616673974,67.63776383326027,0,0
28.66859851702633,71.33140148297367,0,0
6.054906217558417,93.94509378244159,0,0
13.149668176549746,86.85033182345026,0,0
85.09888082494926,14.901119175050738,1,1
19.23199081302438,80.76800918697562,0,0
68.28949087672794,31.71050912327206,1,1
71.91519170136155,28.08480829863845,1,1
2.439463564668833,97.56053643533117,0,0
92.94358757610857,7.05641242389143,1,1
53.09670417690144,46.90329582309856,1,1
0.37255795956842924,99.62744204043157,0,0
51.08332825094032,48.91667174905968,1,1
91.4797264635155,8.520273536484495,0,1
84.0890355480438,15.910964451956204,0,1
52.92333070621352,47.07666929378648,0,1
80.43359458337295,19.56640541662705,1,1
62.03789858394116,37.96210141605884,0,1
80.67829078863272,19.321709211367278,1,1
87.18661882590779,12.813381174092214,1,1
15.161261470176038,84.83873852982396,1,0
83.91296289557695,16.087037104423047,1,1
48.51326344893695,51.48673655106305,1,0
67.79437996628837,32.205620033711625,1,1
44.95881361780328,55.04118638219672,1,0
7.289172617577493,92.71082738242251,0,0
47.7595530310249,52.2404469689751,0,0
84.37923342760729,15.62076657239271,1,1
35.08890452483033,64.91109547516967,1,0
7.124922441944534,92.87507755805547,0,0
11.470598247247679,88.52940175275232,1,0
57.59963499996501,42.40036500003499,0,1
69.2338811959013,30.766118804098696,1,1
64.25375978281525,35.74624021718475,0,1
13.990246517519664,86.00975348248033,0,0
88.59262175247403,11.407378247525969,0,1
3.339096276773934,96.66090372322607,0,0
93.23513438121527,6.764865618784725,1,1
41.740229081157295,58.259770918842705,0,0
38.181353537786364,61.818646462213636,1,0
15.703639556792629,84.29636044320738,0,0
93.73995628642878,6.260043713571221,1,1
43.971886302083234,56.028113697916766,1,0
64.86915077644714,35.13084922355286,0,1
93.37382035971304,6.6261796402869635,1,1
64.43197234276236,35.568027657237636,1,1
80.982494636343,19.017505363656994,1,1
0.3079669881337063,99.6920330118663,0,0
18.67918349206621,81.32081650793378,0,0
59.09903670711619,40.90096329288381,1,1
5.204627962332213,94.79537203766779,0,0
30.77532094047753,69.22467905952247,1,0
18.686729258008285,81.31327074199172,0,0
57.39085902307814,42.60914097692186,1,1
13.37430574439903,86.62569425560098,0,0
45.432542971196774,54.567457028803226,0,0
72.0985178671224,27.901482132877604,1,1
87.28268564773863,12.717314352261369,1,1
3.0685572570356396,96.93144274296436,0,0
52.77165700925548,47.22834299074452,0,1
11.615609538881538,88.38439046111846,0,0
54.66187446497547,45.33812553502453,1,1
64.86250029295009,35.13749970704991,0,1
77.69652981041392,22.30347018958608,1,1
26.60574017134485,73.39425982865515,1,0
3.7262094171727913,96.2737905828272,0,0
16.5561251996164,83.4438748003836,0,0
77.40020735969507,22.599792640304926,1,1
9.101170351709895,90.8988296482901,0,0
23.568991755136615,76.43100824486339,0,0
68.80829715656051,31.191702843439487,1,1
12.193793821528683,87.80620617847131,1,0
56.303256071604245,43.696743928395755,1,1
64.69567831538197,35.30432168461803,0,1
56.90356205142616,43.09643794857384,1,1
11.692739848704342,88.30726015129565,0,0
74.815053397123,25.184946602877005,1,1
76.6940040971985,23.3059959028015,0,1
1.8002413790652303,98.19975862093477,0,0
23.651462916679336,76.34853708332066,1,0
77.0676441173741,22.9323558826259,1,1
