link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference_at_20_minutes,turret_difference_at_20_minutes,dragon_difference_at_20_minutes,KDA_blue,KDA_red,Blue_Heralds_killed,Red_Heralds_killed,Team_Win,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red
/match/br/2721485205,Nasus,Heimerdinger,Viego,Gragas,Vex,Viktor,Ezreal,Ashe,Karma,Blitzcrank,3857.0,0.0,2.0,51 / 24 / 72,24 / 51 / 33,0,2,blue,10.0,0.5,2.0,1.6,3.25,3.0,2.0,1.0,15.0,1.29
/match/br/2721483193,Qiyana,Fiora,Shaco,Jarvan IV,Akali,Kayle,Aphelios,Kai'Sa,Thresh,Yuumi,2457.0,3.0,-1.0,31 / 24 / 38,24 / 31 / 35,1,1,red,0.71,1.0,4.0,1.67,7.0,4.0,4.0,0.5,2.5,2.5
/match/br/2721481487,Syndra,Teemo,Jarvan IV,Poppy,Shen,Fizz,Ashe,Zeri,Lulu,Soraka,-7805.0,-2.0,0.0,29 / 41 / 52,41 / 29 / 57,0,2,red,0.14,13.0,3.33,8.0,10.0,1.25,2.0,1.4,4.5,3.0
/match/br/2721478856,Pantheon,Sion,Wukong,Kindred,Katarina,Veigar,Jinx,Aphelios,Milio,Blitzcrank,1906.0,1.0,2.0,45 / 27 / 41,27 / 45 / 50,1,1,blue,0.33,3.5,2.0,1.67,17.0,1.5,1.6,1.14,2.8,1.67
/match/br/2721481270,Cassiopeia,Yone,Master Yi,Rengar,Yasuo,Diana,Xayah,Zeri,Rakan,Lulu,2856.0,4.0,-1.0,32 / 28 / 54,27 / 32 / 37,2,0,blue,1.8,0.88,2.0,4.5,4.33,2.0,9.0,3.33,2.0,2.25
/match/euw/6381324228,Shen,Sion,Sejuani,Bel'Veth,Azir,Xerath,Caitlyn,Zeri,Lux,Blitzcrank,-2356.0,-3.0,-2.0,20 / 24 / 28,24 / 20 / 41,2,0,red,9.0,0.83,6.5,0.5,7.0,1.67,0.4,6.0,7.0,4.0
/match/euw/6381335478,Camille,Sett,Jarvan IV,Fiddlesticks,Ahri,Syndra,Kai'Sa,Aphelios,Amumu,Lulu,3032.0,1.0,2.0,27 / 15 / 54,15 / 27 / 20,2,0,blue,1.67,0.75,11.0,1.0,7.0,1.0,4.5,2.0,2.5,2.0
/match/euw/6381325506,Fiora,Gwen,Kha'Zix,Talon,Lissandra,Zed,Miss Fortune,Karthus,Bard,Pyke,1110.0,1.0,0.0,31 / 32 / 40,32 / 32 / 42,2,0,red,1.75,1.0,5.0,2.67,6.0,4.0,0.67,2.5,3.0,0.8
/match/euw/6381320553,Vayne,Sett,Kayn,Skarner,Sylas,Viktor,Jinx,Xayah,Rakan,Yuumi,-4812.0,-2.0,0.0,21 / 32 / 28,32 / 21 / 49,0,2,red,1.0,3.0,1.0,7.0,3.5,1.0,1.17,4.33,1.2,4.33
/match/euw/6381314661,Vayne,Jayce,Shyvana,Kha'Zix,Ahri,Cassiopeia,Jinx,Tristana,Ashe,Soraka,-5391.0,-3.0,-2.0,12 / 30 / 10,30 / 12 / 42,1,1,red,1.25,1.33,1.0,9.0,0.67,4.5,1.25,3.5,1.0,8.0
/match/euw/6381311617,Olaf,Darius,Nocturne,Evelynn,Ahri,Ziggs,Kai'Sa,Jhin,Pyke,Thresh,1405.0,-2.0,2.0,38 / 21 / 57,21 / 38 / 35,0,2,blue,0.2,6.0,4.0,3.0,7.0,0.4,5.0,2.5,3.5,1.67
/match/euw/6381307166,Wukong,Warwick,Ekko,Hecarim,Lissandra,Akali,Kai'Sa,Sivir,Senna,Milio,1647.0,1.0,1.0,23 / 32 / 36,32 / 23 / 42,1,1,red,2.5,3.0,1.67,2.33,1.67,4.0,5.0,1.25,1.17,8.0
/match/euw/6381296143,Kennen,Olaf,Jarvan IV,Shyvana,Vladimir,Gragas,Miss Fortune,Tristana,Blitzcrank,Soraka,-3816.0,-1.0,2.0,43 / 34 / 82,34 / 43 / 38,0,1,blue,2.0,3.0,4.67,1.33,0.6,2.5,4.33,1.5,2.2,1.0
/match/euw/6381297013,Annie,Warwick,Viego,Hecarim,Katarina,Vex,Jinx,Aphelios,Heimerdinger,Thresh,-1152.0,1.0,-2.0,38 / 53 / 56,53 / 38 / 77,2,0,red,3.33,0.75,0.7,3.25,0.6,2.4,2.67,8.0,1.67,3.2
/match/euw/6381293942,Kennen,Darius,Graves,Poppy,Cassiopeia,Viktor,Tristana,Jinx,Alistar,Nami,-2143.0,-3.0,-1.0,14 / 31 / 20,30 / 14 / 50,2,0,red,2.0,3.0,3.33,2.0,7.0,1.33,0.67,7.0,0.86,4.5
/match/euw/6381294072,Urgot,Malphite,Talon,Gragas,Zoe,Yasuo,Kai'Sa,Aphelios,Nami,Thresh,1306.0,-2.0,0.0,30 / 32 / 49,32 / 30 / 53,0,1,red,0.5,2.33,4.0,2.0,3.33,2.33,9.0,0.8,4.0,0.83
/match/euw/6381294469,Olaf,Camille,Sejuani,Lillia,Akali,Mordekaiser,Jinx,Zeri,Alistar,Milio,-6958.0,-3.0,0.0,18 / 32 / 26,32 / 18 / 45,0,2,red,0.33,2.67,3.0,3.67,3.33,3.0,2.0,2.67,2.75,3.0
/match/euw/6381292545,Akali,Rammus,Jarvan IV,Ekko,Yone,Zed,Xayah,Kai'Sa,Janna,Ahri,8972.0,5.0,0.0,24 / 16 / 35,16 / 24 / 25,2,0,blue,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.5,1.33,6.0
/match/euw/6381284691,Jayce,Janna,Hecarim,Kayn,Cho'Gath,Diana,Ezreal,Jinx,Zilean,Thresh,-2130.0,1.0,-3.0,22 / 36 / 40,36 / 23 / 66,1,1,red,3.33,2.0,1.0,3.25,2.0,3.0,1.25,10.0,0.75,6.0
/match/euw/6381279396,Ornn,Camille,Sejuani,Hecarim,Kassadin,Akshan,Vayne,Syndra,Milio,Zyra,-4049.0,-1.0,-2.0,25 / 30 / 44,29 / 25 / 45,1,1,red,7.0,0.2,2.33,3.0,1.0,2.25,1.0,2.0,3.0,5.0
/match/euw/6381286469,Fiora,Cho'Gath,Kha'Zix,Talon,Sejuani,Pantheon,Aphelios,Jinx,Bard,Sylas,-4694.0,-1.0,0.0,20 / 48 / 22,48 / 20 / 59,0,1,red,0.5,5.0,2.5,8.5,1.4,2.0,0.4,2.5,1.5,2.2
/match/euw/6381278067,Sion,Aatrox,Udyr,Lee Sin,Annie,Ahri,Seraphine,Sivir,Zilean,Nautilus,-2639.0,-1.0,-2.0,24 / 35 / 59,35 / 25 / 54,1,1,red,2.75,1.0,2.75,6.0,2.67,3.0,4.5,2.67,2.25,4.0
/match/euw/6381270201,Pantheon,Irelia,Vi,Gragas,Kennen,Tristana,Karthus,Varus,Senna,Soraka,-4210.0,-1.0,0.0,26 / 43 / 35,43 / 26 / 64,0,2,red,0.83,3.5,2.0,3.5,1.25,1.6,1.2,1.25,13.0,2.5
/match/euw/6381277506,Jax,Darius,Karthus,Kha'Zix,Yone,Sylas,Seraphine,Lucian,Alistar,Nami,-5812.0,-1.0,-3.0,36 / 53 / 51,53 / 36 / 57,2,0,red,2.2,0.57,1.5,3.0,0.5,7.5,3.5,2.0,1.33,3.5
/match/euw/6381268664,Malphite,Camille,Kha'Zix,Jarvan IV,Ahri,Cassiopeia,Xayah,Zeri,Thresh,Yuumi,1942.0,-1.0,-2.0,41 / 28 / 63,28 / 43 / 58,0,2,blue,2.0,2.0,3.25,2.5,6.0,1.75,4.0,3.25,2.0,2.6
/match/euw/6381264121,Sion,Zac,Hecarim,Warwick,Syndra,Annie,Zeri,Draven,Rakan,Milio,-695.0,-1.0,0.0,16 / 32 / 23,32 / 16 / 54,0,2,red,0.67,3.0,1.5,2.5,0.57,11.0,2.67,0.75,9.0,3.0
/match/euw/6381264946,Jayce,Akali,Hecarim,Udyr,Sion,Ahri,Ezreal,Jhin,Karma,Blitzcrank,-7329.0,-2.0,-2.0,36 / 56 / 48,56 / 36 / 69,1,1,red,0.56,4.0,1.33,4.67,3.0,2.6,1.2,2.6,1.0,4.33
/match/euw/6381265914,Illaoi,Urgot,Kha'Zix,Gragas,Vladimir,Twisted Fate,Karthus,Jinx,Soraka,Twitch,-1047.0,0.0,2.0,33 / 45 / 43,45 / 33 / 67,2,0,red,0.67,5.0,2.0,2.67,2.5,3.0,1.22,1.33,2.25,6.5
/match/euw/6381266569,Camille,Malphite,Nidalee,Skarner,Cassiopeia,Ahri,Ezreal,Caitlyn,Bard,Pyke,-2263.0,-1.0,1.0,16 / 28 / 21,28 / 17 / 28,0,2,red,0.5,4.0,4.5,7.0,2.0,8.0,3.33,0.43,4.0,0.8
/match/euw/6381262830,Renekton,Dr. Mundo,Jarvan IV,Hecarim,Lissandra,Katarina,Jinx,Kai'Sa,Renata Glasc,Syndra,-3279.0,-2.0,-2.0,25 / 41 / 41,41 / 25 / 56,1,1,red,1.33,6.0,2.17,3.6,1.2,6.0,2.17,2.0,2.2,1.8
/match/euw/6381260752,Urgot,Garen,Kha'Zix,Elise,Irelia,Zed,Jhin,Jinx,Zyra,Thresh,1465.0,0.0,1.0,20 / 34 / 22,34 / 20 / 54,1,1,red,1.0,1.0,1.67,12.0,0.6,3.0,6.0,7.0,1.33,2.33
/match/euw/6381255704,Sylas,Irelia,Bel'Veth,Taliyah,Ahri,Malphite,Aphelios,Miss Fortune,Braum,Rakan,4865.0,3.0,-2.0,36 / 21 / 51,21 / 36 / 37,2,0,blue,8.0,1.0,3.33,1.33,5.5,1.25,0.4,3.0,3.5,2.0
/match/euw/6381250437,Sion,Kennen,Nidalee,Rengar,Lissandra,Zed,Jhin,Caitlyn,Lux,Blitzcrank,-6361.0,-3.0,-1.0,29 / 34 / 57,34 / 29 / 38,1,1,red,0.75,3.5,3.0,1.5,1.4,1.67,1.75,2.5,1.8,3.33
/match/euw/6381252679,Sett,Darius,Evelynn,Graves,Tristana,Lissandra,Xayah,Vayne,Lulu,Brand,1458.0,2.0,1.0,40 / 31 / 60,31 / 40 / 33,1,1,blue,0.67,3.0,3.5,1.8,1.33,4.0,2.0,1.0,8.0,1.0
/match/euw/6381247903,Irelia,Nidalee,Diana,Rengar,Tryndamere,Master Yi,Seraphine,Kai'Sa,Pyke,Renata Glasc,-4603.0,-3.0,1.0,38 / 44 / 52,42 / 38 / 60,1,1,red,0.44,7.0,2.8,4.33,1.25,1.43,3.67,0.86,5.33,3.5
/match/euw/6381232426,Irelia,Gragas,Pantheon,Kindred,Qiyana,Aurelion Sol,Karthus,Sivir,Fiddlesticks,Ashe,2691.0,1.0,0.0,33 / 39 / 30,39 / 35 / 48,2,0,red,3.0,0.4,5.0,1.67,1.75,1.25,0.86,1.6,3.5,4.5
/match/euw/6381237972,Gragas,Jax,Karthus,Kha'Zix,Lulu,Syndra,Jinx,Ziggs,Illaoi,Annie,537.0,1.0,0.0,49 / 36 / 59,36 / 49 / 47,1,1,blue,2.0,2.25,1.62,2.5,3.67,3.25,0.86,3.67,4.0,1.0
/match/euw/6381238910,Veigar,Jax,Hecarim,Amumu,Yasuo,Zed,Ezreal,Jinx,Xerath,Soraka,3412.0,1.0,-2.0,31 / 24 / 44,24 / 31 / 34,2,0,blue,2.33,0.71,2.67,2.5,1.0,2.67,1.25,9.0,2.0,4.0
/match/euw/6381239574,Camille,Jax,Lee Sin,Shaco,Galio,Kog'Maw,Jinx,Senna,Karma,Cho'Gath,-234.0,1.0,2.0,35 / 27 / 68,27 / 35 / 50,1,1,blue,1.0,2.33,2.25,3.5,9.0,1.67,1.0,1.5,3.5,2.67
/match/euw/6381240504,Ornn,Darius,Kindred,Nidalee,Akshan,Talon,Kai'Sa,Xayah,Thresh,Alistar,5198.0,1.0,0.0,42 / 26 / 72,26 / 42 / 34,2,0,blue,3.0,0.67,10.0,3.33,2.5,1.0,2.0,0.5,11.0,2.5
/match/euw/6381238567,Quinn,Rumble,Nocturne,Qiyana,Ahri,Xerath,Xayah,Yasuo,Senna,Janna,1332.0,1.0,1.0,26 / 38 / 33,38 / 26 / 50,0,1,red,2.67,1.67,2.0,3.67,2.33,1.75,14.0,1.0,2.0,2.25
/match/euw/6381227901,Garen,Gnar,Zed,Master Yi,Lissandra,Qiyana,Samira,Jinx,Nautilus,Milio,-1006.0,-1.0,1.0,33 / 39 / 55,39 / 34 / 51,0,2,blue,0.75,4.0,1.0,4.0,1.25,5.0,1.75,0.43,4.5,2.0
/match/euw/6381225197,Irelia,Renekton,Vi,Lillia,Ekko,Lissandra,Draven,Varus,Pantheon,Rakan,-4110.0,-1.0,-2.0,23 / 45 / 26,45 / 23 / 88,0,1,red,1.75,0.8,1.0,5.0,1.25,9.0,1.33,1.75,2.0,3.67
/match/euw/6381216290,K'Sante,Yasuo,Jarvan IV,Gragas,Syndra,Fizz,Kai'Sa,Vayne,Pyke,Karma,1523.0,0.0,-2.0,32 / 23 / 57,23 / 32 / 32,2,0,blue,1.0,1.0,4.0,1.2,1.67,9.0,1.6,1.25,2.25,4.0
/match/euw/6381224740,Jax,Garen,Wukong,Jarvan IV,Cassiopeia,Akshan,Zeri,Jinx,Teemo,Thresh,-2419.0,-2.0,-2.0,17 / 30 / 22,30 / 17 / 56,1,1,red,0.0,5.0,7.0,4.5,1.0,0.67,1.0,5.0,3.5,3.0
/match/euw/6381219020,Riven,Shen,Karthus,Volibear,Pantheon,Lux,Tristana,Xayah,Brand,Blitzcrank,-605.0,0.0,-1.0,31 / 53 / 37,53 / 31 / 81,2,0,red,0.2,12.0,1.75,2.5,1.0,8.0,1.67,1.8,2.0,1.8
/match/euw/6381220713,Cho'Gath,Pantheon,Lee Sin,Gragas,Kassadin,Lulu,Jhin,Jinx,Bard,Thresh,-4060.0,-1.0,-2.0,19 / 38 / 26,38 / 19 / 61,0,2,red,1.0,1.67,1.4,14.0,0.2,5.0,1.0,7.0,2.0,3.6
/match/euw/6381212044,Darius,Olaf,Kayn,Wukong,Lissandra,Annie,Kog'Maw,Karthus,Lulu,Nautilus,-3130.0,-2.0,-1.0,21 / 32 / 26,32 / 21 / 33,1,0,red,1.0,2.25,1.17,3.0,2.0,8.0,1.33,3.0,6.5,1.4
/match/euw/6381211696,Ornn,Singed,Rek'Sai,Gragas,Viktor,Zed,Jinx,Aphelios,Thresh,Blitzcrank,463.0,0.0,-2.0,20 / 34 / 33,34 / 22 / 63,2,0,red,7.0,1.2,2.67,3.67,4.5,7.0,1.25,4.0,1.4,2.0
/match/euw/6381202784,Kennen,Riven,Hecarim,Bel'Veth,Veigar,Thresh,Jinx,Aphelios,Soraka,Vel'Koz,-6370.0,-3.0,-3.0,8 / 30 / 13,30 / 8 / 45,0,2,red,3.0,1.5,2.0,6.0,0.33,4.0,0.0,6.0,0.25,10.0
/match/euw/6381199144,Fiora,Annie,Kha'Zix,Lee Sin,Mordekaiser,Cassiopeia,Zeri,Xayah,Lulu,Rakan,4531.0,2.0,0.0,36 / 28 / 48,28 / 36 / 45,1,0,blue,11.0,0.4,1.0,4.5,1.25,1.2,2.33,3.0,2.0,2.67
/match/euw/6381204570,Sett,Vladimir,Gragas,Kha'Zix,Zed,Yasuo,Twitch,Karthus,Lulu,Karma,1932.0,3.0,2.0,48 / 30 / 48,30 / 48 / 43,0,2,blue,2.29,0.38,2.33,3.0,1.5,8.0,7.0,1.29,3.0,2.8
/match/euw/6381194095,Olaf,Camille,Graves,Kha'Zix,Singed,Mordekaiser,Ashe,Aphelios,Nautilus,Senna,-1789.0,-1.0,-3.0,27 / 36 / 46,35 / 27 / 45,2,0,red,1.25,1.33,10.0,1.2,2.33,2.33,0.8,5.0,1.2,8.0
/match/euw/6381195672,Cho'Gath,Ryze,Kayn,Graves,Akshan,Malphite,Kog'Maw,Kai'Sa,Milio,Heimerdinger,7932.0,1.0,0.0,28 / 13 / 34,11 / 28 / 12,2,0,blue,7.0,0.25,5.5,1.0,3.5,1.0,2.33,0.67,4.0,3.0
/match/euw/6381184221,Jayce,Irelia,Kindred,Kha'Zix,Akali,Kassadin,Ezreal,Karthus,Bard,Pyke,7404.0,1.0,-2.0,39 / 23 / 48,23 / 39 / 38,1,1,blue,10.0,0.5,2.25,2.25,2.0,1.4,1.5,3.5,2.67,2.5
/match/euw/6381185012,Riven,Kled,Viego,Graves,Ahri,Morgana,Nilah,Ashe,Shaco,Fiddlesticks,-6223.0,-2.0,-1.0,23 / 34 / 32,34 / 23 / 39,1,1,red,1.33,1.17,3.0,4.5,1.67,2.0,0.86,4.67,2.5,3.25
/match/euw/6381182427,Fiora,Ornn,Evelynn,Gragas,Syndra,Kassadin,Vayne,Xayah,Nami,Senna,-6077.0,-4.0,-2.0,14 / 29 / 15,29 / 14 / 36,1,1,red,0.5,3.0,0.5,2.0,1.0,0.0,1.0,4.0,0.5,6.0
/match/euw/6381174973,Aatrox,Jax,Nunu & Willump,Vi,Ahri,Annie,Jinx,Kog'Maw,Alistar,Milio,-3044.0,-1.0,2.0,23 / 41 / 44,41 / 23 / 60,1,1,red,0.33,4.5,1.8,3.67,1.0,7.0,4.0,1.0,3.67,2.0
/match/euw/6381177877,K'Sante,Gwen,Rek'Sai,Bel'Veth,Lissandra,Anivia,Ezreal,Jhin,Senna,Karma,1636.0,0.0,1.0,25 / 29 / 37,29 / 25 / 62,0,2,red,1.0,2.0,5.5,2.33,3.0,3.0,3.5,1.2,3.0,2.0
/match/euw/6381171168,Ornn,Malphite,Nautilus,Maokai,Viktor,LeBlanc,Twitch,Aphelios,Akshan,Renata Glasc,10994.0,6.0,2.0,31 / 19 / 44,19 / 31 / 25,2,0,blue,4.0,0.0,9.0,2.0,1.33,9.0,4.0,0.88,3.25,0.88
/match/euw/6381173813,Riven,Pantheon,Nunu & Willump,Kayn,Viktor,Diana,Vayne,Ashe,Yuumi,Nautilus,1801.0,1.0,0.0,34 / 18 / 62,18 / 34 / 21,1,1,blue,3.5,0.4,14.0,0.25,1.5,0.83,3.67,6.0,5.5,1.67
/match/euw/6381178548,Garen,Fiora,Gragas,Udyr,Ahri,Seraphine,Jinx,Xayah,Lulu,Aurelion Sol,470.0,0.0,0.0,21 / 26 / 30,25 / 21 / 39,1,1,red,3.0,0.33,1.5,1.5,5.0,7.0,2.0,0.67,1.67,6.0
/match/euw/6381169981,Ornn,Sion,Poppy,Fiddlesticks,Viktor,Zoe,Caitlyn,Tristana,Milio,Rakan,-6905.0,-1.0,-1.0,36 / 35 / 71,35 / 36 / 48,0,2,blue,2.0,1.75,1.11,8.0,1.4,5.67,1.0,2.25,3.0,8.0
/match/euw/6381166263,Pantheon,Renekton,Zed,Evelynn,Cho'Gath,Qiyana,Karthus,Zeri,Pyke,Lulu,262.0,0.0,0.0,39 / 26 / 60,26 / 39 / 38,1,1,blue,1.0,1.25,2.67,6.0,0.67,3.5,5.0,2.5,2.0,3.33
/match/euw/6381168062,K'Sante,Gwen,Rengar,Ekko,Vladimir,Tristana,Zeri,Ezreal,Zilean,Senna,5664.0,4.0,0.0,37 / 28 / 36,27 / 37 / 32,2,0,blue,1.67,0.75,3.2,3.67,1.25,1.6,1.5,1.25,3.33,1.33
/match/euw/6381159168,Karthus,Ahri,Kha'Zix,Hecarim,K'Sante,Malphite,Zeri,Aphelios,Janna,Milio,861.0,0.0,1.0,25 / 41 / 39,41 / 25 / 62,1,1,red,1.29,4.0,2.0,1.75,7.0,0.8,1.4,1.2,4.67,4.0
/match/euw/6381160607,Darius,Olaf,Ivern,Poppy,LeBlanc,Talon,Kai'Sa,Kog'Maw,Thresh,Milio,-1563.0,0.0,0.0,38 / 22 / 55,22 / 38 / 24,0,1,blue,1.0,1.5,1.25,2.0,1.2,1.67,5.0,1.0,4.0,3.0
/match/euw/6381142322,Ornn,Gnar,Fiddlesticks,Rengar,Ryze,Azir,Kai'Sa,Yasuo,Blitzcrank,Rakan,-971.0,0.0,0.0,33 / 16 / 55,16 / 33 / 22,0,2,blue,1.0,1.0,4.0,9.0,1.33,0.25,1.75,1.0,9.0,4.5
/match/euw/6381153707,Garen,Senna,Wukong,Jarvan IV,Zac,Zilean,Draven,Master Yi,Taric,Karma,1370.0,0.0,0.0,40 / 18 / 60,18 / 40 / 30,1,1,blue,2.0,1.0,2.5,3.67,2.0,2.0,2.2,1.12,3.0,5.5
/match/euw/6381147522,Jax,Ornn,Lillia,Kha'Zix,Corki,Yone,Jhin,Kog'Maw,Heimerdinger,Karthus,6608.0,4.0,1.0,37 / 29 / 31,29 / 38 / 33,1,1,blue,0.5,2.0,1.4,3.67,5.0,0.6,1.0,1.2,3.0,2.0
/match/euw/6381140263,Shen,Jax,Master Yi,Fiddlesticks,Irelia,Fizz,Samira,Kai'Sa,Milio,Rell,-3535.0,-3.0,0.0,28 / 36 / 49,36 / 28 / 61,0,2,red,0.6,1.2,1.75,4.0,2.25,6.0,9.0,4.0,2.33,3.0
/match/euw/6381135271,Volibear,Poppy,Gragas,Vi,Zed,Ahri,Jinx,Xayah,Alistar,Thresh,5084.0,5.0,-1.0,27 / 37 / 44,37 / 27 / 91,2,0,red,1.5,2.67,4.0,5.5,5.0,3.0,1.8,3.0,3.67,4.0
/match/euw/6381142629,Poppy,Gnar,Jarvan IV,Nidalee,LeBlanc,Talon,Zeri,Ezreal,Nautilus,Yuumi,-4713.0,-1.0,2.0,20 / 41 / 22,40 / 20 / 63,1,1,red,1.0,1.33,0.8,12.0,1.67,7.0,2.0,3.0,0.67,8.0
/match/euw/6381137095,Annie,Olaf,Nocturne,Lee Sin,Cassiopeia,Rumble,Jinx,Ezreal,Braum,Nautilus,1888.0,1.0,0.0,36 / 32 / 61,32 / 36 / 50,1,0,blue,2.67,1.4,1.6,1.8,1.4,2.25,8.0,0.5,10.0,4.0
/match/euw/6381134158,Sona,Jayce,Xin Zhao,Gragas,Ekko,Qiyana,Jinx,Karthus,Thresh,Janna,1262.0,-1.0,1.0,31 / 10 / 57,10 / 31 / 14,2,0,blue,2.75,3.0,11.0,1.0,13.0,0.75,5.0,0.8,11.0,0.6
/match/euw/6381137857,Gwen,K'Sante,Poppy,Kayn,Cassiopeia,Ryze,Lucian,Jinx,Milio,Nautilus,-1196.0,-2.0,1.0,43 / 33 / 69,33 / 43 / 48,0,2,blue,0.5,2.25,1.62,13.0,7.0,1.6,3.0,2.0,4.67,1.71
/match/euw/6381136910,Sion,Gwen,Bel'Veth,Rengar,Corki,Xerath,Ashe,Aphelios,Zyra,Seraphine,-7770.0,-2.0,-2.0,14 / 42 / 19,42 / 14 / 55,1,1,red,0.25,5.0,1.0,12.0,1.0,6.0,0.29,7.5,0.6,5.0
/match/euw/6381134015,Qiyana,Dr. Mundo,Gragas,Vi,Neeko,Diana,Zeri,Aphelios,Nami,Thresh,106.0,-2.0,-2.0,28 / 33 / 46,33 / 28 / 40,2,0,red,8.0,0.25,9.0,5.0,2.33,1.33,1.33,2.67,3.0,3.0
/match/euw/6381127798,Jax,K'Sante,Vi,Olaf,Xerath,Azir,Xayah,Ezreal,Rakan,Janna,-239.0,1.0,1.0,21 / 27 / 46,27 / 21 / 59,0,1,red,2.0,2.0,14.0,0.75,11.0,0.25,1.6,1.67,6.0,3.5
/match/euw/6381125173,Camille,Garen,Jarvan IV,Sylas,Cassiopeia,Viktor,Xayah,Jinx,Maokai,Lulu,5519.0,2.0,3.0,42 / 22 / 54,22 / 42 / 28,0,1,blue,1.75,0.8,14.0,2.0,2.33,1.0,13.0,0.29,4.33,0.67
/match/euw/6381126080,Jarvan IV,Gwen,Lillia,Kha'Zix,Katarina,Nasus,Xayah,Draven,Braum,Thresh,3924.0,3.0,-2.0,37 / 17 / 60,17 / 37 / 23,2,0,blue,11.0,0.25,3.0,1.5,13.0,1.25,4.33,3.0,2.2,1.6
/match/euw/6381122109,Ornn,Cho'Gath,Yone,Tryndamere,Veigar,Senna,Alistar,Kassadin,Jarvan IV,Olaf,4812.0,1.0,0.0,31 / 14 / 64,14 / 31 / 25,2,0,blue,2.25,1.0,14.0,0.75,10.0,1.67,12.0,1.67,4.33,0.83
/match/euw/6381129474,Shaco,Olaf,Kindred,Hecarim,Orianna,Syndra,Jinx,Varus,Lulu,Janna,-9421.0,-3.0,-2.0,16 / 31 / 34,31 / 16 / 52,0,2,red,1.33,1.33,0.8,9.0,3.0,1.33,1.67,6.0,1.0,11.0
/match/euw/6381116418,Singed,Garen,Udyr,Poppy,Sylas,Ahri,Caitlyn,Varus,Milio,Zyra,2135.0,-1.0,2.0,40 / 24 / 46,24 / 40 / 24,2,0,blue,1.0,2.33,2.5,0.75,6.5,1.0,2.67,1.0,3.33,3.5
/match/euw/6381118971,Jayce,Seraphine,Shaco,Kha'Zix,Ziggs,Aurelion Sol,Jinx,Twitch,Thresh,Rakan,3671.0,4.0,-2.0,21 / 35 / 31,35 / 21 / 76,2,0,red,0.0,3.0,1.0,9.0,1.5,5.0,2.25,5.5,2.33,1.8
/match/euw/6381123877,Rumble,Gangplank,Kha'Zix,Gragas,Katarina,Tristana,Senna,Aphelios,Sion,Blitzcrank,4350.0,1.0,1.0,53 / 32 / 55,32 / 53 / 51,2,0,blue,2.75,0.8,4.33,2.8,1.0,7.0,3.8,4.25,3.0,0.25
/match/euw/6381124773,Teemo,Ornn,Kha'Zix,Skarner,Jayce,Zed,Veigar,Sivir,Sona,Thresh,5890.0,3.0,1.0,31 / 20 / 58,20 / 31 / 32,1,1,blue,1.0,2.0,6.5,2.25,3.0,1.0,12.0,0.2,12.0,1.25
/match/euw/6381114210,Camille,Anivia,Talon,Sejuani,Cassiopeia,Katarina,Jhin,Jinx,Senna,Thresh,4486.0,0.0,-1.0,41 / 49 / 52,49 / 41 / 66,1,1,red,1.5,5.0,3.0,4.33,0.86,2.5,5.5,1.0,2.33,1.29
/match/euw/6381116737,Garen,Pantheon,Kindred,Udyr,Orianna,Vladimir,Jinx,Kai'Sa,Thresh,Blitzcrank,-3487.0,-1.0,-3.0,15 / 33 / 18,33 / 15 / 57,0,2,red,1.33,6.0,0.33,5.0,1.25,5.0,1.67,2.67,1.67,3.33
/match/euw/6381113412,Jayce,Darius,Kayn,Karthus,Ahri,Qiyana,Ezreal,Xayah,Karma,Janna,1645.0,3.0,-1.0,38 / 34 / 55,34 / 38 / 66,2,0,blue,4.5,0.0,1.6,4.0,3.0,5.5,0.8,3.5,5.0,6.5
/match/euw/6381122464,Karthus,Illaoi,Jayce,Qiyana,Akali,Katarina,Xayah,Jinx,Nautilus,Rakan,-910.0,-1.0,2.0,33 / 38 / 45,38 / 33 / 60,0,1,red,3.5,2.0,2.67,0.6,2.4,1.67,0.6,4.33,1.67,4.25
/match/euw/6381114679,Sion,Gwen,Lee Sin,Kha'Zix,Lux,Akali,Seraphine,Kalista,Leona,Amumu,-3750.0,-3.0,-2.0,37 / 38 / 82,38 / 37 / 56,2,0,blue,1.0,5.5,2.6,2.75,1.75,14.0,1.33,2.25,2.75,3.67
/match/euw/6381105750,Warwick,Jax,Nunu & Willump,Kayn,Anivia,Akali,Kog'Maw,Twitch,Heimerdinger,Karma,-2629.0,-1.0,2.0,36 / 53 / 47,53 / 36 / 59,0,1,red,1.6,1.0,3.0,4.33,1.6,1.2,1.0,2.0,0.83,12.0
/match/euw/6381110580,Shen,Olaf,Nidalee,Shaco,Yone,Qiyana,Zeri,Vayne,Karma,Heimerdinger,-14283.0,-6.0,-1.0,23 / 37 / 37,36 / 23 / 40,0,2,red,1.33,1.0,1.0,11.0,1.25,4.0,1.2,6.0,0.8,3.4
