link,top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference_at_20_minutes,turret_difference_at_20_minutes,dragon_difference_at_20_minutes,KDA_blue,KDA_red,Blue_Heralds_killed,Red_Heralds_killed,Team_Win,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red
/match/lan/1382293602,Darius,Ryze,Kayn,Gragas,Yone,Renekton,Vayne,Aphelios,Swain,Senna,-8865.0,-6.0,-2.0,27 / 24 / 48,24 / 27 / 26,1,1,red,1.4,2.67,2.33,2.5,1.0,3.0,2.0,4.0,3.0,1.67
/match/lan/1382284541,Pantheon,Kayle,Kindred,Jax,Akali,Galio,Jhin,Karma,Thresh,Seraphine,6048.0,2.0,0.0,48 / 34 / 77,34 / 48 / 54,1,1,red,3.0,1.25,2.4,1.25,2.75,0.8,7.0,1.33,11.0,0.5
/match/lan/1382282378,Jayce,Kayn,Kha'Zix,Vayne,Malzahar,Vladimir,Caitlyn,Camille,Lulu,Milio,-6970.0,-1.0,1.0,24 / 45 / 29,45 / 25 / 47,0,0,red,0.25,7.0,0.33,19.0,1.0,1.75,0.8,3.33,0.29,5.0
/match/lan/1382273799,Shen,Gangplank,Kha'Zix,Diana,Cassiopeia,Yasuo,Jhin,Vayne,Sona,Milio,-1428.0,-3.0,0.0,31 / 35 / 45,35 / 31 / 66,0,2,red,2.0,3.0,10.0,2.25,1.2,2.33,2.5,2.5,1.0,2.33
/match/lan/1382272566,Wukong,Jax,Viego,Warwick,Annie,Veigar,Xayah,Jinx,Rakan,Janna,3708.0,1.0,2.0,38 / 20 / 62,20 / 38 / 27,0,2,blue,1.5,1.33,3.5,0.83,11.0,0.33,10.0,0.6,3.25,8.0
/match/lan/1382264650,Ornn,Darius,Graves,Jarvan IV,Viktor,LeBlanc,Caitlyn,Lucian,Thresh,Nami,-9580.0,-5.0,-2.0,20 / 34 / 41,34 / 20 / 44,0,2,red,0.67,2.0,1.0,11.0,0.0,7.0,3.0,2.5,1.25,6.0
/match/lan/1382263176,Cho'Gath,Garen,Evelynn,Diana,Katarina,Qiyana,Ashe,Jinx,Blitzcrank,Morgana,-5143.0,-3.0,-2.0,26 / 36 / 32,36 / 26 / 47,1,1,red,0.33,3.0,12.0,2.5,0.6,3.33,3.0,2.25,2.67,2.5
/match/lan/1382255964,Sion,Rumble,Viego,Warwick,Sylas,Talon,Jinx,Kai'Sa,Senna,Nautilus,-22.0,0.0,0.0,28 / 23 / 47,23 / 28 / 28,1,0,blue,0.6,2.0,8.0,1.2,3.5,1.0,1.75,13.0,1.14,6.0
/match/lan/1382251932,Urgot,Aatrox,Kha'Zix,Shaco,Ahri,Fizz,Aphelios,Jinx,Zyra,Alistar,10229.0,3.0,3.0,36 / 15 / 57,14 / 36 / 20,1,1,blue,2.33,2.0,7.0,0.57,4.0,2.0,8.0,0.38,19.0,0.62
/match/lan/1382247291,Cho'Gath,Lucian,Hecarim,Zac,Orianna,Yorick,Samira,Nami,Pyke,Karma,-2462.0,-2.0,-2.0,23 / 42 / 42,42 / 23 / 63,1,1,red,8.0,0.33,3.0,9.0,1.0,1.67,0.25,3.67,2.67,6.0
/match/lan/1382240667,Rengar,Jinx,Yone,Darius,Ryze,Twisted Fate,Zilean,Milio,Ekko,Nocturne,-6807.0,-2.0,-2.0,10 / 28 / 17,28 / 10 / 71,0,2,red,0.17,8.0,2.0,1.5,0.0,8.0,0.33,5.0,0.5,8.0
/match/lan/1382234169,K'Sante,Sett,Master Yi,Ekko,LeBlanc,Vladimir,Kai'Sa,Sivir,Nautilus,Senna,799.0,-1.0,0.0,35 / 37 / 52,37 / 35 / 78,2,0,red,2.0,0.5,9.0,2.0,1.67,6.0,2.0,2.4,2.75,2.6
/match/lan/1382234088,Volibear,Sejuani,Sylas,Nunu & Willump,Xin Zhao,Qiyana,Vayne,Jinx,Leona,Milio,-3110.0,2.0,-2.0,20 / 34 / 24,34 / 20 / 75,1,1,red,2.5,3.0,2.25,3.5,0.6,4.5,1.25,3.33,1.2,6.5
/match/lan/1382229736,Gnar,Jayce,Kayn,Lillia,Yone,Aurelion Sol,Jinx,Caitlyn,Milio,Thresh,-2047.0,-2.0,-2.0,19 / 23 / 28,23 / 20 / 32,2,0,red,4.0,0.0,1.25,10.0,2.5,0.33,1.0,3.5,0.67,5.0
/match/lan/1382221896,Viego,Irelia,Master Yi,Bel'Veth,Malzahar,Zoe,Draven,Jhin,Lulu,Nami,247.0,-2.0,-1.0,23 / 18 / 30,17 / 23 / 18,1,1,blue,0.67,1.75,4.0,3.0,5.0,1.0,1.2,4.0,3.5,1.2
/match/lan/1382217292,Garen,Mordekaiser,Wukong,Zed,Sylas,Syndra,Miss Fortune,Kai'Sa,Seraphine,Karma,5428.0,3.0,3.0,39 / 19 / 50,19 / 39 / 31,2,0,blue,5.0,1.5,6.5,2.0,4.5,0.5,4.0,1.17,4.0,1.8
/match/lan/1382215411,Aatrox,Rumble,Ekko,Vi,Galio,Zac,Xayah,Ezreal,Thresh,Nami,2173.0,-2.0,2.0,38 / 15 / 71,15 / 38 / 15,1,1,blue,0.0,2.5,9.0,1.0,4.5,0.67,8.0,0.0,6.0,0.33
/match/lan/1382210729,Renekton,Gangplank,Zac,Kha'Zix,Tryndamere,Katarina,Karthus,Ezreal,Alistar,Milio,1819.0,0.0,2.0,41 / 30 / 38,30 / 41 / 39,1,1,blue,2.6,0.86,3.33,1.2,1.0,1.0,3.5,2.5,2.5,1.67
/match/lan/1382203376,Shen,Jayce,Master Yi,Rammus,Lux,Viktor,Jinx,Nilah,Blitzcrank,Vel'Koz,-7550.0,-5.0,-1.0,20 / 28 / 22,28 / 20 / 32,1,1,red,1.0,1.0,2.5,2.67,3.5,1.0,1.0,1.75,1.75,3.67
/match/lan/1382197951,Gwen,Wukong,Kha'Zix,Nunu & Willump,Katarina,Gragas,Lucian,Zeri,Braum,Milio,-7213.0,-4.0,-2.0,21 / 31 / 36,31 / 21 / 39,1,1,red,0.67,4.5,2.0,4.0,0.86,3.0,1.2,4.5,2.33,3.67
/match/lan/1382195503,Tryndamere,Jax,Fiddlesticks,Maokai,Akali,Katarina,Kai'Sa,Zeri,Soraka,Renata Glasc,8752.0,4.0,2.0,31 / 13 / 40,13 / 31 / 17,1,1,blue,2.0,0.5,3.5,2.5,0.67,2.5,3.33,1.0,12.0,1.0
/match/lan/1382188068,Sion,Gwen,Ekko,Kha'Zix,Zed,Irelia,Draven,Caitlyn,Nautilus,Karma,734.0,-1.0,0.0,42 / 26 / 67,26 / 42 / 30,2,0,blue,3.0,1.0,14.0,1.5,1.5,1.5,3.33,0.8,3.67,3.0
/match/lan/1382174953,Kai'Sa,Riven,Kayn,Lillia,Diana,Ahri,Samira,Ezreal,Thresh,Blitzcrank,-3261.0,-1.0,2.0,37 / 26 / 66,26 / 37 / 25,1,0,blue,0.67,1.6,1.8,4.5,1.75,4.0,4.0,2.0,2.25,1.67
/match/lan/1382176455,Irelia,Malphite,Hecarim,Kayn,Ekko,Lux,Aphelios,Jhin,Lulu,Xerath,-4965.0,-1.0,-2.0,12 / 27 / 18,27 / 12 / 45,1,1,red,1.0,1.67,0.5,10.0,0.33,7.0,0.5,5.0,0.5,6.0
/match/lan/1382170399,Shen,Urgot,Diana,Vi,Ahri,Sylas,Jinx,Ezreal,Pyke,Thresh,5752.0,1.0,1.0,37 / 18 / 67,18 / 38 / 27,2,0,blue,10.0,0.2,15.0,1.5,7.0,1.0,3.33,2.0,3.33,0.86
/match/lan/1382155989,Sion,Camille,Nidalee,Udyr,Viktor,Ziggs,Aphelios,Jinx,Lulu,Janna,3022.0,2.0,1.0,21 / 31 / 38,31 / 21 / 54,1,1,red,0.8,3.5,4.5,3.33,3.0,3.0,2.0,2.0,2.33,2.0
/match/lan/1382156648,Olaf,Mordekaiser,Jarvan IV,Graves,Jayce,Viktor,Vayne,Ezreal,Poppy,Alistar,-1377.0,-2.0,2.0,30 / 29 / 45,29 / 30 / 43,0,2,red,0.4,4.0,4.0,1.33,2.0,1.0,5.5,0.75,1.67,1.0
/match/lan/1382153138,K'Sante,Kayle,Fiddlesticks,Viego,Vladimir,Talon,Zeri,Twitch,Rell,Renata Glasc,3154.0,2.0,2.0,39 / 33 / 50,32 / 39 / 53,0,1,blue,1.25,1.67,2.75,2.0,4.5,2.0,2.6,1.0,3.5,1.33
/match/lan/1382148460,Nasus,Vayne,Udyr,Xin Zhao,Twitch,Ziggs,Lucian,Jhin,Senna,Zac,4507.0,1.0,3.0,38 / 20 / 54,20 / 38 / 23,2,0,blue,3.0,1.0,4.0,1.17,0.8,3.5,5.0,1.5,1.8,3.5
/match/lan/1382140685,K'Sante,Gragas,Lillia,Maokai,Ahri,Kindred,Xayah,Jinx,Alistar,Pyke,3637.0,3.0,0.0,65 / 40 / 104,40 / 65 / 73,2,0,blue,2.0,1.17,3.6,1.89,3.2,3.0,5.67,0.67,3.4,3.0
/match/lan/1382133729,Jax,Garen,Lillia,Vi,Akshan,Sylas,Veigar,Varus,Alistar,Thresh,-1749.0,-1.0,-3.0,14 / 24 / 13,24 / 14 / 35,2,0,red,1.17,1.75,2.5,2.0,0.75,8.0,2.0,7.0,2.0,7.0
/match/lan/1382130494,Sion,Riven,Graves,Hecarim,Malzahar,Viktor,Jhin,Aphelios,Senna,Zilean,-1795.0,-2.0,1.0,26 / 12 / 56,12 / 26 / 16,0,2,blue,2.0,0.0,4.0,1.5,0.0,3.0,2.0,1.5,5.0,3.0
/match/lan/1382116943,Malphite,Singed,Wukong,Lee Sin,Jinx,Ziggs,Thresh,Xayah,Ahri,Soraka,904.0,0.0,0.0,35 / 19 / 58,19 / 36 / 34,1,0,blue,5.0,0.38,0.67,1.5,1.5,1.33,6.0,2.5,2.67,3.5
/match/lan/1382116777,Jax,Gragas,Ekko,Jarvan IV,Illaoi,Mordekaiser,Caitlyn,Sivir,Lulu,Seraphine,12778.0,5.0,1.0,38 / 16 / 50,16 / 38 / 31,0,2,blue,1.0,2.5,14.0,0.67,5.0,0.75,12.0,0.5,13.0,0.5
/match/lan/1382117491,Sett,Sion,Lillia,Kha'Zix,Sylas,Yone,Jinx,Seraphine,Gragas,Sona,-8299.0,-2.0,-1.0,17 / 38 / 18,38 / 17 / 41,0,2,red,1.5,1.2,1.5,15.0,0.5,2.67,0.8,4.0,0.5,8.0
/match/lan/1382101656,Kayn,Singed,Kassadin,Elise,Hecarim,Vladimir,Caitlyn,Ezreal,Ashe,Karma,-8622.0,-5.0,-2.0,12 / 29 / 15,29 / 12 / 39,0,2,red,1.0,2.33,1.5,6.0,1.25,2.33,0.14,12.0,1.5,11.0
/match/lan/1382088919,Nasus,Darius,Graves,Kha'Zix,Ahri,Annie,Ezreal,Xayah,Janna,Nautilus,3047.0,2.0,0.0,29 / 19 / 56,19 / 29 / 21,0,2,blue,0.0,7.0,2.0,1.33,13.0,1.2,11.0,0.5,3.0,0.5
/match/lan/1382090109,Sett,Cho'Gath,Shaco,Fiddlesticks,Vladimir,Fizz,Twitch,Jhin,Nami,Pyke,-7924.0,-2.0,0.0,23 / 44 / 38,44 / 23 / 61,1,1,red,1.5,2.0,1.25,3.0,0.0,12.0,2.0,5.5,2.0,2.0
/match/lan/1382083420,Rengar,Aatrox,Amumu,Lee Sin,Vex,Pyke,Aphelios,Vayne,Thresh,Ahri,-8188.0,-2.0,2.0,28 / 48 / 42,48 / 29 / 73,0,2,red,1.5,1.0,1.57,3.0,1.43,6.0,2.25,4.0,2.0,4.0
/match/lan/1382058276,Ornn,Malphite,Vi,Sejuani,Ekko,Lissandra,Jinx,Caitlyn,Milio,Alistar,2847.0,3.0,-1.0,36 / 23 / 71,23 / 36 / 40,1,1,blue,2.0,1.4,1.6,6.5,2.0,10.0,9.0,1.2,13.0,1.8
/match/lan/1382053604,Gangplank,Akshan,Kha'Zix,Ivern,Orianna,Aatrox,Jinx,Zeri,Lux,Zilean,-6516.0,-3.0,0.0,33 / 31 / 43,31 / 33 / 35,0,2,blue,1.67,0.83,0.57,4.0,1.5,6.0,1.0,6.5,1.17,6.5
/match/lan/1382049114,K'Sante,Malphite,Wukong,Warwick,Talon,Corki,Caitlyn,Xayah,Alistar,Nautilus,1500.0,1.0,0.0,37 / 25 / 51,24 / 37 / 36,1,1,blue,0.75,6.0,2.67,2.0,3.25,1.17,0.0,4.5,2.0,8.0
/match/lan/1382045991,Rumble,Darius,Rengar,Master Yi,Swain,Irelia,Twitch,Kog'Maw,Thresh,Milio,-1733.0,1.0,1.0,13 / 22 / 17,22 / 13 / 23,1,1,red,1.67,0.33,1.0,1.5,0.75,4.5,1.0,0.5,4.0,1.0
/match/lan/1382045528,Gragas,K'Sante,Kindred,Qiyana,Tristana,Ekko,Jhin,Draven,Xerath,Milio,-2019.0,0.0,0.0,21 / 40 / 21,39 / 22 / 54,1,1,red,0.6,3.33,1.0,3.33,3.0,3.0,3.0,1.67,1.67,9.0
/match/lan/1382033460,Camille,Tahm Kench,Jarvan IV,Trundle,Vladimir,Fizz,Jinx,Jhin,Nami,Lux,1142.0,1.0,-2.0,42 / 23 / 72,23 / 42 / 39,1,1,blue,1.5,3.0,2.0,3.0,3.5,2.0,3.0,0.67,4.5,2.0
/match/lan/1382013081,Veigar,Gnar,Kha'Zix,Lee Sin,Ekko,Cassiopeia,Zeri,Jinx,Yuumi,Janna,2721.0,2.0,2.0,24 / 16 / 30,16 / 24 / 21,2,0,blue,1.5,0.25,1.0,2.5,1.0,6.0,4.0,0.33,4.0,5.0
/match/lan/1382012118,Malphite,Jax,Lillia,Sylas,Annie,Akshan,Sivir,Xayah,Milio,Karma,-8129.0,-4.0,-1.0,16 / 37 / 20,37 / 18 / 54,1,1,red,1.2,6.0,0.33,5.0,1.33,3.0,2.0,5.0,1.0,10.0
/match/lan/1382009024,Irelia,Jax,Kha'Zix,Amumu,Viktor,Qiyana,Caitlyn,Soraka,Lux,Ashe,-8974.0,-5.0,-2.0,32 / 44 / 44,44 / 32 / 48,0,2,red,0.86,4.5,0.29,8.0,1.25,2.25,2.33,1.67,5.5,3.5
/match/lan/1381988322,Singed,Gnar,Rengar,Ekko,Akali,Zed,Xayah,Kai'Sa,Morgana,Nautilus,1741.0,0.0,0.0,45 / 29 / 66,29 / 45 / 35,1,1,blue,0.75,0.75,6.0,1.5,3.0,1.0,1.75,1.4,5.0,2.5
/match/lan/1381978241,Sylas,Ornn,Shen,Elise,Syndra,Jinx,Ezreal,Milio,Senna,Yone,-1430.0,2.0,-2.0,10 / 22 / 10,22 / 11 / 32,1,1,red,1.0,7.0,5.0,1.5,1.5,6.0,0.6,3.0,0.4,9.0
/match/lan/1381942519,Nasus,Akali,Lillia,Master Yi,Irelia,Pantheon,Zeri,Jinx,Lulu,Milio,5180.0,1.0,2.0,21 / 11 / 38,11 / 21 / 18,1,1,blue,3.0,2.0,2.0,2.5,1.67,4.0,3.0,0.8,3.0,2.5
/match/lan/1381934200,Vladimir,Jinx,Amumu,Wukong,Irelia,Zoe,Kai'Sa,Darius,Nautilus,Morgana,2968.0,1.0,0.0,27 / 27 / 39,27 / 27 / 39,1,1,blue,3.0,1.0,1.0,7.0,3.0,5.0,2.0,1.4,2.0,1.5
/match/lan/1381931228,Gnar,Poppy,Vi,Kayn,LeBlanc,Sylas,Aphelios,Vayne,Thresh,Nami,9781.0,3.0,2.0,42 / 18 / 65,18 / 42 / 30,1,1,blue,1.5,1.67,5.0,1.2,10.0,0.5,5.5,0.67,12.0,0.5
/match/lan/1381916693,Pantheon,Gragas,Udyr,Lillia,Vladimir,Zoe,Varus,Kai'Sa,Ashe,Milio,-4227.0,-3.0,-1.0,13 / 30 / 20,30 / 13 / 44,2,0,red,4.0,0.5,5.0,4.0,0.4,7.0,1.75,2.75,1.0,2.67
/match/lan/1381915403,Gragas,Garen,Kayn,Xin Zhao,Ahri,Syndra,Xayah,Jinx,Rakan,Vel'Koz,-2878.0,-3.0,-2.0,17 / 25 / 26,25 / 17 / 30,1,1,red,1.0,2.0,3.0,2.33,2.0,6.0,0.5,3.0,1.33,1.67
/match/lan/1381901344,Nocturne,Sylas,Sivir,Lee Sin,Soraka,Nautilus,Zed,Yorick,Rengar,Kai'Sa,598.0,-1.0,-2.0,42 / 39 / 50,39 / 42 / 42,2,0,blue,3.25,2.2,1.75,2.5,0.62,8.0,1.0,4.75,1.17,0.29
/match/lan/1381878660,Camille,Mordekaiser,Rammus,Graves,Katarina,Master Yi,Varus,Zed,Janna,Karma,-428.0,-1.0,0.0,31 / 20 / 64,19 / 31 / 28,0,2,blue,5.0,1.5,1.5,2.5,5.0,2.33,4.5,1.0,3.33,2.0
/match/lan/1381874950,Kled,Warwick,Fiddlesticks,Dr. Mundo,Lissandra,Zed,Tristana,Kai'Sa,Seraphine,Brand,4490.0,0.0,-1.0,44 / 28 / 54,28 / 44 / 25,1,1,blue,1.4,1.0,11.0,1.25,1.67,1.25,2.75,0.8,6.0,1.0
/match/lan/1381863573,Darius,Riven,Varus,Viego,Karma,Lux,Bel'Veth,Samira,Xerath,Vel'Koz,-6061.0,-2.0,-3.0,22 / 37 / 23,37 / 22 / 32,1,1,red,1.33,0.67,0.83,2.33,0.5,5.0,1.0,5.0,0.8,7.0
/match/lan/1381863229,Riven,Ornn,Fiddlesticks,Ekko,Akshan,Jayce,Jinx,Kog'Maw,Seraphine,Yuumi,2704.0,3.0,1.0,29 / 13 / 35,13 / 29 / 19,2,0,blue,3.0,0.67,8.0,0.67,4.0,0.83,7.0,2.5,3.33,1.5
/match/lan/1381859144,Vladimir,Urgot,Sejuani,Ekko,Gangplank,Master Yi,Veigar,Kalista,Janna,Pantheon,-1075.0,0.0,-1.0,30 / 16 / 63,16 / 30 / 20,1,1,blue,8.0,0.75,3.5,2.0,2.0,5.0,0.67,2.0,6.0,1.5
/match/lan/1381850782,Mordekaiser,Jayce,Graves,Lillia,Yasuo,Yone,Sivir,Caitlyn,Milio,Vel'Koz,-6582.0,-3.0,-2.0,17 / 33 / 20,33 / 17 / 47,2,0,red,1.0,1.0,2.5,4.33,3.5,0.75,0.0,10.0,1.25,13.0
/match/lan/1381848855,Sion,Malphite,Nocturne,Viego,Sylas,Veigar,Jinx,Jhin,Milio,Janna,-46.0,0.0,2.0,31 / 24 / 58,24 / 31 / 37,1,1,blue,0.75,9.0,3.0,1.75,2.0,1.75,3.0,2.0,10.0,2.5
/match/lan/1381843950,Gangplank,Singed,Xin Zhao,Shaco,Tristana,Talon,Lux,Caitlyn,Soraka,Morgana,6418.0,6.0,1.0,27 / 15 / 51,15 / 27 / 16,2,0,blue,9.0,0.33,2.25,1.33,2.33,3.33,13.0,0.17,7.0,1.5
/match/lan/1381825190,Tryndamere,Jayce,Jarvan IV,Kha'Zix,Kai'Sa,Zoe,Zeri,Ashe,Lux,Morgana,-952.0,-4.0,-2.0,28 / 28 / 34,28 / 28 / 31,1,1,blue,0.5,2.0,5.0,5.0,2.0,1.0,4.0,0.33,2.0,0.6
/match/lan/1381820975,Gnar,Jax,Graves,Kha'Zix,Annie,Viktor,Ezreal,Jhin,Janna,Thresh,1603.0,-1.0,1.0,33 / 19 / 62,19 / 33 / 17,0,2,blue,3.0,0.5,3.0,1.0,3.0,1.25,2.5,1.0,12.0,2.0
/match/lan/1381821189,Camille,Sion,Warwick,Lee Sin,Vladimir,Kassadin,Ezreal,Miss Fortune,Xerath,Senna,2004.0,2.0,3.0,47 / 30 / 62,30 / 47 / 49,1,1,blue,2.5,1.0,1.2,6.0,7.0,0.67,3.0,1.0,5.33,1.22
/match/lan/1381817410,Olaf,Jayce,Hecarim,Sylas,Taliyah,Gragas,Vayne,Ezreal,Thresh,Rakan,-9507.0,-5.0,-2.0,18 / 37 / 25,37 / 19 / 49,0,2,red,0.4,4.5,7.0,7.0,0.75,2.0,0.4,2.67,0.8,10.0
/match/lan/1381808305,Ornn,Shen,Lee Sin,Hecarim,Tristana,Kindred,Xayah,Ezreal,Thresh,Karma,-8090.0,-3.0,-1.0,10 / 32 / 17,32 / 10 / 62,0,2,red,1.0,7.0,0.4,9.0,0.29,10.0,2.0,2.33,2.0,12.0
/match/lan/1381803711,Kennen,Jax,Nidalee,Kha'Zix,Tristana,Syndra,Xayah,Vayne,Milio,Vel'Koz,-3123.0,1.0,0.0,18 / 23 / 18,23 / 18 / 32,1,1,red,7.0,0.5,5.5,1.5,3.0,2.0,0.0,8.0,1.0,3.0
/match/lan/1381791692,Riven,Kayle,Gragas,Zac,Draven,Talon,Aphelios,Jinx,Blitzcrank,Alistar,8645.0,5.0,2.0,43 / 26 / 56,26 / 43 / 25,0,2,blue,7.0,0.75,7.5,2.4,0.89,1.86,2.4,1.6,2.5,1.4
/match/lan/1381774570,K'Sante,Kayle,Sylas,Maokai,Shen,Akshan,Caitlyn,Seraphine,Lux,Milio,5904.0,3.0,-1.0,37 / 20 / 45,20 / 37 / 32,1,1,blue,3.5,1.5,6.5,1.0,2.0,0.83,7.0,0.2,2.67,0.75
/match/lan/1381771307,Tristana,Hecarim,Nautilus,Annie,Nasus,Lulu,Sylas,Zeri,Samira,Jax,-898.0,2.0,2.0,30 / 45 / 46,45 / 30 / 88,1,1,red,2.0,3.67,3.67,4.0,3.5,0.17,4.33,1.83,1.5,2.67
/match/lan/1381758367,Pantheon,Jayce,Kayn,Hecarim,LeBlanc,Lissandra,Kog'Maw,Sivir,Thresh,Leona,-4067.0,-4.0,0.0,29 / 49 / 44,49 / 29 / 70,1,1,red,1.4,2.5,1.33,3.5,1.33,4.0,0.83,4.5,1.25,7.0
/match/lan/1381762007,Irelia,Jax,Nunu & Willump,Nidalee,Pantheon,Malphite,Karthus,Jinx,Senna,Milio,-6781.0,0.0,3.0,22 / 39 / 33,39 / 22 / 63,1,1,red,0.86,1.8,3.0,2.0,3.0,7.0,1.0,10.0,2.0,4.5
/match/lan/1381755894,Fiora,Mordekaiser,Shaco,Ekko,Sylas,Zed,Kai'Sa,Xayah,Alistar,Seraphine,2421.0,2.0,2.0,26 / 13 / 39,13 / 26 / 23,1,1,blue,2.0,1.33,6.0,1.75,4.0,1.0,1.0,1.0,5.0,3.0
/match/lan/1381746490,Jax,Mordekaiser,Udyr,Shaco,Anivia,Zed,Ashe,Ezreal,Zyra,Senna,2355.0,2.0,2.0,36 / 31 / 39,31 / 36 / 54,2,0,blue,4.0,2.33,2.0,6.0,2.0,0.57,1.5,3.25,1.2,3.5
/match/lan/1381745973,Lillia,Cho'Gath,Hecarim,Diana,Renekton,Zed,Ezreal,Aphelios,Yuumi,Zyra,2758.0,0.0,-2.0,24 / 25 / 27,25 / 24 / 30,2,0,red,2.5,0.5,1.5,3.0,1.0,6.0,4.0,0.33,4.0,1.0
/match/lan/1381749154,Fiora,Jax,Wukong,Fiddlesticks,Katarina,Kai'Sa,Xayah,Ahri,Rakan,Shen,-4044.0,-1.0,-1.0,15 / 29 / 17,29 / 15 / 27,1,0,red,0.5,2.0,1.2,6.0,1.0,3.5,3.0,2.0,6.0,1.67
/match/lan/1381732597,Malphite,Jax,Ekko,Skarner,Yone,Malzahar,Twitch,Xayah,Yuumi,Rakan,8207.0,3.0,-1.0,38 / 18 / 58,18 / 38 / 29,1,1,blue,2.5,0.33,4.0,2.0,1.4,2.67,11.0,0.4,11.0,1.25
/match/lan/1381720843,Irelia,Darius,Zac,Kindred,K'Sante,Yasuo,Aphelios,Kai'Sa,Thresh,Janna,-5717.0,-1.0,-1.0,21 / 37 / 27,36 / 23 / 70,0,2,red,0.5,14.0,2.33,3.0,0.83,2.33,2.33,3.67,2.0,3.0
/match/lan/1381717697,Malphite,Sylas,Gragas,Skarner,Lux,Ahri,Caitlyn,Jhin,Milio,Renata Glasc,8203.0,8.0,0.0,18 / 25 / 23,25 / 18 / 38,2,0,red,0.5,4.0,0.4,3.0,5.0,1.0,9.0,0.4,9.0,0.67
/match/lan/1381686487,Darius,Mordekaiser,Master Yi,Lillia,Seraphine,Pantheon,Kog'Maw,Sivir,Lulu,Zilean,895.0,0.0,-1.0,34 / 26 / 63,26 / 34 / 42,2,0,blue,1.4,0.83,2.0,5.0,2.0,2.33,3.33,1.25,4.5,5.5
/match/lan/1381682073,Wukong,Riven,Kled,Kayn,Irelia,Katarina,Zeri,Lucian,Pyke,Milio,1648.0,0.0,2.0,27 / 26 / 40,25 / 27 / 31,1,1,blue,3.5,6.0,2.5,3.0,1.0,4.5,1.5,1.5,2.33,1.0
/match/lan/1381675748,Singed,Maokai,Nunu & Willump,Lee Sin,Katarina,Vladimir,Lucian,Kai'Sa,Milio,Nami,-2522.0,1.0,-2.0,11 / 35 / 21,34 / 11 / 59,1,1,red,0.4,5.0,0.75,5.0,1.0,3.5,8.0,7.0,2.33,2.33
/match/lan/1381663504,Camille,Volibear,Evelynn,Jarvan IV,Lissandra,Katarina,Xayah,Lucian,Rakan,Blitzcrank,11630.0,4.0,0.0,46 / 22 / 55,22 / 46 / 33,1,1,blue,13.0,0.0,7.0,1.14,2.5,0.75,3.0,2.2,3.5,1.71
/match/lan/1381665250,Ornn,Cho'Gath,Lillia,Kindred,Ahri,Gragas,Jinx,Caitlyn,Rakan,Lulu,3612.0,0.0,-2.0,18 / 25 / 30,25 / 19 / 41,1,1,red,4.0,0.5,8.0,1.5,1.67,2.0,7.0,0.4,8.0,1.5
/match/lan/1381658678,Volibear,Camille,Hecarim,Wukong,Veigar,Lissandra,Jhin,Vayne,Lux,Nautilus,2271.0,3.0,-1.0,20 / 39 / 34,39 / 20 / 63,2,0,red,0.6,9.0,1.0,4.0,1.5,8.0,3.0,2.33,3.0,2.25
/match/lan/1381652943,Singed,Nasus,Hecarim,Nocturne,Pantheon,Veigar,Kog'Maw,Xayah,Aurelion Sol,Sett,-5804.0,-1.0,-1.0,43 / 48 / 61,48 / 43 / 44,0,2,blue,1.5,1.2,0.71,3.0,1.17,5.0,0.78,9.0,1.83,3.4
/match/lan/1381653011,Gangplank,Rengar,Ekko,Kha'Zix,Yasuo,Kassadin,Ashe,Jinx,Thresh,Taric,-673.0,-2.0,-3.0,25 / 34 / 54,34 / 25 / 56,0,2,red,1.29,1.8,2.0,3.0,1.75,6.0,6.5,0.4,13.0,5.5
/match/lan/1381646302,Camille,Cho'Gath,Sylas,Sejuani,Gangplank,Lissandra,Jinx,Sivir,Morgana,Anivia,5646.0,2.0,-1.0,32 / 23 / 45,23 / 32 / 22,1,1,blue,2.0,3.33,1.71,2.25,2.2,1.6,7.0,1.2,3.75,1.25
/match/lan/1381639778,Gragas,Singed,Rammus,Udyr,Yasuo,Akshan,Jhin,Jinx,Seraphine,Blitzcrank,2621.0,0.0,-3.0,32 / 13 / 78,13 / 33 / 21,0,2,blue,5.0,2.0,3.5,2.0,3.5,6.0,3.0,0.5,12.0,1.25
/match/lan/1381623409,Sett,Singed,Nunu & Willump,Hecarim,Taric,Zed,Kai'Sa,Varus,Malzahar,Blitzcrank,-4920.0,0.0,-3.0,35 / 50 / 46,49 / 36 / 76,1,0,red,2.0,0.36,1.6,7.0,0.83,8.0,1.75,6.0,1.0,4.0
/match/lan/1381607373,Sion,Singed,Amumu,Malphite,Talon,Akshan,Rengar,Tristana,Milio,Blitzcrank,18.0,0.0,0.0,35 / 32 / 89,32 / 35 / 76,0,1,red,0.0,2.0,3.0,5.0,2.0,4.5,5.5,2.25,6.0,1.6
/match/lan/1381602597,Gangplank,Gnar,Lee Sin,Kha'Zix,Fizz,Aurelion Sol,Aphelios,Kai'Sa,Thresh,Zilean,-672.0,1.0,1.0,19 / 34 / 21,34 / 19 / 42,0,2,red,0.25,12.0,1.0,2.67,0.4,1.0,3.5,1.67,6.0,2.67
