gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role,win_score_difference
963.0,1,0,1.0,0.0,1.33,-3.5,1.0,1.0,3.0,1.0,-2.0,5.70999999999998
-6643.0,0,-2,2.0,1.0,-3.0,-6.0,-1.0,-3.17,-2.25,-2.0,-1.0,-30.82000000000003
3299.0,1,2,-1.0,0.0,0.0,2.0,-1.0,0.5,5.0,1.0,-1.0,12.33999999999999
3386.0,1,2,-1.0,-1.0,0.0,3.0,6.75,2.67,7.67,0.0,1.0,-0.0599999999999951
-3944.0,0,0,0.0,0.0,-3.5,-6.0,-4.0,-3.25,-4.0,-2.0,1.0,-117.95
7140.0,1,2,-1.0,-3.0,1.33,0.75,-3.0,3.0,2.25,1.0,-1.0,16.469999999999963
-11026.0,0,-2,1.0,1.0,-1.25,-1.5,-5.38,-12.71,-0.8799999999999999,1.0,0.0,-10.049999999999995
3541.0,1,0,-1.0,-1.0,5.8,3.6,1.0,-0.33,1.0,2.0,1.0,-13.770000000000003
8575.0,1,1,-2.0,-2.0,-4.0,5.67,4.3,1.7999999999999998,5.38,3.0,1.0,52.45
2591.0,1,2,1.0,0.0,4.5,7.5,1.33,1.0,1.0,-1.0,1.0,16.329999999999977
-2692.0,0,-2,-1.0,1.0,-4.0,-5.0,-0.57,4.33,3.5,-1.0,0.0,6.780000000000001
2785.0,1,1,0.0,0.0,2.0,5.75,3.67,-3.67,-1.67,0.0,0.0,0.9699999999999848
-742.0,1,-2,-1.0,0.0,-2.0,-5.0,-3.0,0.0,-0.25,1.0,2.0,4.570000000000015
4381.0,1,2,-2.0,-2.0,2.5,6.0,0.5,-0.5,7.75,0.0,0.0,4.189999999999984
9334.0,1,2,-2.0,-4.0,4.0,5.75,3.6,0.5,3.17,-2.0,0.0,13.980000000000004
13432.0,1,1,0.0,-2.0,1.6,11.0,8.5,12.33,12.8,1.0,0.0,22.689999999999984
-5336.0,0,-2,1.0,1.0,1.5,-0.9,1.83,1.5,-3.25,-1.0,1.0,-15.289999999999983
-4258.0,0,-2,1.0,0.0,-5.5,-3.0,-8.0,2.0,1.25,-2.0,-1.0,20.489999999999974
-4541.0,0,0,1.0,0.0,-4.0,0.92,-1.17,-2.0,-3.0,1.0,0.0,-2.8599999999999994
-240.0,1,0,1.0,1.0,-1.33,-0.6699999999999999,-3.5,-1.8,1.0,-3.0,0.0,-6.650000000000034
-3871.0,0,0,1.0,0.0,-3.0,-6.0,-5.5,-3.33,-2.83,-4.0,0.0,27.19999999999998
-627.0,1,2,-2.0,0.0,-0.25,-6.0,-5.0,-5.0,0.33,-1.0,-1.0,21.569999999999965
