gold_difference,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,blue_win_percentage,red_win_percentage
2007.0,2.0,-1.0,-1.0,0.0,-4.0,1.5,1.0,-2.0,91.784753435362,8.215246564637994
7960.0,1.0,0.0,-2.0,14.33,1.83,6.75,1.92,10.5,99.99910924545304,0.0008907545469583056
-990.0,-2.0,2.0,2.0,-5.8,0.0,2.0,0.0,1.0,10.12286309153589,89.87713690846411
2811.0,1.0,-1.0,-1.0,-1.25,0.5,4.5,3.67,2.0,97.824823036055,2.175176963945006
10300.0,2.0,-1.0,-1.0,4.0,1.67,5.75,0.5,12.0,99.99998589453612,1.4105463876035174e-05
-607.0,-2.0,-1.0,0.0,-3.17,-4.5,-3.67,4.0,1.5,55.20712593928623,44.79287406071377
2112.0,0.0,-1.0,-1.0,-1.75,4.0,1.0,2.0,4.75,94.07111793206498,5.928882067935021
-1480.0,1.0,1.0,0.0,3.0,-3.5,-0.75,1.5,0.8300000000000001,41.255155495729724,58.744844504270276
-1148.0,0.0,-1.0,0.0,-2.0,-1.5,-0.1699999999999999,-5.5,-3.0,60.269386497362675,39.730613502637325
5817.0,2.0,-1.0,0.0,5.0,7.0,0.0,3.2,2.67,99.98398483072678,0.01601516927321711
-8372.0,-2.0,-2.0,3.0,-4.5,-1.75,9.75,-4.5,-1.0,1.2343913994899889,98.76560860051
7813.0,-1.0,-1.0,0.0,0.33,4.5,4.0,5.67,3.33,99.99932217675472,0.0006778232452830935
113.0,1.0,2.0,0.0,1.0,-0.6699999999999999,-0.5,-0.05,-0.5,10.893073396235469,89.10692660376453
-1452.0,1.0,1.0,1.0,-1.5,-2.5,-3.75,3.0,-0.5,27.941085205621523,72.05891479437848
-1479.0,1.0,-1.0,0.0,-0.1699999999999999,-0.3399999999999998,1.0,-3.0,-1.34,67.17439229712511,32.82560770287489
7398.0,2.0,1.0,-1.0,2.67,-3.5,1.17,2.0,7.33,99.99457763384505,0.005422366154945735
-1335.0,2.0,1.0,0.0,-2.33,-4.0,-3.75,0.92,-3.0,31.036533626583225,68.96346637341678
5225.0,2.0,1.0,0.0,-1.58,2.5,-2.0,-0.1999999999999999,-1.83,99.8341208222037,0.1658791777962989
1688.0,0.0,-2.0,0.0,2.0,1.0,4.0,6.0,2.0,94.47694747876454,5.523052521235456
3594.0,0.0,1.0,-1.0,1.9,6.0,2.5,-0.33,1.0,98.22423125803171,1.7757687419682924
785.0,-1.0,0.0,1.0,-5.5,0.5,0.93,1.4,-0.5,55.476312593383966,44.523687406616034
-2027.0,-2.0,-1.0,0.0,0.0,4.5,-1.0,5.67,6.0,46.4079566408878,53.5920433591122
-7531.0,-1.0,1.0,2.0,-9.0,-5.25,-11.25,-1.67,-2.75,0.07893701515309201,99.92106298484691
2174.0,2.0,1.0,-1.0,0.0,1.0,0.5,-1.0,-4.0,82.31789470025585,17.68210529974415
-2407.0,2.0,0.0,0.0,0.0,-1.0,-4.0,-6.75,-8.67,33.472753503447926,66.52724649655207
3445.0,2.0,1.0,0.0,-0.5,-2.5,-1.5,2.5,-1.0,97.25520034306834,2.7447996569316615
5512.0,2.0,1.0,-1.0,-1.0,-3.0,-1.0699999999999998,6.4,1.5,99.87174007218654,0.12825992781345974
680.0,0.0,-1.0,-1.0,1.83,1.0,-0.33,2.0,3.67,62.809247742555016,37.190752257444984
-745.0,1.0,1.0,0.0,-5.0,-7.0,1.0,-2.17,-4.67,31.543482470657814,68.4565175293422
2466.0,2.0,-1.0,-1.0,-0.5,6.0,0.83,1.0,3.25,96.3925568486335,3.607443151366496
494.0,0.0,0.0,0.0,0.33,0.0,-6.8,0.0,0.0,40.06011949477914,59.93988050522086
5235.0,2.0,-1.0,0.0,-0.25,8.0,3.8,4.0,3.0,99.95888999517024,0.04111000482976124
1827.0,0.0,1.0,-1.0,0.83,-0.5800000000000001,-0.6699999999999999,-0.6600000000000001,-1.0,74.53300204689943,25.466997953100574
1885.0,0.0,-1.0,-1.0,-1.33,1.25,-3.2,5.5,2.33,90.48223781232394,9.517762187676055
-8725.0,-2.0,2.0,1.0,-0.83,-10.4,-5.0,-5.83,-14.75,0.04463168406779103,99.9553683159322
6482.0,2.0,-1.0,-2.0,7.33,0.6699999999999999,2.75,4.33,4.17,99.99288884608288,0.007111153917122692
-1602.0,2.0,-1.0,0.0,-6.83,-1.83,-1.67,1.0,-3.0,50.03654070596962,49.96345929403038
3197.0,2.0,0.0,0.0,-1.0,7.0,-1.0,6.67,5.67,98.03640599381744,1.9635940061825607
-5276.0,2.0,1.0,0.0,1.25,-9.25,-7.33,-6.0,-6.5,2.5749812273417336,97.42501877265826
4427.0,2.0,-2.0,-1.0,0.1699999999999999,3.17,2.0,2.0,6.5,99.90607155997405,0.09392844002594813
3450.0,2.0,1.0,-1.0,1.0,6.0,3.5,1.5,-1.5,97.51571147065148,2.484288529348518
-6627.0,-2.0,0.0,0.0,-3.67,-4.8,-1.5,1.67,4.0,0.7597698807670937,99.2402301192329
2439.0,-1.0,0.0,-1.0,6.75,-6.75,0.0,-0.5,1.5,93.9308637781868,6.069136221813196
5841.0,0.0,1.0,-2.0,1.5,1.17,7.0,6.0,-0.75,99.93493605983743,0.06506394016257389
-8822.0,-2.0,1.0,2.0,0.0,-5.5,-1.33,-1.0,-1.5,0.1164832417269588,99.88351675827305
5315.0,0.0,-1.0,-1.0,1.0699999999999998,8.0,1.0,5.0,7.0,99.96212150191556,0.03787849808443866
-7843.0,-2.0,1.0,1.0,0.0,-1.0,-3.0,-2.67,-5.0,0.2402611846438446,99.75973881535616
4602.0,2.0,0.0,0.0,1.0,7.0,1.33,1.8,1.67,99.79631744254227,0.203682557457725
3076.0,1.0,-1.0,0.0,1.83,3.53,6.4,-2.67,6.25,98.99064369050411,1.0093563094958853
-5512.0,-1.0,-1.0,2.0,-1.75,-3.0,-1.83,-5.67,0.4199999999999999,4.3742012166497215,95.62579878335028
4697.0,2.0,1.0,0.0,5.6,3.5,-3.0,-3.0,2.33,99.69333414553199,0.3066658544680081
5162.0,1.0,1.0,-1.0,6.5,2.1,4.33,-3.0,1.33,99.85562263890851,0.14437736109148602
-423.0,2.0,1.0,0.0,-2.0,3.33,-1.0,0.75,-2.5,54.255395864927806,45.744604135072194
5162.0,2.0,0.0,-1.0,4.67,9.0,5.5,2.33,1.17,99.917823403648,0.08217659635199936
1037.0,0.0,-1.0,0.0,0.0,-1.67,-2.0,2.0,0.0,74.51642455821866,25.48357544178134
689.0,2.0,0.0,1.0,-0.5800000000000001,-1.0,3.0,2.0,1.5,52.356692007029196,47.643307992970804
-788.0,1.0,1.0,0.0,-0.6699999999999999,1.66,0.0,-0.4199999999999999,4.0,44.58884683125481,55.41115316874519
-7795.0,-1.0,1.0,1.0,1.0,-3.0,-7.6,-6.0,-1.67,0.23696035524642198,99.76303964475358
4229.0,2.0,1.0,-1.0,1.0,1.0,-2.0,-0.92,2.0,99.18057234185788,0.8194276581421178
38.0,2.0,-1.0,0.0,3.67,0.6699999999999999,2.0,-3.0,0.6699999999999999,50.338727397684316,49.661272602315684
-5186.0,-1.0,0.0,0.0,-9.0,-6.0,-3.5,1.0,0.1699999999999999,1.277276347505275,98.72272365249472
1195.0,2.0,2.0,0.0,2.0,1.0,-5.0,-1.67,-1.25,38.34976507397722,61.65023492602278
-44.0,0.0,2.0,1.0,0.83,2.0,5.0,0.3,-4.0,49.747285885336154,50.252714114663846
710.0,1.0,-1.0,0.0,1.0,-3.0,-3.67,-4.5,-4.67,62.533393851719175,37.466606148280825
2190.0,0.0,2.0,0.0,1.33,8.33,2.0,0.0,3.17,79.92700204507337,20.072997954926635
-1060.0,-1.0,1.0,1.0,-3.21,-1.0,-0.5800000000000001,3.0,8.75,23.517125400270665,76.48287459972934
-1242.0,-1.0,1.0,0.0,-1.17,-2.0,2.0,2.0,2.0,28.59735323218328,71.40264676781672
4787.0,2.0,0.0,-1.0,4.0,2.5,-2.0,7.67,-1.0,99.801623973893,0.1983760261069989
3963.0,2.0,-2.0,-1.0,4.0,4.67,-0.5,4.0,5.33,99.80970664030419,0.19029335969581496
-4623.0,2.0,1.0,1.0,3.0,1.0,-1.0,-2.67,-5.67,8.402882856767079,91.59711714323292
2274.0,0.0,-1.0,-1.0,7.83,0.5,0.0,-7.0,-5.5,95.79998582922772,4.200014170772278
-8008.0,1.0,1.0,3.0,1.0,-11.0,-2.0,-8.6,-5.5,0.32531550384434427,99.67468449615565
2531.0,0.0,-1.0,-1.0,3.0,-1.5,-10.0,1.5,1.0,96.17202817324774,3.827971826752261
177.0,-2.0,0.0,0.0,1.0,0.0,-3.5,-1.4,0.75,32.690828472815916,67.30917152718408
5063.0,2.0,0.0,0.0,3.0,8.4,7.83,0.33,1.5,99.91738906744874,0.08261093255126184
3808.0,0.0,0.0,0.0,5.0,1.4,1.83,3.0,-2.33,99.32503626952196,0.6749637304780407
-3082.0,0.0,1.0,1.0,3.0,-2.0,0.33,-0.3399999999999998,0.0,15.712004288437734,84.28799571156226
-273.0,0.0,0.0,-1.0,1.0,-4.0,-2.0,-3.0,-4.0,65.78295428363452,34.217045716365476
-3460.0,0.0,0.0,0.0,2.67,-2.0,-4.25,0.6699999999999999,1.0,18.239094387677714,81.76090561232229
-3837.0,0.0,1.0,3.0,-1.0,-0.5,-5.0,0.6699999999999999,-0.3399999999999998,5.139422731779456,94.86057726822054
1025.0,0.0,-1.0,-1.0,-2.0,4.0,1.0,3.0,5.0,74.08778446912021,25.91221553087979
-4143.0,-1.0,1.0,1.0,-0.33,3.17,1.5,-1.33,-1.83,5.283789859686543,94.71621014031345
2561.0,0.0,1.0,0.0,0.5,4.5,-1.33,1.17,1.93,91.72982177289262,8.27017822710738
-3423.0,-2.0,1.0,0.0,-4.67,3.5,2.0,-3.33,0.5,4.294096270115796,95.7059037298842
-4457.0,-2.0,1.0,1.0,-3.07,-4.0,-8.0,5.33,3.75,1.5678381944001452,98.43216180559986
-6879.0,-2.0,2.0,0.0,2.0,-1.34,-6.2,3.75,-1.08,0.294494624871206,99.7055053751288
3546.0,1.0,1.0,0.0,2.33,0.6600000000000001,3.33,1.5,4.33,98.21416404473983,1.7858359552601684
7398.0,2.0,1.0,-1.0,-1.0,6.07,5.75,3.0,1.67,99.99483210265069,0.005167897349309669
8153.0,2.0,-1.0,-4.0,3.2,1.66,0.75,2.0,6.0,99.9992855442689,0.000714455731099406
8618.0,2.0,-1.0,-3.0,1.2,9.5,2.5,7.5,5.6,99.99970389557524,0.0002961044247626887
-3840.0,-1.0,1.0,-1.0,-2.67,-5.0,-4.0,-1.5,-1.0,3.3601783698053507,96.63982163019465
-561.0,0.0,-1.0,0.0,0.0,-1.0,-3.5,4.67,0.5,75.48977115941148,24.510228840588525
-7463.0,0.0,2.0,1.0,-0.5,-2.67,-3.5,-2.7,-5.0,0.2129651986791314,99.78703480132087
2055.0,0.0,-1.0,0.0,0.0,1.66,1.5,1.0,1.5,94.22809138369811,5.771908616301886
8649.0,2.0,-1.0,-2.0,3.17,9.83,1.67,1.5,0.0,99.9997580019214,0.000241998078593042
-6353.0,-1.0,1.0,6.0,-8.5,-7.5,-3.33,0.0,-2.0,0.27039877056443573,99.72960122943556
1049.0,0.0,1.0,0.0,6.0,-2.33,1.0,1.0,5.33,53.68715392168157,46.31284607831843
-8701.0,-2.0,1.0,2.0,-7.5,-7.6,-9.5,2.0,-0.33,0.03628645396260103,99.9637135460374
5283.0,2.0,0.0,0.0,-1.5,0.4199999999999999,0.0,1.67,11.17,99.92638815387143,0.0736118461285713
608.0,2.0,0.0,0.0,-1.0,-0.8000000000000003,-2.7,-1.0,-0.5,43.598664608347256,56.401335391652744
12875.0,1.0,0.0,-2.0,5.0,11.0,8.67,2.6,11.6,99.99999957777645,4.222235503448246e-07
-735.0,2.0,1.0,-1.0,2.75,-1.0,1.0,-1.73,-6.0,62.19484700191582,37.80515299808418
1165.0,0.0,-1.0,1.0,-4.5,6.0,1.5,4.67,3.5,81.3626953608237,18.637304639176307
8155.0,0.0,0.0,-2.0,7.6,-2.0,1.5,-2.0,8.0,99.99917794940285,0.0008220505971507919
6916.0,2.0,-1.0,-2.0,1.25,5.5,5.0,4.0,4.0,99.99630518995384,0.0036948100461557942
-4055.0,-2.0,0.0,1.0,0.0,-8.8,-8.0,1.25,-0.6699999999999999,4.976479709496077,95.02352029050392
-7005.0,-2.0,2.0,1.0,-2.0,-2.0,-2.67,-3.5,-5.5,0.17228056306614395,99.82771943693386
-5964.0,0.0,-1.0,1.0,0.0,-1.5,-8.0,-6.0,-2.25,3.7696336956275305,96.23036630437247
3085.0,2.0,0.0,0.0,3.0,3.83,6.75,-2.0,5.0,98.18145867829922,1.8185413217007778
-327.0,-1.0,1.0,0.0,-0.1299999999999999,-1.5,4.7,0.33,1.25,49.4359777481212,50.5640222518788
-9771.0,-1.0,1.0,1.0,-4.0,-5.0,-3.67,-3.5,-3.0,0.0393957272942059,99.9606042727058
-1114.0,-2.0,2.0,0.0,-5.0,0.3500000000000001,-1.0,6.0,5.33,9.981627126799484,90.01837287320052
-8734.0,-2.0,2.0,2.0,-6.83,-10.75,-6.0,1.0,-1.0,0.021057840773545264,99.97894215922645
-153.0,2.0,1.0,0.0,1.0,-3.0,-5.8,-0.5,-1.67,58.023573496458184,41.976426503541816
10828.0,1.0,-1.0,-1.0,2.5,8.0,8.71,8.2,4.0,99.99999365072934,6.3492706630086104e-06
4617.0,2.0,-2.0,-2.0,2.0,5.0,0.0,9.67,9.5,99.91936901169082,0.08063098830918136
-3993.0,0.0,1.0,2.0,-1.0,-3.0,0.5,-7.5,-6.33,5.055743011171017,94.94425698882898
-2760.0,-2.0,1.0,1.0,-1.0,-1.33,-0.33,0.1999999999999999,-2.75,9.094235400527102,90.9057645994729
398.0,2.0,-1.0,-1.0,-0.6699999999999999,-2.17,-0.4199999999999999,-2.5,-2.7,47.38688244739498,52.61311755260502
2765.0,-1.0,-1.0,1.0,-3.67,9.0,1.33,7.67,6.75,98.32138083327942,1.6786191667205799
4117.0,0.0,1.0,-1.0,1.5,7.5,9.5,-0.5,1.47,99.31032186756666,0.6896781324333432
-11415.0,-1.0,1.0,3.0,-1.0,-5.0,-13.78,-5.8,-10.25,0.010440280347044402,99.98955971965296
5331.0,2.0,-1.0,0.0,7.67,10.33,6.5,1.0,3.0,99.97278823376551,0.027211766234486845
3049.0,2.0,1.0,0.0,0.0,0.0,2.0,2.5,2.67,95.63861533658158,4.36138466341842
4847.0,2.0,-2.0,-1.0,3.67,2.67,0.0,1.0,2.0,99.9508514877985,0.04914851220149785
4937.0,1.0,2.0,0.0,2.33,0.0,2.25,2.5,-0.08,99.59819805764367,0.4018019423563288
2905.0,-2.0,0.0,-1.0,5.0,0.0,0.0,2.25,5.67,97.25707479138991,2.742925208610089
-940.0,0.0,1.0,0.0,0.0,-1.17,1.95,3.67,9.0,40.833335597239675,59.166664402760325
1025.0,0.0,-1.0,-1.0,-1.0,-1.34,0.8,1.0,-6.67,71.031758992428,28.968241007572004
6935.0,0.0,0.0,0.0,0.0,9.2,4.7,5.5,5.5,99.99541122455501,0.0045887754449864815
-1072.0,2.0,1.0,0.0,1.0,-1.0,2.0,-3.0,2.1,49.46380573568657,50.53619426431343
-3679.0,-2.0,-1.0,2.0,-5.0,-5.67,1.67,-0.8,4.33,10.390548107957418,89.60945189204259
-8033.0,-1.0,1.0,2.0,-5.4,-5.8,-4.9,-2.0,-3.5,0.11215552390944894,99.88784447609055
-4085.0,0.0,1.0,0.0,0.0,-2.5,1.0,-0.5,-1.53,6.224553210110612,93.77544678988939
-1718.0,2.0,1.0,1.0,3.75,-1.34,3.75,-6.0,-5.33,47.56257749762277,52.43742250237723
15987.0,1.0,-1.0,-5.0,7.0,7.0,3.0,11.67,7.83,99.99999999667875,3.3212472771992907e-09
-4475.0,-2.0,-2.0,0.0,-0.5,-8.0,0.0,-0.33,-0.8300000000000001,17.350543149399346,82.64945685060066
-3324.0,0.0,1.0,0.0,-1.0,-6.0,3.0,-0.5,5.0,8.977676864533493,91.02232313546651
-14936.0,-1.0,1.0,5.0,-2.75,-9.67,-1.0,-11.25,-6.17,0.0009291469903410222,99.99907085300966
3320.0,2.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,3.5,98.97152470013391,1.0284752998660878
8547.0,0.0,-1.0,-2.0,0.1999999999999999,12.33,4.33,3.5,1.75,99.99974000920791,0.00025999079208816056
1051.0,0.0,-1.0,1.0,0.5,1.83,4.0,-0.25,3.5,80.80140246746511,19.19859753253489
-3706.0,2.0,-1.0,0.0,2.5,-0.3999999999999999,1.17,-2.73,-8.25,42.58715268850676,57.41284731149324
2857.0,2.0,1.0,-2.0,0.0,4.0,4.4,-0.83,0.1699999999999999,93.25721007768786,6.7427899223121415
-4449.0,1.0,2.0,1.0,-2.0,0.1699999999999999,-3.0,-5.33,-6.6,1.9763758738767752,98.02362412612322
-4609.0,-2.0,0.0,1.0,2.0,-4.0,3.0,-4.0,-4.67,7.087770784786279,92.91222921521373
6950.0,2.0,2.0,-1.0,1.33,5.0,-2.5,2.0,6.75,99.9803852138325,0.019614786167494458
-3073.0,-2.0,1.0,0.0,-0.6699999999999999,-3.0,-5.0,0.0,-0.5,5.934223952241335,94.06577604775866
5556.0,-1.0,-2.0,0.0,0.0,10.0,1.0,4.5,10.5,99.98828106045063,0.011718939549368201
4973.0,0.0,0.0,-1.0,5.75,4.0,1.83,1.83,3.0,99.88907824284247,0.11092175715752717
-2715.0,0.0,1.0,1.0,3.75,-2.5,-3.67,-1.0,2.5,17.250815287612227,82.74918471238777
78.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,2.0,2.0,42.73376220434068,57.26623779565932
-10579.0,-1.0,-1.0,3.0,-0.75,-3.75,0.3299999999999999,-10.0,-2.5,0.13217430806697641,99.86782569193302
-2347.0,0.0,0.0,2.0,1.25,0.0,-1.0,-2.5,-3.0,32.72536875899128,67.27463124100872
-7617.0,0.0,0.0,2.0,2.5,-1.33,-5.33,-7.0,-2.0,0.8703947813934649,99.12960521860653
-12720.0,-1.0,1.0,3.0,-3.5,-10.0,0.0,-7.25,-1.92,0.004739887175210369,99.9952601128248
2791.0,2.0,-1.0,-1.0,6.5,5.5,-1.67,0.5,3.0,97.99189398627051,2.0081060137294884
5934.0,0.0,-2.0,-1.0,1.04,7.0,1.5,-1.5,1.25,99.9919873484759,0.008012651524097691
-1493.0,0.0,2.0,0.0,5.0,-1.5,-1.25,-2.0,-3.5,26.07387660227003,73.92612339772997
-1157.0,2.0,1.0,0.0,0.0,-8.67,0.5,-3.9,-10.25,41.899892996361324,58.100107003638676
-373.0,1.0,-1.0,0.0,-2.5,1.0,-1.0,4.5,4.5,78.41370617552384,21.586293824476158
-4024.0,0.0,1.0,-1.0,0.33,-10.0,-1.92,-4.8,-7.0,4.949867687999854,95.05013231200014
-1342.0,-2.0,-1.0,3.0,-0.66,1.0,-3.75,5.67,5.0,51.2248252264727,48.7751747735273
-1163.0,0.0,1.0,0.0,-3.0,-1.5,-1.0,0.0,0.0,26.33924609280285,73.66075390719715
-3656.0,1.0,1.0,1.0,0.6699999999999999,-7.6,-2.0,-2.25,-0.75,8.13137710775423,91.86862289224577
147.0,0.0,1.0,-1.0,-2.67,-5.5,-1.0,2.0,2.5,15.73344546627159,84.26655453372841
3243.0,2.0,1.0,-3.0,-0.6699999999999999,0.5,-0.5800000000000001,-2.33,-4.0,94.94067094808615,5.059329051913849
-98.0,2.0,2.0,0.0,-0.83,5.0,-4.0,-0.0699999999999998,-2.0,44.248197519886716,55.751802480113284
6625.0,1.0,-2.0,-1.0,7.0,7.0,0.0,5.5,7.67,99.99744149100566,0.0025585089943405137
8091.0,1.0,0.0,-3.0,-2.83,1.58,0.5800000000000001,6.71,13.0,99.99867646863831,0.001323531361691721
863.0,-2.0,-1.0,1.0,-1.27,0.5,2.0,-4.0,-0.33,75.46506812527055,24.534931874729452
4834.0,2.0,0.0,-1.0,-0.33,6.0,1.9,0.0,2.0,99.83782494836166,0.1621750516383429
645.0,-2.0,-1.0,1.0,0.5800000000000001,-1.0,5.0,0.4000000000000001,3.0,70.00593398488903,29.994066015110974
-1398.0,0.0,1.0,0.0,1.0,-2.67,-1.0,-8.0,-3.0,28.736848546201927,71.26315145379807
851.0,0.0,1.0,-1.0,-0.3299999999999999,-7.5,2.0,-0.1,-0.7999999999999999,37.37624032532001,62.62375967467999
996.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.2,8.25,76.21669106867803,23.78330893132197
-1956.0,0.0,0.0,0.0,-1.17,-2.4,3.5,1.33,-0.33,38.4804669447597,61.5195330552403
2683.0,2.0,1.0,0.0,1.5,-2.0,0.0,-3.67,0.0,92.53222417913257,7.4677758208674305
381.0,-2.0,-2.0,0.0,-1.0,1.5,1.0,-0.33,-4.0,68.02353127496123,31.97646872503877
-2938.0,0.0,1.0,1.0,1.5,1.83,3.0,-4.67,-3.5,16.639792917962463,83.36020708203753
3493.0,0.0,1.0,0.0,-3.5,-1.0,1.0,-1.0,2.5,97.78460667439496,2.215393325605035
-2900.0,-2.0,-1.0,0.0,-2.0,1.5,4.0,-1.67,-2.83,28.648295569398357,71.35170443060164
5161.0,0.0,0.0,0.0,-1.0,3.0,0.5800000000000001,2.75,5.0,99.91488253705162,0.08511746294837508
5910.0,2.0,1.0,-1.0,10.4,3.0,-1.0,2.2,1.0,99.95081811143453,0.0491818885654709
-3805.0,0.0,0.0,0.0,-1.0,-9.33,-6.0,2.17,-4.5,8.924896664599432,91.07510333540057
-3358.0,2.0,2.0,-1.0,-1.0,-9.5,-0.33,-0.5,-2.0,5.889044895489928,94.11095510451007
-1634.0,2.0,-2.0,0.0,2.0,0.5,-4.75,-5.25,-2.75,81.03060530493434,18.96939469506566
-858.0,0.0,1.0,0.0,0.83,2.34,0.0,0.92,-2.4,45.263991310855644,54.736008689144356
-160.0,0.0,-1.0,-1.0,-0.33,0.25,-1.17,-0.33,-3.66,81.00122007468002,18.99877992531998
1292.0,0.0,-1.0,0.0,6.83,-1.0,-1.0,0.7,-2.5,83.48219099828927,16.51780900171073
