top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role,score_blue,score_red,score_blue_role,score_red_role
Darius,Gragas,Fiddlesticks,Vi,Yasuo,Zed,Vayne,Jhin,Senna,Thresh,-3800.0,red,0,0.0,0.0,-0.5,0.0,-1.0,-10.6,-10.0,top,Fighter,top,Fighter,jungle,Mage,jungle,Fighter,top,Fighter,top,Assassin,top,Marksman,adc,Marksman,support,Marksman,support,Support,3.0,4.0,3.0,4.0
Gragas,Taliyah,Zilean,Lissandra,Lux,Jayce,Xayah,Wukong,Maokai,Thresh,988.0,blue,-2,2.0,0.0,1.0,2.0,6.67,-1.0,2.67,top,Fighter,jungle,Mage,mid,Support,mid,Mage,mid,Mage,top,Fighter,adc,Marksman,top,Fighter,top,Tank,support,Support,3.0,1.0,5.0,3.0
Irelia,Poppy,Ekko,Rammus,Zed,Rumble,Sivir,Karthus,Shaco,Pyke,53.0,red,-2,2.0,0.0,0.0,-3.67,1.0,-1.75,-0.6699999999999999,top,Fighter,top,Tank,jungle,Assassin,jungle,Tank,top,Assassin,top,Fighter,adc,Marksman,jungle,Mage,jungle,Assassin,support,Support,3.0,3.0,3.0,4.0
Kai'Sa,Ivern,Nasus,Rengar,Aurelion Sol,Zoe,Tristana,Jinx,Leona,Nautilus,173.0,blue,0,0.0,0.0,-1.0,2.0,3.5,5.33,1.75,adc,Marksman,jungle,Support,top,Fighter,top,Assassin,mid,Mage,mid,Mage,mid,Marksman,adc,Marksman,support,Tank,mid,Tank,2.0,2.0,4.0,5.0
Camille,Ornn,Nocturne,Gragas,Katarina,Zed,Aphelios,Varus,Morgana,Thresh,-6000.0,red,-2,1.0,1.0,-1.5,-2.0,2.0,-3.0,-6.25,top,Fighter,top,Tank,jungle,Assassin,top,Fighter,mid,Assassin,top,Assassin,adc,Marksman,mid,Marksman,support,Mage,support,Support,5.0,2.0,4.0,5.0
Gangplank,Aurelion Sol,Viego,Talon,Viktor,Evelynn,Ezreal,Xayah,Thresh,Rakan,5017.0,blue,-2,0.0,0.0,3.0,6.0,6.0,3.0,3.0,top,Fighter,mid,Mage,jungle,Assassin,jungle,Assassin,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,3.0,5.0,4.0
Shen,Pantheon,Kindred,Viktor,Cho'Gath,Wukong,Zeri,Aphelios,Senna,Milio,3902.0,red,-1,1.0,0.0,-0.75,0.33000000000000007,1.0,3.0,1.0,top,Tank,top,Fighter,jungle,Marksman,mid,Mage,top,Tank,top,Fighter,adc,Marksman,adc,Marksman,support,Marksman,support,Support,4.0,3.0,2.0,4.0
Trundle,Cho'Gath,Ekko,Rengar,Aurelion Sol,Vel'Koz,Jinx,Xayah,Milio,Taric,2079.0,red,2,1.0,-1.0,0.25,-0.5,2.0,0.0,-3.0,top,Fighter,top,Tank,jungle,Assassin,top,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,5.0,5.0
Yone,Mordekaiser,Vi,Master Yi,Galio,Katarina,Aphelios,Jinx,Lulu,Zyra,4019.0,blue,0,1.0,-1.0,4.33,0.08000000000000007,4.0,0.9999999999999999,3.0,top,Assassin,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Tank,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,5.0,5.0,4.0
Camille,Sion,Viego,Kha'Zix,Neeko,Katarina,Xayah,Jinx,Seraphine,Shaco,-7602.0,red,-2,2.0,0.0,-2.0,-7.33,-1.5,-0.5,-10.43,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,jungle,Mage,mid,Assassin,adc,Marksman,adc,Marksman,adc,Mage,jungle,Assassin,3.0,4.0,4.0,3.0
Riven,Jax,Kindred,Evelynn,Swain,Kai'Sa,Zeri,Jayce,Lulu,Janna,7211.0,blue,2,-2.0,-2.0,-2.5,5.62,7.86,6.75,8.67,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,top,Mage,adc,Marksman,adc,Marksman,top,Fighter,support,Support,support,Support,4.0,3.0,4.0,4.0
Riven,Fiora,Jarvan IV,Bel'Veth,Zoe,Zilean,Zeri,Lucian,Nami,Renata Glasc,9260.0,blue,1,2.0,-1.0,1.0,7.0,4.0,3.0,1.5,top,Fighter,top,Fighter,jungle,Tank,jungle,Fighter,mid,Mage,mid,Support,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,5.0,3.0
Sett,Rengar,Kayn,Volibear,Cassiopeia,Zoe,Jinx,Jhin,Leona,Pyke,209.0,blue,1,-1.0,0.0,1.0,-1.5,1.0,-1.0,-2.0,top,Fighter,top,Assassin,top,Fighter,top,Fighter,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,3.0,4.0,4.0,5.0
Ornn,Aurelion Sol,Karma,Seraphine,Lux,Camille,Xayah,Jarvan IV,Wukong,Ashe,-2382.0,red,-2,2.0,0.0,-4.67,-1.0,-4.5,0.0,-4.0,top,Tank,mid,Mage,support,Mage,adc,Mage,mid,Mage,top,Fighter,adc,Marksman,jungle,Tank,top,Fighter,adc,Marksman,3.0,0.0,4.0,4.0
K'Sante,Jayce,Lee Sin,Elise,Akali,Yasuo,Jinx,Caitlyn,Soraka,Senna,2611.0,blue,0,0.0,0.0,0.0,4.0,3.75,-3.67,-5.0,top,Tank,top,Fighter,jungle,Fighter,jungle,Mage,top,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Marksman,4.0,4.0,5.0,3.0
Jayce,Gnar,Lee Sin,Rammus,Gragas,Katarina,Draven,Kai'Sa,Braum,Zyra,5816.0,blue,2,1.0,-1.0,3.4,4.5,0.0,0.16999999999999993,1.3399999999999999,top,Fighter,top,Fighter,jungle,Fighter,jungle,Tank,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Mage,4.0,5.0,3.0,5.0
Olaf,Fizz,Vi,Gragas,Syndra,Akshan,Xayah,Jinx,Rakan,Senna,1709.0,red,2,1.0,-1.0,-6.75,-1.67,-1.0,-0.8300000000000001,0.9199999999999999,top,Fighter,mid,Assassin,jungle,Fighter,top,Fighter,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Marksman,5.0,2.0,4.0,3.0
Yone,Viktor,Evelynn,Lee Sin,Darius,Aurelion Sol,Jhin,Jinx,Karma,Zilean,-76.0,red,-2,-1.0,-1.0,-2.33,-1.33,-3.5,5.5,0.5,top,Assassin,mid,Mage,jungle,Assassin,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,mid,Support,4.0,3.0,4.0,4.0
Kayle,Singed,Kha'Zix,Elise,Janna,Xin Zhao,Varus,Xayah,Karma,Lulu,-1385.0,red,-2,0.0,0.0,-0.5800000000000001,1.0,1.0,-0.33000000000000007,1.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Mage,support,Support,jungle,Fighter,mid,Marksman,adc,Marksman,support,Mage,support,Support,3.0,4.0,5.0,5.0
Aatrox,Irelia,Draven,Udyr,Ahri,Lux,Lee Sin,Tristana,Milio,Zyra,1348.0,blue,-2,0.0,0.0,0.83,2.67,2.0,2.0,4.0,top,Fighter,top,Fighter,adc,Marksman,top,Fighter,mid,Mage,mid,Mage,jungle,Fighter,mid,Marksman,support,Support,support,Mage,3.0,3.0,4.0,3.0
Teemo,Garen,Lee Sin,Ekko,Anivia,Zed,Caitlyn,Jinx,Morgana,Renata Glasc,2394.0,red,0,-1.0,-1.0,-1.0,-3.0,1.75,-0.5,3.0,top,Marksman,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Mage,support,Support,5.0,4.0,3.0,4.0
Sett,Azir,Kha'Zix,Shaco,Yasuo,Pantheon,Ezreal,Kog'Maw,Maokai,Nami,953.0,red,2,1.0,0.0,-1.67,-1.0,0.5,-1.0,-0.5,top,Fighter,mid,Mage,jungle,Assassin,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,top,Tank,support,Support,3.0,3.0,4.0,5.0
Gangplank,Elise,Viego,Fiddlesticks,Azir,Zed,Jhin,Kai'Sa,Soraka,Milio,-7274.0,blue,-2,-1.0,2.0,-5.67,-1.0,-1.0,-2.5,-2.0,top,Fighter,jungle,Mage,jungle,Assassin,jungle,Mage,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,3.0,5.0,4.0
Malphite,Vladimir,Lee Sin,Jarvan IV,Ezreal,Irelia,Lux,Seraphine,Nautilus,Morgana,-5064.0,red,-2,1.0,1.0,0.0,5.0,0.8300000000000001,-6.0,4.0,top,Tank,top,Mage,jungle,Fighter,jungle,Tank,adc,Marksman,top,Fighter,mid,Mage,adc,Mage,mid,Tank,support,Mage,2.0,4.0,4.0,3.0
Kled,Olaf,Nocturne,Viego,Kayle,Lee Sin,Kai'Sa,Gwen,Nautilus,Swain,4731.0,blue,2,-1.0,-1.0,7.83,1.33,-5.6,1.0,0.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Fighter,jungle,Fighter,adc,Marksman,top,Fighter,mid,Tank,top,Mage,3.0,2.0,4.0,3.0
Gangplank,Poppy,Jarvan IV,Bel'Veth,Lucian,Twisted Fate,Syndra,Ezreal,Nami,Milio,13522.0,blue,1,-1.0,-3.0,1.0,4.75,11.83,5.0,10.5,top,Fighter,top,Tank,jungle,Tank,jungle,Fighter,adc,Marksman,mid,Mage,mid,Mage,adc,Marksman,support,Support,support,Support,3.0,5.0,5.0,5.0
Sion,Lillia,Nocturne,Lee Sin,Veigar,Aurelion Sol,Kai'Sa,Tristana,Thresh,Nautilus,1626.0,blue,2,2.0,0.0,-2.3,0.33000000000000007,-2.5,0.0,-0.5,top,Tank,jungle,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,mid,Marksman,support,Support,mid,Tank,5.0,2.0,5.0,4.0
Elise,Sett,Maokai,Bel'Veth,Vladimir,Fizz,Kai'Sa,Xayah,Seraphine,Soraka,-7265.0,red,-2,2.0,3.0,0.0,-3.0,-1.0,-7.0,-4.5,jungle,Mage,top,Fighter,top,Tank,jungle,Fighter,top,Mage,mid,Assassin,adc,Marksman,adc,Marksman,adc,Mage,support,Support,1.0,5.0,3.0,4.0
Illaoi,Cho'Gath,Nunu & Willump,Fiddlesticks,Sylas,Zoe,Miss Fortune,Samira,Pyke,Thresh,3032.0,blue,2,0.0,0.0,1.0,1.0,2.0,0.75,1.8,top,Fighter,top,Tank,jungle,Tank,jungle,Mage,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,5.0,4.0
Sion,Wukong,Zoe,Kha'Zix,Gragas,Kassadin,Jinx,Kai'Sa,Milio,Blitzcrank,2892.0,red,1,0.0,-2.0,-0.8300000000000001,4.5,4.0,-4.0,-3.5,top,Tank,top,Fighter,mid,Mage,jungle,Assassin,top,Fighter,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Tank,3.0,5.0,5.0,4.0
Gragas,Wukong,Jarvan IV,Kayn,Neeko,Viktor,Kai'Sa,Vayne,Lulu,Milio,2454.0,blue,2,-1.0,0.0,4.75,3.0,1.0,-2.0,-3.0,top,Fighter,top,Fighter,jungle,Tank,top,Fighter,jungle,Mage,mid,Mage,adc,Marksman,top,Marksman,support,Support,support,Support,4.0,3.0,5.0,4.0
Shen,Darius,Hecarim,Ekko,Yasuo,Malphite,Ezreal,Jinx,Lux,Thresh,-3252.0,red,-2,1.0,1.0,3.67,-4.5,-4.5,-3.5,-3.5,top,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,top,Fighter,top,Tank,adc,Marksman,adc,Marksman,mid,Mage,support,Support,3.0,4.0,4.0,5.0
Sion,Zac,Sylas,Rammus,Lissandra,Tristana,Jinx,Aphelios,Milio,Lulu,3412.0,red,2,-1.0,-1.0,-4.67,2.83,5.0,-0.5,-2.67,top,Tank,top,Tank,top,Mage,jungle,Tank,mid,Mage,mid,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,3.0
Ornn,Malphite,Gragas,Maokai,Yone,Yasuo,Senna,Samira,Seraphine,Nautilus,-1064.0,blue,-2,1.0,0.0,-3.67,-1.0,-0.5,3.0,-3.0,top,Tank,top,Tank,top,Fighter,top,Tank,top,Assassin,top,Fighter,support,Marksman,adc,Marksman,adc,Mage,mid,Tank,1.0,2.0,5.0,3.0
Ekko,Darius,Yasuo,Taliyah,Katarina,Veigar,Zeri,Ezreal,Blitzcrank,Thresh,-2044.0,blue,1,1.0,0.0,-0.8300000000000001,2.0,1.5,-5.0,0.6699999999999999,jungle,Assassin,top,Fighter,top,Fighter,jungle,Mage,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,3.0,5.0,4.0,4.0
Gnar,Sett,Thresh,Gragas,Yasuo,Zed,Veigar,Kai'Sa,Nunu & Willump,Milio,1144.0,red,2,1.0,0.0,-1.5,-3.5,-5.67,-2.0,-4.0,top,Fighter,top,Fighter,support,Support,top,Fighter,top,Fighter,top,Assassin,mid,Mage,adc,Marksman,jungle,Tank,support,Support,1.0,3.0,4.0,4.0
Rengar,Akshan,Maokai,Fiddlesticks,Cho'Gath,Irelia,Karthus,Xayah,Senna,Rakan,1001.0,blue,0,2.0,1.0,-0.5,8.33,1.83,3.0,8.0,top,Assassin,top,Marksman,top,Tank,jungle,Mage,top,Tank,top,Fighter,jungle,Mage,adc,Marksman,support,Marksman,support,Support,2.0,4.0,4.0,4.0
Dr. Mundo,Jax,Evelynn,Kha'Zix,Talon,Aurelion Sol,Caitlyn,Kai'Sa,Pantheon,Thresh,-1580.0,blue,0,0.0,0.0,-3.0,0.0,2.0,1.0,-0.75,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,jungle,Assassin,mid,Mage,adc,Marksman,adc,Marksman,top,Fighter,support,Support,3.0,5.0,3.0,5.0
Master Yi,Irelia,Diana,Wukong,Orianna,Azir,Yasuo,Xayah,Rakan,Lulu,8048.0,blue,2,-2.0,-3.0,3.67,11.25,1.67,9.8,10.6,jungle,Assassin,top,Fighter,jungle,Fighter,top,Fighter,mid,Mage,mid,Mage,top,Fighter,adc,Marksman,support,Support,support,Support,3.0,4.0,4.0,4.0
Nasus,Jax,Kha'Zix,Ekko,Ahri,Orianna,Xayah,Jinx,Rakan,Zilean,3072.0,blue,-1,-1.0,0.0,3.67,6.75,4.67,2.0,3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Support,5.0,4.0,5.0,5.0
Olaf,Kai'Sa,Nocturne,Warwick,Sylas,Nasus,Aphelios,Jinx,Rakan,Milio,7900.0,blue,1,-1.0,-3.0,0.9199999999999999,5.5,4.0,3.5,4.67,top,Fighter,adc,Marksman,jungle,Assassin,top,Fighter,top,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,2.0,5.0,3.0
Jayce,Tryndamere,Nunu & Willump,Shaco,Cho'Gath,LeBlanc,Lucian,Jinx,Nami,Milio,-6357.0,red,-1,-1.0,1.0,-2.67,-4.0,-5.67,-2.0,-2.0,top,Fighter,top,Fighter,jungle,Tank,jungle,Assassin,top,Tank,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,4.0
Jax,Kennen,Viego,Kha'Zix,Irelia,Pantheon,Zeri,Xerath,Seraphine,Maokai,-5392.0,red,-2,0.0,1.0,0.0,-0.27,-5.75,-4.0,-1.0,top,Fighter,top,Mage,jungle,Assassin,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,mid,Mage,adc,Mage,top,Tank,3.0,2.0,4.0,4.0
Olaf,Fiora,Master Yi,Lillia,Taliyah,Akshan,Xayah,Caitlyn,Morgana,Braum,5016.0,blue,2,0.0,-2.0,2.83,-1.5,2.17,1.0,4.25,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,jungle,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Mage,support,Support,4.0,4.0,4.0,3.0
Jax,Rumble,Hecarim,Viego,Sylas,Vladimir,Aphelios,Jinx,Rakan,Milio,5486.0,blue,2,1.0,0.0,3.0,2.0,0.0,4.0,4.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,top,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,5.0
Sion,Dr. Mundo,Diana,Shaco,Yasuo,Zac,Tristana,Samira,Nautilus,Pyke,5222.0,red,0,0.0,-2.0,-3.0,-3.0,-3.0,2.0,2.75,top,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,top,Fighter,top,Tank,mid,Marksman,adc,Marksman,mid,Tank,support,Support,2.0,4.0,3.0,5.0
Riven,Mordekaiser,Kha'Zix,Gragas,Ahri,Zed,Kai'Sa,Jinx,Blitzcrank,Lulu,2612.0,blue,0,2.0,1.0,-1.0,-2.0,2.33,2.0,3.5,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Tank,support,Support,5.0,3.0,5.0,4.0
Jax,Garen,Ekko,Kha'Zix,Jayce,Zoe,Seraphine,Ezreal,Nami,Braum,2894.0,blue,2,-1.0,-1.0,-3.0,10.0,5.75,1.0,3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,top,Fighter,mid,Mage,adc,Mage,adc,Marksman,support,Support,support,Support,4.0,5.0,4.0,5.0
Riven,Camille,Kha'Zix,Jarvan IV,Xerath,Azir,Xayah,Jhin,Pyke,Zilean,-882.0,blue,2,-1.0,0.0,0.0,-8.0,0.0,-7.0,-7.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Support,5.0,4.0,5.0,5.0
Ornn,Riven,Jarvan IV,Diana,Aurelion Sol,Twisted Fate,Ezreal,Kai'Sa,Blitzcrank,Thresh,-7244.0,blue,-2,1.0,1.0,-4.0,-7.33,-0.5,-6.0,-7.0,top,Tank,top,Fighter,jungle,Tank,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support,5.0,5.0,3.0,4.0
Darius,Gangplank,Wukong,Yorick,Neeko,Ahri,Jinx,Vayne,Pantheon,Zyra,2284.0,red,2,-1.0,-1.0,1.5,5.5,0.0,-2.0,-1.5,top,Fighter,top,Fighter,top,Fighter,top,Fighter,jungle,Mage,mid,Mage,adc,Marksman,top,Marksman,top,Fighter,support,Mage,2.0,3.0,3.0,3.0
Sett,Dr. Mundo,Rengar,Graves,Cassiopeia,Karthus,Kai'Sa,Fiora,Milio,Janna,3494.0,blue,2,-2.0,0.0,0.0,3.75,-0.08000000000000007,6.0,5.0,top,Fighter,top,Fighter,top,Assassin,jungle,Marksman,top,Mage,jungle,Mage,adc,Marksman,top,Fighter,support,Support,support,Support,3.0,3.0,5.0,4.0
Jayce,Lee Sin,Kayn,Camille,Zoe,Seraphine,Vayne,Karma,Thresh,Xayah,93.0,blue,-2,0.0,1.0,-3.0,1.0,5.0,-2.0,1.0,top,Fighter,jungle,Fighter,top,Fighter,top,Fighter,mid,Mage,adc,Mage,top,Marksman,support,Mage,support,Support,adc,Marksman,3.0,0.0,4.0,3.0
Sylas,Nasus,Elise,Maokai,Yasuo,Ahri,Draven,Xayah,Nautilus,Karma,3927.0,blue,2,-2.0,-1.0,1.0,2.0,5.4,-4.0,-4.67,top,Mage,top,Fighter,jungle,Mage,top,Tank,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Mage,3.0,4.0,4.0,4.0
Tahm Kench,Yorick,Master Yi,Nunu & Willump,Veigar,Gangplank,Vayne,Jinx,Janna,Brand,3880.0,blue,2,-2.0,0.0,-2.0,7.5,3.1,6.5,3.75,top,Support,top,Fighter,jungle,Assassin,jungle,Tank,mid,Mage,top,Fighter,top,Marksman,adc,Marksman,support,Support,support,Mage,4.0,4.0,4.0,4.0
Olaf,Mordekaiser,Viego,Zed,Talon,Yasuo,Vayne,Jinx,Karma,Amumu,-655.0,blue,-1,-1.0,0.0,0.0,-2.0,-1.0,-4.67,1.67,top,Fighter,top,Fighter,jungle,Assassin,top,Assassin,jungle,Assassin,top,Fighter,top,Marksman,adc,Marksman,support,Mage,jungle,Tank,3.0,2.0,4.0,4.0
Dr. Mundo,Kayle,Graves,Pantheon,Sylas,Vladimir,Ezreal,Kai'Sa,Zilean,Alistar,-2666.0,red,2,1.0,0.0,0.5,-4.5,-2.0,-6.0,-3.0,top,Fighter,top,Fighter,jungle,Marksman,top,Fighter,top,Mage,top,Mage,adc,Marksman,adc,Marksman,mid,Support,support,Tank,3.0,3.0,4.0,4.0
Darius,Zac,Hecarim,Nidalee,Kassadin,Yone,Zeri,Kai'Sa,Rakan,Janna,-16190.0,red,-1,0.0,5.0,-5.0,-9.75,-5.0,-8.8,-9.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Assassin,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,4.0,4.0
Nasus,Jax,Rek'Sai,Fiddlesticks,LeBlanc,Irelia,Kai'Sa,Xayah,Xerath,Rakan,5296.0,blue,2,1.0,-1.0,5.0,4.0,6.8,1.67,5.0,top,Fighter,top,Fighter,jungle,Fighter,jungle,Mage,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,mid,Mage,support,Support,4.0,4.0,4.0,4.0
Zac,Volibear,Graves,Lee Sin,Ahri,Talon,Jinx,Aphelios,Milio,Rakan,-242.0,blue,2,0.0,-1.0,-2.33,-3.0,-2.0,-2.0,-2.0,top,Tank,top,Fighter,jungle,Marksman,jungle,Fighter,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,4.0,4.0,4.0
Akshan,Malphite,Mordekaiser,Udyr,Katarina,Gragas,Jinx,Kai'Sa,Soraka,Rakan,-2702.0,red,2,2.0,1.0,3.0,1.5,2.0,-4.75,-4.0,top,Marksman,top,Tank,top,Fighter,top,Fighter,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,3.0,4.0,4.0
Sion,Yone,Zac,Viego,Heimerdinger,LeBlanc,Xayah,Jhin,Pyke,Brand,3562.0,blue,0,-1.0,-2.0,-4.67,0.32999999999999996,1.0,7.33,3.5,top,Tank,top,Assassin,top,Tank,jungle,Assassin,support,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Mage,3.0,5.0,4.0,3.0
Sion,Riven,Lillia,Sejuani,Cassiopeia,Ahri,Jhin,Vayne,Yasuo,Milio,7351.0,blue,2,-1.0,-2.0,-0.42000000000000004,1.0,3.5,6.75,4.5,top,Tank,top,Fighter,jungle,Fighter,jungle,Tank,top,Mage,mid,Mage,adc,Marksman,top,Marksman,top,Fighter,support,Support,3.0,4.0,4.0,5.0
Fiora,Poppy,Jarvan IV,Kha'Zix,Veigar,Annie,Jhin,Lucian,Yuumi,Thresh,-3011.0,red,-1,0.0,1.0,-2.0,-3.0,3.0,0.5,-1.0,top,Fighter,top,Tank,jungle,Tank,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support,5.0,5.0,5.0,5.0
Nasus,Akshan,Master Yi,Malzahar,Ziggs,Shaco,Xayah,Senna,Blitzcrank,Sion,-1077.0,blue,2,-1.0,-1.0,0.0,-1.0,1.0,1.67,4.0,top,Fighter,top,Marksman,jungle,Assassin,mid,Mage,mid,Mage,jungle,Assassin,adc,Marksman,support,Marksman,support,Tank,top,Tank,5.0,1.0,5.0,4.0
Fiora,Akshan,Zac,Nidalee,Zilean,Vel'Koz,Kai'Sa,Vayne,Pyke,Leona,5407.0,blue,2,-2.0,0.0,-1.0,-0.16999999999999993,4.0,3.6,10.5,top,Fighter,top,Marksman,top,Tank,jungle,Assassin,mid,Support,mid,Mage,adc,Marksman,top,Marksman,support,Support,support,Tank,4.0,4.0,4.0,4.0
Kayle,Kha'Zix,Jayce,Cho'Gath,Shaco,Viktor,Leona,Milio,Kai'Sa,Lucian,2053.0,blue,-2,1.0,0.0,1.0,3.5,-4.0,-2.0,1.5,top,Fighter,jungle,Assassin,top,Fighter,top,Tank,jungle,Assassin,mid,Mage,support,Tank,support,Support,adc,Marksman,adc,Marksman,1.0,1.0,4.0,5.0
Malphite,Ornn,Jarvan IV,Lee Sin,LeBlanc,Varus,Caitlyn,Kai'Sa,Thresh,Karma,5684.0,red,2,-1.0,-1.0,1.0,6.0,3.87,0.5,1.83,top,Tank,top,Tank,jungle,Tank,jungle,Fighter,mid,Assassin,mid,Marksman,adc,Marksman,adc,Marksman,support,Support,support,Mage,5.0,5.0,4.0,4.0
Sion,Jayce,Sylas,Lillia,Fizz,Yasuo,Samira,Caitlyn,Janna,Morgana,-4857.0,red,0,1.0,0.0,-3.43,-6.33,-1.58,-1.9300000000000002,5.0,top,Tank,top,Fighter,top,Mage,jungle,Fighter,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Mage,4.0,4.0,5.0,3.0
Kennen,Darius,Kayn,Rengar,Camille,Galio,Kai'Sa,Aphelios,Janna,Milio,-7672.0,red,-2,-1.0,2.0,-3.33,-12.5,0.0,-7.0,-7.33,top,Mage,top,Fighter,top,Fighter,top,Assassin,top,Fighter,mid,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support,3.0,4.0,4.0,5.0
Pantheon,Zac,Poppy,Lillia,Akali,Riven,Ezreal,Lucian,Zyra,Nami,625.0,red,0,0.0,0.0,-1.0,-4.5,-2.0,6.75,1.6600000000000001,top,Fighter,top,Tank,top,Tank,jungle,Fighter,top,Assassin,top,Fighter,adc,Marksman,adc,Marksman,support,Mage,support,Support,3.0,4.0,5.0,4.0
Malphite,Yasuo,Sylas,Rek'Sai,Veigar,Akali,Zeri,Twitch,Braum,Milio,6922.0,blue,1,1.0,0.0,6.75,11.0,1.42,2.0,4.0,top,Tank,top,Fighter,top,Mage,jungle,Fighter,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support,4.0,4.0,4.0,4.0
Jax,Fiora,Lee Sin,Vi,Ahri,Yasuo,Kai'Sa,Samira,Blitzcrank,Alistar,-2800.0,red,0,2.0,-1.0,0.5800000000000001,-7.33,-8.75,1.33,-1.33,top,Fighter,top,Fighter,jungle,Fighter,jungle,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Tank,support,Tank,5.0,4.0,4.0,3.0
Dr. Mundo,Vayne,Jarvan IV,Lee Sin,Veigar,Qiyana,Caitlyn,Cho'Gath,Brand,Swain,936.0,blue,-1,-1.0,0.0,-3.0,0.16999999999999993,-1.58,0.3500000000000001,1.1,top,Fighter,top,Marksman,jungle,Tank,jungle,Fighter,mid,Mage,mid,Assassin,adc,Marksman,top,Tank,support,Mage,top,Mage,5.0,3.0,4.0,5.0
