gold_difference,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,blue_win_percentage,red_win_percentage
1098.0,0.0,-1.0,-1.0,0.0,4.5,-6.0,3.5,0.6699999999999999,60.32955386729832,39.67044613270168
8084.0,0.0,-2.0,-1.0,1.67,6.5,3.5,4.5,1.42,95.65411717713684,4.34588282286316
259.0,0.0,1.0,0.0,-0.7300000000000001,-1.83,1.75,3.5,0.6699999999999999,41.74620683843212,58.25379316156788
8550.0,1.0,-1.0,-1.0,1.67,4.5,6.0,-2.0,5.0,95.24133454837015,4.758665451629852
12783.0,1.0,0.0,-3.0,7.0,9.6,11.6,5.5,10.0,98.05792545058983,1.9420745494101652
-8865.0,-1.0,1.0,1.0,-1.0,-9.25,1.5,-11.0,-10.75,3.354435886643549,96.64556411335646
2026.0,2.0,1.0,-1.0,-0.8200000000000001,-0.6699999999999999,-0.8300000000000001,1.34,1.73,57.29954984195225,42.70045015804775
5047.0,2.0,-1.0,-2.0,0.8600000000000001,2.5,-3.0,6.0,0.5,85.78739613293973,14.212603867060267
2157.0,2.0,1.0,0.0,4.5,1.0,0.5,4.5,3.0,67.64231697399782,32.35768302600218
1447.0,2.0,-1.0,1.0,-3.67,-0.5,0.0,1.75,2.25,75.37246108267247,24.627538917327527
5083.0,-2.0,1.0,0.0,1.5,2.25,0.0,9.75,9.8,72.90505933308555,27.094940666914454
-738.0,0.0,0.0,0.0,-0.8300000000000001,0.33,-2.0,4.75,1.75,42.34510793580242,57.65489206419758
1248.0,2.0,-1.0,0.0,1.33,1.5,3.0,-1.0,-2.5,73.65976095448961,26.340239045510387
-7195.0,-2.0,0.0,2.0,-3.75,-5.4,-3.5,-10.25,-3.7,7.333662548884096,92.66633745111591
-1654.0,-1.0,0.0,2.0,1.17,7.0,-1.5,8.0,7.8,46.07612942483131,53.92387057516869
3409.0,2.0,1.0,-1.0,2.0,-1.0,-1.5,-4.0,-4.5,67.4418939542338,32.558106045766195
435.0,0.0,1.0,1.0,-3.0,1.0,0.33,4.5,5.5,47.512664348170254,52.487335651829746
-1709.0,1.0,-1.0,0.0,-0.83,3.0,7.67,1.25,2.0,50.17676065279269,49.82323934720731
-3170.0,-2.0,1.0,1.0,0.0,3.0,-0.8,5.25,-1.7,19.479547892351682,80.52045210764831
6176.0,2.0,-1.0,-1.0,1.5,7.5,4.9,5.75,0.5,92.63994569372865,7.360054306271351
13053.0,1.0,0.0,-3.0,2.9,4.8,4.83,19.38,8.5,97.96448296694828,2.0355170330517183
-5568.0,0.0,1.0,2.0,4.0,-3.0,-2.0,-7.6,-2.0,14.481107870170232,85.51889212982977
-863.0,2.0,0.0,1.0,1.9,-5.0,0.0,-5.5,-5.67,51.9366241639357,48.0633758360643
-4534.0,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,1.0,3.5,17.652744855531573,82.34725514446842
-1742.0,-2.0,-1.0,0.0,1.5,-1.0,-0.6699999999999999,3.0,3.67,36.14349776329229,63.85650223670771
-6328.0,0.0,-1.0,1.0,-1.0,-2.0,-1.0,-6.0,-2.0,16.4113726089345,83.5886273910655
16960.0,1.0,-1.0,-4.0,4.0,3.75,10.25,6.0,9.0,99.42589194290377,0.5741080570962254
-3267.0,-2.0,-1.0,1.0,0.5999999999999999,4.0,2.0,0.0,-1.33,31.579117202600315,68.42088279739968
-1901.0,-2.0,1.0,0.0,-0.5,-1.17,-4.4,0.75,-2.0,19.880332181317478,80.11966781868253
-12031.0,-2.0,0.0,5.0,-9.6,-6.6,-5.6,-2.67,-7.0,2.8047976315720455,97.19520236842796
2297.0,2.0,1.0,-3.0,2.1,0.0,-8.0,0.0,-3.0,49.24107142043503,50.75892857956497
3849.0,-2.0,0.0,-1.0,-1.25,8.5,0.95,9.75,5.75,68.81116468285877,31.188835317141226
-3302.0,0.0,0.0,1.0,-0.27,-5.5,-1.67,-0.5,-1.0,26.396752695560533,73.60324730443946
-4026.0,0.0,1.0,0.0,0.0,1.0,0.0,-7.67,-2.67,15.338690982877834,84.66130901712216
-7337.0,-2.0,1.0,1.0,-2.0,-2.67,-0.5,-10.0,-3.4,4.8238750326796165,95.17612496732039
-2721.0,0.0,2.0,1.0,-4.0,-5.0,-7.67,-6.0,-7.33,15.296639339057732,84.70336066094227
1640.0,-1.0,-1.0,1.0,-0.8300000000000001,4.33,-0.25,6.0,7.33,70.86366774008297,29.136332259917026
4027.0,0.0,0.0,0.0,1.67,6.5,8.0,6.6,9.0,81.03492633593709,18.965073664062913
-11366.0,0.0,0.0,1.0,-6.6,-5.33,-1.5,-6.0,-7.0,2.402058922572994,97.59794107742701
2468.0,2.0,-1.0,0.0,1.5,3.5,3.5,1.0,-0.1699999999999999,81.21996595494022,18.78003404505978
224.0,0.0,-1.0,1.0,2.5,1.0,-0.5,-7.0,-3.17,62.69080204964113,37.30919795035887
-2320.0,2.0,2.0,0.0,0.5,-2.0,-2.0,-3.0,-2.0,22.87450829776163,77.12549170223838
6057.0,2.0,-1.0,-1.0,1.0,4.4,1.5,13.4,3.6,92.14649940582039,7.853500594179607
