,gold_difference,team_win,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp
466,-9159.0,0,1.0,3.0,-2.0,-3.75,-2.0,-5.0,-6.0
467,-1155.0,1,-1.0,-1.0,-0.5800000000000001,1.0,-1.5,0.0,0.0
468,-9533.0,0,1.0,2.0,-4.5,-5.0,-4.17,-5.0,-7.0
469,630.0,0,-1.0,0.0,-7.75,-2.0,0.5,0.75,-0.33
470,5813.0,1,0.0,0.0,8.8,3.5,3.0,3.5,1.67
471,1362.0,1,-1.0,0.0,0.0,4.0,3.67,-0.5,-1.0
472,9284.0,1,0.0,-3.0,8.0,3.0,-1.0,5.67,4.29
473,5192.0,1,-1.0,0.0,1.0699999999999998,3.75,0.5,1.0,4.0
474,-4443.0,0,1.0,1.0,-1.5,2.0,-2.0,-2.67,-1.0
475,5644.0,1,1.0,0.0,2.0,5.2,1.33,0.6499999999999999,-1.9
476,4201.0,1,-1.0,0.0,5.75,5.5,3.0,1.0,4.5
477,-2485.0,0,2.0,0.0,0.92,4.0,5.0,-5.67,-6.0
478,2819.0,1,-1.0,1.0,-6.75,3.25,3.67,0.33,0.1699999999999999
479,6771.0,1,-2.0,-1.0,0.0,9.5,4.5,7.0,6.5
480,4617.0,1,-2.0,-2.0,2.0,5.0,0.0,9.67,9.5
481,-710.0,1,-1.0,0.0,2.67,1.0,-1.25,-2.5,-5.6
482,3383.0,1,-1.0,0.0,-1.0,4.0,1.8,5.0,4.0
483,1055.0,0,0.0,-1.0,-2.0,-1.1,-2.5,3.33,2.0
484,12061.0,1,-1.0,-1.0,-0.5,14.25,-0.6699999999999999,3.34,9.5
485,-9697.0,0,2.0,0.0,-2.0,-9.5,-3.67,-1.67,-6.0
486,1500.0,0,0.0,0.0,-6.0,2.25,0.6699999999999999,10.0,9.0
487,-4052.0,0,2.0,1.0,4.0,-3.5,-1.5,-4.0,-3.33
488,4814.0,1,2.0,-2.0,2.33,-0.3299999999999999,2.33,3.67,2.5
489,-1114.0,0,1.0,1.0,-4.0,-6.0,-0.6699999999999999,-2.0,1.5
490,279.0,1,0.0,0.0,2.6,4.0,-1.5,-0.8,-3.0
491,-4960.0,0,0.0,1.0,-2.0,2.0,-1.5,2.0,0.0
492,4768.0,1,-1.0,0.0,6.5,3.67,4.75,0.3399999999999998,3.5
493,2631.0,0,-2.0,1.0,0.33,4.5,4.0,2.5,1.5
494,1743.0,1,-2.0,1.0,6.5,1.0,-3.5,-2.0,0.83
495,-829.0,0,0.0,0.0,1.93,2.0,3.5,-2.17,-1.8
496,3157.0,1,-1.0,1.0,0.3299999999999999,5.25,7.67,-0.4199999999999999,0.0
497,-5363.0,0,2.0,1.0,-0.5,-4.5,-6.67,-5.67,-5.67
498,81.0,1,1.0,0.0,1.33,6.25,0.0,2.17,3.5
499,156.0,0,2.0,0.0,-2.67,2.0,3.67,-0.3,0.0
500,1812.0,1,-1.0,0.0,-3.0,-1.33,-1.5,1.0,-1.27
501,-3553.0,1,2.0,0.0,0.0,-1.33,-1.67,-1.5,-7.5
502,2596.0,0,0.0,-1.0,0.0,-9.0,-1.73,3.0,4.2
503,8874.0,1,0.0,-3.0,-1.0,2.47,-1.0,10.33,0.25
504,-408.0,1,-1.0,0.0,-2.0,1.25,0.1699999999999999,-7.67,-1.0
505,-2216.0,0,2.0,1.0,0.0,2.0,1.67,-4.0,-4.0
506,-4718.0,0,2.0,1.0,4.4,-2.0,-1.0,-2.5,-5.75
507,-4266.0,0,1.0,0.0,-1.33,2.0,-1.0,-2.0,3.5
508,3644.0,1,1.0,-1.0,1.27,4.0,3.0,2.0,3.0
509,-3560.0,1,-2.0,0.0,-0.53,3.7,-3.75,-2.83,-2.0
510,-3435.0,0,1.0,1.0,0.5,-2.07,2.67,-0.8300000000000001,-3.0
511,2885.0,1,1.0,0.0,1.0,-1.5,-5.0,2.0,7.0
512,4077.0,1,0.0,-2.0,0.5,3.0,-2.0,-0.5,4.0
513,7557.0,1,-2.0,-1.0,1.5,6.25,8.0,-4.5,1.67
514,-2811.0,0,1.0,0.0,-4.0,-2.67,3.33,-0.6699999999999999,-1.08
515,7838.0,1,0.0,-2.0,4.0,6.0,6.25,2.5,2.25
516,4195.0,1,1.0,0.0,2.0,3.0,1.0,0.0,-3.33
517,339.0,1,0.0,1.0,-0.5,7.5,3.0,1.5,-0.5
518,452.0,1,-1.0,0.0,1.9,-0.75,6.67,-2.0,1.5
519,714.0,0,1.0,0.0,1.5,4.5,-1.0,0.5,2.0
520,-2814.0,0,-1.0,0.0,3.5,1.17,-4.33,-4.0,-2.0
521,4009.0,0,-1.0,-1.0,0.0,5.5,0.0,5.0,7.0
522,-2321.0,1,-1.0,0.0,-1.17,-1.0,2.0,0.0,3.4
523,6599.0,1,-1.0,-2.0,-0.33,8.0,2.0,5.0,3.3
524,-1662.0,0,0.0,1.0,3.67,-1.67,1.5,-2.0,4.33
525,-1971.0,0,2.0,0.0,1.0,5.5,-4.5,1.33,-1.0
526,-4811.0,0,1.0,1.0,1.0,-1.5,0.5,1.5,-8.0
527,-3061.0,0,2.0,1.0,0.0,-1.5,0.0,-6.67,-4.5
528,1380.0,0,0.0,0.0,-1.0,-2.25,-6.0,3.45,1.0
529,-3559.0,1,0.0,0.0,-2.4,0.0,-4.67,-1.17,1.53
530,-3595.0,1,0.0,0.0,-4.75,-0.5,-2.33,-2.33,-6.0
531,1233.0,1,-1.0,1.0,1.0,3.17,7.83,0.0,-0.25
532,-822.0,0,1.0,0.0,-2.5,2.6,-2.0,3.5,0.0
533,13323.0,1,-1.0,-3.0,-1.67,5.75,1.67,2.83,9.5
534,-2351.0,1,0.0,1.0,-2.33,-3.0,-1.0,-2.0,-1.0
535,-2116.0,0,1.0,0.0,0.33,-8.67,-3.0,-2.0,-2.0
536,-6087.0,0,2.0,0.0,0.33,-1.0,0.0,-2.33,0.0
537,1938.0,1,2.0,-1.0,5.0,-3.0,1.0,0.0,-0.33
538,-8831.0,0,2.0,2.0,-1.17,-8.33,-8.75,-7.67,-7.67
539,2454.0,1,-2.0,-1.0,2.0,11.0,0.75,1.5,1.33
540,-12888.0,0,2.0,1.0,-3.0,-6.0,-1.08,-6.83,-13.83
541,-3716.0,0,2.0,1.0,-4.75,-8.0,-5.33,1.0,0.8300000000000001
542,-301.0,0,1.0,0.0,1.0,6.0,2.0,-2.5,-4.17
543,-3011.0,0,0.0,1.0,-2.0,-3.0,3.0,0.5,-1.0
544,5017.0,1,0.0,0.0,3.0,6.0,6.0,3.0,3.0
545,5354.0,1,-1.0,-1.0,8.83,3.17,4.33,1.0,0.66
546,-2121.0,0,0.0,-1.0,1.5,-4.0,-8.0,-0.08,1.0
547,-2479.0,0,1.0,0.0,-1.0,3.5,3.0,-4.0,-4.0
548,-507.0,0,0.0,0.0,-0.6699999999999999,-2.83,1.0,0.92,-1.25
549,-5465.0,0,1.0,1.0,0.89,-0.5,-1.5,-5.75,-4.5
550,-4449.0,0,2.0,1.0,-0.83,2.0,-5.2,0.6699999999999999,0.1699999999999999
551,-2726.0,1,-2.0,0.0,2.33,1.83,1.5,-0.1699999999999999,-0.0499999999999998
552,2754.0,1,0.0,0.0,-1.67,8.33,1.0,4.0,2.0
553,-2761.0,0,2.0,0.0,0.08,-5.0,-3.33,3.0,-1.67
554,2144.0,1,0.0,0.0,-1.17,-6.0,4.0,0.4199999999999999,-0.8300000000000001
555,-11954.0,0,-1.0,2.0,-3.67,-1.79,-1.25,-10.2,-2.5
556,-4807.0,0,1.0,0.0,-1.5,-6.67,-1.67,-0.08,0.5
557,3844.0,1,1.0,-1.0,4.6,-0.75,0.0,-0.25,-1.67
558,-9044.0,0,2.0,2.0,-0.5,-8.33,-7.0,-5.0,-6.8
559,1636.0,1,2.0,-1.0,-1.58,6.0,0.17,3.9,-1.9
560,1572.0,1,-2.0,0.0,-2.33,5.0,2.0,4.0,6.0
561,-738.0,0,2.0,0.0,0.0,1.0,2.5,-2.0,2.5
562,2788.0,0,-1.0,-1.0,0.83,2.0,-2.0,1.25,-2.5
563,-4961.0,0,2.0,0.0,-0.5,-7.0,-1.0,-2.5,-5.0
564,12852.0,1,-2.0,-1.0,4.0,9.5,-0.25,9.71,6.3
565,6944.0,1,-2.0,-1.0,2.67,-7.0,0.33,3.25,3.67
566,4643.0,1,-1.0,-1.0,-1.0,1.7600000000000002,8.67,5.93,6.0
567,-8991.0,0,1.0,3.0,-6.33,0.6699999999999999,-0.25,-5.75,-2.17
568,6325.0,1,-2.0,-1.0,3.75,3.5,-0.5,7.5,7.75
569,-8001.0,0,0.0,2.0,-2.83,-7.8,-2.73,-3.0,-6.5
570,6885.0,1,-1.0,-1.0,0.0,1.0,2.1,5.0,6.0
571,2501.0,0,1.0,0.0,3.5,3.0,2.0,0.5,-2.75
572,4806.0,1,1.0,-1.0,3.0,6.0,0.1699999999999999,4.0,6.75
573,-379.0,0,2.0,0.0,-1.0,-1.5,0.0,0.0,-3.67
574,5534.0,0,0.0,0.0,1.0,5.29,9.0,3.75,3.0
575,6290.0,1,-1.0,-2.0,0.6699999999999999,1.83,2.0,-0.25,1.33
576,-855.0,1,-1.0,0.0,-6.0,3.33,0.8300000000000001,2.5,3.5
577,-1394.0,0,1.0,0.0,-2.0,-0.5,-5.5,-1.0,-1.0
578,-7001.0,0,1.0,2.0,-2.62,-1.2,-6.33,-1.33,1.4600000000000002
579,1407.0,0,2.0,-1.0,3.67,-1.0,-1.5,0.0,-2.25
580,-13102.0,0,2.0,3.0,-1.67,-8.67,-5.0,-13.0,-13.0
581,-389.0,1,0.0,1.0,-4.67,0.6699999999999999,2.8,6.75,4.5
582,380.0,0,1.0,0.0,1.33,-0.8,-0.3399999999999998,-5.67,1.67
583,5465.0,1,-2.0,-2.0,-1.67,9.0,0.0,2.0,0.8999999999999999
584,-2603.0,0,1.0,1.0,0.5,-6.67,-4.75,2.17,4.0
585,417.0,0,2.0,0.0,-3.5,-3.0,-2.0,-1.0,-1.0
586,-1194.0,0,-2.0,0.0,1.0,0.0,0.0,-3.0,-4.0
587,5364.0,0,-1.0,-1.0,-2.0,4.5,1.5,9.8,5.67
588,4489.0,0,-1.0,0.0,-3.0,8.33,0.0,0.1699999999999999,3.0
589,2246.0,0,2.0,0.0,1.0,1.5,0.5,0.0,-1.0
590,-11409.0,0,1.0,1.0,-3.75,-3.17,-1.67,-6.0,-3.0
591,830.0,1,-1.0,1.0,-2.5,-1.5,0.5,4.5,5.67
592,-1908.0,0,1.0,0.0,-1.25,2.5,-0.5,-4.0,-5.0
593,11316.0,1,-2.0,-5.0,6.0,4.0,2.0,7.67,4.75
594,1225.0,0,1.0,0.0,3.0,-3.33,5.0,-2.5,-2.5
595,-8459.0,0,-1.0,2.0,-1.0,-1.5,-3.5,3.5,1.0
596,1246.0,1,-2.0,0.0,-1.5,-2.0,3.67,0.75,2.0
597,4633.0,1,-1.0,-1.0,2.0,1.0,-3.0,5.67,5.5
598,-1593.0,0,-1.0,1.0,-4.83,6.5,-0.25,1.17,-7.0
599,391.0,1,-1.0,1.0,4.75,2.0,-2.0,1.17,2.5
600,-3123.0,0,0.0,0.0,-0.5,-1.0,-6.25,-1.0,-2.0
601,4124.0,0,0.0,-1.0,2.5,11.57,-0.1999999999999999,0.0,-0.6600000000000001
602,6334.0,1,1.0,-1.0,1.5,5.0,4.33,2.0,2.33
603,1767.0,0,1.0,-1.0,4.75,-4.75,-3.33,5.8,0.92
604,4413.0,1,-1.0,-1.0,5.8,1.0,0.92,3.0,4.5
605,1257.0,1,-2.0,0.0,-1.5,4.0,-1.0,3.5,3.5
606,-3321.0,0,1.0,0.0,3.0,-2.67,-3.0,-9.25,-8.0
607,3934.0,0,-2.0,-1.0,0.0,6.67,0.5,6.0,0.8699999999999999
608,-1942.0,0,0.0,1.0,-3.5,0.1699999999999999,2.0,2.67,-1.0
609,957.0,0,0.0,-1.0,6.83,3.5,1.0,-2.0,-2.0
610,-10455.0,0,2.0,1.0,-1.67,-4.0,-3.33,-3.5,-1.5
611,-10176.0,0,-1.0,2.0,0.05,-4.83,-6.33,-10.6,-9.75
612,-3251.0,0,1.0,0.0,-2.67,-5.0,-6.0,3.33,0.5
613,461.0,1,-1.0,-1.0,6.8,-5.33,-1.5,1.0,2.67
614,5229.0,1,-2.0,0.0,6.0,6.0,2.0,1.0,2.0
615,-2495.0,0,1.0,0.0,0.5,-2.67,-1.0,-7.0,-0.1699999999999999
616,6572.0,1,-2.0,0.0,0.0,4.0,3.75,-0.33,5.67
617,2102.0,1,-1.0,-1.0,-5.0,0.0,2.67,1.5,-0.1699999999999999
618,-5437.0,1,0.0,0.0,0.0,-6.67,-0.5,-0.5,-4.67
619,2602.0,0,1.0,-2.0,1.6,-0.75,2.0,-1.75,-10.67
620,5114.0,0,-1.0,-2.0,0.0,5.5,1.5,2.67,-0.33
621,-1112.0,0,-1.0,1.0,-5.8,-1.5,0.0,0.0,1.0
622,4302.0,1,1.0,-1.0,-0.83,0.0,2.0,5.67,6.0
623,625.0,0,0.0,0.0,-1.0,-4.5,-2.0,6.75,1.66
624,13824.0,1,-1.0,-3.0,5.82,3.15,14.75,4.0,17.0
625,8550.0,1,-1.0,-2.0,0.0,9.5,3.67,2.24,13.4
626,7995.0,1,-2.0,-1.0,5.0,6.0,0.0,7.0,6.0
627,-799.0,0,1.0,1.0,-0.5,-5.25,-2.0,-1.4,-8.0
628,3029.0,1,0.0,-1.0,-2.0,0.5,1.0,9.0,9.75
629,3346.0,1,-2.0,0.0,10.33,5.25,0.0,-1.83,2.0
630,586.0,1,1.0,0.0,0.5,0.5,10.4,0.1699999999999999,-1.73
631,-2116.0,1,2.0,0.0,-2.83,1.5,0.3399999999999998,-2.0,-3.33
632,1718.0,1,-2.0,-1.0,-1.5,6.67,0.5,4.0,4.43
633,5149.0,1,-1.0,-1.0,3.0,4.0,-2.5,10.4,10.4
634,-3890.0,0,1.0,2.0,-1.0,-5.0,1.0,-0.6499999999999999,-7.5
635,5210.0,1,1.0,-2.0,7.0,7.0,3.0,0.5,-2.0
636,-6327.0,0,-1.0,2.0,-4.5,-1.05,-2.8,0.3500000000000001,-1.0
637,-934.0,1,-1.0,0.0,1.0,-0.3399999999999998,-5.0,-2.0,-4.2
638,-6728.0,0,1.0,1.0,0.0,1.0,-5.0,-3.5,-7.0
639,-2407.0,1,2.0,0.0,-1.0699999999999998,-0.7999999999999998,-1.27,0.0,-1.5
640,679.0,1,-1.0,-1.0,-1.0,2.08,2.0,3.33,9.6
641,3050.0,1,-2.0,0.0,-4.8,0.6699999999999999,-0.5,5.33,2.2
642,4226.0,1,-2.0,-2.0,-1.25,0.75,3.64,2.58,10.6
643,-1337.0,1,-1.0,0.0,0.3299999999999999,-10.67,0.0,-1.5,-8.0
644,-155.0,0,0.0,-1.0,-0.25,0.5,1.0,-6.0,-4.5
645,342.0,1,2.0,-1.0,2.33,-2.67,-4.0,-1.92,-4.67
646,-769.0,1,-2.0,0.0,1.5,-7.0,-6.0,0.33,2.0
647,6100.0,1,-1.0,0.0,3.1,-1.0,6.0,-0.33,0.75
648,9334.0,1,-2.0,-4.0,4.0,5.75,3.6,0.5,3.17
649,-2088.0,0,1.0,1.0,0.0,1.0,-2.0,-2.83,-3.67
650,4050.0,1,0.0,-1.0,0.83,5.0,0.0,1.0,-3.0
651,-5442.0,0,2.0,1.0,-2.0,-6.5,-6.75,1.0,2.0
652,2385.0,1,-1.0,0.0,-2.0,-1.0,0.5,4.0,4.0
653,807.0,1,0.0,-1.0,2.5,0.0,-0.1,-0.2000000000000001,0.5499999999999998
654,-1725.0,0,0.0,1.0,1.0,-0.25,3.0,-3.67,-3.5
655,4708.0,1,0.0,-1.0,2.67,3.5,0.0,1.0,5.0
656,466.0,0,1.0,0.0,2.67,7.33,-2.0,8.75,-0.7
657,6767.0,1,1.0,-2.0,-1.0,8.67,7.33,-0.5,2.7
658,-2664.0,1,-1.0,0.0,-2.0,-4.0,-1.33,-3.0,-4.0
659,-6273.0,0,1.0,2.0,0.0,-6.0,2.0,-6.5,-3.0
660,-4931.0,0,1.0,0.0,1.0,-2.25,-0.9300000000000002,1.33,-0.25
661,-3840.0,0,1.0,-1.0,-2.67,-5.0,-4.0,-1.5,-1.0
662,472.0,0,1.0,1.0,5.0,5.5,-0.33,7.0,2.75
663,-1864.0,0,-1.0,1.0,-3.25,-2.66,1.66,-1.5,0.0
664,1331.0,1,1.0,-1.0,0.0,-2.5,-2.0,-4.33,-3.0
665,3747.0,1,1.0,-1.0,1.5,2.83,2.33,1.0,4.0
666,-3071.0,0,2.0,1.0,0.5,-3.33,-2.33,0.0,-2.0
667,-2962.0,0,1.0,2.0,2.0,-2.25,-1.5,-1.5,1.0
668,-14427.0,0,0.0,4.0,-6.83,-14.33,-19.67,-6.0,-3.0
669,5994.0,1,-1.0,-1.0,1.0,2.17,-0.6699999999999999,1.58,-0.25
670,5128.0,1,-2.0,-1.0,-3.17,12.8,-1.83,1.5,2.47
671,5489.0,1,0.0,0.0,-0.3299999999999999,10.0,5.33,3.5,9.25
672,9355.0,1,-2.0,-1.0,2.75,4.25,14.86,1.67,-0.33
673,672.0,0,0.0,0.0,1.0,0.5,-3.0,2.0,0.0
674,1379.0,0,1.0,0.0,0.5,9.5,5.0,-0.9300000000000002,1.4
675,-643.0,1,-1.0,0.0,1.0,2.0,3.0,0.0,-0.5
676,590.0,1,1.0,0.0,1.5,-1.0,1.2,1.0,1.0
677,-1612.0,0,1.0,0.0,-1.17,-3.25,0.0,-5.5,-0.25
678,148.0,1,1.0,1.0,1.0,1.5,-3.33,-2.67,-0.25
679,-1394.0,1,1.0,0.0,0.9,0.0,-4.0,-1.5,4.25
680,-9582.0,0,1.0,1.0,-5.75,-14.0,-4.0,-2.0,-12.5
681,2781.0,1,0.0,-1.0,-1.5,1.0,5.33,0.0,6.75
682,5644.0,1,-1.0,-1.0,2.67,3.33,-1.0,7.33,1.67
683,3235.0,0,1.0,-1.0,4.5,-4.0,-1.83,-1.0,5.25
684,-2621.0,1,2.0,0.0,-1.67,2.0,0.33,0.5,2.0
685,2314.0,1,-2.0,0.0,0.0,4.5,1.91,1.17,0.0
686,-5439.0,0,0.0,1.0,-3.0,-1.67,-8.86,0.0,0.6699999999999999
687,-101.0,1,0.0,0.0,-1.0,0.33,-1.25,3.33,1.73
688,-3259.0,1,-2.0,0.0,-1.0,-4.5,-0.5,-5.0,-3.8
689,3762.0,1,1.0,0.0,-1.5,0.0,0.33,3.6,-1.25
690,-4171.0,0,0.0,1.0,-2.0,0.5,-3.0,-1.17,-2.0
691,7563.0,1,1.0,-1.0,4.75,0.8,1.0,1.67,3.33
692,2722.0,1,0.0,-1.0,-0.5,2.5,0.0,1.0,0.4199999999999999
693,-786.0,0,-1.0,0.0,-0.5,-0.6699999999999999,-1.33,0.33,-3.0
694,-145.0,0,1.0,0.0,1.75,1.0,-6.67,1.67,4.5
695,3015.0,1,1.0,0.0,-1.0,0.95,-1.17,1.0,8.25
696,-738.0,1,0.0,0.0,-0.8300000000000001,0.33,-2.0,4.75,1.75
697,10300.0,1,0.0,-2.0,3.5,6.0,3.0,8.0,6.83
698,-5060.0,0,2.0,1.0,-6.0,-7.67,0.0,-3.0,-6.0
699,381.0,1,-2.0,0.0,-1.0,1.5,1.0,-0.33,-4.0
700,1097.0,1,2.0,-1.0,-2.6,-5.5,-2.0,-2.0,-3.0
701,5554.0,1,-2.0,0.0,1.4,-0.5,1.5,1.0,1.75
702,-2791.0,1,-1.0,0.0,-1.33,-2.5,2.5,-2.0,-3.83
703,-4596.0,0,2.0,1.0,-2.0,-7.0,-1.5,-5.5,-8.0
704,3359.0,0,-2.0,-1.0,1.67,0.0,3.0,-1.75,0.27
705,976.0,0,1.0,-1.0,1.7,-4.5,-6.0,-2.0,-1.5
706,3952.0,1,-1.0,0.0,1.67,2.6,4.9,1.0,0.0
707,-824.0,1,1.0,0.0,-3.0,-6.5,2.0,0.6699999999999999,-3.5
708,-6561.0,0,1.0,0.0,0.6699999999999999,-11.83,-5.1,-3.33,-8.25
709,-6366.0,0,1.0,1.0,1.0,-7.67,-10.2,-3.5,-7.0
710,4716.0,1,0.0,-1.0,6.67,4.0,3.0,0.0,1.0
711,-4480.0,1,1.0,1.0,-0.1999999999999999,-1.5,-0.5,-3.3,-3.0
712,4975.0,0,0.0,0.0,2.0,2.58,12.29,2.5,1.17
713,3203.0,1,0.0,-1.0,3.0,2.0,4.0,4.0,1.33
714,-8076.0,0,2.0,1.0,-3.5,-5.0,-1.83,-5.0,0.0
715,118.0,0,1.0,0.0,2.0,1.5,-5.0,-4.5,-1.25
716,1143.0,0,-1.0,-1.0,-6.0,6.33,5.5,0.3299999999999999,2.67
717,-134.0,0,-1.0,0.0,1.5,4.0,5.0,-4.33,2.0
718,5317.0,1,1.0,0.0,2.0,0.0,3.0,0.6699999999999999,2.0
719,9168.0,1,-1.0,-3.0,4.67,4.67,1.5,7.0,7.0
720,4834.0,1,0.0,-1.0,-0.33,6.0,1.9,0.0,2.0
721,-1379.0,0,-1.0,0.0,-0.47,-0.95,-2.67,1.25,-0.5
722,310.0,1,-1.0,1.0,-1.67,1.33,2.0,6.0,10.67
723,-2004.0,1,-1.0,0.0,4.0,-4.0,-3.75,5.75,1.3
724,7541.0,1,0.0,-3.0,4.67,4.5,4.0,5.0,5.0
725,-8835.0,1,2.0,1.0,-4.67,-5.33,-7.0,-5.0,-12.0
726,9739.0,1,-1.0,-2.0,2.5,8.75,5.0,9.75,11.8
727,-1243.0,0,1.0,1.0,-1.25,5.0,2.0,-5.0,-4.5
728,3077.0,0,1.0,-2.0,1.0,2.67,-1.0,0.5,1.17
729,-531.0,0,1.0,0.0,-4.0,-1.5,-2.0,1.0,-2.0
730,-1743.0,0,1.0,0.0,0.83,-2.0,-2.0,1.0,1.0
731,-3561.0,0,2.0,-1.0,-1.0,-5.67,2.0,-1.0,-1.0
732,-2682.0,0,1.0,2.0,-3.75,-3.33,1.0,4.2,3.5
733,2811.0,1,-1.0,0.0,0.25,0.33,3.75,7.25,1.5
734,4358.0,0,-2.0,0.0,-3.67,7.0,3.29,2.0,2.0
735,564.0,1,2.0,1.0,0.0,-0.5,-2.5,2.0,0.0
736,3007.0,1,-2.0,0.0,1.0,4.0,0.08,-1.0,1.75
737,-791.0,0,-1.0,0.0,0.5800000000000001,5.0,-5.33,-1.53,0.27
738,5362.0,1,1.0,-1.0,-2.0,6.0,-1.5,6.5,7.75
739,-3687.0,1,-2.0,0.0,-4.0,-1.33,4.6,-0.5,9.5
740,6840.0,1,1.0,-1.0,2.17,1.5,1.0,0.0,-1.0
741,4851.0,1,-1.0,0.0,3.0,6.0,2.0,7.0,7.0
742,-2799.0,0,2.0,0.0,-0.83,0.4199999999999999,-4.5,-5.0,-4.0
743,5151.0,1,0.0,-1.0,2.0,5.0,-0.5,1.67,6.67
744,-214.0,1,-1.0,0.0,0.33,8.0,4.0,-0.33,1.67
745,-8701.0,0,1.0,2.0,-7.5,-7.6,-9.5,2.0,-0.33
746,636.0,1,1.0,0.0,2.0,2.33,-2.33,-9.6,-8.6
747,14311.0,1,-2.0,-2.0,4.0,14.33,9.75,7.8,3.9
748,545.0,0,1.0,1.0,-4.0,-7.0,-3.0,-0.5,1.5
749,-6558.0,0,1.0,0.0,-2.9,-9.2,5.0,-3.33,-2.75
750,-3609.0,0,2.0,0.0,1.67,-2.0,0.0,-5.5,-4.25
751,-6773.0,0,1.0,0.0,0.0,-8.67,-7.5,-7.75,-8.8
752,-4484.0,1,1.0,0.0,3.5,0.1699999999999999,-3.5,1.83,-9.5
753,-6813.0,0,0.0,3.0,-0.5800000000000001,-4.17,-7.67,-0.5,-3.47
754,-1839.0,1,-1.0,1.0,1.5,3.0,-0.5,-1.0,-1.0
755,-2304.0,1,1.0,0.0,-3.0,6.0,6.75,-2.17,-0.5
756,-8865.0,0,1.0,1.0,-1.0,-9.25,1.5,-11.0,-10.75
757,7910.0,1,1.0,-1.0,5.0,2.27,2.5,5.9,11.67
758,-2189.0,1,1.0,0.0,0.25,-0.5,0.0,-1.0,0.5
759,4224.0,0,1.0,-2.0,7.0,2.0,-0.5,0.5,-2.0
760,-1587.0,0,1.0,1.0,-0.8300000000000001,-1.92,6.67,-3.5,0.0
761,-7676.0,0,1.0,2.0,-3.07,-4.0,-1.33,-4.0,-2.0
762,6554.0,1,1.0,-1.0,3.0,5.5,1.0,-2.67,0.6699999999999999
763,6685.0,1,-1.0,0.0,7.8,5.0,-0.25,1.25,8.75
764,-1825.0,1,1.0,0.0,-6.0,-7.0,1.25,-1.0,-1.25
765,616.0,0,1.0,0.0,-2.33,4.67,-1.0,-1.0,1.0
766,420.0,1,0.0,0.0,-1.5,0.5,2.5,1.5,3.0
767,9239.0,1,-1.0,-5.0,-3.67,1.67,3.83,2.17,7.33
768,-3615.0,0,0.0,0.0,-4.1,-10.4,-3.0,-3.0,-1.67
769,-305.0,0,1.0,0.0,-3.71,-2.83,4.5,4.0,7.0
770,4167.0,0,1.0,0.0,3.5,7.0,10.33,1.17,-0.8300000000000001
771,3606.0,1,-1.0,-1.0,-1.0,5.8,2.07,-1.0,-4.33
772,1996.0,1,0.0,0.0,2.0,4.5,0.0,-1.0,2.5
773,-1372.0,0,-1.0,1.0,0.25,5.33,-2.33,-0.5,0.6699999999999999
774,207.0,1,1.0,0.0,0.0,-3.0,0.5,-3.67,-4.0
775,5576.0,1,-1.0,-1.0,-0.5,-2.0,-0.5,3.7,4.83
776,1251.0,0,0.0,-2.0,-6.33,3.33,-5.0,-3.33,-2.5
777,-1964.0,0,2.0,1.0,-5.83,2.0,3.0,0.0,-0.5
778,7717.0,1,-1.0,-1.0,4.8,11.0,-3.75,4.5,3.4
779,3106.0,1,-2.0,0.0,2.0,1.5,8.43,6.33,6.0
780,4264.0,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0
781,-5012.0,0,0.0,1.0,-3.67,0.25,-5.0,2.83,6.33
782,-4442.0,0,2.0,0.0,-4.0,-7.5,-3.17,-1.17,1.0
783,-988.0,1,0.0,1.0,0.0,-2.75,1.33,-1.0,3.0
784,8440.0,0,-1.0,-1.0,0.67,8.25,2.0,7.0,7.0
785,-100.0,0,-1.0,1.0,-3.75,6.33,1.0,4.0,7.67
786,2515.0,1,1.0,-1.0,1.75,1.5,2.0,-0.33,0.3399999999999998
787,4923.0,1,-2.0,0.0,0.0,2.5,5.67,-2.0,0.0
788,-7652.0,0,1.0,1.0,-4.0,-0.6699999999999999,-2.0,-3.5,-9.6
789,1022.0,0,0.0,0.0,0.5800000000000001,-8.5,0.0,1.17,1.83
790,4201.0,1,-2.0,-1.0,-2.0,7.0,3.0,1.5,5.5
791,-1712.0,0,1.0,0.0,-1.17,1.5,-0.5,-9.0,-3.25
792,5247.0,1,-2.0,-1.0,2.0,0.5,3.5,4.0,1.0
793,-8241.0,1,-1.0,2.0,-5.83,-8.5,-2.33,-0.5,-3.0
794,5834.0,1,0.0,-2.0,-4.0,0.3299999999999999,1.75,5.67,4.0
795,11.0,1,-1.0,0.0,-3.0,1.0,-2.67,4.0,5.0
796,844.0,1,-1.0,0.0,1.5,5.33,4.67,-2.67,3.0
797,2516.0,1,-1.0,0.0,-2.0,0.0,-1.33,4.0,9.33
798,-16190.0,0,0.0,5.0,-5.0,-9.75,-5.0,-8.8,-9.0
799,-3323.0,0,1.0,1.0,-0.6000000000000001,-0.1699999999999999,0.0,3.0,3.0
800,-4349.0,0,1.0,2.0,-8.89,2.0,1.33,-6.0,-6.75
801,5096.0,1,0.0,0.0,3.67,7.5,0.0,4.0,5.5
802,-3032.0,0,1.0,0.0,0.0,-0.5,-5.5,3.5,-2.33
