,gold_difference,team_win,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp
131,-3961.0,1,1.0,0.0,-2.5,-7.25,0.6699999999999999,0.6699999999999999,0.4199999999999999
132,5566.0,0,-1.0,-1.0,2.0,7.0,1.0,2.0,0.0
133,1607.0,1,-2.0,0.0,-2.0,3.0,1.0,2.0,2.0
134,1583.0,0,-2.0,0.0,3.0,2.0,-1.5,3.5,3.5
135,-2059.0,0,-2.0,0.0,-0.83,-5.75,-0.6600000000000001,0.33,3.25
136,-7711.0,0,1.0,2.0,-7.39,-8.33,-5.25,-1.92,-4.0
137,-773.0,1,1.0,0.0,-2.67,0.33,2.0,0.0,-2.0
138,-1317.0,0,0.0,1.0,-2.5,-5.21,2.17,1.0,3.0
139,-7123.0,0,1.0,0.0,-1.5,-3.5,-5.75,-2.75,-7.67
140,-5319.0,0,1.0,0.0,1.0,-8.0,-3.0,-4.67,-2.5
141,9079.0,1,-2.0,-2.0,4.0,4.5,-1.5,4.0,5.6
142,975.0,1,2.0,-1.0,1.0,0.6699999999999999,-3.0,0.5,-1.5
143,-6136.0,0,2.0,1.0,0.5,-3.5,-0.5,-4.0,-2.0
144,3516.0,1,-1.0,0.0,2.5,4.0,-2.0,1.33,9.33
145,2412.0,0,-1.0,0.0,-5.25,1.0,1.33,4.5,9.0
146,-9487.0,0,2.0,2.0,-6.75,-7.5,-7.0,-3.75,-4.75
147,1639.0,1,1.0,0.0,-3.75,2.33,6.0,0.0,-0.5
148,-8086.0,0,2.0,2.0,-6.0,-2.0,-4.5,1.67,-7.0
149,-391.0,1,0.0,0.0,-1.0,1.0,-1.67,7.0,7.5
150,-7016.0,0,2.0,1.0,-1.83,-6.5,-3.25,-7.5,0.6699999999999999
151,-46.0,1,-1.0,-1.0,-1.5,0.0,-8.0,1.0,-0.5
152,-639.0,1,-1.0,0.0,-2.33,2.0,2.67,-0.33,1.0
153,658.0,0,1.0,0.0,2.0,-1.0,-1.0,-1.0,0.0
154,4229.0,0,1.0,-1.0,1.0,1.0,-2.0,-0.92,2.0
155,-1090.0,1,1.0,0.0,-3.25,-3.67,-2.33,-1.15,-2.33
156,-5533.0,0,2.0,0.0,-0.5,-2.0,-1.0,-5.0,-5.0
157,6398.0,1,-2.0,0.0,2.5,4.33,-1.33,10.33,10.8
158,-4707.0,0,1.0,2.0,1.2,-2.7,2.0,-5.5,-5.33
159,1041.0,0,1.0,-1.0,-0.75,-3.0,-0.1,-6.5,-8.0
160,-5296.0,1,2.0,1.0,-2.83,1.0,-2.5,0.33,-2.83
161,-1301.0,1,1.0,1.0,0.0,2.5,0.0,-7.0,-0.92
162,6325.0,1,1.0,0.0,4.0,11.8,7.5,2.33,8.0
163,-10809.0,0,2.0,1.0,-6.0,-8.33,-6.75,-5.0,-3.25
164,1414.0,1,-1.0,0.0,1.0,1.0,-2.0,3.0,2.0
165,2251.0,0,1.0,-1.0,1.5,6.4,1.0,2.0,1.0
166,2169.0,0,0.0,0.0,2.67,7.0,5.25,-0.6699999999999999,1.5
167,268.0,0,2.0,1.0,2.0,3.67,3.0,0.6699999999999999,-1.16
168,-8183.0,0,1.0,2.0,-0.6,-3.0,-2.0,-7.43,-1.42
169,-117.0,0,1.0,0.0,3.67,0.5,0.5,-0.3,3.5
170,12024.0,1,0.0,-3.0,5.45,9.8,2.33,10.43,10.0
171,-490.0,1,1.0,-1.0,3.75,0.33,1.75,-4.25,-1.0
172,-4924.0,0,1.0,0.0,-2.0,-11.0,-5.0,-3.0,-5.5
173,3676.0,1,-2.0,0.0,0.0,7.33,-2.67,2.83,4.0
174,2931.0,1,-1.0,0.0,3.67,2.5,2.0,1.8,5.5
175,-1902.0,1,-1.0,0.0,-6.0,-1.33,3.5,2.9,-6.6
176,2996.0,1,-1.0,0.0,-6.0,-0.5,2.33,8.8,0.1999999999999999
177,2792.0,1,-2.0,0.0,0.5,4.33,0.75,0.1699999999999999,2.25
178,-8157.0,0,0.0,3.0,-6.83,-2.0,-6.83,2.17,6.25
179,-240.0,0,0.0,0.0,2.0,0.5,2.42,-3.5,0.0
180,-1485.0,1,0.0,0.0,4.75,-7.5,0.25,-7.33,-7.67
181,3302.0,1,-2.0,0.0,1.5,8.0,2.5,1.75,9.4
182,5298.0,1,-1.0,-1.0,-2.67,6.0,-1.0,3.27,11.67
183,-3423.0,0,1.0,0.0,-4.67,3.5,2.0,-3.33,0.5
184,1.0,1,1.0,1.0,-1.5,-3.5,-0.1699999999999999,0.5,-1.0
185,-5581.0,1,1.0,0.0,-1.0,-1.0,-3.5,0.0,-2.0
186,2589.0,0,1.0,0.0,3.0,3.0,-1.0,3.5,0.0
187,3819.0,0,1.0,-1.0,5.67,9.0,5.33,-3.33,0.0
188,-939.0,0,-1.0,1.0,-2.67,-0.4499999999999999,4.0,1.16,4.2
189,-4114.0,0,1.0,1.0,0.0,-3.0,-1.0,-2.0,-6.25
190,3332.0,1,-1.0,-1.0,0.75,0.5,4.33,4.5,1.83
191,2112.0,1,1.0,-2.0,-1.25,-1.5,-8.5,-0.3500000000000001,-8.8
192,10390.0,1,1.0,-2.0,2.33,1.5,4.5,4.4,3.5
193,5352.0,0,-1.0,-2.0,0.0,1.0,5.0,-2.0,0.6699999999999999
194,7914.0,1,-2.0,0.0,0.0,8.0,7.0,6.5,8.4
195,1127.0,1,-1.0,0.0,-3.0,0.0,0.0,-1.0,-2.0
196,5645.0,1,1.0,0.0,2.0,3.0,0.0,1.0,-0.33
197,1736.0,1,1.0,0.0,0.0,6.67,5.0,0.25,1.75
198,563.0,0,1.0,0.0,5.0,1.17,1.05,-4.0,-4.0
199,-8567.0,1,1.0,2.0,-1.33,0.75,-4.0,0.1699999999999999,2.0
200,-4721.0,0,-1.0,0.0,-1.5,-8.67,-0.5,-8.0,-2.0
201,-3557.0,0,2.0,1.0,-0.33,-1.33,3.0,-5.0,-3.0
202,-5416.0,0,2.0,0.0,0.5,0.5,0.6699999999999999,-10.4,-1.1
203,4011.0,1,-1.0,-1.0,1.0,2.67,4.33,0.5,2.17
204,3083.0,1,-2.0,0.0,4.0,6.5,8.0,10.5,1.25
205,-623.0,1,1.0,-1.0,-4.0,-7.0,-4.0,3.4,2.5
206,-3871.0,0,1.0,0.0,-3.0,-6.0,-5.5,-3.33,-2.83
207,9185.0,1,-2.0,-2.0,3.67,9.5,6.75,8.25,3.17
208,-1308.0,0,1.0,0.0,4.25,-7.67,-6.8,-3.6,-8.33
209,-4623.0,0,1.0,1.0,3.0,1.0,-1.0,-2.67,-5.67
210,2149.0,0,1.0,0.0,2.0,7.5,3.5,1.9,4.0
211,-1197.0,0,-1.0,0.0,2.67,0.5,-3.0,1.0,-7.33
212,-3631.0,0,1.0,1.0,5.4,0.0,-1.58,-3.93,-1.0
213,8114.0,1,-1.0,-2.0,1.0,12.25,2.07,5.4,10.6
214,5418.0,1,-2.0,0.0,-4.5,0.3,2.83,3.5,7.25
215,-2617.0,0,0.0,1.0,0.0,1.0,1.17,-2.0,-2.5
216,-4509.0,0,-2.0,0.0,0.05,-1.58,-10.0,-2.5,-2.17
217,13591.0,1,-1.0,-2.0,3.0,14.38,12.86,2.67,1.5
218,-3368.0,0,0.0,0.0,-4.0,-11.0,-1.0,-4.67,-8.33
219,-1649.0,1,1.0,1.0,2.5,-6.0,-1.67,-4.67,1.0
220,3450.0,1,1.0,-1.0,1.0,6.0,3.5,1.5,-1.5
221,-3075.0,1,0.0,0.0,-1.4,-0.1999999999999999,-8.0,-1.67,-7.5
222,-1950.0,0,2.0,1.0,1.0,-7.0,-0.83,-6.5,-8.5
223,-7691.0,0,2.0,2.0,-2.0,-9.67,-6.0,0.8300000000000001,-1.83
224,1715.0,1,0.0,0.0,0.0,-1.33,2.0,1.0,-0.6699999999999999
225,-4962.0,0,-1.0,1.0,1.5,-5.0,-3.5,-3.0,-2.0
226,-64.0,0,1.0,0.0,-1.0,-4.0,0.0,0.75,7.0
227,-7065.0,1,2.0,1.0,-5.0,-8.0,-4.0,-3.0,-4.5
228,-3661.0,0,1.0,0.0,-2.0,2.0,-5.75,-3.1,2.83
229,1018.0,1,1.0,0.0,1.33,-4.0,-3.67,-1.17,2.0
230,4333.0,1,0.0,-1.0,-1.0,-0.1699999999999999,1.5,0.0,0.0
231,3221.0,0,1.0,-2.0,-2.0,0.6600000000000001,-7.4,2.67,5.0
232,5758.0,1,1.0,-1.0,-3.5,0.5,-2.5,7.6,4.0
233,12783.0,1,0.0,-3.0,7.0,9.6,11.6,5.5,10.0
234,-6522.0,0,0.0,1.0,3.0,-4.5,0.5,-0.25,0.33
235,4527.0,1,-2.0,0.0,-4.75,2.0,1.25,0.08,0.0
236,-3474.0,1,-1.0,2.0,3.67,-0.3399999999999998,-1.0,-9.4,-1.75
237,2435.0,0,1.0,0.0,3.0,1.0,-0.1999999999999999,-1.5,2.5
238,-11433.0,0,-1.0,3.0,-5.0,-6.5,-5.0,4.33,-1.67
239,4822.0,1,-1.0,0.0,-1.5,3.0,4.5,3.0,3.0
240,-200.0,0,1.0,0.0,-1.0,-1.25,-1.83,-5.0,-1.0
241,-322.0,0,-1.0,0.0,-5.0,1.5,4.75,-1.0,-4.67
242,6131.0,1,0.0,0.0,-1.0,12.75,6.0,8.0,1.0
243,-9732.0,0,1.0,2.0,-4.67,-9.33,-6.0,-5.0,-0.92
244,-6013.0,0,1.0,1.0,-3.0,-0.83,-2.75,5.0,1.5
245,-344.0,1,1.0,-1.0,5.67,0.0,-1.17,-4.0,-7.0
246,-7400.0,0,0.0,1.0,-1.5,0.0,0.0,-2.33,0.5
247,-4181.0,0,2.0,0.0,1.83,-0.33,0.0,-8.25,-4.66
248,-532.0,1,-2.0,1.0,2.1,-2.17,-1.5,1.5,1.0
249,-3612.0,1,1.0,0.0,1.0,-1.0,0.0,-0.6600000000000001,-1.67
250,-5546.0,1,1.0,0.0,0.25,-7.5,-4.0,-2.0,-6.0
251,3223.0,1,1.0,-2.0,2.4,6.75,2.0,0.0,0.1
252,-5081.0,0,2.0,3.0,-2.33,-0.2000000000000001,-0.6699999999999999,-0.33,4.25
253,-2261.0,0,1.0,1.0,-3.0,0.33,-1.0,-1.0,-1.0
254,2651.0,0,2.0,-1.0,-0.92,-0.6600000000000001,1.0,0.6699999999999999,1.83
255,1382.0,1,1.0,-1.0,-1.25,-8.0,0.25,-1.0,-3.0
256,4031.0,1,-1.0,0.0,2.75,2.67,0.0,0.25,-0.5
257,-1185.0,1,1.0,0.0,-1.0,-1.5,-4.75,-2.0,-3.0
258,-1952.0,0,1.0,1.0,1.17,0.0,1.5,-7.0,-6.0
259,-4740.0,0,2.0,2.0,0.0,-2.0,-4.33,-1.0,-2.5
260,-1104.0,1,-1.0,1.0,-0.92,-7.0,1.0,-3.0,-6.0
261,-5246.0,0,2.0,1.0,0.0,-1.67,-0.5,-8.0,-3.0
262,-8093.0,0,0.0,2.0,0.25,-3.3,0.5,-0.5,-7.0
263,-3950.0,0,0.0,0.0,-3.0,-2.0,-1.0699999999999998,-0.5,0.6699999999999999
264,4334.0,1,0.0,-2.0,-2.0,-5.0,-0.1699999999999999,3.0,4.0
265,-2020.0,1,-1.0,0.0,-0.5800000000000001,0.0,0.0,-1.0,2.0
266,-966.0,1,0.0,1.0,-2.0,-3.0,1.67,1.0,-1.5
267,3454.0,1,1.0,0.0,-1.33,-0.5,3.67,2.5,5.0
268,-1264.0,0,-1.0,2.0,-7.0,3.5,-2.33,-0.75,2.0
269,3754.0,1,-2.0,1.0,-0.5,5.0,5.0,4.67,4.5
270,8510.0,1,-1.0,-1.0,5.5,12.33,-1.0,4.1,11.25
271,8067.0,1,0.0,-2.0,-1.83,15.14,1.0,0.66,3.33
272,6014.0,1,-2.0,0.0,0.5,4.0,0.5,4.0,4.0
273,-5085.0,1,1.0,0.0,-0.83,-2.0,-1.75,-1.0,-1.0
274,-11645.0,0,2.0,2.0,-3.67,-5.0,-0.25,-9.5,-9.67
275,4558.0,1,2.0,0.0,1.5,9.0,-1.0,1.3,0.6000000000000001
276,108.0,0,1.0,0.0,3.5,3.0,-3.0,2.5,-2.0
277,-2223.0,0,-2.0,0.0,-5.75,1.17,-2.7,5.67,0.8
278,2014.0,0,2.0,-1.0,1.0,-4.5,-2.0,-5.5,-0.6699999999999999
279,1648.0,0,-1.0,0.0,6.86,-2.16,2.2,-2.5,4.0
280,-11664.0,0,1.0,2.0,0.0,-4.0,-3.36,-9.0,-3.0
281,-3098.0,0,2.0,1.0,-2.0,-1.5,-2.0,-3.5,1.0
282,-10090.0,0,1.0,2.0,-6.3,-3.4,-13.25,-6.83,0.0
283,3965.0,0,1.0,0.0,4.75,9.0,7.0,1.0699999999999998,6.0
284,-4483.0,0,-1.0,0.0,-1.5,-1.58,-1.0,-1.67,-0.4199999999999999
285,-3121.0,0,2.0,0.0,4.0,-1.5,2.0,-2.17,-2.5
286,-2924.0,0,1.0,0.0,-6.0,-1.2600000000000002,0.5,-3.9,2.0
287,-2587.0,0,0.0,0.0,-1.0,-0.5,6.33,-3.5,3.5
288,-2474.0,1,0.0,0.0,-1.0,-6.0,-2.0,-3.4,-8.5
289,-10278.0,0,-1.0,1.0,-7.0,-9.67,-8.67,-9.0,-10.5
290,-839.0,1,-1.0,1.0,0.0,1.0,-1.0,2.0,5.0
291,7070.0,1,1.0,-2.0,1.0,6.25,2.67,2.33,4.2
292,-2341.0,1,-1.0,1.0,-3.0,-2.0,5.2,5.0,1.08
293,6651.0,1,1.0,-1.0,1.67,2.5,11.83,-2.5,0.6699999999999999
294,5166.0,1,-1.0,-1.0,-2.0,2.0,3.0,4.33,3.0
295,-950.0,0,1.0,0.0,0.3299999999999999,0.0,-0.5,0.6699999999999999,3.5
296,10037.0,1,-2.0,-2.0,4.75,7.33,1.93,3.93,1.5
297,-644.0,0,1.0,0.0,2.0,-4.0,-1.17,1.67,1.17
298,3397.0,0,-1.0,-1.0,-2.0,3.0,-2.0,8.6,9.5
299,2336.0,0,0.0,-1.0,3.75,-3.5,2.0,-3.0,-4.0
300,-2259.0,0,0.0,1.0,1.5,-2.5,-0.6699999999999999,0.0,-1.0
301,-4920.0,0,1.0,0.0,0.5,-7.5,-4.67,-0.8300000000000001,-2.17
302,-4588.0,0,2.0,0.0,-2.33,-1.0,-1.6,-2.0,-2.5
303,6016.0,1,-2.0,0.0,-3.67,3.67,3.0,9.8,9.67
304,5016.0,1,0.0,-2.0,2.83,-1.5,2.17,1.0,4.25
305,-1852.0,0,-1.0,1.0,-5.8,-5.0,-2.0,2.29,-4.0
306,6196.0,1,0.0,-1.0,2.0,1.0,5.17,1.17,-1.5
307,-80.0,1,-1.0,0.0,-3.0,1.0,2.0,6.25,-0.3399999999999998
308,4120.0,1,1.0,-2.0,3.0,0.3299999999999999,0.0,-1.0,0.5
309,5146.0,1,1.0,-1.0,-4.67,3.0,-2.33,0.0,-0.5
310,-3610.0,1,-1.0,1.0,2.0,-0.5,0.0,-0.5,-1.83
311,2745.0,1,-1.0,0.0,4.0,5.0,2.67,-4.5,-6.0
312,-3773.0,0,0.0,0.0,-8.0,2.0,-2.0,-0.3399999999999998,-0.6699999999999999
313,8358.0,1,1.0,-1.0,0.0,9.8,11.0,0.0,5.64
314,-2348.0,0,2.0,2.0,-2.33,-1.5,2.0,1.0,4.0
315,6365.0,1,-1.0,-1.0,-0.5800000000000001,8.0,0.33,5.0,5.1
316,12783.0,1,0.0,-3.0,7.0,9.6,11.6,5.5,10.0
317,4550.0,1,-2.0,-1.0,1.0,4.5,0.0,5.0,2.0
318,1822.0,1,-2.0,0.0,2.0,-3.1,-3.5,-0.92,-5.0
319,3512.0,1,1.0,-1.0,-3.5,2.33,-1.0,2.5,2.5
320,11722.0,1,0.0,-3.0,1.25,7.9,8.33,9.67,10.57
321,-4984.0,0,2.0,1.0,0.0,-4.67,-2.17,0.4199999999999999,-6.5
322,1233.0,1,2.0,-1.0,-0.5,-6.0,2.0,-1.5,1.75
323,-5350.0,1,2.0,1.0,1.0,-3.0,-5.0,-0.5,-6.0
324,4491.0,1,0.0,-3.0,1.0,-0.1699999999999999,1.0,3.5,2.34
325,12041.0,1,-1.0,-3.0,1.9,8.8,3.75,4.75,11.0
326,-786.0,0,0.0,0.0,1.0,5.33,-1.0,0.8300000000000001,7.67
327,2286.0,1,-1.0,-1.0,1.0,-5.0,-1.0,-0.5,-4.67
328,5083.0,1,1.0,0.0,1.5,2.25,0.0,9.75,9.8
329,7858.0,1,2.0,-3.0,1.5,6.0,1.0,8.0,5.4
330,-7706.0,0,0.0,5.0,-0.5,-1.0,-8.6,-5.8,-1.0
331,15987.0,1,-1.0,-5.0,7.0,7.0,3.0,11.67,7.83
332,27.0,1,1.0,-2.0,5.6,-3.17,1.0,-4.5,-5.5
333,-6135.0,0,0.0,1.0,-3.67,-5.33,-1.0,-1.0,-8.33
334,-2397.0,0,1.0,0.0,-0.33,3.0,-4.33,-1.0,-0.5
335,2484.0,1,-1.0,0.0,4.67,0.0,-2.0,-1.0,-2.5
336,8415.0,1,-2.0,-1.0,2.5,3.0,2.5,5.8,5.0
337,2203.0,1,0.0,0.0,1.0,4.25,2.33,-2.0,-2.0
338,-2900.0,1,0.0,1.0,-0.33,-3.8,3.47,-14.0,-1.0
339,-6884.0,0,0.0,2.0,-1.0,1.33,-2.8,-15.0,1.75
340,-49.0,0,0.0,0.0,-2.3,0.0,0.1699999999999999,-0.6699999999999999,-1.87
341,-1527.0,1,-1.0,2.0,-7.0,2.0,4.0,1.67,4.25
342,223.0,1,-1.0,0.0,3.4,1.33,-5.5,1.25,-0.25
343,-640.0,0,1.0,0.0,-0.5,-4.5,-2.17,-3.0,-5.67
344,-775.0,1,1.0,0.0,-3.25,-2.67,0.0,0.0,-4.0
345,6916.0,1,-1.0,-2.0,1.25,5.5,5.0,4.0,4.0
346,-2046.0,0,0.0,1.0,1.0,-2.0,2.0,-2.4,-6.0
347,-430.0,0,-1.0,1.0,-0.6699999999999999,-0.92,0.3399999999999998,8.5,2.0
348,7633.0,1,-2.0,-1.0,-1.33,9.67,7.5,2.33,7.0
349,3664.0,1,-1.0,-2.0,1.08,-1.17,-1.83,8.0,7.0
350,9956.0,1,-2.0,-2.0,-0.92,9.25,2.75,-2.07,2.5
351,1781.0,1,-1.0,0.0,4.0,5.0,-5.2,11.0,1.0
352,-4630.0,1,1.0,1.0,3.0,-0.57,3.75,-4.67,-6.5
353,-2189.0,0,1.0,0.0,-3.75,1.0,2.0,-1.5,-10.5
354,3094.0,1,0.0,-1.0,0.0,-1.0,0.0,3.67,1.0
355,-7106.0,0,2.0,1.0,-5.4,-3.25,-3.83,-2.0,-3.5
356,8479.0,1,-2.0,-2.0,5.0,5.67,1.5,7.75,5.5
357,5120.0,1,-1.0,0.0,-4.6,10.33,5.6,7.33,5.33
358,1075.0,1,1.0,0.0,-1.4,-4.5,-3.0,2.75,2.0
359,-382.0,0,-1.0,1.0,-2.75,4.17,2.5,1.34,1.67
360,3406.0,1,2.0,0.0,2.33,0.5,2.42,6.4,2.0
361,-1384.0,1,1.0,0.0,0.0,-3.5,-5.5,-2.0,2.67
362,2883.0,1,0.0,1.0,-4.75,2.33,5.5,3.33,5.67
363,1057.0,1,0.0,0.0,0.0,0.0,-1.5,5.0,4.0
364,4851.0,1,-2.0,-1.0,7.0,6.4,3.0,-3.5,-0.8300000000000001
365,-6055.0,0,2.0,0.0,-1.0,-2.3600000000000003,-3.0,0.5,0.0
366,2974.0,1,-2.0,-1.0,-4.8,1.0,1.0,9.75,4.0
367,11136.0,1,0.0,-3.0,3.0,7.67,7.67,3.33,8.67
368,8019.0,1,-1.0,0.0,0.0,8.0,4.5,4.6,10.8
369,278.0,0,0.0,-1.0,2.0,-2.0,-1.0,0.0,-2.0
370,-89.0,1,1.0,0.0,1.5,2.0,4.0,2.0,-2.0
371,-2593.0,0,0.0,1.0,0.0,0.0,0.33,-4.67,-1.5
372,-6455.0,0,2.0,1.0,-5.67,-6.5,-6.5,1.0,0.5
373,-3350.0,0,1.0,1.0,-3.67,-5.0,-6.0,1.0,-0.75
374,-7625.0,0,1.0,1.0,-2.0,-3.0,-8.6,-7.67,-8.25
375,5180.0,1,-2.0,-1.0,1.33,5.67,0.8300000000000001,4.5,9.5
376,-832.0,0,1.0,0.0,1.0,2.5,0.5,-1.0,0.5
377,320.0,1,-1.0,0.0,1.0,8.4,-1.93,-2.4,-2.33
378,1351.0,0,1.0,-1.0,1.08,0.0,-6.0,3.0,5.0
379,-825.0,1,0.0,-1.0,1.0,1.17,-6.67,6.67,1.17
380,-2463.0,0,1.0,0.0,4.0,1.2000000000000002,-0.5,-1.25,-3.4
381,3323.0,0,-1.0,0.0,-0.6699999999999999,0.8699999999999999,-0.33,1.5,-0.5
382,895.0,0,2.0,0.0,4.0,0.0,4.5,1.0,1.5
383,-12220.0,0,2.0,2.0,-4.0,-10.8,-7.0,-3.5,-4.5
384,-3049.0,0,0.0,1.0,1.0,-0.6699999999999999,-4.0,-1.5,-4.5
385,1735.0,0,1.0,0.0,-1.0,3.0,-1.83,-1.27,0.2999999999999998
386,4210.0,0,0.0,0.0,1.0,5.67,-1.0,2.25,1.33
387,-1901.0,0,1.0,0.0,-0.5,-1.17,-4.4,0.75,-2.0
388,2086.0,1,1.0,0.0,0.25,-2.0,-1.0,0.5,2.33
389,-7773.0,0,0.0,2.0,-6.6,-4.17,0.0,-10.67,-11.0
390,-6356.0,0,1.0,1.0,-0.92,-1.13,-2.73,0.6499999999999999,3.0
391,-5459.0,0,2.0,1.0,0.6699999999999999,-3.0,2.67,-3.5,-6.0
392,-1246.0,0,1.0,1.0,1.33,-2.33,4.5,1.0,-4.83
393,-2598.0,0,2.0,0.0,-1.0,-1.0,-3.0,1.67,-1.83
394,-5325.0,0,-1.0,2.0,-4.33,-4.0,1.33,-3.0,-3.5
395,-4704.0,0,1.0,0.0,-1.0,-4.0,-2.5,-5.5,-4.5
396,9424.0,1,1.0,-2.0,0.0,2.33,4.33,10.0,3.0
397,-86.0,1,-1.0,0.0,-0.83,0.0,0.0,4.0,0.5
398,-5251.0,0,2.0,2.0,0.0,-6.0,-6.5,0.1699999999999999,-1.0
399,2385.0,0,1.0,-1.0,0.0,1.0,2.0,-2.5,-3.5
400,5946.0,1,1.0,0.0,-0.33,1.5,2.25,5.33,5.0
401,-184.0,1,0.0,0.0,2.0,-6.5,-2.5,4.25,9.5
402,2857.0,0,-1.0,0.0,-2.7,0.4199999999999999,1.33,1.17,0.1700000000000001
403,3569.0,1,2.0,0.0,2.5,1.83,2.5,3.0,2.5
404,-2949.0,0,0.0,0.0,-1.0,-1.75,4.75,-2.5,-1.0
405,-7567.0,0,2.0,2.0,-2.6,-4.2,-2.0,-2.5,-1.0000000000000002
406,255.0,1,0.0,0.0,-6.4,-4.0,0.75,2.0,1.0
407,-7367.0,0,2.0,1.0,0.0,-3.5,-5.67,-5.33,-3.0
408,4370.0,1,-1.0,-1.0,0.92,4.83,10.38,-0.83,-2.4
409,3979.0,1,-2.0,-1.0,1.75,7.0,-2.0,7.33,6.6
410,-1669.0,1,0.0,1.0,3.67,2.5,3.0,-3.0,-2.5
411,3693.0,1,1.0,-2.0,2.34,4.0,1.58,4.83,2.5
412,2921.0,1,0.0,0.0,0.0,-2.0,0.0,0.0,4.5
413,-3793.0,0,-2.0,-1.0,-2.25,-0.3299999999999999,-5.1,-1.0,-3.0
414,-7718.0,0,0.0,1.0,-5.0,-0.75,5.75,-7.0,-4.25
415,-304.0,0,1.0,0.0,0.0,4.67,4.0,-3.5,-5.0
416,2692.0,1,2.0,0.0,2.0,-4.67,-2.0,-5.0,-1.17
417,4070.0,1,0.0,-1.0,1.5,1.5,5.33,5.0,1.0
418,-2038.0,0,-1.0,-1.0,-5.25,1.0,-9.67,3.0,6.0
419,-5350.0,0,2.0,2.0,-4.33,-6.5,-1.5,-0.33,-1.5
420,-5318.0,0,1.0,0.0,-2.0,-9.5,-4.0,-7.0,-2.71
421,991.0,0,0.0,-1.0,-2.5,-3.0,4.0,-1.33,1.0
422,-1005.0,1,0.0,1.0,3.0,0.5,0.0,0.0,-1.42
423,8300.0,1,1.0,-1.0,4.33,6.0,2.0,2.67,9.0
424,1764.0,1,1.0,-1.0,0.1699999999999999,-2.0,5.5,3.0,3.5
425,-976.0,0,1.0,0.0,2.67,-0.6699999999999999,-0.33,-1.0,-3.0
426,-10709.0,0,-1.0,2.0,-4.0,-6.5,-2.67,-4.33,0.0
427,-4763.0,0,2.0,1.0,-3.33,-3.75,-9.4,-1.66,-2.0
428,-706.0,0,0.0,1.0,-5.5,-7.0,1.0,-5.67,-0.6699999999999999
429,-503.0,1,-1.0,1.0,-3.0,2.6,9.0,-3.3,-1.83
430,4885.0,1,1.0,-1.0,2.5,5.0,6.33,-4.67,1.0
431,2830.0,1,-1.0,0.0,1.67,0.5,2.75,3.4,10.33
432,3658.0,1,1.0,0.0,0.4,8.0,7.5,-1.0,-2.5
433,-5764.0,0,2.0,0.0,1.67,-7.0,-2.57,-4.5,-9.0
434,-5526.0,0,1.0,2.0,-2.0,-4.33,-0.5,1.5,0.0
435,2667.0,1,-1.0,0.0,2.6,-3.5,0.0,2.0,0.0
436,988.0,1,-1.0,1.0,-1.5,2.0,0.0,7.57,5.0
437,-6433.0,0,2.0,1.0,-1.5,-4.0,0.0,-4.75,-7.5
438,-7672.0,0,-1.0,2.0,-3.33,-12.5,0.0,-7.0,-7.33
439,803.0,1,1.0,0.0,-0.5,2.83,-2.0,6.0,3.5
440,-6928.0,0,2.0,1.0,-1.66,-5.0,-5.0,2.67,-1.5
441,7119.0,0,1.0,-3.0,4.67,0.33,2.25,0.3399999999999998,0.0
442,5020.0,1,0.0,-1.0,0.5,8.0,0.0,12.0,10.0
443,1643.0,1,0.0,1.0,-7.0,-1.5,1.47,0.25,5.29
444,1081.0,0,0.0,-1.0,-3.75,1.2,0.6600000000000001,-3.0,-0.5
445,-10037.0,0,2.0,2.0,-4.75,-4.8,-1.83,-6.67,-7.67
446,-3763.0,0,1.0,0.0,-3.0,-6.0,-2.0,-1.67,-5.0
447,1098.0,1,1.0,0.0,-5.5,0.25,-3.0,4.5,3.17
448,-6491.0,0,1.0,2.0,1.67,-4.5,-3.67,-4.0,-9.5
449,-2271.0,1,1.0,0.0,-2.5,-4.0,1.0,-4.5,-2.0
450,3915.0,1,1.0,-1.0,-0.5,7.5,2.75,3.0,-1.0
451,-2213.0,1,0.0,0.0,-1.4,0.0,6.5,0.3399999999999998,-0.08
452,2055.0,1,-1.0,0.0,0.0,1.66,1.5,1.0,1.5
453,-1357.0,0,2.0,0.0,1.83,-0.3999999999999999,2.0,-1.0,1.0
454,-617.0,0,0.0,0.0,0.3299999999999999,0.0,3.5,-4.0,-0.1999999999999999
455,1144.0,1,-2.0,0.0,-3.0,-4.33,-1.0,5.5,4.0
456,1127.0,1,1.0,0.0,2.67,0.0,-3.33,-1.5,-1.0
457,-1072.0,1,1.0,0.0,1.0,-1.0,2.0,-3.0,2.1
458,3202.0,1,-2.0,-1.0,0.5,7.33,2.5,4.0,5.0
459,3611.0,1,0.0,-1.0,4.0,4.5,0.5,-0.8300000000000001,-1.0699999999999998
460,-1588.0,1,-1.0,0.0,0.0,-1.0,-1.5,-4.75,4.33
461,6353.0,1,-1.0,-1.0,0.92,1.75,4.0,7.8,6.0
462,4748.0,1,1.0,0.0,0.6699999999999999,0.0,-0.75,1.25,4.29
463,-2177.0,0,1.0,2.0,3.8,0.33,-3.33,-1.0,4.33
464,-3088.0,1,1.0,0.0,-2.0,-1.0,-0.8,-3.0,0.0
465,2353.0,0,0.0,0.0,0.5,0.0,1.0,1.0,-2.0
