gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role,win_score_difference
9833.0,1,1,0.0,-1.0,4.0,15.83,6.75,7.0,8.0,1.0,0.0,14.579999999999998
1383.0,1,2,0.0,0.0,1.5,0.0,5.0,0.75,-0.05,-1.0,1.0,-10.03
-14212.0,0,-1,1.0,4.0,-2.75,-6.33,-6.0,-6.8,-8.0,-2.0,-1.0,14.02000000000001
-4703.0,1,-1,1.0,0.0,1.5,-4.33,-4.5,-3.0,1.5,0.0,0.0,3.859999999999992
3411.0,0,2,-1.0,-1.0,1.33,5.5,3.0,0.0,-1.0,2.0,-1.0,-3.7299999999999898
3988.0,1,0,0.0,0.0,-1.0,5.0,3.0,10.33,8.8,1.0,-1.0,18.73000000000001
-2214.0,0,-2,2.0,1.0,-1.0,0.0,3.0,-1.5,1.0,0.0,0.0,1.4099999999999966
1641.0,1,-2,-1.0,1.0,0.0,4.0,1.17,3.67,9.5,0.0,1.0,11.589999999999982
-2740.0,0,-2,1.0,1.0,1.67,-2.0,1.0,-6.6,-6.67,0.0,0.0,7.429999999999978
-3619.0,0,0,-1.0,0.0,-2.0,-1.17,4.0,0.0,-1.0,-1.0,-1.0,29.62999999999998
1045.0,1,2,1.0,0.0,2.0,2.0,-0.5,-1.0,0.0,1.0,1.0,5.409999999999968
2249.0,1,2,-1.0,-1.0,5.0,4.0,2.0,2.25,2.13,2.0,0.0,1.0599999999999952
3900.0,1,2,1.0,-1.0,6.0,0.0,-0.33,0.0,0.9,1.0,1.0,9.429999999999993
-2376.0,0,0,0.0,0.0,0.5800000000000001,-5.5,0.0,-3.25,-3.5,-1.0,1.0,-5.350000000000001
-5821.0,0,-1,1.0,1.0,-1.33,-0.33,-5.3,-2.07,-13.2,-1.0,0.0,-5.319999999999986
8017.0,0,2,-1.0,0.0,-1.17,5.67,2.75,5.5,11.33,0.0,-1.0,-3.080000000000034
-4776.0,0,-2,0.0,1.0,1.0,1.0,-2.67,-3.0,1.0,0.0,-1.0,-9.75000000000002
-4094.0,0,1,1.0,0.0,-1.67,3.5,0.0,-8.6,-5.0,1.0,0.0,1.0800000000000196
3508.0,0,-1,-1.0,0.0,6.0,4.0,1.0,-0.5,1.0,1.0,0.0,7.990000000000045
-6063.0,1,-2,-2.0,1.0,-1.33,0.33,0.0,-3.0,-0.6699999999999999,0.0,2.0,-0.8099999999999881
2151.0,0,-2,2.0,0.0,1.5,-3.33,-5.25,1.5,3.33,-1.0,0.0,-9.010000000000012
-3306.0,1,0,-2.0,0.0,1.33,-1.0,-5.8,-0.5,-0.5,0.0,0.0,13.849999999999994
-139.0,0,-2,1.0,0.0,-2.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-7.389999999999958
