gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
4118.0,0,0,0.0,-1.0,-1.5,-3.17,4.5,-0.25,0.25,-1.0,1.0
5639.0,1,2,-2.0,-1.0,-0.3399999999999998,7.0,2.0,2.75,6.0,0.0,0.0
-4008.0,0,0,1.0,1.0,1.0,-8.67,-5.67,-2.0,-0.5,1.0,2.0
6439.0,1,2,0.0,-1.0,0.4499999999999999,1.5,-5.0,1.0,10.0,0.0,0.0
2680.0,0,2,1.0,-2.0,2.6,0.96,2.0,-3.6,-1.5,-3.0,0.0
-2335.0,0,-2,0.0,1.0,-0.83,3.0,0.25,1.5,2.0,2.0,1.0
-3997.0,0,-2,-2.0,0.0,-5.0,-2.5,5.0,-2.0,4.67,2.0,1.0
249.0,0,1,1.0,1.0,-1.5,-7.4,-7.5,5.5,1.5,0.0,-2.0
6748.0,1,0,-2.0,-2.0,-2.1,12.0,9.0,4.5,6.0,0.0,0.0
10678.0,1,1,-2.0,-3.0,7.0,6.7,5.0,10.4,13.33,0.0,0.0
-5983.0,0,0,2.0,2.0,-0.6699999999999999,-0.33,-2.67,-0.5,-2.0,-1.0,0.0
2810.0,1,0,1.0,1.0,2.0,0.0,-2.0,5.67,5.75,1.0,0.0
-1602.0,1,0,-1.0,0.0,2.5,7.14,0.75,-4.0,-0.5,0.0,0.0
157.0,0,0,0.0,-1.0,-1.0,-2.0,0.4,4.0,3.0,0.0,0.0
2857.0,0,2,1.0,-2.0,0.0,4.0,4.4,-0.83,0.1699999999999999,2.0,-1.0
8764.0,1,0,-1.0,-1.0,7.0,1.58,-0.6699999999999999,4.0,6.5,1.0,1.0
4752.0,1,2,0.0,-2.0,3.33,5.5,-0.5800000000000001,1.67,-0.6300000000000001,0.0,0.0
-2646.0,0,0,1.0,0.0,-1.75,-4.0,0.0,0.5,-3.0,0.0,-1.0
-971.0,1,-2,-1.0,1.0,-2.17,0.8300000000000001,4.67,-1.33,6.0,2.0,1.0
-4747.0,1,-2,-1.0,1.0,-1.0,-3.5,-6.5,-9.0,-7.5,2.0,1.0
-3365.0,0,-2,2.0,0.0,3.0,-1.75,-1.0,-1.67,-0.6699999999999999,1.0,0.0
11823.0,1,1,-2.0,-3.0,2.0,4.62,1.0,2.13,3.6,-2.0,0.0
2903.0,1,2,-2.0,-1.0,-3.0,-2.5,0.5,1.0,0.0,0.0,0.0
-586.0,0,1,1.0,-1.0,-1.0,-3.33,-8.0,-5.0,-5.0,3.0,0.0
-813.0,0,-2,0.0,0.0,4.4,-8.75,-1.0,-4.33,-2.5,0.0,-1.0
-5384.0,0,-2,2.0,0.0,-0.3299999999999999,-6.43,-6.67,-1.25,-1.33,1.0,-1.0
9233.0,1,-1,-1.0,-2.0,1.0,11.2,1.33,6.5,1.75,-1.0,-1.0
-7278.0,0,-2,1.0,2.0,1.0,-6.0,-5.0,-2.0,-6.0,2.0,1.0
9380.0,1,1,-2.0,-1.0,2.83,2.75,1.0,10.0,9.0,-1.0,0.0
3386.0,1,2,-1.0,-1.0,0.0,3.0,6.75,2.67,7.67,0.0,1.0
-336.0,1,-1,-2.0,0.0,-0.5,-1.5,8.0,-1.0,-6.25,0.0,-1.0
285.0,0,0,1.0,0.0,2.5,2.96,-1.33,-2.0,-6.25,-1.0,1.0
2717.0,1,2,0.0,0.0,1.0,6.0,3.75,-0.33,4.33,0.0,0.0
-1744.0,1,-2,-1.0,1.0,-2.67,0.0,5.0,6.0,1.33,2.0,1.0
888.0,0,1,1.0,0.0,-1.0699999999999998,11.5,0.0,-0.75,-4.0,0.0,-1.0
-1117.0,0,-2,2.0,1.0,1.5,-2.0,3.5,3.0,-1.0,3.0,0.0
11750.0,1,1,-1.0,-3.0,5.83,6.6,-2.0,5.0,13.5,1.0,1.0
14036.0,1,2,-1.0,-2.0,4.6,0.33,10.25,0.75,12.2,0.0,1.0
5175.0,1,0,-1.0,0.0,1.5,2.0,1.33,2.17,5.33,0.0,0.0
-5889.0,0,-2,2.0,2.0,-1.0,0.0,-2.0,-1.0,-2.5,0.0,1.0
-735.0,0,-2,1.0,0.0,-2.6,1.5,-4.25,1.0,3.33,0.0,-2.0
-2476.0,1,-1,-1.0,0.0,-1.0,7.0,1.8,-0.0799999999999999,0.0,0.0,1.0
-6768.0,0,-1,1.0,0.0,-0.5,-4.0,-2.0,-4.0,-3.0,1.0,-1.0
-250.0,0,-1,-1.0,0.0,-4.0,-2.33,1.67,1.0,0.2000000000000001,-2.0,1.0
-1781.0,0,-2,0.0,0.0,4.75,2.0,1.5,-2.67,1.0,2.0,3.0
1694.0,0,1,1.0,0.0,1.5,1.0,1.33,-2.0,5.17,-2.0,0.0
-692.0,0,2,-1.0,0.0,-1.0,0.0,-1.5,-2.5,-1.0,2.0,1.0
3491.0,1,1,-1.0,0.0,0.0,-1.0,9.0,-0.25,0.1999999999999999,-1.0,0.0
3118.0,1,0,1.0,-2.0,3.33,7.0,5.75,-3.5,-1.25,-1.0,-1.0
4346.0,1,2,1.0,-2.0,1.5,0.5,-1.0,1.0,1.0,0.0,-2.0
4873.0,0,1,0.0,-2.0,3.4,3.75,1.25,8.0,7.5,0.0,-1.0
-17664.0,0,-2,-1.0,3.0,-2.0,-12.0,-7.0,-8.0,-12.0,4.0,0.0
1337.0,1,0,1.0,1.0,0.0,-1.17,2.0,2.83,6.67,-1.0,1.0
22.0,1,0,-1.0,1.0,-0.3299999999999999,9.4,1.0,1.5,3.0,2.0,-1.0
1385.0,0,1,1.0,0.0,5.0,2.5,3.75,-2.25,-1.0,0.0,1.0
-194.0,1,2,-1.0,0.0,-2.0,3.0,6.0,-2.83,-3.1,0.0,2.0
-7917.0,0,-2,1.0,2.0,-0.75,-1.5,-2.5,-2.47,-1.0,0.0,0.0
-2663.0,0,2,1.0,0.0,-3.0,-5.0,0.0,-3.0,-2.0,3.0,1.0
-3851.0,0,-1,0.0,0.0,-3.75,-3.5,-6.0,1.0,2.0,1.0,1.0
-2674.0,0,0,1.0,0.0,0.92,-2.0,-0.5,-3.0,-5.75,-2.0,0.0
6767.0,1,1,-1.0,0.0,6.5,-2.5,0.89,2.83,1.5,0.0,0.0
-2369.0,1,-2,0.0,0.0,-3.67,2.5,0.5,0.0,5.0,1.0,2.0
3190.0,1,0,-1.0,-1.0,-0.25,2.5,0.0,2.17,9.33,1.0,-1.0
-3092.0,0,-2,-1.0,1.0,-2.0,-1.0,0.33,1.67,6.5,-1.0,1.0
988.0,1,-2,2.0,0.0,1.0,2.0,6.67,-1.0,2.67,2.0,2.0
-4427.0,0,-1,1.0,0.0,0.0,-4.33,-4.0,-0.75,-0.5,3.0,1.0
-3022.0,0,0,1.0,1.0,-4.0,0.0,3.0,-0.8300000000000001,-3.75,-2.0,1.0
-230.0,1,2,1.0,0.0,1.0,6.0,1.33,5.67,0.25,1.0,-1.0
4702.0,1,2,-2.0,0.0,0.5,2.0,1.67,0.75,8.0,-2.0,-1.0
-7323.0,0,-2,0.0,4.0,0.83,1.33,-6.83,-3.33,-1.0,0.0,0.0
-608.0,1,0,0.0,0.0,-0.33,-0.3399999999999998,-0.08,1.33,5.0,2.0,1.0
5486.0,1,2,-1.0,-2.0,2.0,0.33,0.5,5.75,6.33,-2.0,1.0
3454.0,0,0,-1.0,-3.0,6.0,5.0,-1.5,-3.67,2.5,0.0,0.0
7251.0,1,2,-2.0,-3.0,-0.66,8.0,6.71,7.33,1.34,2.0,1.0
5019.0,1,2,-2.0,-1.0,2.1,-0.33,-1.0,6.5,1.9,-1.0,0.0
1319.0,1,0,-1.0,0.0,-2.0,3.75,-8.5,3.0,0.0,1.0,0.0
9326.0,1,-1,-1.0,-1.0,1.4300000000000002,7.0,10.83,1.0,2.0,-2.0,-1.0
-1141.0,1,0,1.0,0.0,1.25,1.33,-1.0,-3.1,2.5,-1.0,0.0
3150.0,0,-2,1.0,1.0,-3.0,2.5,-1.0,12.33,5.0,0.0,-1.0
-2177.0,1,-1,1.0,0.0,-0.5,-1.17,-0.5,-3.5,-5.0,-1.0,0.0
-847.0,1,0,1.0,0.0,2.0,-2.0,1.0,-0.0699999999999998,-0.25,1.0,0.0
1339.0,1,-1,-2.0,-1.0,3.17,-1.33,-0.5,2.5,1.17,0.0,0.0
58.0,1,1,2.0,-1.0,-9.25,-8.67,2.0,-4.0,1.25,1.0,0.0
-2643.0,1,0,1.0,-1.0,-0.5800000000000001,-9.0,0.5,-5.25,-0.6699999999999999,0.0,-1.0
8187.0,1,2,-1.0,-1.0,2.0,4.0,-1.0,4.0,1.0,-3.0,-2.0
318.0,0,2,1.0,0.0,1.0,1.83,-1.0,0.5,4.0,1.0,-1.0
3966.0,1,2,0.0,0.0,-5.0,-2.5,0.33,-0.3399999999999998,0.6600000000000001,1.0,0.0
-1910.0,0,1,1.0,0.0,1.75,0.0,0.0,-2.9,-2.67,2.0,1.0
-3434.0,0,-2,2.0,0.0,-0.33,-4.33,-7.75,-5.0,-2.0,-2.0,0.0
2661.0,1,2,0.0,1.0,1.0,-0.6699999999999999,-0.1699999999999999,2.17,0.5999999999999999,-1.0,-2.0
-11060.0,0,-2,2.0,2.0,0.0,-8.75,-2.4,-7.5,-6.25,2.0,0.0
3092.0,1,2,-1.0,-2.0,0.0,-0.5,-8.88,6.0,1.9,0.0,-1.0
-3546.0,0,-2,1.0,2.0,0.5,-1.0,-1.0,-1.0,-2.0,1.0,0.0
-3658.0,0,0,-1.0,1.0,-8.0,-0.5,-5.6,-0.6600000000000001,-0.33,-2.0,-1.0
437.0,1,2,0.0,-1.0,-1.5,-7.67,-1.5,2.7,-1.33,-2.0,0.0
-947.0,1,0,-1.0,0.0,5.0,-2.0,1.0,-3.0,-3.0,0.0,0.0
8690.0,1,2,-1.0,-1.0,8.0,6.8,7.0,4.33,5.33,-1.0,-1.0
2826.0,0,1,-1.0,-1.0,2.5,-1.0,3.3,-0.33,1.67,0.0,-2.0
514.0,0,-2,-2.0,0.0,-2.6,0.0,-1.33,5.67,0.5,-3.0,-1.0
2082.0,0,0,0.0,0.0,2.1,2.0,-1.0,4.5,3.5,-1.0,1.0
-4541.0,0,0,1.0,0.0,-4.0,0.92,-1.17,-2.0,-3.0,1.0,0.0
-940.0,0,-2,2.0,1.0,-0.5,-6.25,5.33,-1.25,-0.25,2.0,0.0
-6750.0,0,-2,0.0,1.0,0.0,-7.0,-5.75,-2.9,0.5,0.0,1.0
3970.0,1,0,-2.0,0.0,0.5,3.5,0.93,-4.5,-3.0,1.0,1.0
-525.0,0,0,0.0,0.0,0.3299999999999999,-3.75,-2.34,-2.0,1.0,-1.0,0.0
514.0,0,0,1.0,0.0,-4.0,-1.5,-4.0,2.0,3.67,-3.0,0.0
3559.0,1,1,-2.0,0.0,6.0,5.33,-0.25,4.0,2.0,1.0,0.0
6687.0,1,0,0.0,-1.0,2.0,-1.0,1.5,1.6,6.0,2.0,1.0
9856.0,1,1,1.0,-1.0,5.0,11.6,0.5,7.67,7.75,0.0,0.0
-1321.0,0,0,-1.0,1.0,-5.33,-3.5,-1.17,3.0,2.5,-1.0,0.0
8909.0,1,0,-1.0,0.0,2.0,10.5,7.0,3.75,8.33,0.0,-1.0
3062.0,0,0,2.0,0.0,0.0,1.0,4.5,3.0,1.0,1.0,1.0
3970.0,1,0,-2.0,1.0,0.4199999999999999,1.55,4.0,2.0,9.67,-2.0,1.0
-8064.0,1,0,1.0,1.0,0.5,-4.25,-2.0,-3.5,-3.5,1.0,0.0
-4296.0,1,0,2.0,2.0,-1.33,-2.5,-6.75,2.0,-0.8300000000000001,0.0,0.0
7680.0,1,2,0.0,-1.0,7.0,5.25,0.0,0.0,3.0,-2.0,-2.0
6638.0,1,2,-2.0,-1.0,-1.5,9.33,2.5,5.3,10.8,1.0,1.0
-8760.0,0,-2,2.0,1.0,-3.0,-8.33,-0.1699999999999999,-4.5,-8.0,-2.0,-1.0
7442.0,0,2,1.0,-2.0,1.83,9.4,3.2,4.75,1.35,-2.0,1.0
-8435.0,0,-1,1.0,1.0,0.0,-7.0,-2.5,-4.0,-3.8,-1.0,0.0
5522.0,1,1,-2.0,0.0,2.67,4.0,2.5,6.0,2.33,2.0,0.0
232.0,0,2,-1.0,0.0,-2.5,2.5,-2.0,7.2,-1.67,-4.0,-2.0
1023.0,0,2,1.0,0.0,-1.5,-1.0,0.1699999999999999,1.0,-1.5,-1.0,0.0
8500.0,1,0,1.0,0.0,13.0,7.0,3.0,5.0,2.7,0.0,1.0
5484.0,1,2,-1.0,-1.0,1.17,-0.5,4.0,2.0,1.25,1.0,-1.0
-6430.0,0,0,1.0,0.0,-6.0,1.0,-8.0,-0.33,-0.0499999999999998,-4.0,-1.0
-600.0,0,-2,-1.0,1.0,-3.0,-2.5,2.1,4.0,1.0,-2.0,-1.0
7689.0,1,2,-2.0,-1.0,-2.5,-0.5,4.25,6.83,9.5,1.0,0.0
7351.0,1,2,-1.0,-2.0,-0.42,1.0,3.5,6.75,4.5,-1.0,-1.0
-155.0,0,-2,1.0,0.0,1.33,-0.1,-1.05,-0.3899999999999999,3.0,-1.0,-1.0
784.0,0,-2,-1.0,1.0,4.3,1.0,-1.0,1.67,2.25,0.0,-1.0
-4852.0,1,0,2.0,2.0,6.33,1.0,0.33,-1.8,-1.93,1.0,0.0
-6119.0,0,-2,0.0,2.0,2.5,-1.67,-3.25,-3.5,-11.5,-1.0,0.0
-473.0,0,0,0.0,1.0,-1.0,5.0,1.75,-3.5,-1.0,-3.0,-1.0
4371.0,0,2,0.0,-2.0,-0.1699999999999999,3.0,3.33,1.5,7.33,0.0,-1.0
5292.0,1,2,-2.0,0.0,5.0,2.5,4.67,6.8,2.5,-2.0,-1.0
-280.0,1,0,-1.0,0.0,1.5,4.0,3.67,2.0,2.0,-1.0,0.0
-10267.0,0,-1,0.0,3.0,-2.0,-6.4,-4.0,1.0,0.0,0.0,1.0
-5211.0,0,-2,2.0,0.0,-6.5,-4.0,-0.5,-6.0,-3.33,-3.0,0.0
-428.0,0,0,2.0,0.0,-2.25,3.0,5.0,1.5,1.0,0.0,1.0
-2410.0,0,1,-1.0,0.0,-2.5,-1.0,1.0,1.0,4.33,1.0,0.0
1153.0,1,0,1.0,1.0,-1.5,-5.0,-1.29,3.75,8.8,-2.0,1.0
-2039.0,1,0,-1.0,0.0,0.6699999999999999,2.5,-3.75,0.6699999999999999,-0.5,1.0,-1.0
4091.0,0,0,2.0,0.0,5.67,3.67,3.67,-6.4,0.0,-3.0,0.0
1938.0,0,2,-2.0,-2.0,-2.0,-6.0,-3.75,2.0,2.0,0.0,-2.0
-1325.0,1,-2,1.0,0.0,1.5,-0.5,1.0,0.0,-3.33,0.0,1.0
562.0,0,-1,0.0,0.0,3.67,-3.0,-1.5,1.0,0.0,-1.0,-1.0
3945.0,0,2,-1.0,-1.0,0.0,8.0,1.5,6.0,5.33,0.0,0.0
1905.0,0,0,1.0,0.0,1.0,-3.67,-0.8300000000000001,5.33,8.2,0.0,0.0
5166.0,1,2,-2.0,0.0,0.5,-3.33,4.67,8.0,9.75,-1.0,0.0
-1613.0,0,-2,2.0,1.0,-2.5,-4.0,1.0,1.0,0.83,-1.0,0.0
-1088.0,1,2,0.0,0.0,3.0,4.5,-4.0,-5.0,-6.0,-1.0,1.0
-2206.0,1,0,-1.0,0.0,-3.0,-0.8300000000000001,-0.6699999999999999,-7.4,-0.33,1.0,0.0
-1631.0,0,0,0.0,0.0,-1.5,4.5,-4.12,0.3500000000000001,1.25,1.0,0.0
-1552.0,0,0,1.0,-1.0,-2.75,-8.4,-0.5800000000000001,-1.5,-2.0,-3.0,-2.0
-4257.0,1,-2,-1.0,2.0,1.0,-4.25,-8.8,-0.6600000000000001,-4.5,2.0,-1.0
-3036.0,0,-2,0.0,0.0,0.0,-1.0,-1.0,-2.5,-5.5,2.0,0.0
-7202.0,0,-2,-1.0,2.0,1.33,-1.83,-5.67,-0.6000000000000001,-1.83,0.0,-1.0
4733.0,0,2,-2.0,-2.0,3.0,1.5,-4.5,2.66,0.0,-2.0,-1.0
