link,gold_difference_at_20_minutes,turret_difference_at_20_minutes,dragon_difference_at_20_minutes,Team_Win,kda_top_blue,kda_top_red,kda_jungle_blue,kda_jungle_red,kda_mid_blue,kda_mid_red,kda_ad_blue,kda_ad_red,kda_sp_blue,kda_sp_red,herald_difference_at_20_minutes
/match/eune/3358593922,-6099.0,-3.0,0.0,red,1.75,10.0,1.8,7.0,0.4,2.67,0.83,6.0,4.0,3.4,2
/match/eune/3358595309,1674.0,0.0,-1.0,red,1.2,1.0,13.0,3.33,4.5,0.5,2.0,1.67,2.75,3.25,-2
/match/eune/3358590440,-3628.0,-2.0,-1.0,red,1.6,1.25,1.4,3.75,7.5,5.0,1.83,1.5,2.0,2.2,-2
/match/eune/3358583789,1140.0,-1.0,-2.0,blue,5.0,0.5,4.0,3.5,1.4,3.0,2.0,6.0,1.4,3.5,2
/match/eune/3358582465,-1692.0,-3.0,-1.0,blue,0.67,5.0,7.0,8.0,1.25,0.0,3.0,2.5,0.0,1.33,1
/match/eune/3358584449,2333.0,1.0,1.0,blue,0.33,1.5,4.0,3.0,0.67,1.25,10.0,0.33,11.0,0.5,-1
/match/eune/3358586210,-3792.0,-2.0,-2.0,red,2.5,1.33,2.0,3.5,0.71,2.33,4.0,5.0,1.2,4.5,0
/match/eune/3358577579,-5614.0,-1.0,-2.0,red,5.0,0.5,2.0,2.33,0.5,6.0,1.67,5.0,2.5,3.5,1
/match/eune/3358572865,3250.0,3.0,0.0,blue,1.0,1.25,3.67,6.0,1.5,2.67,10.0,1.0,2.5,1.17,2
/match/eune/3358570843,-4263.0,-1.0,-1.0,red,1.0,2.0,2.25,5.5,1.25,4.0,1.6,1.6,2.67,4.33,0
/match/eune/3358580168,-10038.0,-3.0,-2.0,red,2.0,0.8,0.83,13.0,0.4,12.0,0.0,7.0,0.14,22.0,0
/match/eune/3358575246,1670.0,0.0,0.0,blue,0.0,1.0,3.67,1.5,2.0,2.67,3.0,0.33,4.0,2.0,-2
/match/eune/3358559211,1072.0,4.0,2.0,blue,0.83,1.17,5.5,2.0,1.0,11.0,4.5,0.75,3.0,2.2,0
/match/eune/3358547837,-4292.0,-1.0,0.0,red,0.14,5.0,0.71,6.5,0.5,2.33,1.67,5.0,6.0,10.0,-2
/match/eune/3358560114,-7077.0,-5.0,-1.0,blue,0.43,4.0,1.0,10.0,2.33,2.2,1.75,3.0,1.4,2.75,-2
/match/eune/3358553570,1011.0,3.0,0.0,red,3.5,2.0,3.67,1.75,2.67,1.6,1.12,1.12,4.5,4.0,2
/match/eune/3358553496,12422.0,9.0,2.0,blue,3.25,1.0,4.33,1.6,5.0,1.25,7.0,0.43,7.0,1.4,2
/match/eune/3358542919,4532.0,1.0,1.0,blue,2.0,10.0,12.0,1.33,3.5,1.6,1.0,2.2,7.0,1.83,0
/match/eune/3358547209,4234.0,1.0,3.0,blue,1.5,0.5,2.25,4.0,2.33,2.75,1.67,1.4,1.75,5.0,2
/match/eune/3358537428,-2983.0,-1.0,-2.0,red,1.0,1.0,7.0,5.0,0.6,1.25,1.25,2.0,5.0,7.0,-2
/match/eune/3358537220,2914.0,0.0,2.0,blue,2.5,2.0,1.67,3.5,6.0,0.67,2.0,1.4,5.0,2.0,-1
/match/eune/3358533160,4467.0,1.0,0.0,blue,4.5,0.5,1.67,1.6,3.5,4.0,3.0,2.75,2.0,1.5,0
/match/eune/3358531360,-2116.0,0.0,-2.0,red,2.0,0.5,2.0,2.0,0.8,3.5,0.67,1.5,3.0,4.0,1
/match/eune/3358505973,430.0,0.0,-2.0,red,5.5,0.5,0.9,2.0,1.0,3.5,3.67,2.5,2.2,3.0,-2
/match/eune/3358508459,-6619.0,-2.0,2.0,red,0.5,2.5,0.5,7.0,1.5,8.0,1.6,4.0,4.0,3.67,0
/match/eune/3358506134,3374.0,4.0,-1.0,red,0.8,3.0,1.75,2.0,2.0,2.0,1.0,6.0,2.0,1.67,-1
/match/eune/3358499487,-6164.0,-1.0,-2.0,red,0.6,2.67,1.25,5.0,0.67,5.0,3.0,4.0,1.5,3.0,2
/match/eune/3358497649,302.0,-3.0,-3.0,red,3.0,0.5,7.0,1.75,1.4,0.86,5.5,3.0,7.5,2.25,0
/match/eune/3358490581,-4672.0,-2.0,-1.0,blue,1.75,1.4,1.33,12.0,1.4,4.0,1.29,8.5,1.17,2.17,2
/match/eune/3358486420,6796.0,2.0,2.0,blue,1.5,1.0,14.0,1.0,2.0,1.0,2.67,0.6,3.0,8.0,0
/match/eune/3358474690,-112.0,1.0,0.0,red,1.75,1.75,2.2,2.0,2.33,0.57,4.0,1.0,11.0,2.2,-2
/match/eune/3358467036,3901.0,4.0,-1.0,blue,10.0,0.0,3.33,2.2,2.0,0.83,1.33,4.33,1.57,7.0,2
/match/eune/3358466544,-525.0,1.0,0.0,red,0.0,3.0,2.0,11.0,1.5,4.0,4.5,1.5,4.0,2.0,1
/match/eune/3358454920,-6568.0,-5.0,0.0,red,1.0,3.0,2.75,3.67,1.0,2.25,2.2,2.0,3.33,1.6,0
/match/eune/3358453540,-5933.0,-2.0,-2.0,red,0.83,1.5,7.0,6.0,0.83,2.0,0.25,10.0,0.67,15.0,2
/match/eune/3358449195,1911.0,1.0,0.0,blue,2.0,0.6,7.0,4.0,1.0,3.0,3.0,0.67,11.0,1.67,0
/match/eune/3358431719,5996.0,3.0,0.0,blue,5.0,3.0,5.5,1.0,3.0,1.67,8.0,1.0,4.67,0.75,2
/match/eune/3358422964,7379.0,2.0,3.0,blue,1.0,3.0,6.0,1.29,6.5,1.5,3.2,1.33,3.0,2.33,0
/match/eune/3358410040,5433.0,2.0,0.0,blue,3.0,0.6,5.5,1.75,11.0,1.0,2.0,5.0,1.6,1.0,2
/match/eune/3358415363,3988.0,2.0,-3.0,blue,5.0,1.0,8.0,1.0,5.0,2.0,1.0,7.0,0.5,9.0,2
/match/eune/3358416324,-5844.0,-2.0,1.0,red,1.0,2.0,3.0,7.0,0.25,2.0,0.5,4.0,0.71,14.0,0
/match/eune/3358402993,-10747.0,-4.0,-2.0,red,1.2,1.75,1.4,4.5,1.0,3.5,0.5,6.0,0.83,16.0,-1
/match/eune/3358407201,-6989.0,-4.0,-3.0,red,5.0,0.5,0.5,3.0,0.25,5.0,1.0,5.0,2.0,6.0,-2
/match/eune/3358394946,-1739.0,-2.0,-2.0,red,2.0,1.0,4.5,5.0,1.2,2.5,2.33,4.5,3.0,1.0,1
/match/eune/3358391938,5690.0,1.0,-2.0,blue,8.0,0.2,5.5,0.14,12.0,0.75,3.5,4.0,7.0,2.0,2
/match/eune/3358384918,6730.0,5.0,2.0,blue,1.0,1.67,10.0,3.5,3.0,0.67,1.2,1.75,3.0,2.67,2
/match/eune/3358388278,-5804.0,0.0,1.0,red,0.5,2.0,0.25,5.5,0.5,7.0,0.75,2.5,1.25,8.0,-1
/match/eune/3358380625,2066.0,2.0,0.0,blue,4.33,0.71,11.0,3.33,1.2,2.0,2.33,1.33,3.25,1.6,0
/match/eune/3358381079,-688.0,1.0,-1.0,red,3.33,1.5,4.0,2.17,2.2,3.75,1.0,3.0,3.0,2.0,0
/match/eune/3358365716,5360.0,4.0,1.0,blue,0.75,2.75,3.0,0.88,4.5,2.5,1.71,1.0,5.67,2.2,2
/match/eune/3358370431,134.0,0.0,0.0,red,2.25,0.67,10.0,3.0,3.33,1.6,0.86,2.33,0.88,5.5,2
/match/eune/3358360959,2480.0,2.0,0.0,blue,0.8,1.33,3.0,1.0,10.0,0.4,3.25,1.67,11.0,0.86,0
/match/eune/3358360438,7067.0,2.0,-2.0,blue,10.0,0.5,6.0,0.67,1.25,0.8,3.5,1.25,3.0,3.0,0
/match/eune/3358353925,4484.0,2.0,1.0,blue,1.6,1.4,1.5,3.8,0.2,5.0,3.0,1.43,2.8,3.75,2
/match/eune/3358341918,-7500.0,-4.0,-2.0,blue,2.5,3.5,2.5,1.5,2.33,2.0,0.4,5.0,1.75,2.0,0
/match/eune/3358343728,-897.0,0.0,-2.0,red,0.67,4.0,1.6,2.0,6.0,2.0,0.83,2.33,1.5,2.33,-1
/match/eune/3358340242,1760.0,-1.0,-2.0,blue,1.0,4.5,9.0,2.0,1.0,3.5,3.0,1.67,1.0,1.75,2
/match/eune/3358317559,848.0,2.0,2.0,blue,1.0,5.0,3.5,4.0,2.75,0.2,0.71,4.5,2.0,3.67,0
/match/eune/3358308809,5604.0,1.0,1.0,blue,12.0,0.25,9.0,1.0,2.33,0.75,2.33,1.5,5.0,1.67,1
/match/eune/3358298831,-1732.0,-2.0,-2.0,red,2.0,1.0,1.75,3.33,1.67,3.0,0.8,3.0,1.0,4.0,1
/match/eune/3358300615,2935.0,2.0,-1.0,red,1.0,0.5,6.0,7.0,0.83,1.75,3.25,1.0,1.83,3.67,2
/match/eune/3358303072,-978.0,1.0,-2.0,red,1.25,1.67,1.8,10.0,1.67,2.33,1.17,1.33,3.5,3.67,1
/match/eune/3358281798,6193.0,5.0,2.0,blue,1.75,1.0,4.33,3.5,2.2,2.2,1.25,2.75,2.0,2.0,1
/match/eune/3358287368,3636.0,0.0,2.0,blue,2.0,1.0,9.0,1.0,4.0,0.5,2.33,0.83,3.5,1.0,1
/match/eune/3358275747,2278.0,0.0,-1.0,blue,1.25,1.2,4.0,5.0,4.0,1.33,1.5,4.0,2.25,2.5,2
/match/eune/3358275720,3716.0,3.0,1.0,blue,15.0,0.0,7.0,0.71,3.0,2.67,3.2,2.2,4.0,1.83,0
/match/eune/3358254957,5645.0,3.0,-1.0,blue,3.0,1.0,2.5,1.8,10.0,3.5,5.5,2.0,1.29,2.25,2
/match/eune/3358254789,3877.0,3.0,2.0,red,1.0,5.0,1.0,3.0,9.0,2.0,2.4,1.25,3.67,1.67,0
/match/eune/3358257400,-2806.0,0.0,-2.0,red,5.0,0.33,4.0,4.5,0.5,2.0,0.0,6.0,0.5,7.0,2
/match/eune/3358247041,6788.0,2.0,0.0,blue,3.5,1.0,3.0,1.67,3.5,0.83,2.0,1.8,3.5,1.33,1
/match/eune/3358247810,-4613.0,-3.0,-2.0,red,0.38,2.67,5.33,2.0,2.0,2.8,2.0,4.33,1.75,3.75,2
/match/eune/3358250594,-6245.0,-2.0,0.0,red,0.0,7.0,2.25,1.33,4.0,2.0,8.0,1.33,3.0,1.5,-2
/match/eune/3358232447,-5453.0,-2.0,0.0,red,1.25,1.14,2.0,2.83,1.0,6.67,1.71,14.0,0.88,9.5,-2
/match/eune/3358218399,-1006.0,1.0,2.0,red,0.22,3.33,2.0,4.0,3.5,1.0,5.5,2.67,2.0,1.83,-1
/match/eune/3358206833,-7495.0,-2.0,-2.0,red,1.67,1.33,0.67,3.67,1.4,10.0,0.67,3.75,1.0,15.0,0
/match/eune/3358204219,-7295.0,-2.0,-3.0,red,2.5,3.0,2.2,2.25,4.0,2.67,0.67,6.0,1.0,1.67,0
/match/eune/3358202132,-7910.0,-2.0,0.0,red,0.2,4.0,1.17,4.33,1.5,12.0,0.67,4.67,1.2,9.0,2
/match/eune/3358192555,2837.0,0.0,-2.0,blue,3.5,1.0,2.0,2.25,4.25,2.0,3.5,1.0,2.0,2.5,0
/match/eune/3358196255,-6269.0,-2.0,-2.0,red,1.33,3.0,1.0,3.67,1.67,3.0,0.8,2.25,1.25,7.0,-2
/match/eune/3358170931,2462.0,2.0,-1.0,red,2.0,1.0,10.0,1.33,1.75,0.67,1.5,11.0,4.0,12.0,2
/match/eune/3358173310,3892.0,1.0,0.0,red,14.0,0.38,4.5,1.6,0.8,1.5,3.0,2.33,4.0,4.0,1
/match/eune/3358169110,635.0,3.0,0.0,red,3.5,0.8,1.75,3.33,0.86,14.0,1.75,5.0,1.75,3.0,2
/match/eune/3358156025,1085.0,2.0,0.0,red,0.6,1.33,7.0,4.0,4.0,1.0,1.5,1.0,1.67,3.5,-2
/match/eune/3358164364,-2068.0,0.0,0.0,red,2.0,1.43,0.6,0.83,14.0,3.0,1.17,4.0,1.83,2.14,0
/match/eune/3358155931,-5979.0,-2.0,1.0,red,0.8,3.0,1.33,10.0,2.0,3.25,1.25,3.33,1.17,8.5,-1
/match/eune/3358158300,-517.0,-1.0,-2.0,blue,1.5,0.67,2.0,1.5,2.0,2.0,8.0,2.5,2.0,2.33,-2
/match/eune/3358156249,-12609.0,-6.0,-1.0,red,0.6,8.0,1.62,4.5,1.8,2.6,1.33,5.33,1.29,2.8,-2
/match/eune/3358140865,3050.0,0.0,1.0,red,2.67,1.0,10.0,1.38,3.25,2.0,3.67,1.5,3.33,2.14,0
/match/eune/3358140683,5488.0,3.0,0.0,blue,3.5,0.67,3.5,1.0,10.0,2.0,1.5,1.0,9.0,1.67,2
/match/eune/3358142310,-4201.0,0.0,-3.0,red,1.43,1.67,1.5,11.0,0.4,2.67,0.14,15.0,0.83,5.0,0
/match/eune/3358140312,4448.0,4.0,-1.0,blue,2.0,1.25,1.67,3.0,4.0,0.86,2.0,6.5,5.0,4.33,0
/match/eune/3358129375,-3638.0,-1.0,0.0,blue,1.0,1.83,3.25,4.25,2.0,1.4,1.25,4.0,0.75,16.0,0
/match/eune/3358128337,2321.0,0.0,2.0,blue,2.0,0.5,0.67,1.75,2.5,6.0,2.0,2.0,1.33,5.0,0
/match/eune/3358115822,5805.0,1.0,2.0,blue,3.0,1.25,13.0,1.33,2.0,3.0,2.75,1.25,6.5,2.0,2
/match/eune/3358103502,1418.0,1.0,0.0,blue,1.0,1.6,3.0,1.6,3.25,6.5,3.0,1.2,15.0,1.5,2
/match/eune/3358101496,6795.0,4.0,2.0,blue,1.0,3.5,3.0,1.33,2.5,5.0,0.0,2.0,3.5,2.33,2
/match/eune/3358081631,3530.0,3.0,0.0,blue,11.0,0.6,2.25,2.5,3.25,1.17,3.67,4.5,2.4,4.33,2
/match/eune/3358077115,6983.0,3.0,3.0,blue,2.67,1.33,10.0,1.17,12.0,0.6,3.33,1.25,6.5,3.5,2
/match/eune/3358057181,10980.0,5.0,2.0,blue,2.0,1.0,8.5,0.75,14.0,1.33,11.0,0.62,2.0,0.67,0
/match/eune/3358040617,-5947.0,-2.0,0.0,red,4.0,3.0,0.6,5.5,0.33,11.0,0.83,1.6,0.8,11.0,0
/match/eune/3358037122,468.0,0.0,-2.0,blue,0.25,4.0,13.0,2.0,6.0,0.0,1.75,1.0,3.0,1.5,1
/match/eune/3358033265,2929.0,3.0,1.0,blue,1.75,2.75,5.5,2.5,1.17,6.0,5.5,1.75,3.25,1.4,-1
/match/eune/3358024840,3427.0,2.0,2.0,blue,1.4,1.25,7.0,2.0,3.0,3.5,1.4,1.8,1.75,1.8,1
/match/eune/3358513070,2038.0,0.0,0.0,blue,0.67,0.67,5.5,2.0,1.0,1.5,5.5,0.4,8.0,2.0,2
/match/eune/3358482369,3039.0,0.0,1.0,blue,4.0,0.0,6.0,3.67,2.5,0.67,2.0,0.8,1.75,3.5,1
/match/eune/3358472507,2918.0,1.0,1.0,blue,1.4,0.88,5.0,2.71,1.22,3.5,2.0,0.67,1.29,3.0,0
/match/eune/3358460538,-1441.0,0.0,0.0,red,0.67,5.0,2.5,2.0,1.2,5.5,1.17,3.25,2.25,2.0,-2
/match/eune/3358439173,-2736.0,-2.0,-2.0,red,1.0,0.67,3.0,2.4,2.25,3.33,1.0,1.25,1.0,4.0,2
/match/eune/3358428286,782.0,0.0,-2.0,red,8.0,0.2,1.75,1.8,0.17,11.0,2.33,1.25,1.0,3.5,2
/match/eune/3358403744,-381.0,0.0,0.0,red,3.0,1.0,1.33,2.0,2.0,3.5,4.0,0.6,3.67,1.5,0
/match/eune/3357973037,6369.0,2.0,-1.0,blue,3.0,1.0,9.0,3.33,1.75,1.83,3.6,0.71,2.67,1.0,0
/match/eune/3357920121,858.0,0.0,0.0,red,0.0,8.0,2.5,4.5,5.0,1.0,2.0,2.5,2.0,0.67,0
/match/eune/3357903006,-2900.0,0.0,0.0,red,1.0,1.5,1.4,5.5,1.4,1.43,10.0,0.33,1.8,5.0,0
/match/eune/3357897027,1396.0,-1.0,0.0,blue,2.5,0.6,0.6,3.0,2.8,1.0,1.33,3.0,3.25,2.2,-2
/match/eune/3357884658,1789.0,-2.0,-1.0,red,2.5,8.0,5.33,2.5,1.0,1.0,2.0,1.14,3.5,2.2,1
/match/eune/3357885173,3073.0,-2.0,3.0,blue,7.0,0.6,4.33,1.75,6.5,0.57,11.0,1.0,4.0,2.33,2
/match/eune/3357661081,-815.0,0.0,-1.0,red,1.33,1.75,3.33,3.0,5.0,1.2,5.0,3.0,2.0,4.5,2
/match/eune/3357445262,2516.0,2.0,-1.0,blue,3.0,3.0,3.5,1.71,1.33,2.75,2.75,1.6,4.0,1.8,1
/match/eune/3357370055,7210.0,2.0,1.0,blue,3.0,0.75,6.5,1.4,2.4,1.0,9.0,1.67,2.5,1.2,2
/match/eune/3357358013,1158.0,0.0,0.0,blue,1.25,1.6,3.0,3.0,9.0,0.75,2.0,2.5,2.67,0.5,-1
/match/eune/3357346806,783.0,1.0,0.0,blue,1.0,1.5,4.0,3.67,1.25,11.0,1.4,3.5,2.33,1.5,2
/match/eune/3357343831,2638.0,1.0,-1.0,red,0.75,3.67,6.5,0.83,5.0,2.75,4.0,1.2,4.25,1.33,0
/match/eune/3357275693,-1150.0,-2.0,2.0,blue,1.0,1.67,2.17,3.33,2.0,2.67,3.0,1.5,5.0,1.29,-1
/match/eune/3357264467,1290.0,0.0,0.0,red,3.5,0.6,2.0,1.75,2.0,4.0,2.2,1.33,2.5,2.67,0
/match/eune/3357200838,-601.0,-4.0,0.0,red,1.0,8.0,3.0,6.0,3.33,0.62,4.0,3.5,2.0,2.67,-2
/match/eune/3357197573,4713.0,0.0,2.0,blue,0.5,1.33,2.75,3.5,3.33,2.2,3.0,0.75,3.25,1.4,-2
/match/eune/3357180461,2456.0,3.0,-2.0,blue,9.0,0.2,2.33,2.0,8.0,2.5,1.67,2.67,1.17,3.67,0
/match/eune/3356785367,4605.0,2.0,2.0,blue,1.25,1.0,6.5,2.25,0.67,1.8,3.33,2.75,3.5,2.4,2
/match/eune/3356764123,3419.0,1.0,0.0,blue,9.0,1.0,2.5,1.75,3.5,2.0,3.0,3.0,3.0,4.5,2
/match/eune/3356753449,1531.0,1.0,0.0,red,5.0,0.25,5.5,0.5,1.0,6.0,2.5,1.33,7.0,2.5,0
/match/eune/3356728051,-2266.0,-2.0,-2.0,blue,4.0,3.0,8.0,2.5,5.5,0.5,3.67,3.0,3.5,1.8,2
/match/eune/3356718722,4525.0,2.0,2.0,blue,0.57,8.0,3.2,3.75,2.5,1.75,5.5,0.71,3.75,1.17,2
/match/eune/3356680976,5663.0,2.0,0.0,red,2.0,0.0,3.5,2.5,1.29,1.8,2.25,2.75,2.6,1.5,2
/match/eune/3356682683,-2162.0,0.0,-2.0,red,3.5,7.0,1.75,6.5,1.8,2.4,0.75,12.0,6.0,2.0,2
/match/eune/3356663533,-2678.0,2.0,1.0,red,1.0,0.75,1.5,3.5,1.67,4.5,0.33,6.0,0.5,4.0,-2
/match/eune/3356592557,-6681.0,-3.0,0.0,blue,0.43,2.33,1.67,9.0,2.0,4.0,2.0,8.0,2.0,0.8,0
/match/eune/3356574534,-6117.0,-3.0,0.0,red,0.2,5.0,1.0,9.0,2.33,6.5,2.0,0.75,2.0,1.5,-2
/match/eune/3356570635,-1674.0,1.0,3.0,blue,1.33,1.33,2.5,3.33,1.33,11.0,1.17,2.0,2.25,1.83,-1
/match/eune/3356508966,-5545.0,-2.0,-2.0,red,2.25,2.0,1.57,1.75,0.89,5.33,0.71,6.33,3.0,19.0,-1
/match/eune/3356417125,-996.0,1.0,-2.0,blue,0.75,2.5,0.75,10.0,1.0,2.5,1.33,2.5,1.5,11.0,0
/match/eune/3356397065,-4167.0,-3.0,-2.0,red,0.0,4.0,2.0,1.5,0.75,8.0,6.0,1.0,2.5,3.0,-2
/match/eune/3356362838,-12669.0,-3.0,-1.0,red,1.0,1.2,2.0,5.0,0.67,8.0,0.0,12.0,0.0,10.0,1
/match/eune/3356345975,6734.0,3.0,0.0,blue,2.0,1.0,6.0,1.0,2.0,2.0,3.0,1.5,3.0,3.0,2
/match/eune/3356335944,-8277.0,-3.0,0.0,red,2.5,2.0,1.25,6.0,1.2,8.0,2.67,2.67,2.25,1.83,-2
/match/eune/3356327963,-4731.0,-2.0,-1.0,blue,2.0,5.0,1.33,8.0,1.0,6.5,1.25,1.8,1.4,4.33,0
/match/eune/3356301246,5152.0,2.0,2.0,blue,1.0,1.0,12.0,0.6,5.0,1.4,3.0,1.33,2.0,1.0,1
/match/eune/3356290673,3903.0,1.0,2.0,blue,3.5,5.0,1.4,9.0,1.67,1.38,5.0,2.0,3.33,2.0,2
/match/eune/3356281780,7387.0,2.0,2.0,blue,2.75,0.62,2.5,2.25,5.5,0.8,5.5,2.0,6.0,1.12,0
/match/eune/3356259529,-1900.0,-1.0,0.0,red,0.33,8.0,2.0,2.67,1.5,2.0,1.75,1.25,3.5,3.0,-2
/match/eune/3356239044,10695.0,5.0,3.0,blue,5.0,1.67,1.83,1.71,5.0,1.0,5.0,1.25,2.5,2.0,2
/match/eune/3356228064,2141.0,0.0,-1.0,blue,1.5,2.0,2.75,8.0,6.0,0.33,2.6,1.2,4.0,1.75,-2
/match/eune/3356217754,877.0,1.0,3.0,blue,1.17,4.5,2.75,5.5,4.0,2.67,2.33,1.4,4.5,1.33,0
/match/eune/3356206700,-7623.0,-3.0,-2.0,red,1.75,3.0,1.43,5.67,0.29,7.0,1.12,2.4,3.0,2.67,1
/match/eune/3356191822,-4715.0,-1.0,0.0,red,0.67,2.0,3.0,4.0,4.0,1.0,1.4,3.0,2.0,3.67,0
/match/eune/3356180214,-1518.0,-2.0,-1.0,blue,2.0,1.0,3.25,1.33,3.0,1.0,1.25,3.5,1.71,4.67,0
/match/eune/3356140521,-639.0,-3.0,-3.0,red,1.8,4.33,2.6,3.25,3.0,3.33,0.83,4.67,3.5,2.33,2
/match/eune/3356131565,878.0,-1.0,0.0,blue,1.5,2.0,4.67,3.67,1.5,1.75,2.83,1.71,3.6,1.86,-2
/match/eune/3356126120,5618.0,1.0,2.0,blue,5.5,1.67,6.0,1.4,5.0,1.2,10.0,0.5,4.33,1.14,2
/match/eune/3356111692,4151.0,1.0,0.0,blue,6.0,0.86,5.5,1.8,2.0,2.0,1.4,4.33,1.8,3.5,2
/match/eune/3356110264,2930.0,1.0,3.0,blue,2.0,0.5,6.0,0.25,2.0,2.5,1.0,2.0,9.0,0.67,2
/match/eune/3356090592,-3247.0,0.0,-2.0,red,0.67,2.0,1.75,6.0,0.67,5.0,2.5,1.5,1.0,3.0,0
/match/eune/3356083680,-4001.0,-2.0,0.0,red,0.43,8.0,6.0,3.33,2.2,1.67,5.0,1.0,3.0,0.88,-2
/match/eune/3356069796,-4347.0,0.0,-1.0,red,2.0,10.0,1.0,10.0,0.71,5.0,1.5,5.0,1.0,1.0,-2
/match/eune/3356044545,969.0,-2.0,-1.0,red,1.5,1.67,3.0,2.75,3.0,12.0,1.0,2.5,3.0,3.5,2
/match/eune/3356036429,4037.0,1.0,-2.0,red,3.0,0.67,2.6,2.5,1.0,1.2,5.0,0.89,7.5,2.33,0
/match/eune/3356021674,4716.0,-1.0,0.0,blue,6.0,0.4,8.0,0.57,8.0,0.71,6.33,0.8,5.67,1.0,0
/match/eune/3355961837,-1387.0,2.0,3.0,blue,2.0,1.4,2.0,2.67,4.0,2.0,1.33,5.0,1.67,7.0,0
/match/eune/3355921749,-648.0,-3.0,-2.0,red,3.0,1.75,6.5,3.33,1.0,3.5,6.33,1.4,4.67,1.0,-2
/match/eune/3355927318,5607.0,3.0,1.0,blue,0.2,11.0,2.25,5.5,0.4,1.0,4.25,0.29,13.0,1.33,2
/match/eune/3355840737,-285.0,2.0,-1.0,red,1.4,0.6,4.0,2.17,0.8,9.0,1.8,2.25,2.0,3.5,1
/match/eune/3355821707,-9335.0,-2.0,-1.0,red,0.0,7.0,3.33,3.67,3.67,3.0,1.0,1.43,1.83,3.5,-2
/match/eune/3355814363,-2461.0,-3.0,-1.0,blue,2.67,2.0,2.67,5.0,1.0,2.5,4.0,1.0,2.0,2.5,0
/match/eune/3355801322,-1094.0,-2.0,0.0,red,2.0,1.0,6.5,1.5,1.75,1.8,2.5,0.33,2.0,6.0,0
/match/eune/3355747999,-734.0,1.0,1.0,red,0.6,4.0,2.2,2.2,7.0,2.5,2.67,2.67,1.25,2.5,0
/match/eune/3355742881,-1827.0,0.0,0.0,blue,2.5,1.25,1.6,4.33,3.0,1.0,1.6,1.6,1.67,7.0,-2
/match/eune/3355640973,3336.0,0.0,0.0,blue,3.0,3.0,1.29,2.5,0.8,1.8,11.0,0.5,11.0,2.67,0
/match/eune/3355621104,5401.0,2.0,2.0,blue,3.5,1.67,5.0,1.75,0.75,5.0,5.0,4.0,1.67,0.78,2
/match/eune/3355610223,1395.0,-1.0,2.0,blue,3.0,1.5,3.33,2.6,2.8,0.83,0.86,10.0,1.5,2.5,1
/match/eune/3355603791,150.0,-1.0,1.0,blue,0.2,3.5,5.5,1.0,2.0,2.5,3.0,6.0,2.0,7.0,0
/match/eune/3355593057,-5963.0,-1.0,-2.0,red,0.88,5.33,3.0,0.8,2.0,3.67,2.5,14.0,1.25,3.0,-2
/match/eune/3355514946,8526.0,3.0,3.0,blue,1.0,0.75,2.5,7.0,1.8,3.5,11.0,0.25,5.5,1.5,2
/match/eune/3355510305,864.0,2.0,1.0,blue,1.4,2.25,3.25,1.5,4.33,3.0,1.6,2.6,5.67,1.29,-1
/match/eune/3355499724,1864.0,3.0,2.0,blue,0.17,8.0,11.0,5.5,0.8,2.0,3.0,0.38,4.0,1.5,0
/match/eune/3355484853,-1295.0,0.0,-3.0,red,0.67,7.0,6.0,3.5,1.33,4.0,0.43,5.0,2.5,4.0,-2
/match/eune/3355492526,1165.0,-1.0,-2.0,blue,1.0,2.0,1.67,11.0,1.5,4.0,0.67,2.0,2.0,14.0,-1
/match/eune/3355450263,2916.0,3.0,0.0,red,5.0,3.5,3.0,1.14,2.67,4.0,1.4,2.5,3.0,2.5,2
/match/euw/6380802680,-5813.0,-3.0,0.0,red,4.0,1.33,1.6,12.0,2.0,1.4,0.36,6.67,0.83,6.0,2
/match/euw/6380791880,-1679.0,1.0,1.0,red,0.6,1.67,9.0,8.0,9.0,0.67,4.0,2.0,1.5,2.5,-2
/match/euw/6380784390,1772.0,5.0,-2.0,blue,3.33,0.67,3.0,5.0,2.67,0.57,0.5,7.0,2.0,2.0,2
/match/euw/6380789018,-1107.0,-1.0,-1.0,red,2.0,3.67,1.67,4.0,2.0,2.0,3.5,1.22,5.0,6.0,-2
/match/euw/6380789891,-10150.0,-4.0,-2.0,red,2.33,1.33,1.0,2.5,2.5,5.0,0.14,7.0,1.5,11.0,-2
/match/euw/6380783042,100.0,0.0,1.0,blue,4.0,1.0,5.0,0.75,3.0,2.5,3.5,3.0,2.0,1.75,2
/match/euw/6380778881,-11012.0,-4.0,-2.0,red,0.5,10.0,1.6,8.0,2.25,4.5,1.67,8.0,2.25,1.43,-2
/match/euw/6380776258,-3649.0,-3.0,0.0,red,3.0,1.0,12.0,1.4,7.5,0.67,0.5,2.33,3.5,2.0,0
/match/euw/6380772245,-3303.0,0.0,0.0,red,1.5,2.0,0.67,3.67,4.0,4.0,0.75,5.5,0.33,5.0,-2
/match/euw/6380767134,2958.0,2.0,1.0,blue,1.75,1.33,4.0,1.25,4.0,1.2,1.0,2.5,6.0,5.0,0
/match/euw/6380769023,6076.0,2.0,-1.0,blue,6.0,1.0,5.5,1.0,5.5,1.5,2.5,0.8,2.25,1.2,2
/match/euw/6380765203,-4602.0,-1.0,-1.0,red,1.6,1.8,4.0,1.4,1.0,1.67,1.4,6.0,0.75,11.0,2
