gold_difference,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,blue_win_percentage,red_win_percentage
1098.0,0.0,-1.0,-1.0,0.0,4.5,-6.0,3.5,0.6699999999999999,73.0,27.0
8084.0,0.0,-2.0,-1.0,1.67,6.5,3.5,4.5,1.42,99.0,1.0
259.0,0.0,1.0,0.0,-0.7300000000000001,-1.83,1.75,3.5,0.6699999999999999,45.0,55.0
8550.0,1.0,-1.0,-1.0,1.67,4.5,6.0,-2.0,5.0,96.0,4.0
12783.0,1.0,0.0,-3.0,7.0,9.6,11.6,5.5,10.0,100.0,0.0
-8865.0,-1.0,1.0,1.0,-1.0,-9.25,1.5,-11.0,-10.75,4.0,96.0
2026.0,2.0,1.0,-1.0,-0.8200000000000001,-0.6699999999999999,-0.8300000000000001,1.34,1.73,73.0,27.0
5047.0,2.0,-1.0,-2.0,0.8600000000000001,2.5,-3.0,6.0,0.5,88.0,12.0
2157.0,2.0,1.0,0.0,4.5,1.0,0.5,4.5,3.0,59.0,41.0
1447.0,2.0,-1.0,1.0,-3.67,-0.5,0.0,1.75,2.25,68.0,32.0
5083.0,-2.0,1.0,0.0,1.5,2.25,0.0,9.75,9.8,77.0,23.0
-738.0,0.0,0.0,0.0,-0.8300000000000001,0.33,-2.0,4.75,1.75,52.0,48.0
1248.0,2.0,-1.0,0.0,1.33,1.5,3.0,-1.0,-2.5,66.0,34.0
-7195.0,-2.0,0.0,2.0,-3.75,-5.4,-3.5,-10.25,-3.7,4.0,96.0
-1654.0,-1.0,0.0,2.0,1.17,7.0,-1.5,8.0,7.8,46.0,54.0
3409.0,2.0,1.0,-1.0,2.0,-1.0,-1.5,-4.0,-4.5,50.0,50.0
435.0,0.0,1.0,1.0,-3.0,1.0,0.33,4.5,5.5,44.0,56.0
-1709.0,1.0,-1.0,0.0,-0.83,3.0,7.67,1.25,2.0,59.0,41.0
-3170.0,-2.0,1.0,1.0,0.0,3.0,-0.8,5.25,-1.7,10.0,90.0
6176.0,2.0,-1.0,-1.0,1.5,7.5,4.9,5.75,0.5,93.0,7.0
13053.0,1.0,0.0,-3.0,2.9,4.8,4.83,19.38,8.5,98.0,2.0
-5568.0,0.0,1.0,2.0,4.0,-3.0,-2.0,-7.6,-2.0,14.000000000000002,86.0
-863.0,2.0,0.0,1.0,1.9,-5.0,0.0,-5.5,-5.67,54.0,46.0
-4534.0,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,1.0,3.5,19.0,81.0
-1742.0,-2.0,-1.0,0.0,1.5,-1.0,-0.6699999999999999,3.0,3.67,30.0,70.0
-6328.0,0.0,-1.0,1.0,-1.0,-2.0,-1.0,-6.0,-2.0,19.0,81.0
16960.0,1.0,-1.0,-4.0,4.0,3.75,10.25,6.0,9.0,92.0,8.0
-3267.0,-2.0,-1.0,1.0,0.5999999999999999,4.0,2.0,0.0,-1.33,27.0,73.0
-1901.0,-2.0,1.0,0.0,-0.5,-1.17,-4.4,0.75,-2.0,22.0,78.0
-12031.0,-2.0,0.0,5.0,-9.6,-6.6,-5.6,-2.67,-7.0,0.0,100.0
2297.0,2.0,1.0,-3.0,2.1,0.0,-8.0,0.0,-3.0,52.0,48.0
3849.0,-2.0,0.0,-1.0,-1.25,8.5,0.95,9.75,5.75,69.0,31.0
-3302.0,0.0,0.0,1.0,-0.27,-5.5,-1.67,-0.5,-1.0,23.0,77.0
-4026.0,0.0,1.0,0.0,0.0,1.0,0.0,-7.67,-2.67,13.0,87.0
-7337.0,-2.0,1.0,1.0,-2.0,-2.67,-0.5,-10.0,-3.4,10.0,90.0
-2721.0,0.0,2.0,1.0,-4.0,-5.0,-7.67,-6.0,-7.33,18.0,82.0
1640.0,-1.0,-1.0,1.0,-0.8300000000000001,4.33,-0.25,6.0,7.33,77.0,23.0
4027.0,0.0,0.0,0.0,1.67,6.5,8.0,6.6,9.0,69.0,31.0
-11366.0,0.0,0.0,1.0,-6.6,-5.33,-1.5,-6.0,-7.0,5.0,95.0
2468.0,2.0,-1.0,0.0,1.5,3.5,3.5,1.0,-0.1699999999999999,71.0,29.0
224.0,0.0,-1.0,1.0,2.5,1.0,-0.5,-7.0,-3.17,67.0,33.0
-2320.0,2.0,2.0,0.0,0.5,-2.0,-2.0,-3.0,-2.0,18.0,82.0
6057.0,2.0,-1.0,-1.0,1.0,4.4,1.5,13.4,3.6,91.0,9.0
4350.0,0.0,0.0,-4.0,-6.0,-1.3,-1.13,3.0,6.0,61.0,39.0
-3472.0,2.0,1.0,0.0,5.0,-4.33,0.0,0.0,-2.5,26.0,74.0
4264.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,79.0,21.0
2007.0,2.0,-1.0,-1.0,0.0,-4.0,1.5,1.0,-2.0,68.0,32.0
7960.0,1.0,0.0,-2.0,14.33,1.83,6.75,1.92,10.5,94.0,6.0
-990.0,-2.0,2.0,2.0,-5.8,0.0,2.0,0.0,1.0,22.0,78.0
2811.0,1.0,-1.0,-1.0,-1.25,0.5,4.5,3.67,2.0,75.0,25.0
10300.0,2.0,-1.0,-1.0,4.0,1.67,5.75,0.5,12.0,97.0,3.0
-607.0,-2.0,-1.0,0.0,-3.17,-4.5,-3.67,4.0,1.5,53.0,47.0
2112.0,0.0,-1.0,-1.0,-1.75,4.0,1.0,2.0,4.75,85.0,15.0
-1480.0,1.0,1.0,0.0,3.0,-3.5,-0.75,1.5,0.8300000000000001,23.0,77.0
-1148.0,0.0,-1.0,0.0,-2.0,-1.5,-0.1699999999999999,-5.5,-3.0,51.0,49.0
5817.0,2.0,-1.0,0.0,5.0,7.0,0.0,3.2,2.67,93.0,7.0
-8372.0,-2.0,-2.0,3.0,-4.5,-1.75,9.75,-4.5,-1.0,16.0,84.0
7813.0,-1.0,-1.0,0.0,0.33,4.5,4.0,5.67,3.33,98.0,2.0
113.0,1.0,2.0,0.0,1.0,-0.6699999999999999,-0.5,-0.05,-0.5,38.0,62.0
-1452.0,1.0,1.0,1.0,-1.5,-2.5,-3.75,3.0,-0.5,27.0,73.0
-1479.0,1.0,-1.0,0.0,-0.1699999999999999,-0.3399999999999998,1.0,-3.0,-1.34,48.0,52.0
7398.0,2.0,1.0,-1.0,2.67,-3.5,1.17,2.0,7.33,77.0,23.0
-1335.0,2.0,1.0,0.0,-2.33,-4.0,-3.75,0.92,-3.0,26.0,74.0
5225.0,2.0,1.0,0.0,-1.58,2.5,-2.0,-0.1999999999999999,-1.83,72.0,28.0
1688.0,0.0,-2.0,0.0,2.0,1.0,4.0,6.0,2.0,70.0,30.0
3594.0,0.0,1.0,-1.0,1.9,6.0,2.5,-0.33,1.0,78.0,22.0
785.0,-1.0,0.0,1.0,-5.5,0.5,0.93,1.4,-0.5,42.0,58.0
-2027.0,-2.0,-1.0,0.0,0.0,4.5,-1.0,5.67,6.0,23.0,77.0
-7531.0,-1.0,1.0,2.0,-9.0,-5.25,-11.25,-1.67,-2.75,5.0,95.0
2174.0,2.0,1.0,-1.0,0.0,1.0,0.5,-1.0,-4.0,38.0,62.0
-2407.0,2.0,0.0,0.0,0.0,-1.0,-4.0,-6.75,-8.67,28.999999999999996,71.0
3445.0,2.0,1.0,0.0,-0.5,-2.5,-1.5,2.5,-1.0,67.0,33.0
5512.0,2.0,1.0,-1.0,-1.0,-3.0,-1.0699999999999998,6.4,1.5,76.0,24.0
680.0,0.0,-1.0,-1.0,1.83,1.0,-0.33,2.0,3.67,48.0,52.0
-745.0,1.0,1.0,0.0,-5.0,-7.0,1.0,-2.17,-4.67,32.0,68.0
2466.0,2.0,-1.0,-1.0,-0.5,6.0,0.83,1.0,3.25,75.0,25.0
494.0,0.0,0.0,0.0,0.33,0.0,-6.8,0.0,0.0,51.0,49.0
5235.0,2.0,-1.0,0.0,-0.25,8.0,3.8,4.0,3.0,94.0,6.0
1827.0,0.0,1.0,-1.0,0.83,-0.5800000000000001,-0.6699999999999999,-0.6600000000000001,-1.0,60.0,40.0
1885.0,0.0,-1.0,-1.0,-1.33,1.25,-3.2,5.5,2.33,78.0,22.0
-8725.0,-2.0,2.0,1.0,-0.83,-10.4,-5.0,-5.83,-14.75,6.0,94.0
6482.0,2.0,-1.0,-2.0,7.33,0.6699999999999999,2.75,4.33,4.17,90.0,10.0
-1602.0,2.0,-1.0,0.0,-6.83,-1.83,-1.67,1.0,-3.0,25.0,75.0
3197.0,2.0,0.0,0.0,-1.0,7.0,-1.0,6.67,5.67,68.0,32.0
-5276.0,2.0,1.0,0.0,1.25,-9.25,-7.33,-6.0,-6.5,23.0,77.0
4427.0,2.0,-2.0,-1.0,0.1699999999999999,3.17,2.0,2.0,6.5,92.0,8.0
3450.0,2.0,1.0,-1.0,1.0,6.0,3.5,1.5,-1.5,66.0,34.0
-6627.0,-2.0,0.0,0.0,-3.67,-4.8,-1.5,1.67,4.0,11.0,89.0
2439.0,-1.0,0.0,-1.0,6.75,-6.75,0.0,-0.5,1.5,42.0,58.0
5841.0,0.0,1.0,-2.0,1.5,1.17,7.0,6.0,-0.75,68.0,32.0
-8822.0,-2.0,1.0,2.0,0.0,-5.5,-1.33,-1.0,-1.5,1.0,99.0
5315.0,0.0,-1.0,-1.0,1.0699999999999998,8.0,1.0,5.0,7.0,96.0,4.0
-7843.0,-2.0,1.0,1.0,0.0,-1.0,-3.0,-2.67,-5.0,5.0,95.0
4602.0,2.0,0.0,0.0,1.0,7.0,1.33,1.8,1.67,89.0,11.0
3076.0,1.0,-1.0,0.0,1.83,3.53,6.4,-2.67,6.25,97.0,3.0
-5512.0,-1.0,-1.0,2.0,-1.75,-3.0,-1.83,-5.67,0.4199999999999999,21.0,79.0
4697.0,2.0,1.0,0.0,5.6,3.5,-3.0,-3.0,2.33,87.0,13.0
5162.0,1.0,1.0,-1.0,6.5,2.1,4.33,-3.0,1.33,86.0,14.0
-423.0,2.0,1.0,0.0,-2.0,3.33,-1.0,0.75,-2.5,19.0,81.0
5162.0,2.0,0.0,-1.0,4.67,9.0,5.5,2.33,1.17,85.0,15.0
1037.0,0.0,-1.0,0.0,0.0,-1.67,-2.0,2.0,0.0,57.99999999999999,42.00000000000001
689.0,2.0,0.0,1.0,-0.5800000000000001,-1.0,3.0,2.0,1.5,62.0,38.0
-788.0,1.0,1.0,0.0,-0.6699999999999999,1.66,0.0,-0.4199999999999999,4.0,19.0,81.0
-7795.0,-1.0,1.0,1.0,1.0,-3.0,-7.6,-6.0,-1.67,2.0,98.0
4229.0,2.0,1.0,-1.0,1.0,1.0,-2.0,-0.92,2.0,73.0,27.0
38.0,2.0,-1.0,0.0,3.67,0.6699999999999999,2.0,-3.0,0.6699999999999999,56.99999999999999,43.00000000000001
-5186.0,-1.0,0.0,0.0,-9.0,-6.0,-3.5,1.0,0.1699999999999999,12.0,88.0
1195.0,2.0,2.0,0.0,2.0,1.0,-5.0,-1.67,-1.25,39.0,61.0
-44.0,0.0,2.0,1.0,0.83,2.0,5.0,0.3,-4.0,49.0,51.0
710.0,1.0,-1.0,0.0,1.0,-3.0,-3.67,-4.5,-4.67,65.0,35.0
2190.0,0.0,2.0,0.0,1.33,8.33,2.0,0.0,3.17,59.0,41.0
-1060.0,-1.0,1.0,1.0,-3.21,-1.0,-0.5800000000000001,3.0,8.75,32.0,68.0
-1242.0,-1.0,1.0,0.0,-1.17,-2.0,2.0,2.0,2.0,46.0,54.0
4787.0,2.0,0.0,-1.0,4.0,2.5,-2.0,7.67,-1.0,90.0,10.0
3963.0,2.0,-2.0,-1.0,4.0,4.67,-0.5,4.0,5.33,87.0,13.0
-4623.0,2.0,1.0,1.0,3.0,1.0,-1.0,-2.67,-5.67,28.000000000000004,72.0
2274.0,0.0,-1.0,-1.0,7.83,0.5,0.0,-7.0,-5.5,63.0,37.0
-8008.0,1.0,1.0,3.0,1.0,-11.0,-2.0,-8.6,-5.5,11.0,89.0
2531.0,0.0,-1.0,-1.0,3.0,-1.5,-10.0,1.5,1.0,60.0,40.0
177.0,-2.0,0.0,0.0,1.0,0.0,-3.5,-1.4,0.75,50.0,50.0
5063.0,2.0,0.0,0.0,3.0,8.4,7.83,0.33,1.5,86.0,14.0
3808.0,0.0,0.0,0.0,5.0,1.4,1.83,3.0,-2.33,83.0,17.0
-3082.0,0.0,1.0,1.0,3.0,-2.0,0.33,-0.3399999999999998,0.0,12.0,88.0
-273.0,0.0,0.0,-1.0,1.0,-4.0,-2.0,-3.0,-4.0,34.0,66.0
-3460.0,0.0,0.0,0.0,2.67,-2.0,-4.25,0.6699999999999999,1.0,26.0,74.0
-3837.0,0.0,1.0,3.0,-1.0,-0.5,-5.0,0.6699999999999999,-0.3399999999999998,12.0,88.0
1025.0,0.0,-1.0,-1.0,-2.0,4.0,1.0,3.0,5.0,54.0,46.0
-4143.0,-1.0,1.0,1.0,-0.33,3.17,1.5,-1.33,-1.83,7.000000000000001,93.0
2561.0,0.0,1.0,0.0,0.5,4.5,-1.33,1.17,1.93,63.0,37.0
-3423.0,-2.0,1.0,0.0,-4.67,3.5,2.0,-3.33,0.5,13.0,87.0
-4457.0,-2.0,1.0,1.0,-3.07,-4.0,-8.0,5.33,3.75,10.0,90.0
-6879.0,-2.0,2.0,0.0,2.0,-1.34,-6.2,3.75,-1.08,12.0,88.0
3546.0,1.0,1.0,0.0,2.33,0.6600000000000001,3.33,1.5,4.33,88.0,12.0
7398.0,2.0,1.0,-1.0,-1.0,6.07,5.75,3.0,1.67,86.0,14.0
8153.0,2.0,-1.0,-4.0,3.2,1.66,0.75,2.0,6.0,98.0,2.0
8618.0,2.0,-1.0,-3.0,1.2,9.5,2.5,7.5,5.6,99.0,1.0
