gold_difference,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,blue_win_percentage,red_win_percentage
-3840.0,-1.0,1.0,-1.0,-2.67,-5.0,-4.0,-1.5,-1.0,15.0,85.0
-561.0,0.0,-1.0,0.0,0.0,-1.0,-3.5,4.67,0.5,33.0,67.0
-7463.0,0.0,2.0,1.0,-0.5,-2.67,-3.5,-2.7,-5.0,2.0,98.0
2055.0,0.0,-1.0,0.0,0.0,1.66,1.5,1.0,1.5,70.0,30.0
8649.0,2.0,-1.0,-2.0,3.17,9.83,1.67,1.5,0.0,97.0,3.0
-6353.0,-1.0,1.0,6.0,-8.5,-7.5,-3.33,0.0,-2.0,5.0,95.0
1049.0,0.0,1.0,0.0,6.0,-2.33,1.0,1.0,5.33,47.0,53.0
-8701.0,-2.0,1.0,2.0,-7.5,-7.6,-9.5,2.0,-0.33,1.0,99.0
5283.0,2.0,0.0,0.0,-1.5,0.4199999999999999,0.0,1.67,11.17,73.0,27.0
608.0,2.0,0.0,0.0,-1.0,-0.8000000000000003,-2.7,-1.0,-0.5,43.0,57.0
12875.0,1.0,0.0,-2.0,5.0,11.0,8.67,2.6,11.6,98.0,2.0
-735.0,2.0,1.0,-1.0,2.75,-1.0,1.0,-1.73,-6.0,37.0,63.0
1165.0,0.0,-1.0,1.0,-4.5,6.0,1.5,4.67,3.5,63.0,37.0
8155.0,0.0,0.0,-2.0,7.6,-2.0,1.5,-2.0,8.0,85.0,15.0
6916.0,2.0,-1.0,-2.0,1.25,5.5,5.0,4.0,4.0,98.0,2.0
-4055.0,-2.0,0.0,1.0,0.0,-8.8,-8.0,1.25,-0.6699999999999999,13.0,87.0
-7005.0,-2.0,2.0,1.0,-2.0,-2.0,-2.67,-3.5,-5.5,2.0,98.0
-5964.0,0.0,-1.0,1.0,0.0,-1.5,-8.0,-6.0,-2.25,14.000000000000002,86.0
3085.0,2.0,0.0,0.0,3.0,3.83,6.75,-2.0,5.0,84.0,16.0
-327.0,-1.0,1.0,0.0,-0.1299999999999999,-1.5,4.7,0.33,1.25,39.0,61.0
-9771.0,-1.0,1.0,1.0,-4.0,-5.0,-3.67,-3.5,-3.0,1.0,99.0
-1114.0,-2.0,2.0,0.0,-5.0,0.3500000000000001,-1.0,6.0,5.33,23.0,77.0
-8734.0,-2.0,2.0,2.0,-6.83,-10.75,-6.0,1.0,-1.0,0.0,100.0
-153.0,2.0,1.0,0.0,1.0,-3.0,-5.8,-0.5,-1.67,27.0,73.0
10828.0,1.0,-1.0,-1.0,2.5,8.0,8.71,8.2,4.0,98.0,2.0
4617.0,2.0,-2.0,-2.0,2.0,5.0,0.0,9.67,9.5,90.0,10.0
-3993.0,0.0,1.0,2.0,-1.0,-3.0,0.5,-7.5,-6.33,16.0,84.0
-2760.0,-2.0,1.0,1.0,-1.0,-1.33,-0.33,0.1999999999999999,-2.75,19.0,81.0
398.0,2.0,-1.0,-1.0,-0.6699999999999999,-2.17,-0.4199999999999999,-2.5,-2.7,52.0,48.0
2765.0,-1.0,-1.0,1.0,-3.67,9.0,1.33,7.67,6.75,73.0,27.0
4117.0,0.0,1.0,-1.0,1.5,7.5,9.5,-0.5,1.47,67.0,33.0
-11415.0,-1.0,1.0,3.0,-1.0,-5.0,-13.78,-5.8,-10.25,1.0,99.0
5331.0,2.0,-1.0,0.0,7.67,10.33,6.5,1.0,3.0,89.0,11.0
3049.0,2.0,1.0,0.0,0.0,0.0,2.0,2.5,2.67,74.0,26.0
4847.0,2.0,-2.0,-1.0,3.67,2.67,0.0,1.0,2.0,92.0,8.0
4937.0,1.0,2.0,0.0,2.33,0.0,2.25,2.5,-0.08,75.0,25.0
2905.0,-2.0,0.0,-1.0,5.0,0.0,0.0,2.25,5.67,76.0,24.0
-940.0,0.0,1.0,0.0,0.0,-1.17,1.95,3.67,9.0,50.0,50.0
1025.0,0.0,-1.0,-1.0,-1.0,-1.34,0.8,1.0,-6.67,47.0,53.0
6935.0,0.0,0.0,0.0,0.0,9.2,4.7,5.5,5.5,97.0,3.0
-1072.0,2.0,1.0,0.0,1.0,-1.0,2.0,-3.0,2.1,57.99999999999999,42.00000000000001
-3679.0,-2.0,-1.0,2.0,-5.0,-5.67,1.67,-0.8,4.33,21.0,79.0
-8033.0,-1.0,1.0,2.0,-5.4,-5.8,-4.9,-2.0,-3.5,3.0,97.0
-4085.0,0.0,1.0,0.0,0.0,-2.5,1.0,-0.5,-1.53,18.0,82.0
-1718.0,2.0,1.0,1.0,3.75,-1.34,3.75,-6.0,-5.33,42.0,58.0
15987.0,1.0,-1.0,-5.0,7.0,7.0,3.0,11.67,7.83,97.0,3.0
-4475.0,-2.0,-2.0,0.0,-0.5,-8.0,0.0,-0.33,-0.8300000000000001,38.0,62.0
-3324.0,0.0,1.0,0.0,-1.0,-6.0,3.0,-0.5,5.0,23.0,77.0
-14936.0,-1.0,1.0,5.0,-2.75,-9.67,-1.0,-11.25,-6.17,3.0,97.0
3320.0,2.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,3.5,79.0,21.0
8547.0,0.0,-1.0,-2.0,0.1999999999999999,12.33,4.33,3.5,1.75,96.0,4.0
1051.0,0.0,-1.0,1.0,0.5,1.83,4.0,-0.25,3.5,67.0,33.0
-3706.0,2.0,-1.0,0.0,2.5,-0.3999999999999999,1.17,-2.73,-8.25,38.0,62.0
2857.0,2.0,1.0,-2.0,0.0,4.0,4.4,-0.83,0.1699999999999999,66.0,34.0
-4449.0,1.0,2.0,1.0,-2.0,0.1699999999999999,-3.0,-5.33,-6.6,20.0,80.0
-4609.0,-2.0,0.0,1.0,2.0,-4.0,3.0,-4.0,-4.67,17.0,83.0
6950.0,2.0,2.0,-1.0,1.33,5.0,-2.5,2.0,6.75,83.0,17.0
-3073.0,-2.0,1.0,0.0,-0.6699999999999999,-3.0,-5.0,0.0,-0.5,17.0,83.0
5556.0,-1.0,-2.0,0.0,0.0,10.0,1.0,4.5,10.5,93.0,7.0
4973.0,0.0,0.0,-1.0,5.75,4.0,1.83,1.83,3.0,89.0,11.0
-2715.0,0.0,1.0,1.0,3.75,-2.5,-3.67,-1.0,2.5,34.0,66.0
78.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,2.0,2.0,76.0,24.0
-10579.0,-1.0,-1.0,3.0,-0.75,-3.75,0.3299999999999999,-10.0,-2.5,11.0,89.0
-2347.0,0.0,0.0,2.0,1.25,0.0,-1.0,-2.5,-3.0,31.0,69.0
-7617.0,0.0,0.0,2.0,2.5,-1.33,-5.33,-7.0,-2.0,4.0,96.0
-12720.0,-1.0,1.0,3.0,-3.5,-10.0,0.0,-7.25,-1.92,2.0,98.0
2791.0,2.0,-1.0,-1.0,6.5,5.5,-1.67,0.5,3.0,78.0,22.0
5934.0,0.0,-2.0,-1.0,1.04,7.0,1.5,-1.5,1.25,88.0,12.0
-1493.0,0.0,2.0,0.0,5.0,-1.5,-1.25,-2.0,-3.5,28.999999999999996,71.0
-1157.0,2.0,1.0,0.0,0.0,-8.67,0.5,-3.9,-10.25,31.0,69.0
-373.0,1.0,-1.0,0.0,-2.5,1.0,-1.0,4.5,4.5,63.0,37.0
-4024.0,0.0,1.0,-1.0,0.33,-10.0,-1.92,-4.8,-7.0,18.0,82.0
-1342.0,-2.0,-1.0,3.0,-0.66,1.0,-3.75,5.67,5.0,50.0,50.0
-1163.0,0.0,1.0,0.0,-3.0,-1.5,-1.0,0.0,0.0,28.000000000000004,72.0
-3656.0,1.0,1.0,1.0,0.6699999999999999,-7.6,-2.0,-2.25,-0.75,12.0,88.0
147.0,0.0,1.0,-1.0,-2.67,-5.5,-1.0,2.0,2.5,36.0,64.0
3243.0,2.0,1.0,-3.0,-0.6699999999999999,0.5,-0.5800000000000001,-2.33,-4.0,62.0,38.0
-98.0,2.0,2.0,0.0,-0.83,5.0,-4.0,-0.0699999999999998,-2.0,43.0,57.0
6625.0,1.0,-2.0,-1.0,7.0,7.0,0.0,5.5,7.67,97.0,3.0
8091.0,1.0,0.0,-3.0,-2.83,1.58,0.5800000000000001,6.71,13.0,87.0,13.0
863.0,-2.0,-1.0,1.0,-1.27,0.5,2.0,-4.0,-0.33,49.0,51.0
4834.0,2.0,0.0,-1.0,-0.33,6.0,1.9,0.0,2.0,87.0,13.0
645.0,-2.0,-1.0,1.0,0.5800000000000001,-1.0,5.0,0.4000000000000001,3.0,56.00000000000001,43.99999999999999
-1398.0,0.0,1.0,0.0,1.0,-2.67,-1.0,-8.0,-3.0,28.999999999999996,71.0
851.0,0.0,1.0,-1.0,-0.3299999999999999,-7.5,2.0,-0.1,-0.7999999999999999,21.0,79.0
996.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.2,8.25,66.0,34.0
-1956.0,0.0,0.0,0.0,-1.17,-2.4,3.5,1.33,-0.33,50.0,50.0
2683.0,2.0,1.0,0.0,1.5,-2.0,0.0,-3.67,0.0,60.0,40.0
381.0,-2.0,-2.0,0.0,-1.0,1.5,1.0,-0.33,-4.0,56.00000000000001,43.99999999999999
-2938.0,0.0,1.0,1.0,1.5,1.83,3.0,-4.67,-3.5,45.0,55.0
3493.0,0.0,1.0,0.0,-3.5,-1.0,1.0,-1.0,2.5,71.0,29.0
-2900.0,-2.0,-1.0,0.0,-2.0,1.5,4.0,-1.67,-2.83,24.0,76.0
5161.0,0.0,0.0,0.0,-1.0,3.0,0.5800000000000001,2.75,5.0,92.0,8.0
5910.0,2.0,1.0,-1.0,10.4,3.0,-1.0,2.2,1.0,77.0,23.0
-3805.0,0.0,0.0,0.0,-1.0,-9.33,-6.0,2.17,-4.5,18.0,82.0
-3358.0,2.0,2.0,-1.0,-1.0,-9.5,-0.33,-0.5,-2.0,26.0,74.0
-1634.0,2.0,-2.0,0.0,2.0,0.5,-4.75,-5.25,-2.75,28.999999999999996,71.0
-858.0,0.0,1.0,0.0,0.83,2.34,0.0,0.92,-2.4,18.0,82.0
-160.0,0.0,-1.0,-1.0,-0.33,0.25,-1.17,-0.33,-3.66,40.0,60.0
1292.0,0.0,-1.0,0.0,6.83,-1.0,-1.0,0.7,-2.5,51.0,49.0
1500.0,1.0,0.0,-1.0,-2.0,2.33,-0.8,0.0,-5.0,59.0,41.0
-9861.0,-2.0,2.0,2.0,-0.1699999999999999,-1.0,2.5,-4.5,-2.27,4.0,96.0
-4292.0,-2.0,0.0,1.0,-2.75,-5.6,-6.33,-0.08,2.67,8.0,92.0
982.0,0.0,1.0,0.0,1.5,-4.67,0.5800000000000001,1.5,4.0,40.0,60.0
-63.0,-1.0,1.0,0.0,3.5,-1.0,-5.0,2.0,0.5,63.0,37.0
1332.0,0.0,-1.0,0.0,2.0,4.0,3.0,0.5,0.4199999999999999,57.99999999999999,42.00000000000001
-1295.0,0.0,-2.0,0.0,1.33,4.0,-3.33,1.67,0.8300000000000001,34.0,66.0
4571.0,2.0,2.0,-2.0,4.0,4.0,-2.0,0.0,-1.67,82.0,18.0
-4458.0,-2.0,1.0,1.0,-0.5,3.33,11.75,-1.83,-4.6,13.0,87.0
85.0,0.0,-2.0,0.0,-3.67,-1.0,0.25,-3.0,-2.33,57.99999999999999,42.00000000000001
-1909.0,0.0,1.0,0.0,1.05,0.0,2.5,-1.0,-5.67,28.999999999999996,71.0
11921.0,2.0,-2.0,-3.0,4.4,0.7,-1.0,7.75,15.86,95.0,5.0
-4429.0,0.0,0.0,-2.0,-1.5,-1.17,-4.8,-9.0,-8.67,20.0,80.0
-5166.0,0.0,1.0,0.0,1.0,-0.8,1.75,-9.25,-9.67,21.0,79.0
-1845.0,0.0,0.0,0.0,-1.0,-3.0,-3.67,1.0,1.0,18.0,82.0
2546.0,1.0,-2.0,-1.0,1.0,-0.8300000000000001,-1.0,3.5,2.5,86.0,14.0
86.0,2.0,0.0,0.0,0.5,4.33,1.0,-1.08,-1.0,44.0,56.0
1369.0,2.0,0.0,-2.0,-1.0,-1.0,-2.0,1.5,1.75,63.0,37.0
2057.0,0.0,2.0,0.0,2.0,-1.33,0.6699999999999999,4.75,1.0,56.00000000000001,43.99999999999999
3988.0,0.0,0.0,0.0,-1.0,5.0,3.0,10.33,8.8,69.0,31.0
224.0,2.0,1.0,-1.0,0.5,0.6699999999999999,1.0,-1.5,5.0,32.0,68.0
4610.0,2.0,0.0,-1.0,4.0,2.25,0.5,6.67,4.0,91.0,9.0
7229.0,2.0,0.0,-1.0,2.0,9.67,2.0,4.5,4.5,100.0,0.0
4994.0,0.0,-2.0,0.0,0.0,0.33,2.7,0.25,0.3500000000000001,78.0,22.0
-2572.0,0.0,2.0,0.0,1.0,-7.5,2.0,-1.95,-10.83,15.0,85.0
6232.0,2.0,-2.0,-1.0,5.5,0.5,1.5,-1.5,0.0,88.0,12.0
5413.0,2.0,-2.0,-1.0,5.83,6.5,7.0,0.0,0.5,95.0,5.0
-5282.0,0.0,1.0,1.0,-4.75,-1.5,-5.0,2.5,2.0,5.0,95.0
-1333.0,0.0,-2.0,0.0,-2.6,-3.0,0.0,-1.0,-5.0,49.0,51.0
-3601.0,0.0,0.0,0.0,-1.0,-7.8,-0.1699999999999999,-0.25,-0.5,43.0,57.0
-1149.0,2.0,-2.0,0.0,3.67,0.0,-2.9,-3.0,-5.0,37.0,63.0
1000.0,2.0,0.0,0.0,4.67,1.0,-1.0,-0.5,-6.25,51.0,49.0
3817.0,2.0,-1.0,0.0,6.5,3.25,3.8,-9.0,-7.17,73.0,27.0
-12544.0,-1.0,1.0,2.0,-4.21,-8.33,-4.5,-6.5,-4.5,0.0,100.0
3961.0,-2.0,-1.0,-1.0,-0.5,8.67,-0.33,9.71,3.0,73.0,27.0
10224.0,2.0,-2.0,-1.0,2.0,6.67,9.0,6.67,5.0,100.0,0.0
-5569.0,-2.0,-1.0,2.0,-2.2,-13.0,-3.5,-1.0,-1.17,13.0,87.0
2885.0,2.0,1.0,0.0,1.0,-1.5,-5.0,2.0,7.0,73.0,27.0
-2915.0,2.0,-1.0,1.0,-4.67,-1.75,4.67,-3.5,-1.33,42.0,58.0
