gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
6283.0,1,2,1.0,-1.0,0.0,0.5,0.0,-1.33,3.67,1.0,0.0
932.0,0,2,0.0,0.0,3.0,2.5,0.0,3.0,1.83,-1.0,1.0
5940.0,1,1,-1.0,0.0,4.75,-0.0699999999999998,8.0,-3.0,-2.33,2.0,1.0
251.0,1,-2,1.0,0.0,-2.33,1.0,-2.0,5.0,6.0,-1.0,1.0
409.0,0,1,1.0,0.0,-0.55,1.08,1.89,2.33,-1.6,-1.0,-1.0
-912.0,0,0,0.0,0.0,-2.0,-2.0,-5.5,2.0,2.5,-2.0,0.0
142.0,1,0,-2.0,0.0,-1.0,4.0,2.67,0.0,-3.0,0.0,0.0
-4785.0,0,0,2.0,1.0,4.5,-0.5,-2.0,-4.0,-2.0,2.0,2.0
4919.0,1,2,-2.0,-2.0,-0.5,5.67,4.0,0.0,5.0,-3.0,-1.0
-5040.0,0,-2,0.0,1.0,-2.33,7.67,-0.5,-0.7,0.75,1.0,0.0
1488.0,1,0,1.0,0.0,-1.0,3.0,-5.33,-0.6699999999999999,-2.0,3.0,0.0
7410.0,1,2,-2.0,-2.0,-0.5,6.75,3.0,0.3399999999999998,1.58,0.0,0.0
1227.0,0,2,-1.0,-1.0,2.67,2.0,-1.5,-0.33,0.92,0.0,-1.0
-4577.0,1,0,-2.0,1.0,-1.0,1.0,-0.92,0.0,-8.0,-1.0,-1.0
-2799.0,0,-1,2.0,0.0,-0.83,0.4199999999999999,-4.5,-5.0,-4.0,1.0,1.0
-515.0,1,0,-1.0,1.0,3.33,-1.5,2.0,1.0,2.0,-1.0,1.0
-1816.0,1,0,2.0,1.0,0.8699999999999999,-1.0,-0.33,-3.9,-3.5,2.0,-1.0
-4241.0,0,1,1.0,0.0,-0.1699999999999999,-2.0,-1.0,-6.0,-8.0,-2.0,0.0
1784.0,0,2,0.0,-1.0,7.62,3.83,-5.67,0.3500000000000001,-1.83,-1.0,-1.0
1999.0,1,0,-1.0,-1.0,-1.0,-5.2,-8.33,1.6,1.0,1.0,0.0
-2226.0,0,0,0.0,0.0,-1.0,-2.33,1.0,-2.5,3.0,2.0,0.0
-6551.0,0,0,-1.0,1.0,1.5,-6.33,-3.83,-6.0,-8.67,1.0,1.0
-1048.0,1,-1,2.0,0.0,5.0,3.0,-4.75,0.0,2.5,1.0,1.0
4329.0,1,0,2.0,0.0,1.0,0.0,5.75,2.0,4.0,-1.0,0.0
-976.0,0,2,1.0,0.0,2.67,-0.6699999999999999,-0.33,-1.0,-3.0,2.0,0.0
-2969.0,0,-2,1.0,1.0,-2.0,-1.0,2.67,-3.0,-7.33,1.0,-1.0
3486.0,1,2,-2.0,0.0,1.0,0.5,3.5,-0.33,-6.0,2.0,1.0
-12883.0,0,-1,1.0,1.0,-2.67,-7.5,-4.33,-2.33,-7.6,2.0,0.0
-10742.0,0,-2,2.0,3.0,0.75,-8.4,-13.33,-6.6,-5.0,-2.0,-1.0
4633.0,1,2,-1.0,-1.0,2.67,4.0,2.0,0.0,1.33,0.0,2.0
7351.0,1,0,0.0,-1.0,2.33,4.5,6.75,3.17,6.0,2.0,1.0
886.0,1,-1,1.0,0.0,-0.3399999999999998,3.17,-0.83,2.75,-1.5,-2.0,-2.0
-4990.0,0,0,2.0,1.0,0.5,1.0,-2.5,-8.0,-9.0,-2.0,0.0
1320.0,1,-1,-2.0,0.0,-2.0,2.0,0.0,6.33,6.75,-1.0,1.0
1497.0,1,2,2.0,-1.0,-1.0,-2.0,0.5,-0.3,4.75,1.0,1.0
6210.0,1,0,0.0,0.0,-0.8300000000000001,6.5,1.83,4.8,8.67,0.0,0.0
-7205.0,0,-2,0.0,1.0,1.33,-7.67,-3.5,0.75,-2.29,1.0,1.0
7769.0,1,1,-2.0,-2.0,1.4,6.0,1.5,6.67,2.17,0.0,-1.0
5765.0,1,1,1.0,-2.0,3.5,5.0,0.58,2.33,4.2,0.0,1.0
5955.0,1,2,2.0,-2.0,1.9,1.0,-3.0,2.0,3.5,1.0,-1.0
-4263.0,0,0,2.0,0.0,3.0,-1.17,-1.0,-2.5,1.83,-3.0,1.0
-4107.0,0,-1,1.0,0.0,-6.83,-6.33,3.0,0.1699999999999999,-3.5,-1.0,0.0
-1335.0,0,2,1.0,0.0,-2.33,-4.0,-3.75,0.92,-3.0,1.0,-1.0
1858.0,1,0,0.0,0.0,-2.7,3.0,2.33,1.0,1.0,-2.0,-1.0
-2598.0,0,0,2.0,0.0,-1.0,-1.0,-3.0,1.67,-1.83,0.0,0.0
3082.0,1,0,-1.0,-1.0,-3.67,-3.25,4.5,5.5,7.2,0.0,-2.0
9337.0,0,-1,1.0,-1.0,0.0,1.45,2.0,5.33,6.0,0.0,0.0
2683.0,1,2,1.0,0.0,1.5,-2.0,0.0,-3.67,0.0,3.0,0.0
5290.0,1,2,1.0,0.0,8.0,0.0,4.0,2.0,5.33,1.0,-1.0
-6476.0,0,-2,2.0,1.0,-4.75,-8.5,-7.0,0.5,-1.0,1.0,0.0
-1418.0,0,0,-2.0,0.0,-3.0,0.0,2.17,-4.0,0.08,-1.0,1.0
-2321.0,1,2,-1.0,0.0,-1.17,-1.0,2.0,0.0,3.4,2.0,-1.0
-8720.0,0,-2,-1.0,3.0,-11.71,-9.0,-1.0,1.27,-2.67,0.0,1.0
5053.0,1,0,-1.0,-1.0,-0.5800000000000001,6.67,-1.5,5.67,5.0,3.0,0.0
1905.0,0,0,1.0,0.0,1.0,-3.67,-0.8300000000000001,5.33,8.2,0.0,0.0
-6351.0,0,-1,1.0,3.0,-7.6,-4.33,1.0,-0.6699999999999999,1.17,1.0,1.0
-16.0,0,2,0.0,0.0,-4.0,1.67,4.0,-6.75,-6.5,-2.0,-1.0
-176.0,0,1,1.0,0.0,1.0,-2.0,-1.92,1.33,1.0,1.0,1.0
2597.0,1,0,-1.0,0.0,1.5,4.5,0.0,1.27,-2.67,3.0,-1.0
-795.0,1,0,2.0,1.0,-2.0,4.0,8.5,-1.0,2.0,1.0,1.0
-9283.0,0,-2,2.0,2.0,-1.17,-2.0,-1.0,-8.75,-9.0,-1.0,1.0
-102.0,0,-2,0.0,0.0,0.0,0.0,-2.33,2.0,4.5,0.0,-1.0
-2687.0,0,-2,1.0,1.0,-1.6,-2.0,-1.5,2.0,-2.0,0.0,0.0
1590.0,0,0,1.0,-1.0,-2.5,-4.33,4.5,-0.25,1.75,0.0,0.0
-596.0,1,0,0.0,0.0,0.5,-0.1699999999999999,-1.0,0.0,-8.8,-3.0,-3.0
2263.0,0,0,-1.0,0.0,4.33,0.6699999999999999,0.3399999999999998,3.5,4.0,2.0,1.0
2512.0,0,1,-1.0,-1.0,4.5,2.42,-2.0,-1.0,0.5,0.0,-1.0
-437.0,0,0,1.0,0.0,0.5,-0.33,-2.0,-7.0,-7.0,1.0,0.0
6028.0,1,-1,-1.0,0.0,3.75,4.0,0.6699999999999999,3.25,9.0,1.0,2.0
8383.0,1,1,1.0,0.0,2.75,-0.5,3.0,3.25,3.0,0.0,0.0
3890.0,1,2,-2.0,-1.0,0.0,-0.33,-2.0,5.33,0.0,-1.0,-2.0
-7357.0,0,-2,0.0,0.0,-0.33,-4.75,-7.0,-1.67,-3.7,1.0,-1.0
-1778.0,0,0,0.0,0.0,1.4,-9.67,-1.58,-6.0,-6.33,0.0,0.0
7929.0,1,2,2.0,-1.0,0.3399999999999998,2.4,6.5,0.8300000000000001,6.5,1.0,0.0
815.0,1,2,0.0,-2.0,2.0,-1.0,-0.5,6.67,1.33,2.0,-2.0
8692.0,1,2,-1.0,-2.0,1.83,10.25,6.6,7.8,8.6,1.0,1.0
-775.0,1,0,1.0,0.0,-3.25,-2.67,0.0,0.0,-4.0,-1.0,0.0
3243.0,1,-1,1.0,-1.0,1.33,1.25,0.55,1.27,6.0,-3.0,-2.0
2473.0,1,0,-2.0,1.0,-0.3399999999999998,8.0,2.5,4.0,4.0,1.0,0.0
-3980.0,0,-2,2.0,1.0,-0.8,-3.0,3.0,-3.0,-2.0,3.0,3.0
1788.0,1,0,1.0,-1.0,2.33,-3.0,0.0,3.0,-0.5,0.0,0.0
-4613.0,0,-2,2.0,1.0,-1.0,-5.5,-4.0,1.0,-0.33,-3.0,0.0
