gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
-3021.0,0,-2,-1.0,1.0,2.5,-0.25,-0.5,0.5,-0.5,1.0,1.0
4245.0,1,2,-1.0,-1.0,-1.0,4.0,-0.5,2.5,2.17,0.0,0.0
2838.0,1,2,1.0,-1.0,1.17,2.33,-3.0,4.67,3.0,0.0,1.0
8300.0,1,1,1.0,-1.0,4.33,6.0,2.0,2.67,9.0,2.0,0.0
-7327.0,0,0,1.0,0.0,1.0,-6.0,-8.6,-6.75,-4.75,2.0,0.0
-6119.0,0,-2,0.0,2.0,2.5,-1.67,-3.25,-3.5,-11.5,-1.0,0.0
4601.0,1,2,-2.0,-2.0,7.5,7.0,4.5,0.6699999999999999,0.5,0.0,-1.0
-7244.0,0,-1,1.0,4.0,-2.0,0.5,-0.1999999999999999,4.5,2.0,2.0,0.0
2572.0,0,2,1.0,1.0,0.3999999999999999,-0.8300000000000001,0.6499999999999999,-0.33,-8.0,2.0,-1.0
-3807.0,1,0,0.0,1.0,-3.1,-8.0,3.0,-2.0,-3.0,-1.0,-1.0
-2759.0,0,2,2.0,1.0,1.29,-1.0,-3.5,-3.67,-5.8,0.0,-1.0
3807.0,1,2,2.0,0.0,8.0,10.6,12.4,-3.25,-3.7,0.0,0.0
-7168.0,0,-1,1.0,2.0,-0.4,-4.0,0.0,-8.75,-3.4,-1.0,1.0
-123.0,1,2,1.0,0.0,1.5,5.0,2.1,0.0,0.0,1.0,1.0
-986.0,0,2,1.0,-1.0,-4.0,-2.0,-0.5,2.0,3.33,1.0,0.0
3830.0,1,1,-1.0,0.0,3.67,1.0,0.5,8.25,4.5,-3.0,0.0
911.0,0,2,2.0,0.0,3.0,4.0,-4.5,1.8,0.6000000000000001,-3.0,0.0
-15704.0,0,-1,1.0,4.0,-7.67,-5.71,-2.64,-7.25,-15.75,-1.0,-1.0
