gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
-4004.0,0,2,1.0,1.0,-5.6,-2.33,-2.33,0.73,-3.75,-2.0,1.0
2094.0,1,0,1.0,-1.0,0.5,0.0,0.0,-0.5,-3.0,-1.0,1.0
12243.0,1,2,-2.0,-5.0,9.25,1.33,4.25,4.0,5.75,0.0,-2.0
-5090.0,0,-1,-1.0,1.0,-2.6,1.0,0.5,-2.0,-2.75,2.0,1.0
-6455.0,0,0,2.0,1.0,-5.67,-6.5,-6.5,1.0,0.5,1.0,1.0
8733.0,1,1,-2.0,-2.0,2.0,5.5,5.0,2.83,2.0,0.0,0.0
3611.0,0,1,0.0,0.0,0.3299999999999999,-1.5,4.0,1.25,1.3,-1.0,-1.0
-5202.0,0,-2,1.0,1.0,-4.75,-5.0,1.0,2.5,3.0,-3.0,0.0
-5850.0,1,-2,0.0,1.0,-2.5,-6.0,-2.25,0.1699999999999999,-0.75,1.0,2.0
-1062.0,1,0,2.0,0.0,2.33,-1.5,-2.0,0.0,2.33,2.0,1.0
5236.0,1,2,0.0,-1.0,2.0,11.0,1.5,1.6,4.5,0.0,1.0
1976.0,1,0,1.0,0.0,-4.0,1.5,1.0,0.0,4.33,2.0,2.0
3029.0,0,2,0.0,0.0,2.67,2.0,7.0,3.0,-1.5,-1.0,2.0
-4727.0,0,1,2.0,1.0,2.7,-7.67,-3.38,-1.5,-1.0,0.0,0.0
-2079.0,0,0,0.0,0.0,2.0,1.17,-3.0,1.5,-1.33,-1.0,1.0
3943.0,0,2,-1.0,-1.0,-1.0,1.58,1.75,1.0,7.0,-1.0,1.0
-2237.0,1,-2,2.0,2.0,-2.0,-4.0,-1.67,-0.4199999999999999,0.8300000000000001,3.0,0.0
1557.0,1,0,-2.0,0.0,2.0,3.67,2.5,-4.0,-4.0,-1.0,0.0
1869.0,1,0,-2.0,1.0,0.33,5.8,9.0,0.6699999999999999,-1.33,-2.0,0.0
1434.0,1,-1,0.0,0.0,-2.5,-0.5,2.0,3.5,7.75,-1.0,-1.0
-2535.0,0,0,1.0,0.0,-2.0,-2.0,-0.33,0.0,1.0,-1.0,-1.0
-631.0,1,-2,0.0,-1.0,1.73,7.0,2.0,1.5,2.33,0.0,0.0
2903.0,1,2,-2.0,-1.0,-3.0,-2.5,0.5,1.0,0.0,0.0,0.0
-189.0,1,0,1.0,-1.0,-1.0,2.5,1.47,-6.0,-6.33,0.0,0.0
84.0,0,0,0.0,0.0,-0.83,10.75,1.34,-1.75,-2.0,0.0,-1.0
-351.0,0,0,1.0,0.0,-1.0,3.0,0.83,3.0,4.2,-1.0,-1.0
349.0,0,2,0.0,0.0,1.0,0.75,0.1699999999999999,-7.0,-6.5,0.0,0.0
-8687.0,0,0,0.0,0.0,-1.9,-9.33,-7.0,-2.47,-1.67,1.0,-2.0
-6778.0,0,0,1.0,1.0,-1.83,-3.0,-2.8,0.0,0.0,0.0,0.0
461.0,1,0,-1.0,-1.0,6.8,-5.33,-1.5,1.0,2.67,0.0,2.0
-1194.0,0,2,-2.0,0.0,1.0,0.0,0.0,-3.0,-4.0,-2.0,0.0
1879.0,0,2,-1.0,1.0,3.0,3.5,4.0,2.67,3.0,1.0,1.0
-2859.0,0,-2,-1.0,0.0,-0.83,-4.0,-4.0,-2.0,-3.0,1.0,1.0
3529.0,1,0,0.0,-1.0,1.83,4.0,1.83,-4.5,1.0,1.0,0.0
1224.0,0,0,-1.0,0.0,1.0,-5.0,3.0,1.0,-3.0,1.0,0.0
-6279.0,0,0,1.0,2.0,0.0,1.17,-2.5,-0.5,-8.6,1.0,0.0
-1967.0,1,-1,1.0,0.0,0.0,-5.25,3.0,2.67,1.0,-5.0,0.0
-16990.0,0,1,2.0,5.0,-5.43,-12.6,-10.67,-5.0,-4.17,0.0,0.0
1601.0,1,2,0.0,0.0,0.0,4.0,1.0,-0.4199999999999999,1.17,0.0,1.0
-2817.0,0,0,-1.0,1.0,-2.0,-1.0,-1.0,-1.33,0.0,-1.0,1.0
5027.0,1,2,1.0,-2.0,4.0,-2.0,1.5,2.5,4.67,1.0,-1.0
7341.0,1,-1,-1.0,-2.0,1.33,0.5,1.33,3.33,1.0,-2.0,0.0
-3806.0,0,1,1.0,0.0,2.5,-1.33,-2.0,-0.67,-3.25,-3.0,0.0
2158.0,0,0,2.0,1.0,3.5,2.33,0.0,2.67,-2.0,0.0,-1.0
1392.0,1,0,1.0,0.0,-4.4,1.0,8.0,-0.92,2.0,-1.0,0.0
