gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
-391.0,1,-2,0.0,0.0,-6.0,1.5,-1.17,2.5,6.4,1.0,-1.0
2602.0,0,-1,-2.0,0.0,-2.5,2.5,3.6,1.0,-0.75,0.0,1.0
-11952.0,0,-2,1.0,2.0,-1.5,-11.25,-8.0,-4.17,-1.83,-2.0,1.0
-5363.0,0,-1,2.0,1.0,-0.5,-4.5,-6.67,-5.67,-5.67,0.0,0.0
-2559.0,0,-2,1.0,-1.0,2.0,1.5,-3.67,-1.75,-3.0,-3.0,2.0
1861.0,1,0,1.0,-1.0,-3.5,-1.5,-1.0,5.67,5.0,0.0,-1.0
71.0,0,0,1.0,0.0,-5.0,1.5,8.0,9.8,1.83,-2.0,0.0
-2682.0,0,0,1.0,2.0,-3.75,-3.33,1.0,4.2,3.5,-1.0,1.0
9675.0,1,2,-1.0,-1.0,3.67,5.33,-0.33,7.67,7.0,1.0,0.0
1144.0,1,0,-1.0,0.0,2.0,-1.0,-2.5,2.0,2.0,0.0,1.0
-2728.0,0,-1,1.0,0.0,4.25,-2.2,-0.5,-0.5,-3.0,0.0,1.0
1560.0,1,2,0.0,0.0,-1.0,4.0,0.33,1.0,2.0,-1.0,-1.0
1373.0,1,0,-1.0,0.0,0.0,1.33,-0.6699999999999999,1.67,0.3,-1.0,1.0
-3032.0,0,0,1.0,0.0,0.0,-0.5,-5.5,3.5,-2.33,2.0,-1.0
-1872.0,0,2,1.0,1.0,-3.75,1.5,0.0,1.33,1.0,-2.0,0.0
-5581.0,1,-1,1.0,0.0,-1.0,-1.0,-3.5,0.0,-2.0,2.0,0.0
785.0,1,-1,0.0,1.0,-5.5,0.5,0.93,1.4,-0.5,0.0,0.0
-1445.0,0,-2,-2.0,0.0,-0.1699999999999999,1.75,1.5,-0.6699999999999999,-6.0,2.0,0.0
4333.0,1,1,-1.0,0.0,1.5,-1.25,-0.25,10.8,-2.0,0.0,-1.0
4058.0,0,2,2.0,0.0,0.5,-5.0,-6.67,2.07,1.33,2.0,0.0
-946.0,0,2,0.0,0.0,-0.92,1.17,4.0,-2.0,0.6699999999999999,2.0,0.0
7689.0,1,2,-2.0,-1.0,-2.5,-0.5,4.25,6.83,9.5,1.0,0.0
-5552.0,0,-2,2.0,0.0,-0.75,-7.75,-4.67,-5.0,-4.5,-1.0,0.0
2661.0,1,2,0.0,1.0,1.0,-0.6699999999999999,-0.1699999999999999,2.17,0.5999999999999999,-1.0,-2.0
6602.0,0,2,-2.0,-1.0,1.0,5.5,0.0,4.0,6.75,2.0,0.0
1057.0,1,0,0.0,0.0,0.0,0.0,-1.5,5.0,4.0,-1.0,0.0
-1879.0,0,-2,0.0,1.0,0.0,-8.0,-4.0,-0.6600000000000001,-8.0,0.0,0.0
-4682.0,0,-2,-2.0,1.0,1.08,-5.0,1.17,0.8300000000000001,1.0,1.0,0.0
209.0,0,0,-1.0,0.0,0.1699999999999999,7.33,6.0,3.25,6.75,-2.0,-1.0
5863.0,1,1,-1.0,0.0,7.0,6.0,4.0,6.5,8.5,1.0,-1.0
11327.0,1,1,-2.0,-1.0,1.5,-1.67,4.5,3.43,12.17,1.0,0.0
-9489.0,0,0,1.0,3.0,1.33,-0.8300000000000001,-4.67,-14.67,-13.4,-2.0,-1.0
9090.0,1,2,-2.0,-2.0,4.75,11.5,5.5,8.0,8.83,1.0,1.0
-2206.0,0,2,1.0,-1.0,0.1699999999999999,-3.5,-14.4,-1.73,-2.53,-3.0,-1.0
1688.0,1,0,-1.0,0.0,-2.33,-1.0,4.33,-1.0,-3.0,0.0,0.0
250.0,0,0,-1.0,0.0,-1.0,4.0,2.0,-1.5,-2.33,0.0,1.0
2502.0,0,1,-1.0,0.0,4.0,0.8300000000000001,1.0,3.5,1.75,0.0,0.0
2577.0,1,2,-2.0,-1.0,7.0,0.33,2.25,-2.5,-4.0,0.0,1.0
-5395.0,0,-2,1.0,1.0,-1.0,-2.5,0.1999999999999999,1.5,1.05,1.0,0.0
12866.0,1,1,-2.0,-4.0,0.0,13.0,8.0,3.0,8.0,1.0,0.0
3091.0,1,2,-2.0,-1.0,2.75,1.0,-2.0,-1.0,-5.0,2.0,1.0
-7514.0,0,-2,2.0,1.0,-0.5,-7.4,-3.33,-5.0,-1.0,0.0,-1.0
-4176.0,1,0,-1.0,3.0,-1.0,-1.5,0.0,-0.75,-2.47,0.0,-1.0
396.0,0,2,1.0,0.0,-0.83,2.17,-2.5,6.75,8.67,0.0,1.0
-9632.0,0,-2,2.0,2.0,-10.0,-10.0,-2.0,-3.17,-8.8,-1.0,1.0
745.0,0,-2,0.0,0.0,-1.0,5.5,0.9,0.5,-1.5,0.0,0.0
144.0,0,1,1.0,0.0,2.0,-4.5,-2.0,0.0,-6.33,2.0,-1.0
-4429.0,0,-2,1.0,1.0,-1.0,-9.0,-3.0,-3.0,-7.33,0.0,1.0
5169.0,1,0,0.0,-1.0,2.67,10.33,-0.5,2.0,7.0,3.0,0.0
-3043.0,0,-1,-1.0,1.0,-2.0,-6.67,-3.0,3.5,9.67,-2.0,0.0
-6425.0,0,-2,1.0,2.0,-6.0,-3.0,-5.5,-6.0,-3.0,-2.0,0.0
-3719.0,0,-1,1.0,0.0,-2.0,-7.6,-2.75,1.83,1.0,0.0,1.0
1599.0,0,0,2.0,1.0,-1.75,-4.67,-1.0,-0.5,1.0,1.0,0.0
-153.0,1,2,1.0,0.0,1.0,-3.0,-5.8,-0.5,-1.67,1.0,1.0
-3807.0,0,0,1.0,1.0,-2.5,-0.33,0.0,-4.67,-5.0,1.0,-1.0
-3309.0,0,-2,2.0,1.0,0.0,-8.8,-6.6,4.0,-0.33,-3.0,-1.0
-3576.0,0,-2,-1.0,1.0,0.0,-0.3500000000000001,-1.67,-2.0,1.33,-1.0,-1.0
2090.0,0,-1,-1.0,-1.0,1.0699999999999998,1.0,-7.75,2.3,-5.33,-1.0,0.0
346.0,0,0,0.0,1.0,1.0,-0.75,2.42,-0.5,5.0,0.0,-1.0
1630.0,0,0,-2.0,0.0,-0.5,-0.33,-1.0,5.67,5.0,-3.0,1.0
-5142.0,0,0,0.0,1.0,-8.33,-4.17,-3.75,-1.0,-2.0,0.0,0.0
-2673.0,1,0,1.0,0.0,1.4,0.5,0.0,-4.5,-6.0,1.0,1.0
-32.0,0,2,2.0,0.0,1.0,-1.0,0.33,-3.1,-6.5,3.0,-2.0
-2795.0,0,-1,1.0,1.0,-1.17,-9.0,-8.5,-5.0,2.0,2.0,1.0
3506.0,1,0,-1.0,0.0,-0.33,1.5,4.0,1.33,4.25,-1.0,0.0
2590.0,1,0,-1.0,0.0,0.0,1.5,2.0,6.5,7.33,0.0,0.0
9069.0,1,2,-2.0,-1.0,1.5,3.73,9.4,1.0,-2.0,2.0,0.0
387.0,0,2,1.0,0.0,0.3299999999999999,1.25,3.67,-6.75,-2.0,3.0,1.0
6730.0,1,2,-2.0,0.0,0.0,7.33,7.0,6.0,7.0,0.0,1.0
3838.0,1,0,1.0,-1.0,-0.83,5.5,1.5,-0.3999999999999999,-3.4,1.0,-1.0
94.0,0,-1,1.0,0.0,-0.33,-4.75,1.0,-1.33,-8.6,-2.0,-2.0
1383.0,1,2,-1.0,0.0,3.0,0.0,0.0,-2.0,-2.0,1.0,1.0
3384.0,0,1,1.0,0.0,0.83,-0.4199999999999999,6.6,-0.8300000000000001,-1.0,-1.0,1.0
-1609.0,0,-2,1.0,0.0,0.95,2.5,0.0,-3.0,-3.5,1.0,1.0
-11409.0,0,-1,1.0,1.0,-3.75,-3.17,-1.67,-6.0,-3.0,-1.0,-1.0
3060.0,0,2,1.0,-1.0,1.0,-1.0,-1.0,-6.2,-1.5,-1.0,-2.0
6057.0,1,2,-1.0,-1.0,1.0,4.4,1.5,13.4,3.6,-2.0,-2.0
-8153.0,0,-2,2.0,1.0,-1.75,-5.0,1.0,-6.5,-5.67,-1.0,-1.0
-5524.0,0,-2,1.0,2.0,-3.67,-5.6,-0.8300000000000001,1.75,-2.0,1.0,-1.0
-33.0,0,2,0.0,0.0,-3.0,1.0,-2.0,11.6,2.33,-1.0,0.0
-832.0,0,0,1.0,0.0,1.0,2.5,0.5,-1.0,0.5,-1.0,0.0
-10547.0,0,0,1.0,0.0,-7.86,-14.6,-5.36,-12.0,-2.5,0.0,0.0
-1754.0,0,0,2.0,-1.0,0.4499999999999999,0.0,-1.0,-4.1,-7.67,-2.0,1.0
-1856.0,0,2,0.0,0.0,-5.33,1.0,0.33,0.0,-2.0,0.0,1.0
6651.0,1,2,1.0,-1.0,1.67,2.5,11.83,-2.5,0.6699999999999999,0.0,1.0
4233.0,1,2,0.0,-1.0,6.5,3.07,0.0,7.0,1.42,0.0,-1.0
-13781.0,0,-1,1.0,5.0,-7.5,-9.67,-6.6,-1.0,-2.17,0.0,1.0
3299.0,1,2,-1.0,0.0,0.0,2.0,-1.0,0.5,5.0,1.0,-1.0
2168.0,1,-1,2.0,0.0,2.2,-4.0,2.0,-3.33,1.75,3.0,1.0
8202.0,1,1,1.0,-1.0,2.33,3.0,2.0,1.93,9.2,1.0,2.0
-5543.0,0,0,1.0,1.0,-0.5,0.33,-0.6699999999999999,-2.0,1.0,-2.0,1.0
2741.0,1,2,0.0,0.0,2.0,1.5,-4.2,-0.33,-0.5,1.0,0.0
-425.0,1,-2,1.0,0.0,-1.0,-0.8300000000000001,0.3399999999999998,-2.0,0.5,-1.0,1.0
2602.0,1,0,-1.0,0.0,0.8300000000000001,7.8,-0.33,-5.33,0.1699999999999999,-2.0,0.0
-4349.0,0,-2,-1.0,1.0,0.0,-2.0,2.5,-1.0,0.0,1.0,-2.0
-366.0,0,2,1.0,0.0,4.5,-2.47,-4.5,1.75,-0.33,0.0,-1.0
3302.0,1,2,1.0,-1.0,0.5,1.5,1.5,6.67,1.25,-1.0,0.0
-3434.0,0,-2,2.0,0.0,-0.33,-4.33,-7.75,-5.0,-2.0,-2.0,0.0
-11441.0,0,-1,1.0,3.0,-6.67,-3.93,-14.31,-2.4,-1.75,-1.0,-1.0
-3975.0,0,-2,0.0,1.0,-1.67,-3.5,-5.33,0.1699999999999999,4.0,0.0,-1.0
-1257.0,1,0,-1.0,0.0,-5.83,3.0,-1.0,1.0,1.25,0.0,-1.0
3915.0,1,0,-2.0,0.0,-1.0,3.17,6.0,5.0,7.5,-1.0,1.0
435.0,1,0,1.0,1.0,-3.0,1.0,0.33,4.5,5.5,2.0,0.0
-1716.0,0,0,-1.0,0.0,3.5,5.33,-2.0,-1.5,0.0,0.0,-1.0
-1992.0,1,0,0.0,-1.0,-2.67,-0.5800000000000001,-8.33,-0.1699999999999999,0.5,3.0,0.0
-7168.0,0,0,1.0,2.0,-2.0,-2.0,-1.33,-0.33,3.67,-2.0,-1.0
-3070.0,1,0,0.0,1.0,-4.83,-2.0,-0.6000000000000001,1.5,1.0,-1.0,-1.0
1751.0,1,2,-2.0,0.0,1.5,2.0,0.0,2.0,1.5,0.0,-2.0
6014.0,1,2,-1.0,-1.0,2.5,3.5,1.4,7.33,7.25,0.0,1.0
-11833.0,0,-1,1.0,1.0,-7.67,-5.67,-4.0,-5.0,-5.0,0.0,1.0
-423.0,0,0,0.0,0.0,-0.5,2.75,-7.6,1.0,-3.0,-2.0,2.0
2403.0,1,0,0.0,0.0,3.6,2.0,-1.0,-1.0,-5.75,0.0,1.0
1976.0,1,2,1.0,-1.0,5.33,-4.0,1.0,-2.67,0.8300000000000001,-1.0,0.0
-3796.0,0,0,1.0,1.0,-1.75,-3.67,-3.5,2.17,6.0,1.0,-1.0
11129.0,1,1,-1.0,-4.0,2.17,-0.25,8.4,3.5,4.0,0.0,-1.0
5566.0,0,1,-1.0,-1.0,2.0,7.0,1.0,2.0,0.0,1.0,0.0
