team_win,win_prob
0,0.1377750579339769
1,0.9084253981736119
1,0.6399030540352242
1,0.5618936358010247
1,0.8027141889719603
0,0.1457843759050749
0,0.3245114542932215
1,0.7611956200112007
0,0.33713713888564073
1,0.7791367580995493
0,0.7760997425841087
0,0.1691701059488848
0,0.2295991963298961
1,0.4510538315651905
0,0.05003952945096856
0,0.633729829467236
1,0.7207272056488779
0,0.44809371795999764
1,0.9840506724229912
1,0.5430527767962837
0,0.6500521411382733
1,0.4724078015302102
1,0.3005096278270279
1,0.9746765937924275
0,0.8684428836091397
1,0.4892277177886961
0,0.16288990320396277
1,0.8248304187193177
1,0.3178998502783572
0,0.16656617038630067
0,0.19180551576550256
1,0.47500447680582647
0,0.1884858699176571
1,0.7646982463090479
0,0.06934579481028229
0,0.7629652476588066
1,0.6114934043406883
1,0.7809566644092705
1,0.7189497616113951
0,0.0939645809596021
0,0.4492290318342272
1,0.6881074632496043
1,0.48702240665518415
1,0.9142208260111452
0,0.4343644052761952
1,0.9283858800655936
1,0.8228474391368384
0,0.23707632692277264
1,0.5191720608470151
0,0.12740374382298214
0,0.7059252488315483
0,0.08170160734172449
1,0.5831398389885655
0,0.3032925459762116
1,0.8469999217705838
0,0.11175511293826401
0,0.003481842409487334
1,0.8790042647994386
1,0.9474857069719249
1,0.7764859514862565
1,0.16976640929968884
0,0.5345406933844081
1,0.5563611173490917
1,0.7171881284155817
1,0.7344756785246573
0,0.03266010962957193
0,0.007219426023942457
0,0.1820116348647626
0,0.24557048707662485
1,0.3242039423319008
0,0.8479735065480785
0,0.8491705574340839
1,0.8718113588852993
0,0.07636005433097898
0,0.7182734737278871
0,0.18251336800445198
0,0.0389108341940395
0,0.08658051404223024
0,0.5311096607177984
0,0.019188206461090675
1,0.4932492982345453
1,0.9076172142681178
0,0.7992200792652346
1,0.9419049954215795
0,0.3069626365975394
0,0.0410831116876163
0,0.2505133096259374
1,0.9882269496091735
1,0.40663718753896
0,0.6283203443202989
1,0.9950662807566308
0,0.37259728227323274
1,0.12292195809312709
0,0.20918068090888395
1,0.36677748144371175
0,0.6666614747757444
0,0.7538393204272595
0,0.14818510038954705
1,0.6128078884690816
0,0.5248536298804555
1,0.9975080566431085
0,0.5994920916632785
1,0.4549966556606026
0,0.21040294236855409
1,0.892065605616428
1,0.5162062653680106
1,0.8807134058362385
0,0.11356745500555186
1,0.2936624594977765
0,0.5500893953219416
0,0.07943609831769465
1,0.2371669362286802
0,0.9259799609125524
1,0.9441659136648941
0,0.34480329491827055
0,0.13732872387277467
1,0.6427295165476179
0,0.2981503605219583
1,0.8349501711457714
0,0.5739148316639993
0,0.03604427409144188
0,0.07950494604094634
1,0.30438189310534025
0,0.031761827384328624
1,0.6947221452224509
1,0.9633813905893115
1,0.899062871871346
1,0.5936609976260382
0,0.7236855827204254
0,0.045898291899462346
1,0.9213361080374886
1,0.4881614982478885
1,0.8298670785998435
1,0.7060679606884362
0,0.930485458910581
0,0.23664862626340188
1,0.7710576620609331
1,0.8881508371446027
0,0.7274096638214236
1,0.9884547635513953
0,0.38386566078471596
1,0.5970014412668873
0,0.15989259001332923
1,0.15713874583406134
0,0.06364656441166172
1,0.8571723810017812
1,0.5317147282552102
0,0.218055130554081
0,0.23178788505173747
0,0.02764267507680086
0,0.28096937537423294
0,0.9582959966216861
1,0.9089205314656555
0,0.07085011151059169
0,0.008136107057265519
0,0.2622301687333038
0,0.2431586926767986
1,0.19864731830160243
0,0.37096823298468307
0,0.340727346471281
1,0.9052814973534973
0,0.1904903871712799
